baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	EhMyb10_1.1	EhMyb10_2.1	pEhEx_1.1	pEhEx_2.1	Certeza	DE
EHI_123020A	13.153525673046	7.28550221621579	1.70860871046567	4.26399688330641	2.00802245566551e-05	0.00401779101781421	18	32	0	0	19.103661428968	33.5104412632162	0	0	99.6	DOWN_pEhEx_UP_EhMyb10
EHI_006770A	14.0130211205219	7.37620105096049	1.73860788198805	4.24259036633723	2.20954524527838e-05	0.0042368030078213	39	14	0	0	41.3912664294306	14.6608180526571	0	0	99.58	DOWN_pEhEx_UP_EhMyb10
EHI_143440A	171.492236944199	-2.23015330843322	0.530348410268661	-4.20507210967877	2.60998929858646e-05	0.00480446830083795	70	44	291	304	74.2920166682088	46.0768567369223	207.912824748655	357.687249623008	99.52	UP_pEhEx_DOWN_EhMyb10
EHI_010030A	424.888298167812	-2.27685463045756	0.547277803999727	-4.16032701092093	3.17792246153142e-05	0.00562492275691061	184	91	704	770	195.281872385006	95.2953173422711	502.991850938326	905.984152005646	99.44	UP_pEhEx_DOWN_EhMyb10
EHI_098470A	2367.94763135331	-14.5756650444923	3.51433068590607	-4.1474938892196	3.36134438637783e-05	0.00572922476522621	0	0	486	7755	0	0	347.235851642083	9124.55467377114	99.43	UP_pEhEx_DOWN_EhMyb10
EHI_165810.mRNA	919.584143214656	1.91229650581692	0.464409297560369	4.117696428264	3.82678320310949e-05	0.0062895915359678	1022	1740	627	275	1084.66344335585	1822.13024368738	447.977117241947	323.565768573445	99.37	DOWN_pEhEx_UP_EhMyb10
EHI_040310A	902.222496763928	-1.60357314292473	0.392800081348773	-4.08241550617423	4.45700185381815e-05	0.00683704084375704	380	468	1757	1241	403.299519055991	490.090203474537	1255.33619616284	1460.16406836235	99.32	UP_pEhEx_DOWN_EhMyb10
EHI_181610A	244.390491533523	1.99705829502192	0.488909687750353	4.08471819041079	4.41303421090172e-05	0.00683704084375704	262	481	139	82	278.064405243867	503.703820237719	99.3123114778798	96.4814291746272	99.32	DOWN_pEhEx_UP_EhMyb10
EHI_144610A	1081.3178131617	-1.98363828661378	0.487298398948854	-4.07068500715918	4.6875096912562e-05	0.00695868374166485	471	356	1654	1930	499.879140724662	372.803659053281	1181.74505888067	2270.84339398818	99.3	UP_pEhEx_DOWN_EhMyb10
EHI_134810A	617.607157727854	-1.83539193665469	0.454059332128373	-4.04218525374517	5.29553683289101e-05	0.00761564390780139	316	196	1181	923	335.375389530771	205.251452737199	843.797409031482	1086.00437961196	99.24	UP_pEhEx_DOWN_EhMyb10
EHI_018630A	11.5580255787097	7.09909668199574	1.77883734147432	3.99086331081399	6.58332165619763e-05	0.00918074129146106	11	33	0	0	11.6744597621471	34.5576425526917	0	0	99.08	DOWN_pEhEx_UP_EhMyb10
EHI_062500A	84.4245959056126	-2.0836984877819	0.524582802512913	-3.97210598174463	7.12400100179377e-05	0.00964254488536909	32	29	157	137	33.9620647626097	30.3688373947897	112.172898575735	161.194582889316	99.04	UP_pEhEx_DOWN_EhMyb10
EHI_126980A	53.5100902143364	-3.19012232167325	0.809700540338141	-3.93987920563943	8.15226468311464e-05	0.0107190634490553	6	14	61	127	6.36788714298932	14.6608180526571	43.5831007205084	149.428554941191	98.93	UP_pEhEx_DOWN_EhMyb10
EHI_020080A	583.387863025819	-1.60414361914681	0.408111024473289	-3.9306549515959	8.47147759128365e-05	0.0108293721875243	250	298	1073	841	265.328630957889	312.065984263701	766.633886444353	989.522950437335	98.92	UP_pEhEx_DOWN_EhMyb10
EHI_103400A	27.1279039775371	3.34300365090762	0.858020751725068	3.89618041776547	9.77216055387059e-05	0.0121544548294358	26	68	7	4	27.5941776196204	71.2096876843345	5.00133942694359	4.70641117925011	98.78	DOWN_pEhEx_UP_EhMyb10
EHI_118270A	24901.6936660617	-2.70638213436956	0.699619604374428	-3.86836234640609	0.0001095687624476	0.0132693538101014	8972	3544	25137	58145	9522.1139078167	3711.2813699012	17959.8098821544	68413.5695043744	98.67	UP_pEhEx_DOWN_EhMyb10
EHI_112800A	142.721204424998	-1.79476097730615	0.478765334006041	-3.74872792540886	0.000177733769186071	0.0206893041412537	58	63	250	225	61.5562423822301	65.9736812369569	178.619265247985	264.735628832819	97.93	UP_pEhEx_DOWN_EhMyb10
EHI_178640A	8.70644850136416	6.6897936495852	1.78595121746812	3.74578744601384	0.000179828806095208	0.0206893041412537	19	14	0	0	20.1649759527995	14.6608180526571	0	0	97.93	DOWN_pEhEx_UP_EhMyb10
EHI_028990A	320.216021280913	-2.38950282937045	0.642036208807784	-3.721757116795	0.000197841276057369	0.0222064768881954	141	53	450	641	149.645347860249	55.5016683422019	321.514677446373	754.20239147483	97.78	UP_pEhEx_DOWN_EhMyb10
EHI_057550A	445.002473454476	1.66084489483246	0.449617571229023	3.69390566808268	0.00022083575336291	0.0241972889756217	508	777	341	156	539.14777810643	813.675401922469	243.636677798252	183.550035990754	97.58	DOWN_pEhEx_UP_EhMyb10
EHI_095830A	190.282910597348	-2.29138325014476	0.629007217749885	-3.64285684724193	0.000269628804767514	0.0288565525474442	94	28	384	304	99.7635652401661	29.3216361053142	274.359191420905	357.687249623008	97.11	UP_pEhEx_DOWN_EhMyb10
EHI_117270A	223.647962168442	3.1276628926799	0.878246112374619	3.56126016228328	0.000369079152092192	0.0377444946206282	331	432	119	5	351.295107388244	452.390957053419	85.022770258041	5.88301397406263	96.23	DOWN_pEhEx_UP_EhMyb10
EHI_138470A	478.998629909983	-2.10543360078023	0.590979788071758	-3.56261524213851	0.000367178636697664	0.0377444946206282	206	136	574	973	218.6307919093	142.419375368669	410.109833009374	1144.83451935259	96.23	UP_pEhEx_DOWN_EhMyb10
EHI_058090A	2095.3110434364	-1.58378031539234	0.44667345920283	-3.54572290509243	0.00039153768587493	0.0391707919651398	1023	965	3209	3393	1085.72475787968	1010.54924434386	2292.75688872314	3992.2132827989	96.08	UP_pEhEx_DOWN_EhMyb10
EHI_058320A	51.7254045982694	-2.35096637199193	0.666814815059903	-3.52566607534168	0.000422419227869453	0.0413611337586218	18	14	76	101	19.103661428968	14.6608180526571	54.3002566353875	118.836882276065	95.86	UP_pEhEx_DOWN_EhMyb10
EHI_118230A	100.624898245102	-2.10380038185454	0.599472744616029	-3.50941790223017	0.000449088677033044	0.0430563769105431	26	46	151	186	27.5941776196204	48.1712593158733	107.886036209783	218.84811983513	95.69	UP_pEhEx_DOWN_EhMyb10
EHI_038300A	56.4926372665086	-2.25773388667403	0.650389151016103	-3.47135846769088	0.000517832225162918	0.0467267431411715	27	10	138	75	28.655492143452	10.4720128947551	98.5978344168878	88.2452096109395	95.33	UP_pEhEx_DOWN_EhMyb10
EHI_056690A	171.638826969234	-1.90260703781996	0.547389457882478	-3.4757831200842	0.00050936402794268	0.0467267431411715	93	44	312	271	98.7022507163345	46.0768567369223	222.916843029486	318.859357394195	95.33	UP_pEhEx_DOWN_EhMyb10
EHI_118670A	97.4268567189134	-2.01743061150434	0.580701337613606	-3.47412771562569	0.000512517023519373	0.0467267431411715	37	36	138	182	39.2686373817675	37.6992464211183	98.5978344168878	214.14170865588	95.33	UP_pEhEx_DOWN_EhMyb10
EHI_010020A	584.519725565895	-2.21123029172273	0.640610062496902	-3.45175703782115	0.000556948992682425	0.0492899858523946	246	147	610	1264	261.083372862562	153.9385895529	435.831007205084	1487.22593264303	95.07	UP_pEhEx_DOWN_EhMyb10
