logFC	AveExpr	t	P.Value	adj.P.Val	B	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_198610A	-0.42079105145879	7.10620943979853	-0.789271034008495	0.454809491007632	0.854858066010672	-4.6008042505564	660	704	1798	1082	1001	3709	111.380979852721	98.1739357082206	154.511318034411	97.4242469839495	139.565382429173	296.925258906972	14.51	UP_pEhEx_DOWN_CDC5
EHI_092640A	-0.312413638320679	5.80921723104518	-0.788421807630202	0.455275839126088	0.855008384222626	-4.60076450385932	313	321	624	577	531	791	52.8215858998508	44.7639678442313	53.6235052577711	51.953595665193	74.035182887004	63.3237745471595	14.5	UP_pEhEx_DOWN_CDC5
EHI_068120A	0.622378011972907	0.380895670797505	0.787393505595909	0.455840963733287	0.855396413265923	-4.59799525504645	7	6	42	10	4	24	1.18131342268037	0.836709679331426	3.60927439234998	0.900408937005079	0.557703825890802	1.92132817842203	14.46	DOWN_pEhEx_UP_CDC5
EHI_131260A	0.660938429054011	-0.00664473946659328	0.787685050210386	0.455680690643487	0.855396413265923	-4.59754951837317	8	11	9	15	9	3	1.35007248306328	1.53396774544095	0.773415941217852	1.35061340550762	1.2548336082543	0.240166022302754	14.46	DOWN_pEhEx_UP_CDC5
EHI_197440A	0.874916598901873	6.38545324796102	0.786813500268351	0.456159929240182	0.855658483621914	-4.6008354697354	1116	1533	417	1670	887	158	188.335111387328	213.779323069179	35.8349386097605	150.368292479848	123.670823391285	12.6487438412784	14.43	DOWN_pEhEx_UP_CDC5
EHI_074110A	0.656273450724863	4.78703267963674	0.786089461954013	0.45655831773803	0.856039961876692	-4.60063324435812	166	289	415	513	300	70	28.0140040235631	40.3015162211303	35.663068400601	46.1909784683605	41.8277869418101	5.60387385373093	14.4	DOWN_pEhEx_UP_CDC5
EHI_098780A	-0.287691280667807	11.4051427950837	-0.785640665002409	0.456805379203578	0.856039961876692	-4.60194626253728	15039	17220	28204	26466	24670	41042	2537.96750909858	2401.35677968119	2423.71368956759	2383.02229267764	3439.63834618152	3285.63129578321	14.4	UP_pEhEx_DOWN_CDC5
EHI_188720A	0.407583233338031	8.10251459795678	0.785466169215743	0.456901463306776	0.856039961876692	-4.60102464159857	1431	1516	7153	2783	1565	3134	241.494215407944	211.408645644407	614.693803059033	250.583807168513	218.201621879776	250.89343796561	14.4	DOWN_pEhEx_UP_CDC5
EHI_160720A	0.856341660781934	0.533077188268885	0.784089223057297	0.457660147213952	0.857120520065165	-4.59819717253869	10	19	15	34	16	2	1.6875906038291	2.64958065121618	1.28902656869642	3.06139038581727	2.23081530356321	0.160110681535169	14.29	DOWN_pEhEx_UP_CDC5
EHI_197530A	-0.391031277926049	1.06424407906052	-0.783767698601079	0.457837427838664	0.857120520065165	-4.5986067746097	8	13	25	25	17	31	1.35007248306328	1.81287097188476	2.14837761449403	2.2510223425127	2.37024126003591	2.48171556379513	14.29	UP_pEhEx_DOWN_CDC5
EHI_165800A	0.521021385161297	2.89906301285753	0.783130978561294	0.45818863777586	0.857441639006433	-4.59954013200852	56	82	75	120	61	32	9.45050738144296	11.4350322841962	6.4451328434821	10.8049072440609	8.50498334483473	2.56177090456271	14.26	DOWN_pEhEx_UP_CDC5
EHI_002200A	0.7996042053372	3.63388713900353	0.781411768369604	0.459137858754588	0.85747730716968	-4.60004740407871	105	241	84	253	124	26	17.7197013402056	33.6078387864789	7.21854878469995	22.7803461062285	17.2888186026149	2.0814388599572	14.25	DOWN_pEhEx_UP_CDC5
EHI_004200A	-0.559933917896627	12.5773194924848	-0.780609603529333	0.459581213105536	0.85747730716968	-4.60248078912321	56798	61028	18611	61524	57846	111658	9585.17711162853	8510.45305170638	1599.33823133394	5539.67594403005	8065.23387811983	8938.81923942697	14.25	UP_pEhEx_DOWN_CDC5
EHI_118480A	0.706410113907493	0.513777328218381	0.782425728164612	0.45857786299031	0.85747730716968	-4.59820214828087	13	20	10	25	12	4	2.19386778497783	2.78903226443809	0.859351045797613	2.2510223425127	1.67311147767241	0.320221363070339	14.25	DOWN_pEhEx_UP_CDC5
EHI_142060A	-0.493070103658843	0.311304087052442	-0.780168920771837	0.459824901309139	0.85747730716968	-4.59792274475992	5	6	15	12	8	30	0.84379530191455	0.836709679331426	1.28902656869642	1.08049072440609	1.1154076517816	2.40166022302754	14.25	UP_pEhEx_DOWN_CDC5
EHI_148540A	0.35344949023184	4.71542507712174	0.780192903212618	0.459811637266036	0.85747730716968	-4.6007422238377	188	186	364	284	230	192	31.7267033519871	25.9380000592742	31.2803780670331	25.5716138109442	32.0679699887211	15.3706254273763	14.25	DOWN_pEhEx_UP_CDC5
EHI_151810A	0.393714909390653	10.9737950888786	0.780565761051351	0.459605453124904	0.85747730716968	-4.60195728166133	10091	11690	50673	15567	14575	23999	1702.94767832395	1630.18935856406	4354.58955437025	1401.66659223581	2032.13331558961	1921.24812308127	14.25	DOWN_pEhEx_UP_CDC5
EHI_182030A	0.377271585716896	3.43681838101722	0.780854520617826	0.459445817181153	0.85747730716968	-4.59992330638137	60	70	214	124	55	125	10.1255436229746	9.7616129255333	18.3901123800689	11.165070818863	7.66842760599853	10.0069175959481	14.25	DOWN_pEhEx_UP_CDC5
EHI_183060A	-0.424547805822424	4.9694629915806	-0.781155873919417	0.459279259271419	0.85747730716968	-4.60077340563127	253	247	159	385	221	544	42.6960422768762	34.4445484658104	13.6636816281821	34.6657440746955	30.8131363804668	43.5501053775661	14.25	UP_pEhEx_DOWN_CDC5
EHI_187090A	0.330929850499654	6.54135544635404	0.78252519341401	0.45852295481708	0.85747730716968	-4.60093807542034	721	599	1303	886	474	1354	121.675282536078	83.5315163199207	111.973441267429	79.77623181865	66.08790336806	108.39493139931	14.25	DOWN_pEhEx_UP_CDC5
EHI_013910A	0.688411006546794	6.14884741386055	0.775550723486509	0.462383954115176	0.858322931518863	-4.60109083835496	468	828	926	1252	879	158	78.9792402592019	115.465935747737	79.575906840859	112.731198913036	122.555415739504	12.6487438412784	14.17	DOWN_pEhEx_UP_CDC5
EHI_015420A	-0.369323739610607	1.99642388072791	-0.776967623963616	0.461597789613726	0.858322931518863	-4.59923581250085	20	31	33	47	29	65	3.3751812076582	4.32300000987903	2.83585845113212	4.23192200392387	4.04335273770831	5.203597149893	14.17	UP_pEhEx_DOWN_CDC5
EHI_023320A	0.73209440921682	2.07052591218662	0.777565175987648	0.461266511316506	0.858322931518863	-4.59926611993239	38	69	29	94	31	11	6.41284429455058	9.6221613123114	2.49211803281308	8.46384400784774	4.32220465065372	0.880608748443432	14.17	DOWN_pEhEx_UP_CDC5
EHI_029380A	1.50183851740048	-1.61676010852912	0.777665049445209	0.461211157990498	0.858322931518863	-4.59634756609324	6	0	20	0	0	35	1.01255436229746	0	1.71870209159523	0	0	2.80193692686546	14.17	DOWN_pEhEx_UP_CDC5
EHI_035090A	-0.7583695393648	8.33689856319698	-0.77538159420045	0.462477855839985	0.858322931518863	-4.60133883320027	2028	3723	1005	8525	6019	1442	342.243374456542	519.17835602515	86.3647801026601	767.59861879683	839.204832009184	115.439801386857	14.17	UP_pEhEx_DOWN_CDC5
EHI_044560A	-0.546405199757241	1.79494224592264	-0.776573799795446	0.461816211062441	0.858322931518863	-4.5991566492319	28	34	12	53	27	47	4.72525369072148	4.74135484954475	1.03122125495714	4.77216736612692	3.76450082476291	3.76260101607648	14.17	UP_pEhEx_DOWN_CDC5
EHI_048590A	-0.366268285757229	1.42768082200041	-0.776408709446518	0.461907793794063	0.858322931518863	-4.59898365258639	15	17	24	36	20	37	2.53138590574365	2.37067742477237	2.06244250991427	3.24147217321828	2.78851912945401	2.96204760840063	14.17	UP_pEhEx_DOWN_CDC5
EHI_051460A	0.454004921585495	0.590895728421532	0.774604359232828	0.462909548271714	0.858322931518863	-4.59840038241419	13	9	22	12	6	24	2.19386778497783	1.25506451899714	1.89057230075475	1.08049072440609	0.836555738836203	1.92132817842203	14.17	DOWN_pEhEx_UP_CDC5
EHI_104600A	-0.309448048506411	4.98673842550569	-0.7760439214356	0.462110201145142	0.858322931518863	-4.60090259939741	150	183	411	397	243	454	25.3138590574365	25.5196452196085	35.3193279822819	35.7462347991016	33.8805074228662	36.3451247084835	14.17	UP_pEhEx_DOWN_CDC5
EHI_121740A	0.536362559758145	0.907873658642379	0.778184849725097	0.460923139573698	0.858322931518863	-4.59864832851172	15	15	26	18	4	40	2.53138590574365	2.09177419832856	2.23431271907379	1.62073608660914	0.557703825890802	3.20221363070339	14.17	DOWN_pEhEx_UP_CDC5
EHI_121760A	-0.841314947516072	1.17667345858484	-0.775026653538353	0.462674963360227	0.858322931518863	-4.59874713537649	9	41	6	66	33	11	1.51883154344619	5.71751614209808	0.515610627478568	5.94269898423352	4.60105656359912	0.880608748443432	14.17	UP_pEhEx_DOWN_CDC5
EHI_131930A	-0.864692024882057	2.03311038912627	-0.774484099358421	0.462976367504097	0.858322931518863	-4.59928519000123	24	68	8	108	69	21	4.05021744918984	9.48270969908949	0.687480836638091	9.72441651965485	9.62039099661633	1.68116215611928	14.17	UP_pEhEx_DOWN_CDC5
EHI_164740A	0.688411006546794	6.14884741386055	0.775550723486509	0.462383954115176	0.858322931518863	-4.60109083835496	468	828	926	1252	879	158	78.9792402592019	115.465935747737	79.575906840859	112.731198913036	122.555415739504	12.6487438412784	14.17	DOWN_pEhEx_UP_CDC5
EHI_166900A	-0.832842256502643	-0.429027604964397	-0.776191259055777	0.462028441712525	0.858322931518863	-4.59714741559308	6	12	1	14	5	8	1.01255436229746	1.67341935866285	0.0859351045797613	1.26057251180711	0.697129782363502	0.640442726140678	14.17	UP_pEhEx_DOWN_CDC5
EHI_183080A	-0.459312585664607	0.434382412169788	-0.775694334352313	0.462304230546385	0.858322931518863	-4.59813122940957	5	11	12	21	7	23	0.84379530191455	1.53396774544095	1.03122125495714	1.89085876771067	0.975981695308903	1.84127283765445	14.17	UP_pEhEx_DOWN_CDC5
EHI_010520A	-0.726719647722449	1.61077506149961	-0.773881925991777	0.463311047619342	0.858334599209019	-4.59908387237865	7	14	59	26	13	172	1.18131342268037	1.95232258510666	5.07017117020592	2.34106323621321	1.81253743414511	13.7695186120246	14.17	UP_pEhEx_DOWN_CDC5
EHI_087660A	-0.404896364968203	0.969277566881064	-0.773502039616033	0.463522267846111	0.858334599209019	-4.59868387859086	11	12	17	23	12	37	1.85634966421201	1.67341935866285	1.46089677785594	2.07094055511168	1.67311147767241	2.96204760840063	14.17	UP_pEhEx_DOWN_CDC5
EHI_096510A	-0.696922055051817	3.56169658781047	-0.77359976226561	0.463467926945789	0.858334599209019	-4.60014675840972	80	183	28	235	127	105	13.5007248306328	25.5196452196085	2.40618292823332	21.1596100196194	17.707096472033	8.40581078059639	14.17	UP_pEhEx_DOWN_CDC5
EHI_181560A	0.545882960434694	9.60728938232143	0.773002696395733	0.463800006371094	0.858515760435555	-4.6017552453572	6979	10808	5507	12367	6465	3334	1177.76948241233	1507.19303570234	473.244620920746	1113.53573239418	901.388808596009	266.904506119127	14.15	DOWN_pEhEx_UP_CDC5
EHI_004840A	-0.455001477030507	7.31478417020649	-0.767496951452561	0.466869811463582	0.859298650983573	-4.60134088025113	513	697	3465	1463	1494	2951	86.5733979764329	97.1977744156673	297.765137368873	131.729827483843	208.302378970215	236.243310605142	14.07	UP_pEhEx_DOWN_CDC5
EHI_008650A	0.399731134930146	12.4150674027514	0.767399955636858	0.46692401550721	0.859298650983573	-4.60280403083935	29027	29769	139444	38432	36775	76660	4898.56924573473	4151.33507400287	11983.1347230202	3460.45162669792	5127.38954928356	6137.04242324304	14.07	DOWN_pEhEx_UP_CDC5
EHI_011550A	-0.421953490232916	2.61281442775544	-0.768245934785361	0.466451401055937	0.859298650983573	-4.5996686728107	34	58	36	91	57	66	5.73780805301894	8.08819356687045	3.09366376487141	8.19372132674622	7.94727951894393	5.28365249066059	14.07	UP_pEhEx_DOWN_CDC5
EHI_020320A	-0.549158327014013	1.05912063954577	-0.767860274024345	0.466666814122905	0.859298650983573	-4.59879838691749	9	7	34	28	9	60	1.51883154344619	0.97616129255333	2.92179355571189	2.52114502361422	1.2548336082543	4.80332044605508	14.07	UP_pEhEx_DOWN_CDC5
EHI_029370A	-0.430340177256567	6.02498441319466	-0.769344205120344	0.465838323549182	0.859298650983573	-4.60122417737082	358	378	643	505	422	2011	60.4157436170818	52.7127097978798	55.2562722447865	45.4706513187565	58.8377536314796	160.991290283613	14.07	UP_pEhEx_DOWN_CDC5
EHI_069280A	-0.584037152736708	2.72436934361469	-0.768464458919488	0.466329372919387	0.859298650983573	-4.59973135427846	28	31	82	156	102	34	4.72525369072148	4.32300000987903	7.04667857554043	14.0463794172792	14.2214475602154	2.72188158609788	14.07	UP_pEhEx_DOWN_CDC5
EHI_079980A	0.531157677767146	1.67341300025988	0.769930463737739	0.465511284622506	0.859298650983573	-4.59922326081452	22	19	64	22	10	77	3.71269932842402	2.64958065121618	5.49984669310473	1.98089966141117	1.394259564727	6.16426123910402	14.07	DOWN_pEhEx_UP_CDC5
EHI_102270A	0.612945156449861	3.04188049901398	0.770293697037862	0.465308736161989	0.859298650983573	-4.5998574261324	57	48	176	131	89	26	9.61926644182587	6.69367743465141	15.124578406038	11.7953570747665	12.4089101260703	2.0814388599572	14.07	DOWN_pEhEx_UP_CDC5
EHI_151310A	1.54914266140885	-1.42616056280268	0.769357219630436	0.465831061841393	0.859298650983573	-4.59647016083835	15	0	15	0	0	43	2.53138590574365	0	1.28902656869642	0	0	3.44237965300614	14.07	DOWN_pEhEx_UP_CDC5
EHI_163860A	-0.418331032657844	4.5022719321257	-0.770515259013849	0.465185216620723	0.859298650983573	-4.6008173440038	79	109	415	224	177	462	13.3319657702499	15.2002258411876	35.663068400601	20.1691601889138	24.678394295668	36.9855674346241	14.07	UP_pEhEx_DOWN_CDC5
EHI_164890A	0.579783898212762	5.01596125725369	0.77081334343688	0.465019071228271	0.859298650983573	-4.60105559064419	225	254	547	390	58	786	37.9707885861548	35.4207097583637	47.0065022051295	35.1159485431981	8.08670547541663	62.9234978433216	14.07	DOWN_pEhEx_UP_CDC5
EHI_192040A	-0.851209139609624	1.2842170530309	-0.769168604978704	0.465936310657981	0.859298650983573	-4.59887083306088	7	6	53	8	48	95	1.18131342268037	0.836709679331426	4.55456054272735	0.720327149604063	6.69244591068962	7.60525737292055	14.07	UP_pEhEx_DOWN_CDC5
EHI_193470A	-1.23308278102471	0.703744251749265	-0.76768855384011	0.46676275102962	0.859298650983573	-4.59815753075559	2	3	51	13	5	274	0.33751812076582	0.418354839665713	4.38269033356783	1.1705316181066	0.697129782363502	21.9351633703182	14.07	UP_pEhEx_DOWN_CDC5
EHI_200720A	-1.23308278102471	0.703744251749265	-0.76768855384011	0.46676275102962	0.859298650983573	-4.59815753075559	2	3	51	13	5	274	0.33751812076582	0.418354839665713	4.38269033356783	1.1705316181066	0.697129782363502	21.9351633703182	14.07	UP_pEhEx_DOWN_CDC5
EHI_201200A	-0.464969202465063	4.78302856358964	-0.7714738317334	0.46465107324606	0.859298650983573	-4.60091838588082	92	105	629	324	285	376	15.5258335552277	14.6424193883	54.0531807806699	29.1732495589646	39.7363975947196	30.1008081286118	14.07	UP_pEhEx_DOWN_CDC5
EHI_000570A	0.423211912906714	3.23419579708703	0.754982370544258	0.473898332082717	0.859703437115937	-4.6002700503465	60	63	167	67	41	189	10.1255436229746	8.78545163297997	14.3511624648201	6.03273987793403	5.71646421538072	15.1304594050735	14.03	DOWN_pEhEx_UP_CDC5
EHI_001420A	0.413466993136651	9.9753475688045	0.755252915818345	0.473745641276583	0.859703437115937	-4.60232513369161	7001	7532	14537	12112	10697	5153	1181.48218174075	1050.34955078738	1249.23861527599	1090.57530450055	1491.43945638848	412.525170975364	14.03	DOWN_pEhEx_UP_CDC5
EHI_002110A	0.53147856097439	3.64601216871888	0.755173770753717	0.473790305899844	0.859703437115937	-4.60058332492252	118	140	102	227	89	54	19.9135691251834	19.5232258510666	8.76538066713566	20.4392828700153	12.4089101260703	4.32298840144957	14.03	DOWN_pEhEx_UP_CDC5
EHI_006550A	0.771629735809153	2.39644918076748	0.758981323229802	0.471644748241877	0.859703437115937	-4.59972105022038	52	75	40	104	59	10	8.77547113991132	10.4588709916428	3.43740418319045	9.36425294485282	8.22613143188933	0.800553407675847	14.03	DOWN_pEhEx_UP_CDC5
EHI_020270A	0.786111264064296	2.54563465724752	0.756538508979631	0.473020525637382	0.859703437115937	-4.5998335963754	49	86	51	111	75	10	8.26919395876259	11.9928387370838	4.38269033356783	9.99453920075637	10.4569467354525	0.800553407675847	14.03	DOWN_pEhEx_UP_CDC5
EHI_022300A	-0.404427560480785	0.831948384877132	-0.76068193953176	0.470688557346411	0.859703437115937	-4.59872899093681	10	8	20	19	13	32	1.6875906038291	1.11561290577523	1.71870209159523	1.71077698030965	1.81253743414511	2.56177090456271	14.03	UP_pEhEx_DOWN_CDC5
EHI_037200A	0.371331610500742	2.45250791496707	0.758133810716864	0.472121757772171	0.859703437115937	-4.59975623738632	37	36	87	54	25	79	6.24408523416767	5.02025807598856	7.47635409843924	4.86220825982743	3.48564891181751	6.32437192063919	14.03	DOWN_pEhEx_UP_CDC5
EHI_045100A	-0.426631053583145	0.141032600935017	-0.758747140011725	0.471776522390898	0.859703437115937	-4.59798843165821	5	7	10	15	8	15	0.84379530191455	0.97616129255333	0.859351045797613	1.35061340550762	1.1154076517816	1.20083011151377	14.03	UP_pEhEx_DOWN_CDC5
EHI_045120A	-0.756898380863819	5.44250058369558	-0.757029977209863	0.472743518183532	0.859703437115937	-4.60142444914528	417	586	77	762	596	385	70.3725281796735	81.7186453480359	6.61700305264162	68.611160999787	83.0978700577295	30.8213061955201	14.03	UP_pEhEx_DOWN_CDC5
EHI_048250A	-0.438197205670768	0.16730833701958	-0.754507994118561	0.474166140868346	0.859703437115937	-4.59806818780746	6	7	9	11	9	19	1.01255436229746	0.97616129255333	0.773415941217852	0.990449830705587	1.2548336082543	1.52105147458411	14.03	UP_pEhEx_DOWN_CDC5
EHI_050760A	-0.35984109703438	6.39127617972063	-0.760161692031029	0.470980934216548	0.859703437115937	-4.60145244592699	554	699	519	1247	673	1016	93.4925194521322	97.4766776421111	44.6003192768961	112.280994444533	93.8336687061274	81.336226219866	14.03	UP_pEhEx_DOWN_CDC5
EHI_060980A	-0.406644314061518	3.95431606182727	-0.76032877340002	0.470887021918732	0.859703437115937	-4.60070033614408	96	154	84	191	112	251	16.2008697967594	21.4755484361733	7.21854878469995	17.197810696797	15.6157071249425	20.0938905326638	14.03	UP_pEhEx_DOWN_CDC5
EHI_072100A	0.384962661522263	1.75078883530655	0.758230707344642	0.47206720461632	0.859703437115937	-4.59944413208993	20	24	55	23	22	48	3.3751812076582	3.3468387173257	4.72643075188687	2.07094055511168	3.06737104239941	3.84265635684407	14.03	DOWN_pEhEx_UP_CDC5
EHI_078710A	-0.422242418477456	6.95790635991388	-0.75502341556103	0.473875164908908	0.859703437115937	-4.60159985353784	922	1134	585	1559	895	2122	155.595853673043	158.138129393639	50.2720361791604	140.373753279092	124.786231043067	169.877433108815	14.03	UP_pEhEx_DOWN_CDC5
EHI_080720A	0.36968998135928	5.02077900327153	0.759681027922969	0.471251173682176	0.859703437115937	-4.60131280439171	249	273	368	318	126	568	42.0210060353446	38.0702904095799	31.6241184853522	28.6330041967615	17.5676705155603	45.4714335559881	14.03	DOWN_pEhEx_UP_CDC5
EHI_086070A	0.557215263992975	0.39896510476817	0.7554185297088	0.473652188057751	0.859703437115937	-4.59842232500233	7	5	42	11	9	13	1.18131342268037	0.697258066109522	3.60927439234998	0.990449830705587	1.2548336082543	1.0407194299786	14.03	DOWN_pEhEx_UP_CDC5
EHI_088090A	-0.793272112441272	3.17243188732162	-0.762950311166434	0.469415166541688	0.859703437115937	-4.60010634666592	46	147	23	258	133	47	7.76291677761386	20.4993871436199	1.97650740533451	23.230550574731	18.5436522108692	3.76260101607648	14.03	UP_pEhEx_DOWN_CDC5
EHI_091480A	-0.747065956157568	0.771880162358016	-0.759989156562364	0.471077925318145	0.859703437115937	-4.59853673657751	5	3	48	19	9	70	0.84379530191455	0.418354839665713	4.12488501982854	1.71077698030965	1.2548336082543	5.60387385373093	14.03	UP_pEhEx_DOWN_CDC5
EHI_092280A	-0.371780807505428	3.4585284840227	-0.762787807328695	0.469506313886556	0.859703437115937	-4.60029164616866	61	75	98	109	71	242	10.2943026833575	10.4588709916428	8.42164024881661	9.81445741335536	9.89924290956173	19.3733924657555	14.03	UP_pEhEx_DOWN_CDC5
EHI_094360A	0.384962661522263	1.75078883530655	0.758230707344642	0.47206720461632	0.859703437115937	-4.59944413208993	20	24	55	23	22	48	3.3751812076582	3.3468387173257	4.72643075188687	2.07094055511168	3.06737104239941	3.84265635684407	14.03	DOWN_pEhEx_UP_CDC5
EHI_104630A	0.796581481641756	7.80933314593941	0.754501083018593	0.474170043270986	0.859703437115937	-4.60170639919831	1828	3568	1952	4013	3272	374	308.49156237996	497.563355975755	167.745324139694	361.334106420138	456.201729578676	29.9406974470767	14.03	DOWN_pEhEx_UP_CDC5
EHI_106120A	0.330120768723827	4.63435477037345	0.756817131173675	0.472863471787086	0.859703437115937	-4.60123014216558	157	164	410	193	156	358	26.4951724801169	22.8700645683923	35.2333928777021	17.377892484198	21.7504492097413	28.6598119947953	14.03	DOWN_pEhEx_UP_CDC5
EHI_109900A	-0.528992162934084	5.60642092544498	-0.759237746415375	0.471500488040673	0.859703437115937	-4.60141553639708	125	194	1336	501	416	965	21.0948825478638	27.0536129650494	114.809299718561	45.1104877439545	58.0011978926434	77.2534038407192	14.03	UP_pEhEx_DOWN_CDC5
EHI_111760A	-0.5140249655966	9.88253332020184	-0.755814522462528	0.47342878578372	0.859703437115937	-4.60227781660096	2672	3407	26130	13331	10035	10931	450.924209343136	475.111646247028	2245.48428266916	1200.33515392147	1399.13947320355	875.084929930468	14.03	UP_pEhEx_DOWN_CDC5
EHI_118780A	-0.357503101606074	4.30467504241429	-0.757525453770434	0.472464361464125	0.859703437115937	-4.60099466943361	87	100	293	189	163	366	14.6820382533132	13.9451613221904	25.1789856418701	17.017728909396	22.7264309050502	29.300254720936	14.03	UP_pEhEx_DOWN_CDC5
EHI_119530A	0.828008672175241	0.365859360046106	0.763958461429253	0.468849967533011	0.859703437115937	-4.59824661284042	10	20	10	27	14	2	1.6875906038291	2.78903226443809	0.859351045797613	2.43110412991371	1.95196339061781	0.160110681535169	14.03	DOWN_pEhEx_UP_CDC5
EHI_119560A	-0.796930548561853	2.10897622355771	-0.755768405451581	0.473454799413839	0.859703437115937	-4.5996290104574	19	19	47	37	12	374	3.20642214727529	2.64958065121618	4.03894991524878	3.33151306691879	1.67311147767241	29.9406974470767	14.03	UP_pEhEx_DOWN_CDC5
EHI_121850A	0.394361751775564	1.16966463021387	0.766575730114181	0.467384787652298	0.859703437115937	-4.59901677818105	19	13	32	26	12	22	3.20642214727529	1.81287097188476	2.74992334655236	2.34106323621321	1.67311147767241	1.76121749688686	14.03	DOWN_pEhEx_UP_CDC5
EHI_124470A	0.405185266676094	1.42485031800964	0.760273634195289	0.470918012910153	0.859703437115937	-4.59926090007446	19	27	27	37	15	21	3.20642214727529	3.76519355699142	2.32024782365356	3.33151306691879	2.09138934709051	1.68116215611928	14.03	DOWN_pEhEx_UP_CDC5
EHI_124520A	-0.416649169635604	6.41243237441144	-0.763788759118431	0.468945075631374	0.859703437115937	-4.60136877167834	415	400	1189	787	510	2361	70.0350100589077	55.7806452887617	102.176839345336	70.8621833422997	71.1072378010772	189.010659552267	14.03	UP_pEhEx_DOWN_CDC5
EHI_131000A	-0.569228053396189	4.63608739778363	-0.765835714907541	0.467798744241133	0.859703437115937	-4.60097802588363	212	277	75	378	166	414	35.7769208011769	38.6280968624675	6.4451328434821	34.035457818792	23.1447087744683	33.1429110777801	14.03	UP_pEhEx_DOWN_CDC5
EHI_152320A	-0.477010842863071	2.55595236278394	-0.763801072572061	0.468938174232868	0.859703437115937	-4.59971590942735	36	65	26	77	42	97	6.07532617378476	9.06435485942378	2.23431271907379	6.93314881493911	5.85589017185342	7.76536805445572	14.03	UP_pEhEx_DOWN_CDC5
EHI_155520A	-0.638576291641916	3.21774444245767	-0.75932373845186	0.471452116714715	0.859703437115937	-4.60019802225564	68	130	24	189	71	107	11.4756161060379	18.1287097188476	2.06244250991427	17.017728909396	9.89924290956173	8.56592146213156	14.03	UP_pEhEx_DOWN_CDC5
EHI_169990A	0.358115550669903	4.56603317938676	0.756457218197512	0.473066354230285	0.859703437115937	-4.60120464941406	126	146	505	250	163	226	21.2636416082467	20.359935530398	43.3972278127795	22.510223425127	22.7264309050502	18.0925070134741	14.03	DOWN_pEhEx_UP_CDC5
EHI_174640A	-0.447557138102573	3.57176268188507	-0.758397058861064	0.471973557955202	0.859703437115937	-4.60045600578928	75	119	59	168	125	122	12.6569295287183	16.5947419734066	5.07017117020592	15.1268701416853	17.4282445590876	9.76675157364533	14.03	UP_pEhEx_DOWN_CDC5
EHI_178030A	1.13851628060015	1.03053003486428	0.765424198711686	0.468029048857011	0.859703437115937	-4.59874874258663	34	32	19	63	0	51	5.73780805301894	4.46245162310094	1.63276698701547	5.672576303132	0	4.08282237914682	14.03	DOWN_pEhEx_UP_CDC5
EHI_185450A	0.693050656769797	4.12872044748014	0.756570310598027	0.473002597925844	0.859703437115937	-4.60092354476517	153	259	133	299	203	43	25.8201362385852	36.1179678244732	11.4293689091083	26.9222272164519	28.3034691639582	3.44237965300614	14.03	DOWN_pEhEx_UP_CDC5
EHI_192790A	0.705164056348728	-0.377177099985168	0.766357318393055	0.467506939139749	0.859703437115937	-4.59733605252953	3	8	12	10	10	2	0.50627718114873	1.11561290577523	1.03122125495714	0.900408937005079	1.394259564727	0.160110681535169	14.03	DOWN_pEhEx_UP_CDC5
EHI_194450A	-0.357310371533989	6.2758161223099	-0.756696719621322	0.472931341127431	0.859703437115937	-4.60152899316332	504	541	581	706	576	1645	85.0545664329867	75.4433227530502	49.9282957608413	63.5688709525586	80.3093509282755	131.691035562677	14.03	UP_pEhEx_DOWN_CDC5
EHI_000290A	-0.562592362163833	1.4650879286115	-0.744284976972927	0.479962078637137	0.859751891612769	-4.59947359548593	12	23	20	25	12	113	2.02510872459492	3.2073871041038	1.71870209159523	2.2510223425127	1.67311147767241	9.04625350673707	14.02	UP_pEhEx_DOWN_CDC5
EHI_009810A	-0.638637023621153	6.99106269723775	-0.750170228639987	0.4766197102299	0.859751891612769	-4.60171896681153	417	284	4424	1317	958	3141	70.3725281796735	39.6042581550208	380.176902660864	118.583857003569	133.570066300847	251.453825350984	14.02	UP_pEhEx_DOWN_CDC5
EHI_031630A	0.432967137164398	1.9587807687944	0.751485772644215	0.475874706835174	0.859751891612769	-4.59964358369971	18	29	80	38	36	27	3.03766308689238	4.04409678343522	6.87480836638091	3.4215539606193	5.01933443301722	2.16149420072479	14.02	DOWN_pEhEx_UP_CDC5
EHI_033710A	-0.392376283025981	12.0802984776021	-0.747345563926588	0.478221964197739	0.859751891612769	-4.60324776990768	19430	19595	69252	31107	51199	77259	3278.98854323994	2732.55436108321	5951.17786235763	2800.9020803417	7138.46954544579	6184.99557236283	14.02	UP_pEhEx_DOWN_CDC5
EHI_036560A	-0.593324263763551	3.70139334605843	-0.748465712775569	0.477586146369317	0.859751891612769	-4.60073427044207	29	43	419	225	125	156	4.89401275110439	5.99641936854189	36.00680881892	20.2592010826143	17.4282445590876	12.4886331597432	14.02	UP_pEhEx_DOWN_CDC5
