pEhEx_mean	U2AF84_mean	theta	prob	log2FC	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_086540A	48.7269134155755	34.0740848484323	0.173747069348827	0.448964361120681	0.516043928476353	27	38	13	81	46	73	29.149910300553	41.4683218344582	31.4040733952202	54.4957177434904	47.6545367218375	44.5455353478807	44.9	UP_pEhEx_DOWN_U2AF84
EHI_097630A	198.940184898446	137.907881897213	0.173691545477444	0.448918335227589	0.528629808556772	168	179	17	306	223	268	181.377219647885	195.337621272842	41.0668652091341	205.872711475408	231.020906281951	163.537033879891	44.89	UP_pEhEx_DOWN_U2AF84
EHI_082200A	24.1424622891985	14.3051308178314	0.173298032404073	0.448576462143233	0.755040133126022	19	21	0	47	33	13	20.5128998411299	22.9167041716742	1.20784897673924	31.6209720240006	34.1869502569704	7.93276656880067	44.86	UP_pEhEx_DOWN_U2AF84
EHI_135470A	1090.18282697074	1226.02660285674	-0.0773233110859981	0.448484033309953	-0.169420183959374	562	465	1030	980	654	3082	606.749984774473	507.441306658501	2488.16889208283	659.330906032352	677.523196001777	1880.67588961874	44.85	DOWN_pEhEx_UP_U2AF84
EHI_187060A	30.4694803830245	18.8139762145197	0.173112617563985	0.448416044171404	0.695560111434715	11	9	14	29	30	66	11.8758893817068	9.82144464500325	33.8197713486987	19.5108125254472	31.0790456881549	40.274045656988	44.84	UP_pEhEx_DOWN_U2AF84
EHI_010600A	14.2393186613142	17.5867563134309	-0.0772246888679846	0.448156849597928	-0.304609301597353	21	19	4	38	10	12	22.6721524559857	20.7341609172291	9.66279181391391	25.5658922747239	10.3596818960516	7.322553755816	44.82	DOWN_pEhEx_UP_U2AF84
EHI_044850A	59.7084872359526	70.7879940941872	-0.0771969015996245	0.448064687857533	-0.245568677335489	62	57	34	83	40	132	66.9368310605291	62.2024827516872	82.1337304182682	55.8412910211074	41.4387275842065	80.548091313976	44.81	DOWN_pEhEx_UP_U2AF84
EHI_026480A	540.748927737388	423.489715041288	0.172693475139994	0.448052969552708	0.352631967046134	354	370	198	593	588	1003	382.187712829473	403.770502072356	478.308194788738	398.962476813454	609.149295487836	612.043451423621	44.81	UP_pEhEx_DOWN_U2AF84
EHI_152460A	42.5690216348606	27.553368946779	0.17263544342782	0.448000246649852	0.627575205282602	15	27	15	37	38	102	16.1943946114183	29.4643339350097	36.2354693021772	24.8931056359153	39.3667912049962	62.241706924436	44.8	UP_pEhEx_DOWN_U2AF84
EHI_007310A	43.1118503312855	51.7654557405427	-0.0771760673289704	0.447995593910565	-0.26390519263229	68	54	10	67	53	50	73.4145889050964	58.9286678700195	24.1569795347848	45.076704800171	54.9063140490736	30.5106406492333	44.8	DOWN_pEhEx_UP_U2AF84
EHI_061980A	5017.65099863479	4298.39268283498	0.172597724149353	0.447966001387556	0.223214840715045	5432	5902	308	7523	7242	4410	5864.53010194829	6440.68514386768	744.034969671371	5061.37388375652	7502.48162912059	2691.03850526238	44.8	UP_pEhEx_DOWN_U2AF84
EHI_070450A	17.2719596739756	21.5809111386355	-0.0771424068054434	0.447883975906861	-0.321323996081214	33	23	2	40	19	10	35.6276681451203	25.0992474261194	4.83139590695695	26.9114655523409	19.6833956024981	6.10212812984667	44.79	DOWN_pEhEx_UP_U2AF84
EHI_194310A	89.3591516468475	59.7055601332981	0.172472159772602	0.447852134421313	0.581750199302025	57	52	25	85	63	233	61.5386995233896	56.7461246155743	60.3924488369619	57.1868642987244	65.2659959451253	142.179585425427	44.79	UP_pEhEx_DOWN_U2AF84
EHI_013220A	1578.90259921479	1272.80246447846	0.172360424032354	0.447750979106862	0.310913641434931	435	723	1028	1690	1738	2938	469.637443731131	788.989386481928	2483.33749617587	1137.0094195864	1800.51271353377	1792.80524454895	44.78	UP_pEhEx_DOWN_U2AF84
EHI_160910A	45.403698125964	27.9598368267019	0.17220666884025	0.447612046172375	0.69945386846061	18	9	22	44	59	75	19.433273533702	9.82144464500325	53.1453549765265	29.602612107575	61.1221231867046	45.76596097385	44.76	UP_pEhEx_DOWN_U2AF84
EHI_105110A	48.8056949101768	31.9031685966573	0.171995615788809	0.447421833266121	0.613349780603711	32	41	7	96	58	39	34.5480418376924	44.7421367161259	16.9098856743493	64.5875173256182	60.0861549970994	23.798299706402	44.74	UP_pEhEx_DOWN_U2AF84
EHI_047750A	485.17123294883	363.548505689961	0.171304156934046	0.446777949600855	0.416346146372291	447	479	40	763	539	644	482.592959420266	522.719109439617	96.6279181391391	513.336205410903	558.386854197183	392.977051562125	44.68	UP_pEhEx_DOWN_U2AF84
EHI_083650A	11.5320553010219	7.29370734398804	0.171227913335176	0.446705994940726	0.660925441687635	2	9	4	14	10	24	2.15925261485578	9.82144464500325	9.66279181391391	9.41901294331932	10.3596818960516	14.645107511632	44.67	UP_pEhEx_DOWN_U2AF84
EHI_092330A	21.6756083256221	10.9647635078991	0.171217569282705	0.446696238765062	0.983197787466539	31	0	0	21	42	14	33.4684155302645	0.545635813611292	1.20784897673924	14.128519414979	43.5106639634168	8.54297938178534	44.67	UP_pEhEx_DOWN_U2AF84
EHI_178530A	29.1912996148776	18.7850615197552	0.171019819610379	0.446510002403745	0.635952601241421	23	25	2	48	29	42	24.8314050708414	27.2817906805646	4.83139590695695	32.2937586628091	30.0430774985497	25.628938145356	44.65	UP_pEhEx_DOWN_U2AF84
EHI_027650A	54.2501254849281	35.422829010538	0.170766717598738	0.44627082720702	0.6149470384734	44	46	4	68	57	95	47.5035575268271	50.1984948522388	9.66279181391391	45.7494914389796	59.0501868074943	57.9702172335434	44.63	UP_pEhEx_DOWN_U2AF84
EHI_052040A	168.23074247526	203.640614694694	-0.0766425666003492	0.446228313414851	-0.275583957849587	233	337	0	317	267	43	251.552929630698	367.75853837401	1.20784897673924	213.273364502302	276.603506624578	26.2391509583407	44.62	DOWN_pEhEx_UP_U2AF84
EHI_060430A	52.1984542084039	65.1770611703082	-0.076623650833524	0.44616572342137	-0.320357218684164	64	102	7	88	93	8	69.0960836753849	111.309705976703	16.9098856743493	59.20522421515	96.3450416332801	4.88170250387734	44.62	DOWN_pEhEx_UP_U2AF84
EHI_115360A	80.4774036976004	100.580471286782	-0.0765124914446192	0.445795856710534	-0.321694550688576	19	31	99	107	97	115	20.5128998411299	33.8294204439001	239.154097394369	71.9881703525119	100.488914391701	70.1744734932367	44.58	DOWN_pEhEx_UP_U2AF84
EHI_153160A	28.0015991058063	36.0339866261273	-0.0765085840370527	0.445782831890364	-0.363849054940504	26	12	27	23	5	100	28.0702839931251	13.095259526671	65.2238447439189	15.474092692596	5.17984094802581	61.0212812984667	44.58	DOWN_pEhEx_UP_U2AF84
EHI_152310A	20.2045195678451	10.9688768462006	0.170053211066825	0.445572764976594	0.881262237761107	5	7	8	12	1	81	5.39813153713944	7.63890139055808	19.3255836278278	8.07343966570227	1.03596818960516	49.427237851758	44.56	UP_pEhEx_DOWN_U2AF84
EHI_004620A	8.11278547345257	10.2561671283499	-0.0764288672458446	0.445517151479376	-0.338222431748802	4	6	8	13	3	20	4.31850522971155	6.5476297633355	19.3255836278278	8.7462263045108	3.10790456881549	12.2042562596933	44.55	DOWN_pEhEx_UP_U2AF84
EHI_103860A	1111.16194090157	884.295887692336	0.169982200925584	0.445503676295684	0.329468005630828	1059	1198	95	1779	1588	885	1143.32425956613	1307.34340941265	229.491305580455	1196.88743044036	1645.117485093	540.03833949143	44.55	UP_pEhEx_DOWN_U2AF84
EHI_155380A	39.222243625358	24.6914289982268	0.169960821061748	0.445482888501064	0.6676617303967	10	17	18	68	49	37	10.7962630742789	18.5516176627839	43.4825631626126	45.7494914389796	50.762441290653	22.5778740804327	44.55	UP_pEhEx_DOWN_U2AF84
EHI_189420A	134.119091427321	155.956776938955	-0.0763869865528644	0.445377605602728	-0.217631629957419	147	143	63	160	103	303	158.7050671919	156.051842692829	152.188971069144	107.645862209364	106.704723529332	184.894482334354	44.54	DOWN_pEhEx_UP_U2AF84
EHI_082240A	20.2719819015805	11.8518887447458	0.169766384198078	0.44529031514392	0.774370152877307	11	22	0	42	26	11	11.8758893817068	24.0079757988968	1.20784897673924	28.257038829958	26.9351729297342	6.71234094283134	44.53	UP_pEhEx_DOWN_U2AF84
EHI_005010A	173.982134304237	117.999197366228	0.169693255903463	0.445215355481854	0.560162121348367	57	70	87	198	190	314	61.5386995233896	76.3890139055808	210.165721952628	133.211754484088	196.833956024981	191.606823277185	44.52	UP_pEhEx_DOWN_U2AF84
EHI_045530A	15.7879043113447	19.0285692982437	-0.0763322562327388	0.445195280497592	-0.269347413360229	19	18	7	37	14	14	20.5128998411299	19.6428892900065	16.9098856743493	24.8931056359153	14.5035546544723	8.54297938178534	44.52	DOWN_pEhEx_UP_U2AF84
EHI_106280A	7.52814067924545	9.55649468937813	-0.0762759567102069	0.445007769862511	-0.344187948318782	6	16	2	10	14	3	6.47775784456733	17.4603460355613	4.83139590695695	6.72786638808523	14.5035546544723	1.830638438954	44.5	DOWN_pEhEx_UP_U2AF84
EHI_150120A	566.698543448098	402.152808069061	0.169390776843104	0.444906121948574	0.494837700550136	167	139	351	423	321	1721	180.297593340457	151.686756183939	847.909981670946	284.588748216005	332.545788863257	1050.17625114661	44.49	UP_pEhEx_DOWN_U2AF84
EHI_118920A	155.161924774275	108.080567651123	0.169335584333756	0.444849839115028	0.521667420647105	79	72	65	178	140	325	85.2904782868032	78.571557160026	157.020366976101	119.756021707917	145.035546544723	198.319164220017	44.48	UP_pEhEx_DOWN_U2AF84
EHI_081790A	73.7017356013919	90.8731352619394	-0.0762015618272034	0.444760056319744	-0.302155261164548	125	123	3	170	94	23	134.953288428486	134.226410148378	7.24709386043543	114.373728597449	97.3810098228853	14.0348946986473	44.48	DOWN_pEhEx_UP_U2AF84
EHI_142250A	457.715533992163	355.316352168109	0.168959135897126	0.444467117961887	0.365347169995464	270	344	163	509	521	805	291.49910300553	375.397439764569	393.758766416992	342.448399153538	539.73942678429	491.221314452657	44.45	UP_pEhEx_DOWN_U2AF84
EHI_148630A	49.6414124369933	35.0999712840873	0.168823148516849	0.444327376013414	0.500074314524528	31	30	16	87	41	79	33.4684155302645	32.7381488166775	38.6511672556556	58.5324375763415	42.4746957738117	48.2068122257887	44.43	UP_pEhEx_DOWN_U2AF84
EHI_097170A	117.062856848075	79.5496604351488	0.168584858073929	0.444076062959502	0.557355714899387	41	111	30	189	155	111	44.2646786045434	121.131150621707	72.4709386043543	127.156674734811	160.5750693888	67.733622241298	44.41	UP_pEhEx_DOWN_U2AF84
EHI_162210A	34.6898814774374	44.2050776517182	-0.0758120727349381	0.443464382340751	-0.349697183984083	19	16	38	36	12	107	20.5128998411299	17.4603460355613	91.7965222321821	24.2203189971068	12.431618275262	65.2927709893594	44.35	DOWN_pEhEx_UP_U2AF84
EHI_193390A	289.520174053138	216.820253282243	0.16794006595629	0.443400235902411	0.417164354328434	152	235	94	356	355	434	164.103198729039	256.448832397307	227.075607626977	239.512043415834	367.768707309833	264.832360835345	44.34	UP_pEhEx_DOWN_U2AF84
EHI_119550A	30.8563664866383	38.7079241819391	-0.0757559769430056	0.443277941716043	-0.327060754915622	40	59	4	73	43	2	43.1850522971155	64.3850260061324	9.66279181391391	49.1134246330222	44.546632153022	1.22042562596933	44.33	DOWN_pEhEx_UP_U2AF84
EHI_173470A	80.5030281608613	104.173156910212	-0.0757505273134946	0.443259831510729	-0.371868618256608	31	20	103	41	7	325	33.4684155302645	21.8254325444517	248.816889208283	27.5842521911494	7.25177732723614	198.319164220017	44.33	DOWN_pEhEx_UP_U2AF84
EHI_158110A	10.0813260061608	11.9034083214664	-0.0757437071854298	0.443237167425924	-0.239689311470015	11	13	4	15	12	13	11.8758893817068	14.1865311538936	9.66279181391391	10.0917995821278	12.431618275262	7.93276656880067	44.32	DOWN_pEhEx_UP_U2AF84
EHI_140330A	32.416374213017	40.2890750453837	-0.0757279574692297	0.443184831653792	-0.313665950796592	52	54	3	75	40	12	56.1405679862502	58.9286678700195	7.24709386043543	50.4589979106392	41.4387275842065	7.322553755816	44.32	DOWN_pEhEx_UP_U2AF84
EHI_155330A	10.9120655063872	6.14104612652022	0.167679622637304	0.443117242866928	0.829367865583339	4	13	0	13	5	30	4.31850522971155	14.1865311538936	1.20784897673924	8.7462263045108	5.17984094802581	18.30638438954	44.31	UP_pEhEx_DOWN_U2AF84
EHI_152610A	7191.63955303088	5302.25020021973	0.498997446631459	0.443059822075177	0.439715965326613	6475	6521	803	10802	7642	10617	6990.58034059558	7116.18228111846	1939.80545664322	7267.44127240966	7916.86890496265	6478.62943545821	44.31	UP_pEhEx_DOWN_U2AF84
EHI_168600A	150.012979282207	109.896871344676	0.167326208989079	0.442732114500571	0.448937014858095	91	107	47	182	162	262	98.2459939759378	116.766064112816	113.537803813488	122.447168263151	167.826846716036	159.875757001983	44.27	UP_pEhEx_DOWN_U2AF84
EHI_169100A	17453.8427581273	15660.5778772931	0.16717984720598	0.442573175167534	0.156407255834514	13611	12840	7467	17726	11010	46395	14694.793670401	14011.927693538	18038.0166186238	11925.8159595199	11406.0097675528	28310.8234584236	44.26	UP_pEhEx_DOWN_U2AF84
EHI_197110A	13.5497176372074	16.1960601776818	-0.075507234425842	0.442448494747082	-0.257380121032789	13	16	7	30	10	17	14.0351419965625	17.4603460355613	16.9098856743493	20.1835991642557	10.3596818960516	10.3736178207393	44.24	DOWN_pEhEx_UP_U2AF84
EHI_000140A	213.143990264175	145.926669219696	0.167022444727231	0.442402608578525	0.546584807181711	117	200	39	476	290	54	126.316277969063	218.254325444517	94.2122201856606	320.246440072857	300.430774985497	32.951491901172	44.24	UP_pEhEx_DOWN_U2AF84
EHI_013170A	454.300767301	517.48613936939	-0.0754586126745986	0.442285794095689	-0.187872479132339	728	627	42	1018	347	539	785.967951807503	684.22731026856	101.459314046096	684.896798307076	359.480961792992	328.904706198735	44.23	DOWN_pEhEx_UP_U2AF84
EHI_150370A	72.7047642985826	49.6176455783445	0.16677513566735	0.44212808850637	0.551196627060046	55	26	25	102	53	153	59.3794469085339	28.3730623077872	60.3924488369619	68.6242371584693	54.9063140490736	93.362560386654	44.21	UP_pEhEx_DOWN_U2AF84
EHI_025470A	49.7875018921064	31.3334468214855	0.166734518672351	0.442082440167458	0.668080147970418	30	46	5	105	69	17	32.3887892228367	50.1984948522388	12.0784897673924	70.6425970748949	71.4818050827562	10.3736178207393	44.21	UP_pEhEx_DOWN_U2AF84
EHI_072740A	13.9249758335083	17.4457045724812	-0.0753670451108953	0.441979471363325	-0.325197040437265	24	18	3	35	18	1	25.9110313782693	19.6428892900065	7.24709386043543	23.5475323582983	18.6474274128929	0.610212812984667	44.2	DOWN_pEhEx_UP_U2AF84
EHI_012400A	125.275598752145	79.2869415243762	0.166358663546065	0.441661252415329	0.65995025285962	71	44	46	91	38	435	76.6534678273801	48.0159515977937	111.12210586001	61.2235841315756	39.3667912049962	265.44257364833	44.17	UP_pEhEx_DOWN_U2AF84
EHI_118450A	20.6195478816739	14.3822088190839	0.166238154961624	0.441526675652987	0.519727437690685	14	10	7	31	19	35	15.1147683039904	10.9127162722258	16.9098856743493	20.8563858030642	19.6833956024981	21.3574484544633	44.15	UP_pEhEx_DOWN_U2AF84
EHI_103270A	344.345684277324	255.487630981411	0.166189466865337	0.441472367722305	0.430604148569006	288	323	45	523	415	425	310.932376539232	352.480735592894	108.706407906531	351.867412096857	429.926798686143	259.340445518483	44.15	UP_pEhEx_DOWN_U2AF84
EHI_136210A	164.345856507217	111.471825800881	0.165970912561416	0.441229039395732	0.560055964612814	128	154	13	266	238	123	138.19216735077	168.055830592278	31.4040733952202	178.961245923067	246.560429126029	75.056175997114	44.12	UP_pEhEx_DOWN_U2AF84
EHI_086080A	346.751085415793	122.940533143526	0.4995455076988	0.441101798013168	1.49593975196138	109	158	33	372	576	338	117.67926750964	172.420917101168	79.7180324647897	250.276629636771	596.717677212574	206.251930788817	44.11	UP_pEhEx_DOWN_U2AF84
EHI_184560A	154.533279291923	181.060539299063	-0.0748055773076937	0.440103619537956	-0.228554595562323	235	224	21	259	148	226	253.712182245554	244.444844497859	50.729657023048	174.251739451407	153.323292061564	137.908095734535	44.01	DOWN_pEhEx_UP_U2AF84
EHI_148860A	8.35822435449969	10.0803920874481	-0.0747834402496353	0.440029745865006	-0.270283365431556	13	6	4	13	5	18	14.0351419965625	6.5476297633355	9.66279181391391	8.7462263045108	5.17984094802581	10.983830633724	44	DOWN_pEhEx_UP_U2AF84
EHI_074800A	3071.65795398257	2679.64656650546	0.164891249463162	0.439982108453448	0.196974844815679	3465	3237	350	4412	3407	4517	3740.90515523763	3532.4462573195	845.494283717467	2968.3346504232	3529.54362198479	2756.33127625174	44	UP_pEhEx_DOWN_U2AF84
EHI_013890A	7985.86972685348	7073.40930021739	0.164826567473433	0.439905262693179	0.17504379280689	9757	8903	512	11585	9011	11384	10533.9138815739	9715.59129716266	1236.83735218098	7794.23321059674	9335.10935653212	6946.66266301745	43.99	UP_pEhEx_DOWN_U2AF84
EHI_044500A	17.4846768544839	20.8404844551124	-0.074736298382619	0.439872450187831	-0.253297681791483	16	19	10	22	13	39	17.2740209188462	20.7341609172291	24.1569795347848	14.8013060537875	13.4675864648671	23.798299706402	43.99	DOWN_pEhEx_UP_U2AF84
EHI_134810A	880.374617365717	384.471446302349	0.597623099412084	0.439813551306643	1.1952410936362	193	354	226	1181	923	1465	208.367877333582	386.310156036794	545.947737486136	794.561020432865	956.198639005565	893.961771022537	43.98	UP_pEhEx_DOWN_U2AF84
EHI_180800A	529.418196490903	626.666139041228	-0.0746896743562253	0.439716911338437	-0.243289259213623	212	120	609	206	58	2184	228.880777174712	130.95259526671	1471.16005366839	138.594047594556	60.0861549970994	1332.70478355851	43.97	DOWN_pEhEx_UP_U2AF84
EHI_093820A	99.6410384268584	71.6070322530352	0.164557551849963	0.43958639570015	0.476638780946267	66	60	32	110	116	172	71.2553362902406	65.476297633355	77.3023345113113	74.0065302689375	120.172309994199	104.956603833363	43.96	UP_pEhEx_DOWN_U2AF84
EHI_096240A	80.4245283651104	56.7889247260381	0.164423179221494	0.439427566826282	0.502025975273649	50	60	21	115	58	168	53.9813153713944	65.476297633355	50.729657023048	77.3704634629801	60.0861549970994	102.515752581424	43.94	UP_pEhEx_DOWN_U2AF84
EHI_008210A	1419.60584493533	1138.10197630567	0.164415317123288	0.439418282943106	0.318860587609703	1380	1630	77	3028	1879	589	1489.88430425049	1778.77275237281	186.008742417843	2037.19794231221	1946.5842282681	359.415346847969	43.94	UP_pEhEx_DOWN_U2AF84
EHI_129490A	28.7918856159359	20.0069889488821	0.164394008635733	0.439393126095899	0.525158217835903	18	24	6	47	31	38	19.433273533702	26.190519053342	14.4941877208709	31.6209720240006	32.11501387776	23.1880868934173	43.94	UP_pEhEx_DOWN_U2AF84
EHI_180390A	95.333938648832	10.5074197137554	0.597481049361888	0.439368078617142	3.18158146845041	8	19	1	19	266	9	8.63701045942311	20.7341609172291	2.41569795347848	12.7829461373619	275.567538434973	5.491915316862	43.94	UP_pEhEx_DOWN_U2AF84
EHI_015450A	17.1774339014082	10.8042028824483	0.16434236917322	0.439332191176481	0.668921895282185	15	13	1	24	26	15	16.1943946114183	14.1865311538936	2.41569795347848	16.1468793314045	26.9351729297342	9.15319219477	43.93	UP_pEhEx_DOWN_U2AF84
EHI_041960A	69.7586604802248	49.8212090393219	0.164304477905975	0.439287506886977	0.48561230476543	35	53	22	115	63	110	37.7869207599761	57.8373962427969	53.1453549765265	77.3704634629801	65.2659959451253	67.1234094283134	43.93	UP_pEhEx_DOWN_U2AF84
EHI_187180A	36.921122650068	43.8357139522996	-0.0745600334529571	0.439282110542202	-0.247660324063907	50	38	15	65	20	75	53.9813153713944	41.4683218344582	36.2354693021772	43.731131522554	20.7193637921033	45.76596097385	43.93	DOWN_pEhEx_UP_U2AF84
EHI_094070A	9.77130537997292	11.8831423688964	-0.0744882904652714	0.439041217820864	-0.282293177309621	11	6	7	10	8	23	11.8758893817068	6.5476297633355	16.9098856743493	6.72786638808523	8.2877455168413	14.0348946986473	43.9	DOWN_pEhEx_UP_U2AF84
EHI_045570A	28.9202389080218	19.9958878717325	0.164093632571217	0.439039288694229	0.532376128190016	17	18	9	35	24	62	18.3536472262741	19.6428892900065	21.7412815813063	23.5475323582983	24.8632365505239	37.8331944050493	43.9	UP_pEhEx_DOWN_U2AF84
EHI_098200A	423.560385549009	468.793761214981	-0.0744613366565332	0.438950732076546	-0.1463857059674	446	429	188	604	373	780	481.513333112838	468.155528078488	454.151215253954	406.363129840348	386.416134722726	475.96599412804	43.9	DOWN_pEhEx_UP_U2AF84
EHI_103690A	394.461306596557	292.903185999333	0.16396604367103	0.438886561362136	0.429459904738069	231	179	176	368	332	951	249.393677015842	195.337621272842	425.162839812212	247.585483081536	343.941438948914	580.312385148418	43.89	UP_pEhEx_DOWN_U2AF84
EHI_118840A	2022.18317911994	2150.09442963743	-0.0744301396028016	0.438846013435373	-0.0884863332425084	1621	1838	1097	2417	1693	4343	1750.07424434061	2005.75725083511	2650.02065496589	1626.1253060002	1753.89414500154	2650.15424679241	43.88	DOWN_pEhEx_UP_U2AF84
EHI_152990A	164.465619491261	116.858262292978	0.163923216052332	0.438834559920344	0.493026287731361	89	75	70	188	165	319	96.0867413610821	81.8453720416937	169.098856743493	126.483888096002	170.934751284852	194.657887342109	43.88	UP_pEhEx_DOWN_U2AF84
EHI_027550A	60.5327041810831	40.3696227224378	0.163909949449248	0.438818457812053	0.584444698030173	41	58	6	97	72	71	44.2646786045434	63.2937543789098	14.4941877208709	65.2603039644267	74.5897096515717	43.3251097219114	43.88	UP_pEhEx_DOWN_U2AF84
EHI_006980A	4428.78783660611	3860.49962110954	0.163884724783237	0.438787849958835	0.198124314426401	3986	4994	785	7208	6544	3068	4303.39046140756	5449.81050634958	1896.3228934806	4849.44609253183	6779.37583277619	1872.13291023696	43.88	UP_pEhEx_DOWN_U2AF84
EHI_086040A	98.1372523786871	69.4797818372215	0.163816812736168	0.438705497850466	0.49820765569981	45	63	37	127	115	149	48.583183834255	68.7501125150227	89.3808242787037	85.4439031286824	119.136341804594	90.9217091347154	43.87	UP_pEhEx_DOWN_U2AF84
EHI_174130A	917.806259718512	720.7957852557	0.163309813053135	0.438093128861756	0.348599071168629	816	1086	50	1809	1119	685	880.975066861157	1185.12098716373	120.784897673924	1217.07102960462	1159.24840416818	417.995776894497	43.81	UP_pEhEx_DOWN_U2AF84
EHI_127830A	148.914818404174	106.031691793591	0.163284523686913	0.438062695547169	0.489991786478554	122	117	25	209	195	177	131.714409506202	127.678780385042	60.3924488369619	140.612407510981	202.013796973007	108.007667898286	43.81	UP_pEhEx_DOWN_U2AF84
EHI_107100A	106.048794205721	76.3320042075199	0.163226026041996	0.437992339854942	0.474368240263142	58	67	38	170	120	134	62.6183258308175	73.1151990239131	91.7965222321821	114.373728597449	124.31618275262	81.7685169399454	43.8	UP_pEhEx_DOWN_U2AF84
EHI_086510A	4604.8309983717	4921.73059008697	-0.0741653987487562	0.437957878373505	-0.096017479454666	6791	6367	281	8753	5158	4489	7331.74225374279	6948.12645052619	678.811124927452	5888.901449491	5343.52392198343	2739.24531748817	43.8	DOWN_pEhEx_UP_U2AF84
EHI_193490A	31.6862443309278	38.3792578503007	-0.0741163726743135	0.437793510241329	-0.276470142203485	21	28	25	40	22	73	22.6721524559857	30.5556055622323	60.3924488369619	26.9114655523409	22.7913001713136	44.5455353478807	43.78	DOWN_pEhEx_UP_U2AF84
EHI_040270A	14.8747169398712	9.37878344674702	0.162977398373783	0.437689551830744	0.665389511543178	13	11	1	21	23	12	14.0351419965625	12.0039878994484	2.41569795347848	14.128519414979	23.8272683609187	7.322553755816	43.77	UP_pEhEx_DOWN_U2AF84
EHI_058810A	19.9271691844549	26.1129760304696	-0.0740823058361139	0.437679314082847	-0.39003010912657	8	9	24	16	2	74	8.63701045942311	9.82144464500325	57.9767508834835	10.7645862209364	2.07193637921033	45.1557481608654	43.77	DOWN_pEhEx_UP_U2AF84
EHI_159520A	174.647964140036	207.328342821999	-0.0740758564187063	0.437657696575466	-0.247467528132572	273	269	17	317	269	70	294.737981927814	293.552067722875	41.0668652091341	213.273364502302	278.675443003789	42.7148969089267	43.77	DOWN_pEhEx_UP_U2AF84
EHI_154180A	13.5304660723215	17.0261994136794	-0.0740541979507174	0.437585104551391	-0.331544897283838	18	25	2	28	22	0	19.433273533702	27.2817906805646	4.83139590695695	18.8380258866386	22.7913001713136	0.305106406492333	43.76	DOWN_pEhEx_UP_U2AF84
EHI_164360A	32.2663610925523	17.4232800787706	0.16278783070217	0.437453705712393	0.889014635038806	3	6	17	9	11	125	3.23887892228367	6.5476297633355	41.0668652091341	6.05507974927671	11.3956500856568	76.2766016230834	43.75	UP_pEhEx_DOWN_U2AF84
EHI_021410A	235.335627207271	155.815890660645	0.16278529276518	0.437450552371607	0.594877373053473	100	75	112	149	89	812	107.962630742789	81.8453720416937	270.558170789589	100.24520918247	92.2011688748595	495.49280414355	43.75	UP_pEhEx_DOWN_U2AF84
EHI_100140A	16.8163754545677	10.0380373861479	0.161686601665257	0.436080271614194	0.744389560963143	12	16	0	29	28	5	12.9555156891347	17.4603460355613	1.20784897673924	19.5108125254472	29.0071093089446	3.05106406492333	43.61	UP_pEhEx_DOWN_U2AF84
EHI_024660A	20.9163960720431	12.0015446195812	0.161679621487743	0.436071471135427	0.801414199237827	0	17	7	6	47	18	0.539813153713944	18.5516176627839	16.9098856743493	4.03671983285114	48.6905049114427	10.983830633724	43.61	UP_pEhEx_DOWN_U2AF84
EHI_149860A	62.6282348981917	43.5244734362244	0.161534851976244	0.435889137916081	0.524986374781747	49	52	9	88	67	98	52.9016890639665	56.7461246155743	21.7412815813063	59.20522421515	69.4098687035459	59.8008556724974	43.59	UP_pEhEx_DOWN_U2AF84
EHI_060860A	285.268877485542	213.238009693932	0.161471994174678	0.435810082657202	0.419857737557819	184	180	100	411	399	288	198.651240566731	196.428892900065	241.569795347848	276.515308550303	413.35130765246	175.741290139584	43.58	UP_pEhEx_DOWN_U2AF84
EHI_175050A	1833.63591733301	1190.0553009401	0.501110386605515	0.435533322998261	0.623678593049485	1140	1288	388	2205	1966	3245	1230.77399046779	1405.55785586269	937.290805949649	1483.49453857279	2036.71346076375	1980.14057813524	43.55	UP_pEhEx_DOWN_U2AF84
EHI_189120A	9.12076719068066	6.05151396229113	0.16122292492029	0.435497499314867	0.591859061683581	7	3	3	12	13	10	7.55738415199522	3.27381488166775	7.24709386043543	8.07343966570227	13.4675864648671	6.10212812984667	43.55	UP_pEhEx_DOWN_U2AF84
EHI_142720A	594.692275230092	466.202937424721	0.161053787341182	0.435282256451157	0.35118524136762	572	549	80	944	711	701	617.546247848752	599.108123345198	193.255836278278	635.110587035246	736.573382809271	427.759181902251	43.53	UP_pEhEx_DOWN_U2AF84
EHI_110670A	94.8914712391066	109.78667050022	-0.0733529813593689	0.435229364770503	-0.210352573386019	84	95	55	149	77	171	90.6886098239426	103.670804586145	132.863387441316	100.24520918247	79.7695505995975	104.346391020378	43.52	DOWN_pEhEx_UP_U2AF84
EHI_137870A	15727.030683427	14575.9533531652	0.160908248007035	0.43509424769974	0.109656063500606	17585	16336	2985	24249	14352	26293	18985.2286161194	17827.0133023081	7210.85839113325	16314.4032044679	14868.2154572133	16044.3254918058	43.51	UP_pEhEx_DOWN_U2AF84
EHI_197100A	47.3114017955152	61.7380424417188	-0.0732352318512507	0.434832864972534	-0.383971832164659	18	10	62	18	10	188	19.433273533702	10.9127162722258	149.773273115666	12.1101594985534	10.3596818960516	114.720008841117	43.48	DOWN_pEhEx_UP_U2AF84
