baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,UmasM_1,UmasM_2,UmasM_3,pEhEx_1,pEhEx_2,pEhEx_3,UmasM_1.1,UmasM_2.1,UmasM_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_019180A,6.740807656,-0.016610134,1.18851154,-0.013975576,0.988849466,0.999887746,5,20,0,11,9,3,5.999510583,13.55420944,0,8.15933839,10.57729957,2.15448795,0.01,UP_pEhEx_DOWN_UmasM
EHI_019290A,19.25804213,0.86025823,1.206893264,0.712787332,0.475977366,0.999887746,49,21,1,37,6,9,58.79520371,14.23191991,1.561084963,27.44504731,7.05153305,6.463463851,0.01,DOWN_pEhEx_UP_UmasM
EHI_019600A,48.05612575,0.167297541,0.792189533,0.211183731,0.832743906,0.999887746,14,65,59,57,34,74,16.79862963,44.05118067,92.10401279,42.28020802,39.95868728,53.14403611,0.01,DOWN_pEhEx_UP_UmasM
EHI_019610A,9.596453442,-0.431382394,0.786610898,-0.548406327,0.583412933,0.999887746,6,12,6,10,7,24,7.199412699,8.132525662,9.366509775,7.417580354,8.226788558,17.2359036,0.01,UP_pEhEx_DOWN_UmasM
EHI_019620A,45.52538151,0.126754099,0.985481112,0.12862154,0.897657121,0.999887746,27,150,5,69,48,33,32.39735715,101.6565708,7.805424813,51.18130444,56.4122644,23.69936745,0.01,DOWN_pEhEx_UP_UmasM
EHI_019630A,24.56129477,-0.337459853,0.685211884,-0.492489784,0.622373142,0.999887746,13,36,16,47,27,22,15.59872751,24.39757699,24.9773594,34.86262766,31.73189872,15.7995783,0.01,UP_pEhEx_DOWN_UmasM
EHI_019640A,31.63564187,0.152759029,1.235935791,0.123597868,0.901633681,0.999887746,51,52,2,37,51,4,61.19500794,35.24094454,3.122169925,27.44504731,59.93803092,2.872650601,0.01,DOWN_pEhEx_UP_UmasM
EHI_019860A,196.2393484,2.038271698,1.252301575,1.627620485,0.103605383,0.999887746,17,232,493,41,27,234,20.39833598,157.2288295,769.6148865,30.41207945,31.73189872,168.0500601,0.01,DOWN_pEhEx_UP_UmasM
EHI_019870A,15.27466559,-0.206279003,0.832653455,-0.247736921,0.804337964,0.999887746,7,40,4,20,17,21,8.399314816,27.10841887,6.24433985,14.83516071,19.97934364,15.08141565,0.01,UP_pEhEx_DOWN_UmasM
EHI_020080A,653.8301093,-0.192624462,0.889107162,-0.21664932,0.828481646,0.999887746,239,1860,181,1073,841,430,286.7766058,1260.541478,282.5563782,795.906372,988.3898825,308.8099396,0.01,UP_pEhEx_DOWN_UmasM
EHI_020100A,16.74907804,0.064160038,0.905116842,0.070885918,0.943488551,0.999887746,18,34,4,30,19,7,21.5982381,23.04215604,6.24433985,22.25274106,22.32985466,5.027138551,0.01,DOWN_pEhEx_UP_UmasM
EHI_020110A,13.5314844,-0.25491737,0.815035049,-0.312768599,0.754456474,0.999887746,5,12,15,15,13,24,5.999510583,8.132525662,23.41627444,11.12637053,15.27832161,17.2359036,0.01,UP_pEhEx_DOWN_UmasM
EHI_020240A,41.03161252,-0.804167902,0.71519396,-1.124405332,0.260841111,0.999887746,16,75,12,81,48,57,19.19843386,50.82828539,18.73301955,60.08240087,56.4122644,40.93527106,0.01,UP_pEhEx_DOWN_UmasM
EHI_020250A,59.29275053,0.39133183,0.596103548,0.656482973,0.511513419,0.999887746,54,81,53,65,32,94,64.79471429,54.89454822,82.73750301,48.2142723,37.60817627,67.50728911,0.01,DOWN_pEhEx_UP_UmasM
EHI_020260A,11.38670218,0.077844719,0.857415923,0.090789915,0.927659523,0.999887746,11,25,3,25,6,11,13.19892328,16.9427618,4.683254888,18.54395089,7.05153305,7.899789151,0.01,DOWN_pEhEx_UP_UmasM
EHI_020270A,55.15241892,-0.20622853,1.106991906,-0.18629633,0.852212385,0.999887746,64,99,6,111,75,10,76.79373546,67.09333671,9.366509775,82.33514193,88.14416312,7.181626501,0.01,UP_pEhEx_DOWN_UmasM
EHI_020280A,49788.35429,0.165724955,0.746929042,0.221875098,0.824411116,0.999887746,45439,29897,53265,46847,34331,91481,54522.35227,20261.50998,83151.19053,34749.13869,40347.69686,65698.2374,0.01,DOWN_pEhEx_UP_UmasM
EHI_020290A,180.9000303,0.206390427,0.529582979,0.389722545,0.696741724,0.999887746,158,281,129,267,154,174,189.5845344,190.4366426,201.3799602,198.0493955,180.9893483,124.9603011,0.01,DOWN_pEhEx_UP_UmasM
EHI_020300A,22752.82916,0.215490173,0.6434159,0.334915835,0.737688577,0.999887746,27526,18825,17655,26491,14143,37454,33028.50566,12757.89963,27560.95501,19649.91212,16621.63865,26898.0639,0.01,DOWN_pEhEx_UP_UmasM
EHI_020310A,7832.092638,0.519989683,0.873173357,0.59551712,0.551497859,0.999887746,5651,3551,11850,7554,4074,12414,6780.64686,2406.549886,18498.85681,5603.2402,4787.990941,8915.271139,0.01,DOWN_pEhEx_UP_UmasM
EHI_020320A,29.94158375,0.478514709,1.050428694,0.455542305,0.648719139,0.999887746,8,19,53,28,9,60,9.599216932,12.87649897,82.73750301,20.76922499,10.57729957,43.08975901,0.01,DOWN_pEhEx_UP_UmasM
EHI_020330A,710.117711,0.235807452,0.84916402,0.277693646,0.781247539,0.999887746,338,796,871,670,235,1647,405.5669154,539.4575356,1359.705002,496.9778837,276.1850445,1182.813885,0.01,DOWN_pEhEx_UP_UmasM
EHI_020340A,91.84566103,0.748196523,1.081746064,0.691656339,0.489153172,0.999887746,32,60,171,47,22,201,38.39686773,40.66262831,266.9455286,34.86262766,25.85562118,144.3506927,0.01,DOWN_pEhEx_UP_UmasM
EHI_020350A,293.7760313,1.141216859,1.18275442,0.964880654,0.334604592,0.999887746,91,254,597,98,31,613,109.1910926,172.1384599,931.9677226,72.69228747,36.43292076,440.2337045,0.01,DOWN_pEhEx_UP_UmasM
EHI_020360A,21.32972695,0.121231334,0.879329124,0.137867984,0.890344754,0.999887746,23,26,14,19,5,57,27.59774868,17.62047227,21.85518948,14.09340267,5.876277542,40.93527106,0.01,DOWN_pEhEx_UP_UmasM
EHI_020370A,56144.92873,1.019178923,1.048319692,0.972202402,0.330949866,0.999887746,26710,21826,114492,29597,19922,91803,32049.38553,14791.70876,178731.7395,21953.81257,23413.44024,65929.48577,0.01,DOWN_pEhEx_UP_UmasM
EHI_020470A,34.76297279,-0.140067189,1.253560258,-0.111735505,0.911033126,0.999887746,48,61,0,59,42,23,57.59530159,41.34033878,0,43.76372409,49.36073135,16.51774095,0.01,UP_pEhEx_DOWN_UmasM
EHI_020610A,303.8755157,1.326225525,0.964948646,1.374400109,0.169317502,0.999887746,188,163,620,145,109,395,225.5815979,110.4668069,967.8726768,107.5549151,128.1028504,283.6742468,0.01,DOWN_pEhEx_UP_UmasM
EHI_020980A,14.60814007,0.993811307,1.466230468,0.677800202,0.497898383,0.999887746,0,6,35,12,3,23,0,4.066262831,54.63797369,8.901096425,3.525766525,16.51774095,0.01,DOWN_pEhEx_UP_UmasM
EHI_020990A,34.04398602,-0.118036644,1.189079925,-0.099267207,0.920926115,0.999887746,9,5,54,17,31,79,10.79911905,3.388552359,84.29858798,12.6098866,36.43292076,56.73484936,0.01,UP_pEhEx_DOWN_UmasM
EHI_021190A,120.0438071,0.711760248,0.615818856,1.155794827,0.247765089,0.999887746,164,169,87,145,92,80,196.7839471,114.5330697,135.8143917,107.5549151,108.1235068,57.45301201,0.01,DOWN_pEhEx_UP_UmasM
EHI_021200A,63.34625878,-0.294490955,0.627080482,-0.469622263,0.638624916,0.999887746,58,60,39,67,53,135,69.59432276,40.66262831,60.88231354,49.69778837,62.28854194,96.95195777,0.01,UP_pEhEx_DOWN_UmasM
EHI_021210A,14.33225954,0.736470996,0.851380548,0.865031504,0.387021498,0.999887746,9,27,16,8,5,28,10.79911905,18.29818274,24.9773594,5.934064283,5.876277542,20.1085542,0.01,DOWN_pEhEx_UP_UmasM
EHI_021230A,42.1785035,-0.05029488,0.60103355,-0.083680653,0.93331034,0.999887746,42,54,24,44,34,78,50.39588889,36.59636548,37.4660391,32.63735356,39.95868728,56.01668671,0.01,UP_pEhEx_DOWN_UmasM
EHI_021240A,23.29344603,-0.274035131,1.048468638,-0.261367027,0.793809482,0.999887746,17,53,4,26,45,7,20.39833598,35.91865501,6.24433985,19.28570892,52.88649787,5.027138551,0.01,UP_pEhEx_DOWN_UmasM
EHI_021250A,12.61319008,0.14341396,0.700167067,0.2048282,0.837706354,0.999887746,11,23,7,19,7,19,13.19892328,15.58734085,10.92759474,14.09340267,8.226788558,13.64509035,0.01,DOWN_pEhEx_UP_UmasM
EHI_021260A,180.4629183,0.657916047,1.284345445,0.512257858,0.608470555,0.999887746,420,204,13,213,214,15,503.9588889,138.2529363,20.29410451,157.9944615,251.5046788,10.77243975,0.01,DOWN_pEhEx_UP_UmasM
EHI_021270A,74.47285247,0.25838896,1.115096845,0.231718851,0.816756389,0.999887746,119,125,10,142,77,11,142.7883519,84.71380898,15.61084963,105.329641,90.49467414,7.899789151,0.01,DOWN_pEhEx_UP_UmasM
EHI_021280A,85.28605678,0.628610921,1.127369387,0.557590909,0.577123766,0.999887746,19,103,140,22,26,214,22.79814021,69.8041786,218.5518948,16.31867678,30.55664322,153.6868071,0.01,DOWN_pEhEx_UP_UmasM
EHI_021300A,11.76913411,0.515662108,1.147914562,0.449216453,0.653275519,0.999887746,8,11,16,5,1,33,9.599216932,7.45481519,24.9773594,3.708790177,1.175255508,23.69936745,0.01,DOWN_pEhEx_UP_UmasM
EHI_021330A,15.01789472,0.274140425,0.906771772,0.302325715,0.762403777,0.999887746,8,29,13,9,5,39,9.599216932,19.65360368,20.29410451,6.675822319,5.876277542,28.00834336,0.01,DOWN_pEhEx_UP_UmasM
EHI_021340A,459.9461804,-0.110875128,0.604819675,-0.183319314,0.854547481,0.999887746,393,482,339,482,326,963,471.5615318,326.6564474,529.2078023,357.5273731,383.1332957,691.5906321,0.01,UP_pEhEx_DOWN_UmasM
EHI_021350A,12.30550026,-0.160262639,0.759786932,-0.210931028,0.832941092,0.999887746,14,15,5,23,12,11,16.79862963,10.16565708,7.805424813,17.06043481,14.1030661,7.899789151,0.01,UP_pEhEx_DOWN_UmasM
EHI_021370A,62.58396585,0.063822854,0.699861307,0.091193574,0.927338781,0.999887746,67,111,23,116,54,48,80.39344181,75.22586238,35.90495414,86.04393211,63.46379745,34.47180721,0.01,DOWN_pEhEx_UP_UmasM
EHI_021390A,12.13152703,0.232938109,1.103043487,0.21117763,0.832748666,0.999887746,10,11,13,3,3,38,11.99902117,7.45481519,20.29410451,2.225274106,3.525766525,27.29018071,0.01,DOWN_pEhEx_UP_UmasM
EHI_021410A,292.0717288,0.255780152,1.018483233,0.251138304,0.801707182,0.999887746,79,372,389,149,89,812,94.7922672,252.1082955,607.2620504,110.5219473,104.5977402,583.1480719,0.01,DOWN_pEhEx_UP_UmasM
EHI_021420A,27.82487792,-0.097944089,0.664529125,-0.147388708,0.882825218,0.999887746,30,25,18,30,23,51,35.9970635,16.9427618,28.09952933,22.25274106,27.03087669,36.62629516,0.01,UP_pEhEx_DOWN_UmasM
EHI_021440A,33.38128641,0.523254485,0.766912963,0.682286661,0.495057706,0.999887746,49,55,14,54,25,18,58.79520371,37.27407595,21.85518948,40.05493391,29.38138771,12.9269277,0.01,DOWN_pEhEx_UP_UmasM
EHI_021450A,18871.18337,0.262626651,0.857557899,0.306249469,0.75941471,0.999887746,13680,9188,25054,14642,12052,36829,16414.66095,6226.803815,39111.42265,10860.82115,14164.17939,26449.21224,0.01,DOWN_pEhEx_UP_UmasM
EHI_021490A,248.3348872,-0.758186508,1.034831705,-0.732666485,0.46376187,0.999887746,239,363,13,402,439,171,286.7766058,246.0089013,20.29410451,298.1867302,515.9371682,122.8058132,0.01,UP_pEhEx_DOWN_UmasM
EHI_021500A,8.41738886,-0.458847398,0.947085788,-0.484483459,0.628042801,0.999887746,4,21,1,17,8,11,4.799608466,14.23191991,1.561084963,12.6098866,9.402044067,7.899789151,0.01,UP_pEhEx_DOWN_UmasM
EHI_021510A,130.6061514,-0.180312017,0.746661959,-0.241490831,0.809174722,0.999887746,136,88,93,133,76,317,163.1866878,59.63852152,145.1809015,98.65381871,89.31941863,227.6575601,0.01,UP_pEhEx_DOWN_UmasM
EHI_021560A,478.3735471,-0.446764785,0.612657399,-0.729224499,0.465864348,0.999887746,489,576,152,644,469,873,586.752135,390.3612318,237.2849143,477.6921748,551.1948334,626.9559936,0.01,UP_pEhEx_DOWN_UmasM
EHI_021570A,85.58567833,-0.030416863,0.672434856,-0.045233918,0.963920859,0.999887746,61,70,86,117,57,146,73.19402911,47.43973303,134.2533068,86.78569014,66.98956397,104.8517469,0.01,UP_pEhEx_DOWN_UmasM
EHI_021680A,43.86926424,-0.431433252,0.612588551,-0.704279,0.481259042,0.999887746,43,52,16,69,48,61,51.59579101,35.24094454,24.9773594,51.18130444,56.4122644,43.80792166,0.01,UP_pEhEx_DOWN_UmasM
EHI_021780A,49.37226597,-0.431360191,1.073611142,-0.401784384,0.687842716,0.999887746,65,66,2,110,56,32,77.99363757,44.72889114,3.122169925,81.5933839,65.81430847,22.9812048,0.01,UP_pEhEx_DOWN_UmasM
EHI_022010A,3466.526589,0.047894237,0.843517915,0.056779158,0.954721116,0.999887746,772,5632,3734,5923,3332,2670,926.3244339,3816.865377,5829.09125,4393.432844,3915.951354,1917.494276,0.01,DOWN_pEhEx_UP_UmasM
EHI_022020A,24.06259918,1.722430495,1.737555848,0.991295041,0.321541534,0.999887746,47,0,35,13,0,33,56.39539948,0,54.63797369,9.642854461,0,23.69936745,0.01,DOWN_pEhEx_UP_UmasM
EHI_022130A,619.370175,0.641300438,1.018863906,0.629426987,0.529069555,0.999887746,696,1719,169,865,636,88,835.1318731,1164.984301,263.8233587,641.6207006,747.4625033,63.19831321,0.01,DOWN_pEhEx_UP_UmasM
EHI_022270A,30.3815652,0.502238801,1.142026458,0.439778604,0.660097466,0.999887746,19,12,49,13,6,81,22.79814021,8.132525662,76.49316316,9.642854461,7.05153305,58.17117466,0.01,DOWN_pEhEx_UP_UmasM
EHI_022300A,25.89892682,0.956740404,0.910652728,1.050609497,0.293437978,0.999887746,11,22,48,19,13,32,13.19892328,14.90963038,74.9320782,14.09340267,15.27832161,22.9812048,0.01,DOWN_pEhEx_UP_UmasM
EHI_022490A,65.38732854,0.026075626,1.338086361,0.019487252,0.984452407,0.999887746,113,87,2,95,102,6,135.5889392,58.96081105,3.122169925,70.46701337,119.8760618,4.308975901,0.01,DOWN_pEhEx_UP_UmasM
EHI_022500A,10.49162918,-0.019528889,1.613758435,-0.012101495,0.99034464,0.999887746,6,35,0,21,14,0,7.199412699,23.71986651,0,15.57691874,16.45357712,0,0.01,UP_pEhEx_DOWN_UmasM
EHI_022610A,11.16566276,0.063731256,1.243836685,0.05123764,0.959136159,0.999887746,0,32,8,24,3,16,0,21.6867351,12.4886797,17.80219285,3.525766525,11.4906024,0.01,DOWN_pEhEx_UP_UmasM
EHI_022730A,80.5514515,0.063357365,1.204765487,0.052588961,0.958059413,0.999887746,119,144,4,136,107,14,142.7883519,97.59030795,6.24433985,100.8790928,125.7523394,10.0542771,0.01,DOWN_pEhEx_UP_UmasM
EHI_022840A,13.3711746,0.192436231,0.734584441,0.261966113,0.793347568,0.999887746,12,23,8,20,14,9,14.3988254,15.58734085,12.4886797,14.83516071,16.45357712,6.463463851,0.01,DOWN_pEhEx_UP_UmasM
EHI_022850A,7.186352681,-0.352203573,0.793345384,-0.44394734,0.657080657,0.999887746,6,10,3,10,9,9,7.199412699,6.777104719,4.683254888,7.417580354,10.57729957,6.463463851,0.01,UP_pEhEx_DOWN_UmasM
EHI_022870A,9.288338963,-0.121125725,1.128849435,-0.10730016,0.914550858,0.999887746,13,16,0,21,8,6,15.59872751,10.84336755,0,15.57691874,9.402044067,4.308975901,0.01,UP_pEhEx_DOWN_UmasM
EHI_022880A,26.73246455,-0.471314828,1.343028302,-0.350934398,0.725637565,0.999887746,15,2,31,14,4,108,17.99853175,1.355420944,48.39363384,10.3846125,4.701022033,77.56156621,0.01,UP_pEhEx_DOWN_UmasM
EHI_022890A,1174.489522,0.615743122,0.912652779,0.674674023,0.499882892,0.999887746,480,767,2030,906,654,1868,575.9530159,519.8039319,3169.002474,672.0327801,768.6171024,1341.52783,0.01,DOWN_pEhEx_UP_UmasM
EHI_022910A,28.41114715,0.252943384,1.342744126,0.188377948,0.850580385,0.999887746,12,8,47,10,2,94,14.3988254,5.421683775,73.37099324,7.417580354,2.350511017,67.50728911,0.01,DOWN_pEhEx_UP_UmasM
EHI_022940A,138.649707,0.272546691,0.88265484,0.3087806,0.757488428,0.999887746,208,213,39,234,142,51,249.5796402,144.3523305,60.88231354,173.5713803,166.8862822,36.62629516,0.01,DOWN_pEhEx_UP_UmasM
EHI_022950A,545.2600101,-0.043286353,0.65579976,-0.066005441,0.947373493,0.999887746,706,678,195,848,519,587,847.1308942,459.4876999,304.4115677,629.010814,609.9576088,421.5614756,0.01,UP_pEhEx_DOWN_UmasM
EHI_022960A,1219.833568,-0.532388558,0.622825191,-0.854796123,0.392664025,0.999887746,889,1711,490,1987,1725,1151,1066.712982,1159.562617,764.9316316,1473.873216,2027.315752,826.6052103,0.01,UP_pEhEx_DOWN_UmasM
EHI_022970A,842.2351648,-0.050251719,0.810022217,-0.062037457,0.950533003,0.999887746,253,1281,840,693,541,1978,303.5752355,868.1471144,1311.311369,514.0383185,635.81323,1420.525722,0.01,UP_pEhEx_DOWN_UmasM
EHI_022980A,626.2707728,-0.325556614,0.649925136,-0.500914022,0.616431634,0.999887746,707,764,193,1021,674,753,848.3307964,517.7708005,301.2893978,757.3349542,792.1222126,540.7764756,0.01,UP_pEhEx_DOWN_UmasM
EHI_023000A,86.31437407,-1.231673635,0.824863134,-1.493185456,0.135388648,0.999887746,16,141,25,157,149,101,19.19843386,95.55717653,39.02712406,116.4560116,175.1130707,72.53442766,0.01,UP_pEhEx_DOWN_UmasM
EHI_023010A,8.056164932,0.531394886,0.828049748,0.641742706,0.521040256,0.999887746,12,12,4,10,3,12,14.3988254,8.132525662,6.24433985,7.417580354,3.525766525,8.617951802,0.01,DOWN_pEhEx_UP_UmasM
EHI_023020A,502.6702475,-0.308806865,0.579267849,-0.533098575,0.593965345,0.999887746,503,620,207,737,586,604,603.5507646,420.1804926,323.1445872,546.6756721,688.6997279,433.7702407,0.01,UP_pEhEx_DOWN_UmasM
EHI_023030A,12.82383633,0.081598449,0.909625719,0.089705521,0.928521229,0.999887746,18,11,7,17,3,29,21.5982381,7.45481519,10.92759474,12.6098866,3.525766525,20.82671685,0.01,DOWN_pEhEx_UP_UmasM
EHI_023040A,183.9004817,0.327206268,0.736752726,0.444119521,0.656956174,0.999887746,106,155,245,222,126,245,127.1896243,105.0451231,382.4658158,164.6702839,148.082194,175.9498493,0.01,DOWN_pEhEx_UP_UmasM
EHI_023060A,11.17088914,0.139836903,0.775674385,0.180277841,0.856934451,0.999887746,8,13,11,10,7,22,9.599216932,8.810236134,17.17193459,7.417580354,8.226788558,15.7995783,0.01,DOWN_pEhEx_UP_UmasM
EHI_023070A,476.4143734,0.815084139,1.215319202,0.670674945,0.502427627,0.999887746,61,290,995,144,173,1010,73.19402911,196.5360368,1553.279538,106.8131571,203.3192029,725.3442766,0.01,DOWN_pEhEx_UP_UmasM
EHI_023080A,77.99706551,-0.331604265,0.660442973,-0.502093713,0.615601603,0.999887746,54,140,30,138,92,71,64.79471429,94.87946606,46.83254888,102.3626089,108.1235068,50.98954816,0.01,UP_pEhEx_DOWN_UmasM
EHI_023090A,118.9493376,0.116310055,1.086529748,0.107047281,0.91475147,0.999887746,182,202,10,209,139,34,218.3821852,136.8975153,15.61084963,155.0274294,163.3605157,24.4175301,0.01,DOWN_pEhEx_UP_UmasM
EHI_023110A,18031.20882,0.272413493,0.758524387,0.359136103,0.719493274,0.999887746,30795,17368,6703,25122,16478,15319,36950.98568,11770.47548,10463.9525,18634.44537,19365.86027,11001.53364,0.01,DOWN_pEhEx_UP_UmasM
EHI_023120A,19.63915139,-0.250814485,0.736318086,-0.340633334,0.733379632,0.999887746,17,33,7,29,10,43,20.39833598,22.36444557,10.92759474,21.51098303,11.75255508,30.88099396,0.01,UP_pEhEx_DOWN_UmasM
EHI_023130A,144.6871361,0.100434016,0.567307198,0.177036385,0.85947981,0.999887746,138,166,110,197,88,235,165.5864921,112.4999383,171.7193459,146.126333,103.4224847,168.7682228,0.01,DOWN_pEhEx_UP_UmasM
EHI_023140A,78.93611192,0.131351463,0.918577795,0.14299438,0.886294619,0.999887746,118,126,13,146,76,40,141.5884497,85.39151945,20.29410451,108.2966732,89.31941863,28.72650601,0.01,DOWN_pEhEx_UP_UmasM
EHI_023190A,13.36789339,-0.43200571,1.041455313,-0.414809646,0.678281258,0.999887746,15,21,1,33,15,6,17.99853175,14.23191991,1.561084963,24.47801517,17.62883262,4.308975901,0.01,UP_pEhEx_DOWN_UmasM
EHI_023200A,11.47800154,0.42028441,0.936899816,0.448590557,0.653727047,0.999887746,20,18,2,21,7,8,23.99804233,12.19878849,3.122169925,15.57691874,8.226788558,5.745301201,0.01,DOWN_pEhEx_UP_UmasM
EHI_023220A,618.9850259,-0.092803906,0.681886435,-0.136098771,0.891743199,0.999887746,586,498,485,497,537,1276,703.1426403,337.499815,757.1262068,368.6537436,631.112208,916.3755416,0.01,UP_pEhEx_DOWN_UmasM
EHI_023230A,118629.0388,0.583234938,0.845177972,0.69007352,0.490147955,0.999887746,115325,54699,161049,104004,59678,191644,138378.7116,37070.0851,251411.1721,77145.80272,70136.89823,137631.5629,0.01,DOWN_pEhEx_UP_UmasM
EHI_023240A,44.01287416,0.390396297,1.00816315,0.387235238,0.698582065,0.999887746,73,80,5,89,29,20,87.5928545,54.21683775,7.805424813,66.01646515,34.08240974,14.363253,0.01,DOWN_pEhEx_UP_UmasM
EHI_023260A,286.280752,-0.071434221,0.952552794,-0.074992401,0.940220758,0.999887746,94,149,400,187,249,624,112.790799,100.9788603,624.433985,138.7087526,292.6386216,448.1334937,0.01,UP_pEhEx_DOWN_UmasM
EHI_023270A,8.027468561,0.56326973,0.812216327,0.693497178,0.487997596,0.999887746,9,15,5,14,4,6,10.79911905,10.16565708,7.805424813,10.3846125,4.701022033,4.308975901,0.01,DOWN_pEhEx_UP_UmasM
EHI_023300A,135.371331,-0.483227852,0.994077351,-0.486106893,0.62689138,0.999887746,135,214,20,265,211,41,161.9867857,145.030041,31.22169925,196.5658794,247.9789123,29.44466866,0.01,UP_pEhEx_DOWN_UmasM
EHI_023310A,30.53393715,-0.012338674,0.812929903,-0.015178029,0.98789015,0.999887746,46,39,6,48,28,33,55.19549736,26.4307084,9.366509775,35.6043857,32.90715423,23.69936745,0.01,UP_pEhEx_DOWN_UmasM
EHI_023320A,48.54141073,0.63984174,1.05475226,0.606627513,0.544098137,0.999887746,77,109,7,94,31,11,92.39246297,73.87044143,10.92759474,69.72525533,36.43292076,7.899789151,0.01,DOWN_pEhEx_UP_UmasM
EHI_023340A,8.918502102,0.710635185,0.831255548,0.854893765,0.392609963,0.999887746,4,17,11,10,4,11,4.799608466,11.52107802,17.17193459,7.417580354,4.701022033,7.899789151,0.01,DOWN_pEhEx_UP_UmasM
EHI_023360A,1152.969265,0.002854133,0.658675099,0.004333142,0.996542664,0.999887746,697,1162,1178,1070,1189,1760,836.3317752,787.4995683,1838.958086,793.6810979,1397.378799,1263.966264,0.01,DOWN_pEhEx_UP_UmasM
EHI_023370A,47.02011012,0.280591932,1.190120428,0.23576768,0.813612949,0.999887746,70,97,3,83,52,7,83.99314816,65.73791577,4.683254888,61.56591694,61.11328643,5.027138551,0.01,DOWN_pEhEx_UP_UmasM
EHI_023400A,1790.72369,1.950843745,1.035247678,1.884422236,0.059507884,0.999887746,5665,1587,425,1723,438,578,6797.44549,1075.526519,663.4611091,1278.049095,514.7619126,415.0980118,0.01,DOWN_pEhEx_UP_UmasM
EHI_023410A,127.8025414,-0.030019789,0.560535684,-0.053555536,0.957289283,0.999887746,99,243,61,162,129,162,118.7903095,164.6836447,95.22618271,120.1648017,151.6079606,116.3423493,0.01,UP_pEhEx_DOWN_UmasM
EHI_023430A,126.0866412,-0.27748524,0.715599939,-0.38776588,0.698189298,0.999887746,106,233,36,229,144,106,127.1896243,157.9065399,56.19905865,169.8625901,169.2367932,76.12524091,0.01,UP_pEhEx_DOWN_UmasM
EHI_023440A,14.50257935,0.148263131,0.757756585,0.195660631,0.844875801,0.999887746,16,19,9,23,5,25,19.19843386,12.87649897,14.04976466,17.06043481,5.876277542,17.95406625,0.01,DOWN_pEhEx_UP_UmasM
EHI_023450A,52.44422915,-0.098051491,1.055675366,-0.092880343,0.925998622,0.999887746,11,33,75,46,19,147,13.19892328,22.36444557,117.0813722,34.12086963,22.32985466,105.5699096,0.01,UP_pEhEx_DOWN_UmasM
