baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,UmasM_1,UmasM_2,UmasM_3,pEhEx_1,pEhEx_2,pEhEx_3,UmasM_1.1,UmasM_2.1,UmasM_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_104530A,14.87440635,-0.894646797,0.903745498,-0.989932231,0.322207244,0.999887746,2,30,5,20,19,30,2.399804233,20.33131416,7.805424813,14.83516071,22.32985466,21.5448795,0.01,UP_pEhEx_DOWN_UmasM
EHI_104560A,102.3800409,0.258833897,1.037312031,0.249523663,0.802955739,0.999887746,95,281,19,173,117,20,113.9907011,190.4366426,29.66061429,128.3241401,137.5048945,14.363253,0.01,DOWN_pEhEx_UP_UmasM
EHI_104570A,48.37092396,0.047578165,0.607110052,0.078368271,0.937535112,0.999887746,55,67,23,72,45,51,65.99461641,45.40660161,35.90495414,53.40657855,52.88649787,36.62629516,0.01,DOWN_pEhEx_UP_UmasM
EHI_104580A,30.81870601,0.329588117,0.846214354,0.389485377,0.696917126,0.999887746,30,84,6,40,31,23,35.9970635,56.92767964,9.366509775,29.67032142,36.43292076,16.51774095,0.01,DOWN_pEhEx_UP_UmasM
EHI_104590A,14.23451357,0.054679219,0.815567254,0.067044402,0.946546355,0.999887746,14,32,3,22,8,23,16.79862963,21.6867351,4.683254888,16.31867678,9.402044067,16.51774095,0.01,DOWN_pEhEx_UP_UmasM
EHI_104600A,344.8218877,0.35839688,0.685482155,0.52283911,0.601086221,0.999887746,165,447,424,397,243,454,197.9838492,302.9365809,661.9000241,294.4779401,285.5870885,326.0458432,0.01,DOWN_pEhEx_UP_UmasM
EHI_104620A,33.03482422,0.029723698,0.731681244,0.040623835,0.967595783,0.999887746,36,65,8,45,23,53,43.19647619,44.05118067,12.4886797,33.37911159,27.03087669,38.06262046,0.01,DOWN_pEhEx_UP_UmasM
EHI_104630A,2201.821195,-0.212217502,1.184914068,-0.179099488,0.857859584,0.999887746,3396,2661,155,4013,3272,374,4074.867588,1803.387566,241.9681692,2976.674996,3845.436023,268.5928312,0.01,UP_pEhEx_DOWN_UmasM
EHI_104660A,33078.42351,0.446851968,0.753903345,0.592717848,0.553369995,0.999887746,32450,20024,39700,29745,21439,51142,38936.82368,13570.47449,61975.07301,22063.59276,25196.30284,36728.27425,0.01,DOWN_pEhEx_UP_UmasM
EHI_104670A,11.85923122,0.114508662,0.957941249,0.119536205,0.904850558,0.999887746,11,32,1,10,11,20,13.19892328,21.6867351,1.561084963,7.417580354,12.92781059,14.363253,0.01,DOWN_pEhEx_UP_UmasM
EHI_104680A,207.4765912,-0.432197895,0.96395987,-0.44835673,0.653895765,0.999887746,209,358,23,356,320,105,250.7795423,242.6203489,35.90495414,264.0658606,376.0817627,75.40707826,0.01,UP_pEhEx_DOWN_UmasM
EHI_104690A,8.219550864,-0.459508074,1.463112451,-0.314062035,0.753473923,0.999887746,1,28,0,12,16,2,1.199902117,18.97589321,0,8.901096425,18.80408813,1.4363253,0.01,UP_pEhEx_DOWN_UmasM
EHI_104710A,82.47298454,-0.028664812,0.732544914,-0.03913045,0.968786384,0.999887746,104,126,22,127,87,75,124.7898201,85.39151945,34.34386918,94.2032705,102.2472292,53.86219876,0.01,UP_pEhEx_DOWN_UmasM
EHI_104740A,470.3708306,0.89690301,1.038153231,0.863940875,0.387620371,0.999887746,126,384,913,285,135,857,151.1876667,260.2408212,1425.270571,211.4010401,158.6594936,615.4653912,0.01,DOWN_pEhEx_UP_UmasM
EHI_104780A,36.33457723,0.274192381,0.908594474,0.301776413,0.762822513,0.999887746,15,33,51,29,15,82,17.99853175,22.36444557,79.61533309,21.51098303,17.62883262,58.88933731,0.01,DOWN_pEhEx_UP_UmasM
EHI_104890A,22.38614469,-0.141576585,0.727724087,-0.194547064,0.845747548,0.999887746,23,35,8,47,12,30,27.59774868,23.71986651,12.4886797,34.86262766,14.1030661,21.5448795,0.01,UP_pEhEx_DOWN_UmasM
EHI_104900A,6.428577884,0.15343067,1.415952621,0.108358618,0.913711225,0.999887746,9,14,0,14,0,11,10.79911905,9.487946606,0,10.3846125,0,7.899789151,0.01,DOWN_pEhEx_UP_UmasM
EHI_104940A,44.8059861,0.17686973,0.765322388,0.231104869,0.817233333,0.999887746,25,52,50,44,21,95,29.99755291,35.24094454,78.05424813,32.63735356,24.68036567,68.22545176,0.01,DOWN_pEhEx_UP_UmasM
EHI_104950A,26.64091363,-0.325644553,0.715450153,-0.455160366,0.648993872,0.999887746,19,41,13,24,19,68,22.79814021,27.78612935,20.29410451,17.80219285,22.32985466,48.83506021,0.01,UP_pEhEx_DOWN_UmasM
EHI_105060A,4463.854026,-0.334695487,0.562558586,-0.594952234,0.5518754,0.999887746,3898,6197,1901,7213,5144,4933,4677.21845,4199.771794,2967.622514,5350.30071,6045.514335,3542.696353,0.01,UP_pEhEx_DOWN_UmasM
EHI_105080A,15.53206259,-0.078515002,0.923645321,-0.085005575,0.932256958,0.999887746,2,29,15,22,9,29,2.399804233,19.65360368,23.41627444,16.31867678,10.57729957,20.82671685,0.01,UP_pEhEx_DOWN_UmasM
EHI_105090A,9.759405651,0.336800403,0.922863411,0.364951518,0.715147597,0.999887746,4,12,13,11,3,19,4.799608466,8.132525662,20.29410451,8.15933839,3.525766525,13.64509035,0.01,DOWN_pEhEx_UP_UmasM
EHI_105110A,49.18135071,-0.373876532,0.818341697,-0.45687093,0.64776382,0.999887746,24,116,13,96,58,39,28.7976508,78.61441474,20.29410451,71.2087714,68.16481948,28.00834336,0.01,UP_pEhEx_DOWN_UmasM
EHI_105120A,52.00642459,-0.116104757,0.740286052,-0.156837694,0.875372765,0.999887746,16,71,53,61,48,84,19.19843386,48.1174435,82.73750301,45.24724016,56.4122644,60.32566261,0.01,UP_pEhEx_DOWN_UmasM
EHI_105140A,9822.7846,-0.188529579,0.833482582,-0.226194984,0.821049772,0.999887746,1957,12819,10576,11325,11496,13200,2348.208442,8687.570539,16510.03456,8400.409751,13510.73732,9479.746982,0.01,UP_pEhEx_DOWN_UmasM
EHI_105170A,24.13862014,-0.360825559,0.90992193,-0.396545623,0.691702558,0.999887746,23,19,15,27,6,75,27.59774868,12.87649897,23.41627444,20.02746696,7.05153305,53.86219876,0.01,UP_pEhEx_DOWN_UmasM
EHI_105180A,8750.119341,-0.163466382,0.764705878,-0.213763731,0.83073131,0.999887746,12224,9824,2203,14541,9451,8136,14667.60347,6657.827676,3439.070172,10785.90359,11107.33981,5842.971322,0.01,UP_pEhEx_DOWN_UmasM
EHI_105200A,45.28290334,0.246103395,0.943316578,0.260891625,0.794176083,0.999887746,49,91,17,77,52,9,58.79520371,61.67165294,26.53844436,57.11536873,61.11328643,6.463463851,0.01,DOWN_pEhEx_UP_UmasM
EHI_105210A,1268.633754,-0.41093811,0.883679851,-0.465030531,0.641909593,0.999887746,1433,1878,176,2026,1864,907,1719.459733,1272.740266,274.7509534,1502.80178,2190.676268,651.3735237,0.01,UP_pEhEx_DOWN_UmasM
EHI_105220A,14.41055175,0.49297602,1.12252041,0.43916887,0.660539179,0.999887746,5,9,25,9,3,35,5.999510583,6.099394247,39.02712406,6.675822319,3.525766525,25.13569275,0.01,DOWN_pEhEx_UP_UmasM
EHI_105240A,9.557173643,-0.072558989,1.128542809,-0.064294406,0.948735808,0.999887746,12,15,2,20,12,1,14.3988254,10.16565708,3.122169925,14.83516071,14.1030661,0.71816265,0.01,UP_pEhEx_DOWN_UmasM
EHI_105250A,46.7720737,-0.05015393,0.736265375,-0.068119365,0.945690615,0.999887746,59,71,12,86,35,53,70.79422487,48.1174435,18.73301955,63.79119105,41.13394279,38.06262046,0.01,UP_pEhEx_DOWN_UmasM
EHI_105260A,12.21518853,0.627367841,0.889402972,0.705380869,0.480573246,0.999887746,4,20,17,11,5,20,4.799608466,13.55420944,26.53844436,8.15933839,5.876277542,14.363253,0.01,DOWN_pEhEx_UP_UmasM
EHI_105270A,242.8183059,-0.311561173,0.660466157,-0.471729202,0.637120091,0.999887746,99,317,203,299,187,508,118.7903095,214.8342196,316.9002474,221.7856526,219.7727801,364.8266263,0.01,UP_pEhEx_DOWN_UmasM
EHI_105280A,88.06395336,-0.25614747,0.968402815,-0.264505086,0.791390746,0.999887746,8,191,65,136,109,82,9.599216932,129.4427001,101.4705226,100.8790928,128.1028504,58.88933731,0.01,UP_pEhEx_DOWN_UmasM
EHI_105300A,19.46290468,0.851216198,1.070855189,0.794893844,0.426675255,0.999887746,4,17,38,14,6,33,4.799608466,11.52107802,59.32122858,10.3846125,7.05153305,23.69936745,0.01,DOWN_pEhEx_UP_UmasM
EHI_105330A,46.16927087,-0.015447945,0.551052884,-0.028033507,0.977635427,0.999887746,36,75,28,70,34,66,43.19647619,50.82828539,43.71037895,51.92306248,39.95868728,47.39873491,0.01,UP_pEhEx_DOWN_UmasM
EHI_105340A,12.0417164,0.056421477,0.843357198,0.066901044,0.946660482,0.999887746,14,22,3,20,13,8,16.79862963,14.90963038,4.683254888,14.83516071,15.27832161,5.745301201,0.01,DOWN_pEhEx_UP_UmasM
EHI_105360A,18.26661047,0.140848221,1.25997521,0.111786502,0.910992691,0.999887746,12,9,24,8,1,62,14.3988254,6.099394247,37.4660391,5.934064283,1.175255508,44.52608431,0.01,DOWN_pEhEx_UP_UmasM
EHI_105770A,149.4989996,-0.002362753,0.704194398,-0.003355257,0.997322897,0.999887746,139,119,129,140,95,324,166.7863942,80.64754615,201.3799602,103.846125,111.6492733,232.6846986,0.01,UP_pEhEx_DOWN_UmasM
EHI_105790A,22.78815262,-0.324748203,0.906773357,-0.358136022,0.720241523,0.999887746,30,29,3,39,30,17,35.9970635,19.65360368,4.683254888,28.92856338,35.25766525,12.20876505,0.01,UP_pEhEx_DOWN_UmasM
EHI_105830A,34.08831324,0.602403498,0.935274456,0.644092751,0.519515291,0.999887746,14,22,59,23,23,51,16.79862963,14.90963038,92.10401279,17.06043481,27.03087669,36.62629516,0.01,DOWN_pEhEx_UP_UmasM
EHI_106070A,18.40287714,0.328731787,0.91635376,0.358738951,0.719790386,0.999887746,8,22,24,11,8,43,9.599216932,14.90963038,37.4660391,8.15933839,9.402044067,30.88099396,0.01,DOWN_pEhEx_UP_UmasM
EHI_106090A,310.8622153,0.112159124,0.620254888,0.180827473,0.856502998,0.999887746,281,611,139,503,285,263,337.1724947,414.0810983,216.9908098,373.1042918,334.9478199,188.876777,0.01,DOWN_pEhEx_UP_UmasM
EHI_106100A,46.23847041,0.012424504,0.721307983,0.017224964,0.986257147,0.999887746,46,73,22,86,47,27,55.19549736,49.47286445,34.34386918,63.79119105,55.23700889,19.39039155,0.01,DOWN_pEhEx_UP_UmasM
EHI_106120A,173.693831,-0.351219758,0.627730789,-0.55950698,0.575815769,0.999887746,155,135,116,193,156,358,185.9848281,91.4909137,181.0858557,143.1593008,183.3398593,257.1022287,0.01,UP_pEhEx_DOWN_UmasM
EHI_106240A,20.67707477,-0.224284358,1.327280698,-0.168980351,0.865812097,0.999887746,10,3,28,5,5,79,11.99902117,2.033131416,43.71037895,3.708790177,5.876277542,56.73484936,0.01,UP_pEhEx_DOWN_UmasM
EHI_106250A,21.91115896,0.482167033,1.048985566,0.459650779,0.645766905,0.999887746,7,14,38,14,8,48,8.399314816,9.487946606,59.32122858,10.3846125,9.402044067,34.47180721,0.01,DOWN_pEhEx_UP_UmasM
EHI_106260A,8.099448902,0.532366939,1.16751761,0.455981935,0.648402969,0.999887746,14,15,1,15,7,1,16.79862963,10.16565708,1.561084963,11.12637053,8.226788558,0.71816265,0.01,DOWN_pEhEx_UP_UmasM
EHI_106270A,134.8031625,1.264329662,1.357582228,0.931309821,0.351693323,0.999887746,38,32,323,27,15,278,45.59628043,21.6867351,504.2304429,20.02746696,17.62883262,199.6492167,0.01,DOWN_pEhEx_UP_UmasM
EHI_106280A,8.778900751,0.081155879,1.080359283,0.075119342,0.940119758,0.999887746,13,14,1,10,14,3,15.59872751,9.487946606,1.561084963,7.417580354,16.45357712,2.15448795,0.01,DOWN_pEhEx_UP_UmasM
EHI_106290A,9.888886417,0.605900412,0.735530833,0.823759365,0.410076301,0.999887746,10,17,8,9,5,15,11.99902117,11.52107802,12.4886797,6.675822319,5.876277542,10.77243975,0.01,DOWN_pEhEx_UP_UmasM
EHI_106300A,22.0679787,-0.047075759,0.829996426,-0.056718026,0.954769814,0.999887746,21,42,7,38,27,11,25.19794445,28.46383982,10.92759474,28.18680535,31.73189872,7.899789151,0.01,UP_pEhEx_DOWN_UmasM
EHI_106310A,34.90373211,0.940571607,0.643647052,1.4613158,0.143928796,0.999887746,27,75,35,25,17,46,32.39735715,50.82828539,54.63797369,18.54395089,19.97934364,33.03548191,0.01,DOWN_pEhEx_UP_UmasM
EHI_106330A,1638.270936,0.469616279,0.789672825,0.594697277,0.552045842,0.999887746,1847,850,1868,1487,936,2671,2216.219209,576.0539011,2916.10671,1102.994199,1100.039156,1918.212439,0.01,DOWN_pEhEx_UP_UmasM
EHI_106350A,623.2089573,0.386916246,0.858202344,0.450845012,0.652101257,0.999887746,221,520,962,518,499,904,265.1783677,352.4094454,1501.763734,384.2306623,586.4524987,649.2190357,0.01,DOWN_pEhEx_UP_UmasM
EHI_106360A,13.56583413,-0.257708406,1.00082968,-0.257494768,0.796796854,0.999887746,12,28,2,24,20,5,14.3988254,18.97589321,3.122169925,17.80219285,23.50511017,3.590813251,0.01,UP_pEhEx_DOWN_UmasM
EHI_106670A,1932.818738,-0.49733059,0.588215609,-0.845490297,0.397837148,0.999887746,917,3361,916,3014,2294,2586,1100.310241,2277.784896,1429.953826,2235.658719,2696.036136,1857.168613,0.01,UP_pEhEx_DOWN_UmasM
EHI_106680A,15.76477691,0.896368367,0.678640273,1.320829904,0.186558086,0.999887746,21,24,13,19,8,13,25.19794445,16.26505132,20.29410451,14.09340267,9.402044067,9.336114452,0.01,DOWN_pEhEx_UP_UmasM
EHI_106690A,759.8228041,0.402319383,0.640770301,0.627868336,0.530090195,0.999887746,670,714,838,831,465,1114,803.9344181,483.8852769,1308.189199,616.4009274,546.4938114,800.0331923,0.01,DOWN_pEhEx_UP_UmasM
EHI_107020A,30.99100685,-0.942149837,1.108960433,-0.849579307,0.39555902,0.999887746,29,26,7,27,83,7,34.79716138,17.62047227,10.92759474,20.02746696,97.54620719,5.027138551,0.01,UP_pEhEx_DOWN_UmasM
EHI_107040A,310.5399378,-0.153881976,0.766147828,-0.200851546,0.840814656,0.999887746,400,436,68,521,328,292,479.9608466,295.4817657,106.1537775,386.4559365,385.4838067,209.7034938,0.01,UP_pEhEx_DOWN_UmasM
EHI_107050A,4584.037521,0.372486153,0.791608372,0.470543473,0.637966782,0.999887746,2747,3449,6332,4247,2613,8027,3296.131114,2337.423417,9884.789983,3150.246376,3070.942643,5764.691593,0.01,DOWN_pEhEx_UP_UmasM
EHI_107070A,86.44547857,-0.234182066,0.526186184,-0.445055521,0.656279631,0.999887746,67,120,49,143,83,107,80.39344181,81.32525662,76.49316316,106.0713991,97.54620719,76.84340356,0.01,UP_pEhEx_DOWN_UmasM
EHI_107090A,36.26573034,0.949613433,1.407747954,0.674562112,0.499954012,0.999887746,73,82,0,47,30,6,87.5928545,55.57225869,0,34.86262766,35.25766525,4.308975901,0.01,DOWN_pEhEx_UP_UmasM
EHI_107100A,117.6307261,-0.081458254,0.562109131,-0.144915373,0.884777689,0.999887746,74,213,70,170,120,134,88.79275662,144.3523305,109.2759474,126.098866,141.030661,96.23379512,0.01,UP_pEhEx_DOWN_UmasM
EHI_107120A,67.07031019,0.501773706,0.903559313,0.555330125,0.578668877,0.999887746,123,100,13,106,53,36,147.5879603,67.77104719,20.29410451,78.62635175,62.28854194,25.8538554,0.01,DOWN_pEhEx_UP_UmasM
EHI_107130A,128.7921135,0.2355252,1.065759588,0.220992804,0.825098036,0.999887746,118,310,42,119,217,17,141.5884497,210.0902463,65.56556843,88.26920622,255.0304453,12.20876505,0.01,DOWN_pEhEx_UP_UmasM
EHI_107140A,12.01461783,0.219028883,0.995985869,0.219911637,0.825939973,0.999887746,1,30,11,12,8,21,1.199902117,20.33131416,17.17193459,8.901096425,9.402044067,15.08141565,0.01,DOWN_pEhEx_UP_UmasM
EHI_107150A,38.4244313,0.99741316,1.114166856,0.895209864,0.370674913,0.999887746,11,19,82,17,14,66,13.19892328,12.87649897,128.0089669,12.6098866,16.45357712,47.39873491,0.01,DOWN_pEhEx_UP_UmasM
EHI_107170A,421.7975724,2.770509775,1.581881674,1.751401398,0.079876792,0.999887746,1604,408,4,355,45,10,1924.642995,276.5058725,6.24433985,263.3241026,52.88649787,7.181626501,0.01,DOWN_pEhEx_UP_UmasM
EHI_107180A,32.78537945,1.282137169,1.124603085,1.140079719,0.254253091,0.999887746,9,13,77,18,12,41,10.79911905,8.810236134,120.2035421,13.35164464,14.1030661,29.44466866,0.01,DOWN_pEhEx_UP_UmasM
EHI_107210A,1697.33261,0.103813696,0.806603139,0.1287048,0.897591237,0.999887746,2811,1793,440,2527,1715,1419,3372.924849,1215.134876,686.8773835,1874.422556,2015.563197,1019.072801,0.01,DOWN_pEhEx_UP_UmasM
EHI_107240A,59.53690055,-0.054445694,0.886374045,-0.06142519,0.951020591,0.999887746,49,62,48,46,16,179,58.79520371,42.01804926,74.9320782,34.12086963,18.80408813,128.5511144,0.01,UP_pEhEx_DOWN_UmasM
EHI_107250A,488.7257872,0.32120648,0.898672188,0.357423413,0.720774852,0.999887746,173,612,645,297,218,1151,207.5830662,414.7588088,1006.899801,220.3021365,256.2057008,826.6052103,0.01,DOWN_pEhEx_UP_UmasM
EHI_107260A,19.86640311,0.917071608,0.771933395,1.188019088,0.23482589,0.999887746,13,26,29,18,8,25,15.59872751,17.62047227,45.27146391,13.35164464,9.402044067,17.95406625,0.01,DOWN_pEhEx_UP_UmasM
EHI_107270A,260.2684365,-0.441106847,0.629912931,-0.700266379,0.483760964,0.999887746,138,504,99,483,203,422,165.5864921,341.5660778,154.5474113,358.2691311,238.5768682,303.0646384,0.01,UP_pEhEx_DOWN_UmasM
EHI_107280A,28.13958639,0.429604875,0.679698248,0.632052351,0.52735267,0.999887746,14,67,22,31,23,31,16.79862963,45.40660161,34.34386918,22.9944991,27.03087669,22.26304215,0.01,DOWN_pEhEx_UP_UmasM
EHI_107290A,11677.20709,-0.260520971,0.747299065,-0.34861675,0.727377051,0.999887746,7073,7041,11927,11824,14707,16891,8486.90767,4771.759432,18619.06035,8770.547011,17284.48276,12130.48532,0.01,UP_pEhEx_DOWN_UmasM
EHI_107300A,137.6192387,1.23093406,0.918149505,1.340668434,0.180028128,0.999887746,119,131,223,106,19,202,142.7883519,88.78007181,348.1219466,78.62635175,22.32985466,145.0688553,0.01,DOWN_pEhEx_UP_UmasM
EHI_107310A,19.08797035,0.822491876,1.51469516,0.543008189,0.587124164,0.999887746,0,14,41,7,3,45,0,9.487946606,64.00448346,5.192306248,3.525766525,32.31731926,0.01,DOWN_pEhEx_UP_UmasM
EHI_107320A,23.92349254,-0.066639241,0.762853329,-0.087355247,0.930389141,0.999887746,33,31,6,41,19,29,39.59676984,21.00902463,9.366509775,30.41207945,22.32985466,20.82671685,0.01,UP_pEhEx_DOWN_UmasM
EHI_107330A,32.7082531,0.609276756,1.186317295,0.513586676,0.607540997,0.999887746,5,17,65,12,16,69,5.999510583,11.52107802,101.4705226,8.901096425,18.80408813,49.55322286,0.01,DOWN_pEhEx_UP_UmasM
EHI_107340A,30.14517073,-0.135972331,1.057223024,-0.128612722,0.897664099,0.999887746,35,53,5,48,47,6,41.99657408,35.91865501,7.805424813,35.6043857,55.23700889,4.308975901,0.01,UP_pEhEx_DOWN_UmasM
EHI_107550A,41.03619017,0.075168782,0.686650479,0.10947168,0.912828383,0.999887746,55,34,24,57,39,44,65.99461641,23.04215604,37.4660391,42.28020802,45.83496482,31.59915661,0.01,DOWN_pEhEx_UP_UmasM
EHI_107660A,123.6069562,-0.075085753,0.762471652,-0.09847678,0.921553709,0.999887746,42,130,143,138,106,213,50.39588889,88.10236134,223.2351496,102.3626089,124.5770839,152.9686445,0.01,UP_pEhEx_DOWN_UmasM
EHI_107780A,43.00369488,0.401245816,0.850749562,0.471637992,0.637185204,0.999887746,49,104,11,80,31,22,58.79520371,70.48188907,17.17193459,59.34064283,36.43292076,15.7995783,0.01,DOWN_pEhEx_UP_UmasM
EHI_107920A,6.788527742,-0.009263786,1.072031871,-0.008641335,0.993105298,0.999887746,9,7,3,14,8,1,10.79911905,4.743973303,4.683254888,10.3846125,9.402044067,0.71816265,0.01,UP_pEhEx_DOWN_UmasM
EHI_108500A,64046.02635,0.966346886,0.949339888,1.017914552,0.308718566,0.999887746,37912,28211,121438,41958,31408,86410,45490.68904,19118.89012,189575.0357,31122.68365,36912.42501,62056.4346,0.01,DOWN_pEhEx_UP_UmasM
EHI_108610A,3130.615446,0.852180291,0.944283614,0.902462225,0.366811379,0.999887746,1160,2529,5754,2075,1233,5162,1391.886455,1713.929783,8982.482874,1539.147924,1449.090042,3707.1556,0.01,DOWN_pEhEx_UP_UmasM
EHI_108620A,75.77450546,0.289803174,1.255601906,0.230808167,0.817463836,0.999887746,136,121,3,145,76,11,163.1866878,82.00296709,4.683254888,107.5549151,89.31941863,7.899789151,0.01,DOWN_pEhEx_UP_UmasM
EHI_108630A,27.89278505,-0.292609614,0.88371198,-0.331114232,0.740558202,0.999887746,22,64,3,33,35,38,26.39784656,43.3734702,4.683254888,24.47801517,41.13394279,27.29018071,0.01,UP_pEhEx_DOWN_UmasM
EHI_108640A,59.47215102,0.000204815,1.455797245,0.000140689,0.999887746,0.999887746,36,9,83,8,4,233,43.19647619,6.099394247,129.5700519,5.934064283,4.701022033,167.3318975,0.01,DOWN_pEhEx_UP_UmasM
EHI_108650A,20.86491288,1.074579645,1.165563937,0.921939682,0.356560039,0.999887746,7,10,45,14,3,36,8.399314816,6.777104719,70.24882331,10.3846125,3.525766525,25.8538554,0.01,DOWN_pEhEx_UP_UmasM
EHI_108660A,23.51295926,0.405382937,1.206973371,0.335867341,0.736970906,0.999887746,8,13,40,4,9,65,9.599216932,8.810236134,62.4433985,2.967032142,10.57729957,46.68057226,0.01,DOWN_pEhEx_UP_UmasM
EHI_108670A,23.76570302,-0.278589548,0.71319988,-0.390619174,0.696078751,0.999887746,15,49,8,40,26,26,17.99853175,33.20781312,12.4886797,29.67032142,30.55664322,18.6722289,0.01,UP_pEhEx_DOWN_UmasM
EHI_108690A,1916.906648,0.727863204,0.740977984,0.982300716,0.325951722,0.999887746,3635,1686,1068,2381,1260,1508,4361.644193,1142.619856,1667.23874,1766.125882,1480.82194,1082.989276,0.01,DOWN_pEhEx_UP_UmasM
EHI_108700A,10.94725391,0.525575284,0.775416911,0.677797036,0.497900391,0.999887746,9,29,5,14,9,9,10.79911905,19.65360368,7.805424813,10.3846125,10.57729957,6.463463851,0.01,DOWN_pEhEx_UP_UmasM
EHI_108710A,4812.914576,0.032418715,0.572539016,0.056622718,0.954845737,0.999887746,4374,4751,3929,5953,3412,8146,5248.371858,3219.802452,6133.502818,4415.685585,4009.971794,5850.152948,0.01,DOWN_pEhEx_UP_UmasM
EHI_108720A,8.396255708,0.523809522,0.792283769,0.661138777,0.508523319,0.999887746,8,20,4,12,6,7,9.599216932,13.55420944,6.24433985,8.901096425,7.05153305,5.027138551,0.01,DOWN_pEhEx_UP_UmasM
EHI_108730A,11.03704476,0.06204735,0.75391612,0.082300071,0.934408098,0.999887746,6,25,6,14,8,18,7.199412699,16.9427618,9.366509775,10.3846125,9.402044067,12.9269277,0.01,DOWN_pEhEx_UP_UmasM
EHI_108760A,153.175195,0.171390581,0.569701394,0.300842833,0.763534345,0.999887746,145,156,133,181,126,208,173.9858069,105.7228336,207.6243,134.2582044,148.082194,149.3778312,0.01,DOWN_pEhEx_UP_UmasM
EHI_109000A,17.79444658,0.766247263,1.312270315,0.583909621,0.55928112,0.999887746,37,31,1,21,20,1,44.39637831,21.00902463,1.561084963,15.57691874,23.50511017,0.71816265,0.01,DOWN_pEhEx_UP_UmasM
EHI_109120A,104.2107287,0.063528784,1.752862389,0.036242882,0.971088694,0.999887746,143,218,0,196,136,1,171.5860027,147.7408829,0,145.3845749,159.8347491,0.71816265,0.01,DOWN_pEhEx_UP_UmasM
EHI_109570A,13.64743552,0.004387378,0.733665925,0.005980076,0.995228618,0.999887746,7,29,8,20,14,14,8.399314816,19.65360368,12.4886797,14.83516071,16.45357712,10.0542771,0.01,DOWN_pEhEx_UP_UmasM
EHI_109680A,262.2347032,0.497753089,1.128262438,0.441167828,0.659091502,0.999887746,71,246,429,120,45,710,85.19305027,166.7167761,669.7054489,89.01096425,52.88649787,509.8954816,0.01,DOWN_pEhEx_UP_UmasM
EHI_109830A,11.82450482,0.062462144,0.872506583,0.07158931,0.942928748,0.999887746,16,18,3,25,9,8,19.19843386,12.19878849,4.683254888,18.54395089,10.57729957,5.745301201,0.01,DOWN_pEhEx_UP_UmasM
EHI_109840A,39.97188257,0.62823324,1.103225324,0.569451431,0.569049822,0.999887746,5,50,68,21,14,86,5.999510583,33.88552359,106.1537775,15.57691874,16.45357712,61.76198791,0.01,DOWN_pEhEx_UP_UmasM
EHI_109850A,68.93174038,-0.283902845,0.643109656,-0.441453247,0.658884902,0.999887746,48,111,34,98,94,62,57.59530159,75.22586238,53.07688873,72.69228747,110.4740178,44.52608431,0.01,UP_pEhEx_DOWN_UmasM
EHI_109860A,96.67532807,0.74935506,1.116004315,0.671462512,0.501925934,0.999887746,213,134,11,160,71,20,255.5791508,90.81320323,17.17193459,118.6812857,83.44314109,14.363253,0.01,DOWN_pEhEx_UP_UmasM
EHI_109870A,47.3564017,0.305782377,0.808311556,0.378297668,0.705209478,0.999887746,20,154,18,54,33,68,23.99804233,104.3674127,28.09952933,40.05493391,38.78343177,48.83506021,0.01,DOWN_pEhEx_UP_UmasM
EHI_109880A,35.76955162,-0.305551966,0.765252434,-0.39928258,0.689685001,0.999887746,9,61,28,39,41,58,10.79911905,41.34033878,43.71037895,28.92856338,48.18547584,41.65343371,0.01,UP_pEhEx_DOWN_UmasM
EHI_109890A,23.79056394,0.446533311,0.76923184,0.580492496,0.561582546,0.999887746,39,34,8,37,14,23,46.79618254,23.04215604,12.4886797,27.44504731,16.45357712,16.51774095,0.01,DOWN_pEhEx_UP_UmasM
EHI_109900A,589.4073152,0.351248601,0.866479845,0.405374232,0.685202449,0.999887746,157,660,863,501,416,965,188.3846323,447.2889114,1347.216323,371.6207757,488.9062915,693.0269574,0.01,DOWN_pEhEx_UP_UmasM
EHI_109920A,13643.96684,0.175208164,0.766916054,0.228458073,0.819290147,0.999887746,22269,14801,4268,19984,13126,11418,26720.62023,10030.79269,6662.71062,14823.29258,15426.4038,8199.981139,0.01,DOWN_pEhEx_UP_UmasM
EHI_109930A,38.75727441,-0.240413244,1.789708812,-0.134330927,0.893140899,0.999887746,14,4,56,0,3,170,16.79862963,2.710841887,87.4207579,0,3.525766525,122.0876505,0.01,UP_pEhEx_DOWN_UmasM
EHI_109940A,6.595630417,0.942231381,0.85699452,1.099460218,0.271567377,0.999887746,8,13,5,10,2,5,9.599216932,8.810236134,7.805424813,7.417580354,2.350511017,3.590813251,0.01,DOWN_pEhEx_UP_UmasM
EHI_109960A,7.540216044,0.616677908,0.954940427,0.645776313,0.51842423,0.999887746,12,14,2,9,8,3,14.3988254,9.487946606,3.122169925,6.675822319,9.402044067,2.15448795,0.01,DOWN_pEhEx_UP_UmasM
EHI_109980A,8.177007261,0.133030063,0.867354844,0.153374439,0.878103001,0.999887746,8,16,3,10,11,5,9.599216932,10.84336755,4.683254888,7.417580354,12.92781059,3.590813251,0.01,DOWN_pEhEx_UP_UmasM
