baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CDC5_1,CDC5_2,CDC5_3,pEhEx_1,pEhEx_2,pEhEx_3,CDC5_1.1,CDC5_2.1,CDC5_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_066770A,894.5941878,0.082266179,0.88996512,0.092437532,0.926350421,0.985082605,194,315,2992,1430,1086,520,276.1451096,368.9787229,2114.337171,1029.658582,1213.925337,364.5202039,1.49,DOWN_pEhEx_UP_CDC5
EHI_174180A,894.5941878,0.082266179,0.88996512,0.092437532,0.926350421,0.985082605,194,315,2992,1430,1086,520,276.1451096,368.9787229,2114.337171,1029.658582,1213.925337,364.5202039,1.49,DOWN_pEhEx_UP_CDC5
EHI_069440A,276.1553379,-0.068839842,0.767961767,-0.089639674,0.928573556,0.986004985,260,315,99,409,359,217,370.091384,368.9787229,69.9596858,294.4967553,401.2883942,152.1170851,1.4,UP_pEhEx_DOWN_CDC5
EHI_086200A,158.58709,-0.081549117,0.91713609,-0.088917139,0.929147763,0.986004985,20,53,525,157,166,273,28.468568,62.08213433,370.9983338,113.0464317,185.553965,191.373107,1.4,UP_pEhEx_DOWN_CDC5
EHI_091100A,38.32186696,-0.084445773,0.938533517,-0.0899763,0.928306049,0.986004985,19,62,17,79,48,11,27.0451396,72.62438355,12.01327938,56.88323635,53.65415856,7.711004312,1.4,UP_pEhEx_DOWN_CDC5
EHI_095860A,49.86092169,-0.091032621,1.009021987,-0.090218669,0.928113449,0.986004985,31,82,7,118,48,22,44.1262804,96.05160406,4.946644451,84.96483403,53.65415856,15.42200863,1.4,UP_pEhEx_DOWN_CDC5
EHI_194500A,389.2119375,0.049899652,0.559711058,0.089152521,0.928960698,0.986004985,324,301,530,442,224,825,461.1908016,352.5796685,374.5316513,318.2581071,250.3860733,578.3253234,1.4,DOWN_pEhEx_UP_CDC5
EHI_023140A,74.71265783,0.074261497,0.856016496,0.086752413,0.930868314,0.986047176,53,117,25,146,76,40,75.4417052,137.0492399,17.66658732,105.1259811,84.95241772,28.04001568,1.4,DOWN_pEhEx_UP_CDC5
EHI_068650A,905.3623483,0.088496283,1.01802702,0.086929208,0.930727783,0.986047176,764,1420,69,1615,995,510,1087.499298,1663.332656,48.75978101,1162.866161,1112.205995,357.5101999,1.4,DOWN_pEhEx_UP_CDC5
EHI_088600A,75.66696499,0.329092486,3.727348098,0.088291321,0.929645137,0.986047176,123,0,110,0,0,287,175.0816932,0,77.73298422,0,0,201.1871125,1.4,DOWN_pEhEx_UP_CDC5
EHI_127830A,166.6697306,0.045482622,0.524601834,0.08669932,0.930910517,0.986047176,130,116,264,209,195,177,185.045692,135.8778789,186.5591621,150.488562,217.9700192,124.0770694,1.4,DOWN_pEhEx_UP_CDC5
EHI_193080A,9222.251888,0.043086111,0.497511435,0.086603257,0.930986877,0.986047176,5270,6710,17997,12223,8975,12013,7501.467668,7859.832478,12717.82288,8801.060732,10032.20986,8421.11771,1.4,DOWN_pEhEx_UP_CDC5
EHI_155190A,62.28170706,0.06608949,0.77267129,0.085533772,0.931837048,0.986185211,48,76,48,125,67,25,68.3245632,89.0234379,33.91984766,90.0051208,74.89226299,17.5250098,1.38,DOWN_pEhEx_UP_CDC5
EHI_186720A,11572.08753,-0.07613136,0.88892419,-0.085644379,0.931749119,0.986185211,2057,3524,37845,17410,14346,10073,2927.992219,4127.876252,26743.67989,12535.91322,16035.88664,7061.176949,1.38,UP_pEhEx_DOWN_CDC5
EHI_020370A,36693.3346,0.056270283,0.666810835,0.084387176,0.932748603,0.986335005,23734,22236,74146,29597,19922,91803,33783.64965,26046.38375,52396.27135,21311.05248,22268.71139,64353.93899,1.37,DOWN_pEhEx_UP_CDC5
EHI_096830A,663.3996687,-0.056109922,0.667996107,-0.083997379,0.933058516,0.986335005,486,673,667,1149,858,346,691.7862024,788.3259699,471.3445498,827.3270704,959.0680843,242.5461356,1.37,UP_pEhEx_DOWN_CDC5
EHI_127330A,19214.7758,0.043718865,0.518512098,0.084315997,0.932805194,0.986335005,17435,17558,18586,22288,15802,32894,24817.47415,20566.75688,13134.04768,16048.27306,17663.39612,23058.7069,1.37,DOWN_pEhEx_UP_CDC5
EHI_096370A,230.3453297,0.070858988,0.85463556,0.08291135,0.933922029,0.986427376,209,251,165,448,283,50,297.4965356,294.0116173,116.5994763,322.5783529,316.3359765,35.0500196,1.36,DOWN_pEhEx_UP_CDC5
EHI_098750A,616.3283632,-0.056045382,0.675556288,-0.082961824,0.933881895,0.986427376,542,647,402,1182,658,425,771.4981928,757.8705832,284.0787242,851.0884223,735.5090903,297.9251666,1.36,UP_pEhEx_DOWN_CDC5
EHI_112790A,340.1149175,0.050164066,0.611666403,0.082012133,0.934637065,0.986427376,329,359,212,444,332,444,468.3079436,420.518608,149.8126605,319.6981891,371.10793,311.2441741,1.36,DOWN_pEhEx_UP_CDC5
EHI_125720A,114.2004584,0.072015566,0.882287348,0.081623709,0.934945947,0.986427376,69,33,303,67,47,333,98.2165596,38.65491383,214.1190384,48.24274475,52.53636359,233.4331306,1.36,DOWN_pEhEx_UP_CDC5
EHI_198830A,44.2938651,-0.061361434,0.751131119,-0.081692041,0.934891608,0.986427376,41,52,16,69,42,55,58.3605644,60.9107733,11.30661589,49.68282668,46.94738874,38.55502156,1.36,UP_pEhEx_DOWN_CDC5
EHI_023500A,6422.40245,0.048061008,0.604368201,0.079522728,0.936616854,0.987050069,3775,3649,14066,6013,4931,12989,5373.44221,4274.29638,9939.928692,4329.606331,5511.846997,9105.294092,1.29,DOWN_pEhEx_UP_CDC5
EHI_064550A,75.82012663,-0.050116681,0.624448413,-0.08025752,0.936032443,0.987050069,34,45,172,103,85,90,48.3965656,52.71124613,121.5461208,74.16421954,95.01257245,63.09003528,1.29,UP_pEhEx_DOWN_CDC5
EHI_088050A,157.9776121,0.06350774,0.79578655,0.079804993,0.936392353,0.987050069,166,187,42,244,102,247,236.2891144,219.0445117,29.6798667,175.6899958,114.0150869,173.1470968,1.29,DOWN_pEhEx_UP_CDC5
EHI_000250A,417.4423712,-0.039845082,0.614703555,-0.064819996,0.94831732,0.9884929,346,436,329,438,278,917,492.5062264,510.7134069,232.4922892,315.3779433,310.7470017,642.8173595,1.15,UP_pEhEx_DOWN_CDC5
EHI_005970A,14233.90907,0.045311023,0.613667156,0.073836481,0.941140498,0.9884929,11646,11588,18710,12691,7773,34528,16577.24715,13573.73156,13221.67395,9138.039905,8688.620302,24204.14154,1.15,DOWN_pEhEx_UP_CDC5
EHI_007940A,624.882375,0.050157457,0.809809118,0.061937382,0.950612698,0.9884929,139,249,2005,884,634,710,197.8565476,291.6688952,1416.860303,636.5162143,708.682011,497.7102784,1.15,DOWN_pEhEx_UP_CDC5
EHI_009640A,58.48943504,-0.044318269,0.613267563,-0.072265797,0.942390384,0.9884929,31,41,113,76,76,56,44.1262804,48.02580203,79.8529747,54.72311345,84.95241772,39.25602195,1.15,UP_pEhEx_DOWN_CDC5
EHI_009810A,1378.916539,-0.058344781,0.882166037,-0.066138095,0.947267882,0.9884929,417,284,4424,1317,958,3141,593.5696428,332.6665311,3126.279293,948.2939527,1070.847581,2201.842231,1.15,UP_pEhEx_DOWN_CDC5
EHI_026340A,19619.89964,0.04415392,0.57217622,0.077168393,0.938489585,0.9884929,13521,14747,32887,16396,14288,43056,19246.1754,17274.06104,23240.04229,11805.79168,15971.05453,30182.27288,1.15,DOWN_pEhEx_UP_CDC5
EHI_026450A,75.19943406,-0.047149788,0.721181409,-0.06537854,0.94787261,0.9884929,68,86,35,113,90,67,96.7931312,100.7370482,24.73322225,81.3646292,100.6015473,46.96702627,1.15,UP_pEhEx_DOWN_CDC5
EHI_027520A,78.69395305,-0.047168254,0.752873088,-0.062651003,0.950044414,0.9884929,24,35,221,112,90,85,34.1622816,40.99763588,156.1726319,80.64458824,100.6015473,59.58503332,1.15,UP_pEhEx_DOWN_CDC5
EHI_027720A,56.16099862,-0.059049841,0.881012516,-0.067024974,0.946561822,0.9884929,48,75,13,108,62,35,68.3245632,87.85207688,9.186625408,77.76442437,69.30328814,24.53501372,1.15,UP_pEhEx_DOWN_CDC5
EHI_030070A,16727.46829,0.051279086,0.82446229,0.062197006,0.950405947,0.9884929,3730,6240,54417,22124,18829,17567,5309.387932,7309.292796,38454.5073,15930.18634,21046.96149,12314.47389,1.15,DOWN_pEhEx_UP_CDC5
EHI_044810A,23316.99894,0.033806256,0.52188544,0.064777159,0.948351427,0.9884929,16731,15450,40836,22358,21063,42067,23815.38056,18097.52784,28857.3104,16098.67593,23544.11545,29488.98349,1.15,DOWN_pEhEx_UP_CDC5
EHI_049330A,926.7744402,0.032112633,0.510544828,0.062898753,0.949847128,0.9884929,759,748,1210,960,719,1789,1080.382156,876.1780467,855.0628265,691.2393277,803.6945834,1254.089701,1.15,DOWN_pEhEx_UP_CDC5
EHI_054800A,1157.644394,0.066290074,0.9833148,0.067414905,0.946251404,0.9884929,799,1959,171,2041,1436,454,1137.319292,2294.696248,120.8394573,1469.603612,1605.153577,318.254178,1.15,DOWN_pEhEx_UP_CDC5
EHI_069360A,51.75780209,0.045488095,0.707083276,0.064332019,0.948705859,0.9884929,49,60,26,89,33,73,69.7479916,70.2816615,18.37325082,64.08364601,36.88723401,51.17302862,1.15,DOWN_pEhEx_UP_CDC5
EHI_085980A,81.1417986,-0.054661342,0.845559972,-0.064645139,0.948456544,0.9884929,58,115,31,195,69,43,82.5588472,134.7065179,21.90656828,140.4079884,77.12785293,30.14301686,1.15,UP_pEhEx_DOWN_CDC5
EHI_086990A,93.50679205,0.063062581,0.896871713,0.070313936,0.94394379,0.9884929,76,143,16,170,88,76,108.1805584,167.5046266,11.30661589,122.4069643,98.36595736,53.2760298,1.15,DOWN_pEhEx_UP_CDC5
EHI_091530A,209.8970897,0.047732556,0.651376822,0.073279482,0.941583718,0.9884929,137,166,354,331,271,112,195.0096908,194.4459302,250.1588765,238.3335599,302.9224369,78.51204391,1.15,DOWN_pEhEx_UP_CDC5
EHI_096240A,87.18117735,-0.039850735,0.573002282,-0.069547253,0.944554021,0.9884929,43,70,162,115,58,168,61.2074212,81.99527175,114.4794859,82.80471114,64.83210826,117.7680659,1.15,UP_pEhEx_DOWN_CDC5
EHI_122310A,2052.845466,0.051929312,0.75906634,0.068412087,0.945457601,0.9884929,1854,1977,1860,2477,3317,794,2639.036254,2315.780747,1314.394097,1783.541474,3707.725916,556.5943113,1.15,DOWN_pEhEx_UP_CDC5
EHI_125650A,383.4805717,0.065043673,0.966268578,0.067314279,0.946331509,0.9884929,255,633,102,785,440,96,362.974242,741.4715289,72.07967628,565.2321586,491.8297868,67.29603764,1.15,DOWN_pEhEx_UP_CDC5
EHI_127410A,60.99964079,0.045149918,0.72815681,0.062005762,0.950558243,0.9884929,44,77,47,120,63,33,62.6308496,90.19479893,33.21318417,86.40491597,70.42108311,23.13301294,1.15,DOWN_pEhEx_UP_CDC5
EHI_136150A,1334.914945,0.051386991,0.717061519,0.071663295,0.942869867,0.9884929,1064,1458,1208,2146,1781,567,1514.527818,1707.844375,853.6494995,1545.207914,1990.792842,397.4672223,1.15,DOWN_pEhEx_UP_CDC5
EHI_136210A,178.4044019,-0.042432294,0.629010276,-0.067458825,0.94621644,0.9884929,99,129,332,266,238,123,140.9194116,151.1055722,234.6122797,191.5308971,266.0352029,86.22304822,1.15,UP_pEhEx_DOWN_CDC5
EHI_147720A,658.5169282,-0.044446121,0.688496057,-0.064555375,0.948528016,0.9884929,594,759,299,966,426,1189,845.5164696,889.063018,211.2923844,695.5595735,476.1806572,833.4894661,1.15,UP_pEhEx_DOWN_CDC5
EHI_153520A,185.643602,0.055825297,0.790859573,0.070588128,0.943725559,0.9884929,75,91,501,162,81,484,106.75713,106.5938533,354.03841,116.6466366,90.54139257,339.2841897,1.15,DOWN_pEhEx_UP_CDC5
EHI_155290A,150.5724221,0.068252467,1.037593196,0.065779602,0.947553296,0.9884929,78,265,58,287,199,17,111.0274152,310.4106716,40.98648259,206.6517574,222.441199,11.91700666,1.15,DOWN_pEhEx_UP_CDC5
EHI_155660A,115.8478825,-0.05003406,0.676770785,-0.073930584,0.94106562,0.9884929,101,133,60,185,124,116,143.7662684,155.7910163,42.39980958,133.2075788,138.6065763,81.31604548,1.15,UP_pEhEx_DOWN_CDC5
EHI_163540A,506.6673281,-0.044220077,0.602135794,-0.073438712,0.941457013,0.9884929,378,385,719,642,233,1170,538.0559352,450.9739946,508.0910514,462.2663004,260.446228,820.1704587,1.15,UP_pEhEx_DOWN_CDC5
EHI_165820A,338.7456375,-0.053403202,0.856116455,-0.062378432,0.95026147,0.9884929,213,466,210,614,474,90,303.1902492,545.8542377,148.3993335,442.1051534,529.8348158,63.09003528,1.15,UP_pEhEx_DOWN_CDC5
EHI_166810A,2872.78927,-0.067351006,0.98007398,-0.068720329,0.945212236,0.9884929,1954,4633,296,5575,3178,1787,2781.379094,5426.915629,209.1723939,4014.228388,3552.352415,1252.687701,1.15,UP_pEhEx_DOWN_CDC5
EHI_168300A,240.096569,0.046684245,0.632550692,0.073803168,0.941167006,0.9884929,177,145,439,225,134,566,251.9468268,169.8473486,310.2252734,162.0092174,149.784526,396.7662219,1.15,DOWN_pEhEx_UP_CDC5
EHI_169260A,64.60452781,0.066912076,0.90719228,0.073757325,0.941203484,0.9884929,54,98,10,123,49,65,76.8651336,114.7933805,7.066634929,88.56503887,54.77195353,45.56502548,1.15,DOWN_pEhEx_UP_CDC5
EHI_177390A,57.38503533,-0.043229608,0.610156716,-0.070850008,0.943517131,0.9884929,48,57,49,61,73,70,68.3245632,66.76757843,34.62651115,43.92249895,81.59903281,49.07002744,1.15,UP_pEhEx_DOWN_CDC5
EHI_188130A,686.7756692,0.043123303,0.666926705,0.064659733,0.948444924,0.9884929,352,381,1618,592,462,1551,501.0467968,446.2885505,1143.381532,426.2642521,516.4212761,1087.251608,1.15,DOWN_pEhEx_UP_CDC5
EHI_193510A,69.38044403,0.039034326,0.562150361,0.069437518,0.944641366,0.9884929,49,68,87,111,74,61,69.7479916,79.6525497,61.47972389,79.92454727,82.71682778,42.76102391,1.15,DOWN_pEhEx_UP_CDC5
EHI_016460A,179.1223977,0.036921516,0.623668412,0.059200555,0.952792368,0.988869197,90,97,427,178,180,288,128.108556,113.6220194,301.7453115,128.167292,201.2030946,201.8881129,1.11,DOWN_pEhEx_UP_CDC5
EHI_042870A,227.3947151,0.040052933,0.695635126,0.057577503,0.95408517,0.988869197,197,290,102,381,196,255,280.4153948,339.6946973,72.07967628,274.3356082,219.0878141,178.7551,1.11,DOWN_pEhEx_UP_CDC5
EHI_094020A,232.132933,0.224793182,3.725735538,0.060335249,0.951888628,0.988869197,0,0,1062,594,192,0,0,0,750.4766295,427.704334,214.6166342,0,1.11,DOWN_pEhEx_UP_CDC5
EHI_109920A,12556.1548,0.046166127,0.81073487,0.056943557,0.954590157,0.988869197,11326,17044,3092,19984,13126,11418,16121.75006,19964.67731,2185.00352,14389.29867,14672.17678,8004.022476,1.11,DOWN_pEhEx_UP_CDC5
EHI_117470A,5904.479176,0.039770546,0.667499624,0.059581376,0.952489052,0.988869197,3204,3118,13789,4726,4243,13301,4560.664594,3652.303676,9744.182904,3402.913607,4742.804058,9324.006215,1.11,DOWN_pEhEx_UP_CDC5
EHI_123280A,56.80016205,-0.051815516,0.871204541,-0.059475718,0.952573205,0.988869197,30,34,120,35,16,186,42.702852,39.82627485,84.79961915,25.20143382,17.88471952,130.3860729,1.11,UP_pEhEx_DOWN_CDC5
EHI_124430A,40.05563776,0.037910051,0.670989138,0.056498755,0.954944487,0.988869197,36,43,29,69,40,34,51.2434224,50.36852408,20.4932413,49.68282668,44.7117988,23.83401333,1.11,DOWN_pEhEx_UP_CDC5
EHI_153100A,209.3094473,0.034742049,0.613479024,0.056631194,0.954838986,0.988869197,183,233,145,317,220,208,260.4873972,272.9271188,102.4662065,228.2529863,245.9148934,145.8080815,1.11,DOWN_pEhEx_UP_CDC5
EHI_159630A,67.98752252,-0.034453377,0.585181391,-0.058876405,0.953050551,0.988869197,57,34,114,79,56,124,81.1354188,39.82627485,80.5596382,56.88323635,62.59651832,86.92404861,1.11,UP_pEhEx_DOWN_CDC5
EHI_195150A,41.48039265,-0.037044274,0.635426062,-0.058298324,0.953511003,0.988869197,17,46,63,79,37,40,24.1982828,53.88260715,44.51980006,56.88323635,41.35841389,28.04001568,1.11,UP_pEhEx_DOWN_CDC5
EHI_201820A,173.838537,-0.042807662,0.738594786,-0.057958251,0.953781883,0.988869197,138,212,98,316,207,100,196.4331192,248.3285373,69.25302231,227.5329454,231.3835588,70.1000392,1.11,UP_pEhEx_DOWN_CDC5
EHI_012240A,961.4615615,0.035883377,0.648659105,0.055319314,0.955884075,0.989033404,663,555,1877,881,519,2331,943.7330292,650.1053689,1326.407376,634.3560914,580.1355894,1634.031914,1.1,DOWN_pEhEx_UP_CDC5
EHI_107300A,81.19354248,0.044379364,0.807772821,0.054940402,0.956185944,0.989033404,75,88,54,106,19,202,106.75713,103.0797702,38.15982862,76.32434244,21.23810443,141.6020792,1.1,DOWN_pEhEx_UP_CDC5
EHI_200800A,2806.137565,0.033096509,0.593797091,0.055737068,0.955551269,0.989033404,2544,2815,2260,2816,2072,5674,3621.20185,3297.381286,1597.059494,2027.635361,2316.071178,3977.476224,1.1,DOWN_pEhEx_UP_CDC5
EHI_100370A,39.40598216,-0.034526343,0.633693055,-0.054484332,0.956549291,0.989035871,21,33,68,34,32,85,29.8919964,38.65491383,48.05311752,24.48139286,35.76943904,59.58503332,1.1,UP_pEhEx_DOWN_CDC5
EHI_006880A,83.95351159,0.033970871,0.643651536,0.052778358,0.957908505,0.989926017,36,49,206,106,64,145,51.2434224,57.39669023,145.5726795,76.32434244,71.53887808,101.6450568,1.01,DOWN_pEhEx_UP_CDC5
EHI_042370A,792.9779223,-0.046031559,0.892219671,-0.051592181,0.95885365,0.989926017,509,948,716,1629,1037,121,724.5250556,1110.450252,505.9710609,1172.946734,1159.153384,84.82104744,1.01,UP_pEhEx_DOWN_CDC5
EHI_069390A,73.48159172,-0.030897187,0.598898162,-0.051590051,0.958855347,0.989926017,37,51,149,84,54,146,52.6668508,59.73941228,105.2928604,60.48344118,60.36092838,102.3460572,1.01,UP_pEhEx_DOWN_CDC5
EHI_201710A,315.7932199,0.041720942,0.808512134,0.051602122,0.958845728,0.989926017,189,518,121,582,331,206,269.0279676,606.765011,85.50628265,419.0638424,369.9901351,144.4060808,1.01,DOWN_pEhEx_UP_CDC5
EHI_001990A,42.90089091,-0.041790568,0.864536359,-0.048338705,0.961446308,0.989942975,26,20,94,54,8,118,37.0091384,23.4272205,66.42636834,38.88221219,8.94235976,82.71804626,1.01,UP_pEhEx_DOWN_CDC5
EHI_012270A,1677.434243,0.037769396,0.769748804,0.049067171,0.960865766,0.989942975,1145,1365,2645,3066,2183,455,1629.825518,1598.907799,1869.124939,2207.645603,2440.14642,318.9551784,1.01,DOWN_pEhEx_UP_CDC5
EHI_027800A,361.9855324,0.027599505,0.575680038,0.047942439,0.961762117,0.989942975,227,203,757,360,320,655,323.1182468,237.7862881,534.9442642,259.2147479,357.6943904,459.1552568,1.01,DOWN_pEhEx_UP_CDC5
EHI_035660A,182.3144714,0.025266102,0.526240959,0.04801242,0.961706344,0.989942975,164,169,171,221,171,273,233.4422576,197.9600132,120.8394573,159.1290536,191.1429399,191.373107,1.01,DOWN_pEhEx_UP_CDC5
EHI_081930A,66.880671,0.047234912,0.952714382,0.0495793,0.960457642,0.989942975,45,102,29,134,82,13,64.054278,119.4788246,20.4932413,96.4854895,91.65918754,9.113005097,1.01,DOWN_pEhEx_UP_CDC5
EHI_115300A,254.5871888,0.028679196,0.592301979,0.048419888,0.961381609,0.989942975,192,243,302,456,273,175,273.2982528,284.6407291,213.4123749,328.3386807,305.1580268,122.6750686,1.01,DOWN_pEhEx_UP_CDC5
EHI_138480A,250.3173778,0.027448257,0.568580674,0.048275044,0.961497044,0.989942975,229,236,221,238,237,438,325.9651036,276.4412019,156.1726319,171.36975,264.9174079,307.0381717,1.01,DOWN_pEhEx_UP_CDC5
EHI_147010A,255.7775714,0.032139491,0.631700349,0.050877747,0.959422938,0.989942975,239,274,163,405,262,248,340.1993876,320.9529209,115.1861493,291.6165914,292.8622821,173.8480972,1.01,DOWN_pEhEx_UP_CDC5
EHI_004810A,616.5645534,-0.037893933,0.813553585,-0.046578287,0.962849338,0.990465218,474,871,185,1081,714,424,674.7050616,1020.255453,130.7327462,778.3642847,798.1056086,297.2241662,0.95,UP_pEhEx_DOWN_CDC5
EHI_081110A,136.4010247,-0.03341864,0.720249249,-0.046398716,0.96299246,0.990465218,115,126,132,273,158,58,163.694266,147.5914892,93.27958107,196.5711838,176.6116053,40.65802274,0.95,UP_pEhEx_DOWN_CDC5
EHI_152750A,276.3002919,-0.026077694,0.568575899,-0.045864931,0.963417906,0.99053098,142,172,590,356,309,336,202.1268328,201.4740963,416.9314608,256.334584,345.3986457,235.5361317,0.95,UP_pEhEx_DOWN_CDC5
EHI_020300A,20580.88811,0.028185333,0.635515642,0.044350337,0.964625148,0.99140019,19579,22153,12068,26491,14143,37454,27869.30464,25949.16079,8528.015033,19074.60524,15808.97426,26255.26868,0.86,DOWN_pEhEx_UP_CDC5
EHI_000700A,48.11276769,0.032815304,0.756745931,0.043363701,0.965411613,0.991836453,43,60,21,79,52,39,61.2074212,70.2816615,14.83993335,56.88323635,58.12533844,27.33901529,0.82,DOWN_pEhEx_UP_CDC5
EHI_007350A,5185.032653,0.032970474,0.780354132,0.042250656,0.966298881,0.991863526,5070,6458,1347,7372,4974,6432,7216.781988,7564.6495,951.875725,5308.142004,5559.912181,4508.834522,0.81,DOWN_pEhEx_UP_CDC5
EHI_035690A,5722.957616,0.019644111,0.476894194,0.041191759,0.967143024,0.991863526,4596,4247,8164,7117,4330,10110,6542.076926,4974.770273,5769.200756,5124.531558,4840.05222,7087.113964,0.81,DOWN_pEhEx_UP_CDC5
EHI_087390A,330.3150628,-0.02241745,0.538575714,-0.041623581,0.966798774,0.991863526,221,318,419,574,345,285,314.5776764,372.492806,296.0920035,413.3035147,385.6392647,199.7851117,0.81,UP_pEhEx_DOWN_CDC5
EHI_159620A,961.5836804,-0.020902199,0.492964107,-0.042401056,0.966178986,0.991863526,796,802,1120,1057,1075,1345,1133.049006,939.4315421,791.4631121,761.0833015,1201.629593,942.8455273,0.81,UP_pEhEx_DOWN_CDC5
EHI_188220A,170.6477177,-0.024835158,0.604848041,-0.041060161,0.967247935,0.991863526,146,182,123,266,183,171,207.8205464,213.1877066,86.91960963,191.5308971,204.5564795,119.871067,0.81,UP_pEhEx_DOWN_CDC5
EHI_081330A,1169.902929,-0.022347534,0.560613338,-0.039862652,0.968202627,0.99247108,664,684,2456,1280,1037,2078,945.1564576,801.2109411,1735.565539,921.652437,1159.153384,1456.678815,0.75,UP_pEhEx_DOWN_CDC5
EHI_000790A,102.3286603,-0.031063858,0.793370832,-0.039154273,0.968767391,0.992483148,59,56,218,71,40,306,83.9822756,65.5962174,154.0526415,51.12290861,44.7117988,214.50612,0.75,UP_pEhEx_DOWN_CDC5
EHI_007330A,1305.862881,-0.026940339,0.700023377,-0.038484914,0.96930106,0.992483148,789,1459,1484,2182,1769,579,1123.085008,1709.015736,1048.688624,1571.129389,1977.379302,405.879227,0.75,UP_pEhEx_DOWN_CDC5
EHI_050650A,105.7026913,0.043743182,1.126557676,0.038829066,0.969026671,0.992483148,40,210,27,250,112,10,56.937136,245.9858153,19.07991431,180.0102416,125.1930366,7.01000392,0.75,DOWN_pEhEx_UP_CDC5
EHI_048840A,48.18505166,-0.020976435,0.556332914,-0.037704824,0.96992303,0.992749011,39,34,68,50,53,72,55.5137076,39.82627485,48.05311752,36.00204832,59.24313341,50.47202823,0.73,UP_pEhEx_DOWN_CDC5
EHI_090010A,213.0386571,-0.028464166,0.778057909,-0.036583608,0.970817013,0.993292986,125,72,524,173,115,560,177.92855,84.3379938,370.2916703,124.5670872,128.5464216,392.5602195,0.67,UP_pEhEx_DOWN_CDC5
EHI_024680A,377.1515438,-0.021101649,0.662824519,-0.031835951,0.974602876,0.99335556,164,178,963,414,324,685,233.4422576,208.5022625,680.5169437,298.0969601,362.1655703,480.1852686,0.66,UP_pEhEx_DOWN_CDC5
