baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,CmasM_1,CmasM_2,CmasM_3,pEhEx_1,pEhEx_2,pEhEx_3,CmasM_1.1,CmasM_2.1,CmasM_3.1,pEhEx_1.1,pEhEx_2.1,pEhEx_3.1,Certeza,DE,
EHI_127340A,199.2521915,0.898858906,0.913687678,0.983770415,0.325228409,0.833522417,105,247,479,182,218,19,135.9713325,283.3335483,358.3129228,138.8708435,264.2996971,14.72480504,16.65,DOWN_pEhEx_UP_CmasM
EHI_130480A,15.23325375,-0.900621507,0.925879964,-0.972719512,0.330692725,0.833522417,12,8,10,8,8,56,15.53958085,9.176795086,7.480436802,6.1042129,9.699071453,43.39942539,16.65,UP_pEhEx_DOWN_CmasM
EHI_135080A,37066.74594,-0.521376365,0.537020235,-0.970869124,0.331613455,0.833522417,10254,32699,54187,47527,45516,51138,13278.57184,37509.00281,40534.2429,36264.36581,55182.86703,39631.42528,16.65,UP_pEhEx_DOWN_CmasM
EHI_137840A,11.72130094,-0.810591318,0.825738942,-0.981655675,0.326269509,0.833522417,7,6,13,13,5,37,9.064755497,6.882596314,9.724567842,9.919345962,6.061919658,28.67462035,16.65,UP_pEhEx_DOWN_CmasM
EHI_138390A,9.726512704,-0.659244054,0.680936372,-0.968143399,0.332972758,0.833522417,7,6,9,11,11,18,9.064755497,6.882596314,6.732393122,8.393292737,13.33622325,13.9498153,16.65,UP_pEhEx_DOWN_CmasM
EHI_141820A,9.6769517,0.674966979,0.692771162,0.974300051,0.329907579,0.833522417,9,12,14,14,5,7,11.65468564,13.76519263,10.47261152,10.68237257,6.061919658,5.424928174,16.65,DOWN_pEhEx_UP_CmasM
EHI_141860A,39.44705851,0.544239739,0.559342663,0.972998798,0.3305539,0.833522417,36,40,64,63,27,20,46.61874256,45.88397543,47.87479553,48.07067659,32.73436615,15.49979478,16.65,DOWN_pEhEx_UP_CmasM
EHI_146390A,34492.03308,0.380221085,0.385790938,0.98556251,0.324347843,0.833522417,36121,24795,55900,31988,22459,49397,46775.43333,28442.32927,41815.64172,24407.69528,27228.93072,38282.16814,16.65,DOWN_pEhEx_UP_CmasM
EHI_152750A,271.2857314,-0.326733482,0.337132466,-0.969154604,0.332468057,0.833522417,170,198,366,356,309,336,220.1440621,227.1256784,273.7839869,271.637474,374.6266349,260.3965523,16.65,UP_pEhEx_DOWN_CmasM
EHI_152940A,29.14270868,1.014495031,1.043573287,0.972135875,0.330982957,0.833522417,25,50,36,26,31,1,32.37412678,57.35496929,26.92957249,19.83869192,37.58390188,0.774989739,16.65,DOWN_pEhEx_UP_CmasM
EHI_159300A,76.17470991,0.671389996,0.68344528,0.982361011,0.325922027,0.833522417,59,95,127,100,70,20,76.40293919,108.9744416,95.00154738,76.30266125,84.86687521,15.49979478,16.65,DOWN_pEhEx_UP_CmasM
EHI_166050A,87.50706139,0.933203219,0.947141641,0.985283698,0.324484738,0.833522417,100,134,82,124,67,6,129.4965071,153.7113177,61.33958177,94.61529995,81.22972342,4.649938434,16.65,DOWN_pEhEx_UP_CmasM
EHI_167290A,47.54287855,-0.447823957,0.461161523,-0.971078321,0.331509279,0.833522417,26,41,53,81,55,47,33.66909185,47.03107481,39.64631505,61.80515561,66.68111624,36.42451774,16.65,UP_pEhEx_DOWN_CmasM
EHI_174140A,27.45639913,0.871539609,0.887535325,0.981977375,0.326110994,0.833522417,18,43,45,37,23,3,23.30937128,49.32527359,33.66196561,28.23198466,27.88483043,2.324969217,16.65,DOWN_pEhEx_UP_CmasM
EHI_183100A,37.54336913,0.626231724,0.640810328,0.977249735,0.328445531,0.833522417,30,42,66,54,31,13,38.84895213,48.1781742,49.37088289,41.20343707,37.58390188,10.07486661,16.65,DOWN_pEhEx_UP_CmasM
EHI_185440A,53.80115339,0.58597245,0.600635545,0.975587367,0.329268987,0.833522417,26,40,152,58,32,60,33.66909185,45.88397543,113.7026394,44.25554352,38.79628581,46.49938434,16.65,DOWN_pEhEx_UP_CmasM
EHI_185590A,9.945323937,0.844784285,0.869993577,0.971023588,0.331536533,0.833522417,7,13,19,15,7,2,9.064755497,14.91229201,14.21282992,11.44539919,8.486687521,1.549979478,16.65,DOWN_pEhEx_UP_CmasM
EHI_187120A,55.3550245,-0.370892618,0.376845586,-0.984203164,0.32501563,0.833522417,38,38,69,70,59,81,49.2086727,43.58977666,51.61501393,53.41186287,71.53065196,62.77416887,16.65,UP_pEhEx_DOWN_CmasM
EHI_189970A,135.8460734,-0.546806356,0.558727046,-0.978664557,0.32774575,0.833522417,80,116,127,146,78,358,103.5972057,133.0635287,95.00154738,111.4018854,94.56594666,277.4463266,16.65,UP_pEhEx_DOWN_CmasM
EHI_192470A,143.818496,-0.34626227,0.350554057,-0.987757133,0.323271606,0.833522417,101,112,162,193,109,262,130.7914722,128.4751312,121.1830762,147.2641362,132.1498485,203.0473116,16.65,UP_pEhEx_DOWN_CmasM
EHI_197480A,17134.69208,-0.773700663,0.791769845,-0.977178745,0.328480669,0.833522417,1502,14250,26268,22670,23333,24879,1945.037537,16346.16625,19649.61139,17297.81331,28288.55428,19280.96972,16.65,UP_pEhEx_DOWN_CmasM
EHI_058810A,17.91953682,-1.03753744,1.07208449,-0.967775814,0.333156345,0.833527005,14,8,11,16,2,74,18.12951099,9.176795086,8.228480482,12.2084258,2.424767863,57.34924069,16.65,UP_pEhEx_DOWN_CmasM
EHI_006920A,35.03524086,0.436185127,0.452603232,0.963725172,0.335183731,0.833670602,36,37,43,47,24,31,46.61874256,42.44267727,32.16587825,35.86225079,29.09721436,24.02468191,16.63,DOWN_pEhEx_UP_CmasM
EHI_017600A,48.58396518,0.637126067,0.665114545,0.95791931,0.338103448,0.833670602,40,58,79,84,31,16,51.79860284,66.53176437,59.09545073,64.09423545,37.58390188,12.39983583,16.63,DOWN_pEhEx_UP_CmasM
EHI_022730A,110.5685525,0.781446736,0.818873807,0.954294458,0.339934613,0.833670602,93,141,183,136,107,14,120.4317516,161.7410134,136.8919935,103.7716193,129.7250807,10.84985635,16.63,DOWN_pEhEx_UP_CmasM
EHI_023320A,52.73780362,0.749877677,0.777003527,0.965089154,0.334500159,0.833670602,57,69,61,94,31,11,73.81300905,79.14985762,45.63066449,71.72450157,37.58390188,8.52488713,16.63,DOWN_pEhEx_UP_CmasM
EHI_025390A,32.16955778,0.437590997,0.453409925,0.9651112,0.334489118,0.833670602,28,28,57,31,20,44,36.25902199,32.1187828,42.63848977,23.65382499,24.24767863,34.09954852,16.63,DOWN_pEhEx_UP_CmasM
EHI_043240A,560.0203162,0.511082525,0.533679736,0.957657729,0.338235379,0.833670602,721,436,723,804,445,300,933.6698162,500.1353322,540.8355808,613.4733964,539.5108496,232.4969217,16.63,DOWN_pEhEx_UP_CmasM
EHI_044580A,21.04068521,-0.623004633,0.648933038,-0.960044559,0.337032789,0.833670602,14,12,24,21,14,56,18.12951099,13.76519263,17.95304832,16.02355886,16.97337504,43.39942539,16.63,UP_pEhEx_DOWN_CmasM
EHI_045470A,18.33008161,-0.716272102,0.741302549,-0.966234506,0.33392685,0.833670602,10,12,20,13,13,55,12.94965071,13.76519263,14.9608736,9.919345962,15.76099111,42.62443565,16.63,UP_pEhEx_DOWN_CmasM
EHI_050650A,159.918861,0.903709138,0.938976953,0.96244017,0.335828543,0.833670602,133,241,236,250,112,10,172.2303545,276.450952,176.5383085,190.7566531,135.7870003,7.749897391,16.63,DOWN_pEhEx_UP_CmasM
EHI_054830A,277.2925241,0.64972444,0.675446948,0.961917797,0.336090898,0.833670602,326,279,366,403,234,73,422.1586132,320.0407286,273.7839869,307.4997248,283.69784,56.57425095,16.63,DOWN_pEhEx_UP_CmasM
EHI_065700A,11.78981444,0.866429759,0.898862459,0.963918062,0.335087008,0.833670602,16,14,12,18,8,2,20.71944114,16.0593914,8.976524162,13.73447902,9.699071453,1.549979478,16.63,DOWN_pEhEx_UP_CmasM
EHI_068510A,55.52436617,0.807640403,0.8441898,0.956704764,0.338716293,0.833670602,44,50,130,68,53,7,56.97846313,57.35496929,97.24567842,51.88580965,64.25634837,5.424928174,16.63,DOWN_pEhEx_UP_CmasM
EHI_073580A,66.16379619,-0.785666994,0.821660934,-0.956193682,0.338974391,0.833670602,46,31,68,56,19,239,59.56839327,35.56008096,50.86697025,42.7294903,23.0352947,185.2225476,16.63,UP_pEhEx_DOWN_CmasM
EHI_086240A,22.44403745,-0.769805374,0.806368346,-0.954657233,0.339751064,0.833670602,18,9,22,25,8,72,23.30937128,10.32389447,16.45696096,19.07566531,9.699071453,55.79926121,16.63,UP_pEhEx_DOWN_CmasM
EHI_090410A,528.8597794,-0.551018176,0.574449004,-0.959211647,0.337452134,0.833670602,446,325,451,431,396,1389,577.5544217,372.8073004,337.3676998,328.86447,480.1040369,1076.460748,16.63,UP_pEhEx_DOWN_CmasM
EHI_091560A,74.66081114,-0.413079117,0.432868042,-0.954284163,0.339939822,0.833670602,51,58,80,81,62,153,66.04321862,66.53176437,59.84349441,61.80515561,75.16780376,118.5734301,16.63,UP_pEhEx_DOWN_CmasM
EHI_092140A,576.4258996,-0.483062856,0.504760204,-0.957014542,0.338559915,0.833670602,371,396,679,524,417,1433,480.4320414,454.2513567,507.9216588,399.8259449,505.5640995,1110.560296,16.63,UP_pEhEx_DOWN_CmasM
EHI_095150A,494.2318646,-0.557698944,0.579428351,-0.962498543,0.335799235,0.833670602,333,297,572,384,344,1362,431.2233687,340.6885176,427.8809851,293.0022192,417.0600725,1055.536025,16.63,UP_pEhEx_DOWN_CmasM
EHI_098210A,68.86492936,0.72412455,0.751960076,0.962982709,0.335556201,0.833670602,28,61,201,65,71,27,36.25902199,69.97306253,150.3567797,49.59672981,86.07925914,20.92472296,16.63,DOWN_pEhEx_UP_CmasM
EHI_101230A,345.7002344,-0.342631268,0.358601123,-0.955466243,0.339341968,0.833670602,216,267,438,470,416,384,279.7124554,306.275536,327.6431319,358.6225079,504.3517155,297.5960598,16.63,UP_pEhEx_DOWN_CmasM
EHI_103340A,78.67212102,-0.68585642,0.717441347,-0.955975596,0.339084564,0.833670602,46,46,92,87,26,249,59.56839327,52.76657174,68.82001858,66.38331529,31.52198222,192.972445,16.63,UP_pEhEx_DOWN_CmasM
EHI_103430A,298.4719126,0.978321279,1.014700627,0.964147704,0.334971879,0.833670602,190,359,708,286,310,12,246.0433635,411.8086795,529.6149256,218.2256112,375.8390188,9.299876869,16.63,DOWN_pEhEx_UP_CmasM
EHI_108620A,96.60288444,0.80332969,0.837030948,0.959737142,0.337187525,0.833670602,83,125,157,145,76,11,107.4821009,143.3874232,117.4428578,110.6388588,92.1411788,8.52488713,16.63,DOWN_pEhEx_UP_CmasM
EHI_121770A,323.6873853,0.385404682,0.400218735,0.962985107,0.335554997,0.833670602,316,334,411,402,289,239,409.2089625,383.1311948,307.4459526,306.7366982,350.3789562,185.2225476,16.63,DOWN_pEhEx_UP_CmasM
EHI_134750A,23.55998576,0.564461753,0.586770468,0.961980508,0.336059395,0.833670602,23,26,33,34,18,12,29.78419663,29.82458403,24.68544145,25.94290482,21.82291077,9.299876869,16.63,DOWN_pEhEx_UP_CmasM
EHI_138470A,482.4629279,-0.804987337,0.837430252,-0.961258965,0.336421975,0.833670602,68,454,594,574,973,289,88.05762483,520.7831211,444.337946,437.9772756,1179.649565,223.9720346,16.63,UP_pEhEx_DOWN_CmasM
EHI_139380A,442.2345249,-0.471763888,0.491458862,-0.959925489,0.337092717,0.833670602,294,312,499,393,344,1064,380.7197309,357.8950083,373.2737964,299.8694587,417.0600725,824.5890824,16.63,UP_pEhEx_DOWN_CmasM
EHI_140270A,9.20845744,-0.671903051,0.699966483,-0.959907462,0.33710179,0.833670602,7,7,6,13,10,15,9.064755497,8.0296957,4.488262081,9.919345962,12.12383932,11.62484609,16.63,UP_pEhEx_DOWN_CmasM
EHI_140330A,49.76920631,0.677213244,0.707315799,0.957441138,0.338344643,0.833670602,50,56,73,75,40,12,64.74825355,64.2375656,54.60718865,57.22699594,48.49535726,9.299876869,16.63,DOWN_pEhEx_UP_CmasM
EHI_141010A,44.96423996,-0.630330629,0.65941432,-0.955894663,0.339125456,0.833670602,17,30,65,38,80,50,22.01440621,34.41298157,48.62283921,28.99501127,96.99071453,38.74948695,16.63,UP_pEhEx_DOWN_CmasM
EHI_148980A,17.00594278,0.638018847,0.662704354,0.962750347,0.335672824,0.833670602,17,22,20,25,12,8,22.01440621,25.23618649,14.9608736,19.07566531,14.54860718,6.199917913,16.63,DOWN_pEhEx_UP_CmasM
EHI_158100A,147.0698743,-0.296457813,0.306949243,-0.965820308,0.334134105,0.833670602,98,111,189,186,140,226,126.906577,127.3280318,141.3802556,141.9229499,169.7337504,175.147681,16.63,UP_pEhEx_DOWN_CmasM
EHI_159670A,362.5244831,0.7678496,0.803727722,0.955360353,0.339395497,0.833670602,415,311,636,386,388,52,537.4105045,356.747909,475.7557806,294.5282724,470.4049655,40.29946643,16.63,DOWN_pEhEx_UP_CmasM
EHI_166810A,3893.080007,0.546867259,0.570516686,0.958547353,0.337786826,0.833670602,4172,4887,3821,5575,3178,1787,5402.594276,5605.874698,2858.274902,4253.873365,3852.956135,1384.906664,16.63,DOWN_pEhEx_UP_CmasM
EHI_171760A,28.96547694,0.562454243,0.582029086,0.966367931,0.333860105,0.833670602,30,26,47,49,16,17,38.84895213,29.82458403,35.15805297,37.38830401,19.39814291,13.17482556,16.63,DOWN_pEhEx_UP_CmasM
EHI_182770A,38.12768254,0.583974025,0.609341917,0.958368379,0.337877034,0.833670602,35,35,69,61,27,16,45.32377749,40.1484785,51.61501393,46.54462336,32.73436615,12.39983583,16.63,DOWN_pEhEx_UP_CmasM
EHI_198960A,76.16657732,0.433604561,0.451221235,0.960957791,0.336573391,0.833670602,72,83,99,103,63,51,93.23748512,95.20924902,74.05632434,78.59174109,76.38018769,39.52447669,16.63,DOWN_pEhEx_UP_CmasM
EHI_068230A,1012.723773,-0.312589067,0.328507166,-0.951544134,0.341328225,0.836181219,537,973,1201,1395,984,1431,695.3962432,1116.127702,898.4004599,1064.422124,1192.985789,1109.010317,16.38,UP_pEhEx_DOWN_CmasM
EHI_178670A,207.705309,0.283701491,0.298058817,0.95183056,0.341182921,0.836181219,202,173,300,252,152,239,261.5829444,198.4481937,224.4131041,192.2827063,184.2823576,185.2225476,16.38,DOWN_pEhEx_UP_CmasM
EHI_007950A,10.26694595,0.620228348,0.661307845,0.937881431,0.348305347,0.836187374,12,8,17,13,6,9,15.53958085,9.176795086,12.71674256,9.919345962,7.27430359,6.974907652,16.38,DOWN_pEhEx_UP_CmasM
EHI_011210A,191002.9351,0.539378844,0.574052931,0.939597753,0.347423929,0.836187374,193364,246480,194850,287854,149539,85402,250399.626,282737.0566,145756.3111,219640.2625,181298.6807,66185.6737,16.38,DOWN_pEhEx_UP_CmasM
EHI_013870A,52.93702267,-0.406255384,0.427316103,-0.95071396,0.3417496,0.836187374,32,46,57,65,43,102,41.43888227,52.76657174,42.63848977,49.59672981,52.13250906,79.04895339,16.38,UP_pEhEx_DOWN_CmasM
EHI_024450A,31.74119074,-0.720394036,0.761137571,-0.94647021,0.34390881,0.836187374,24,17,29,27,14,104,31.07916171,19.50068956,21.69326673,20.60171854,16.97337504,80.59893286,16.38,UP_pEhEx_DOWN_CmasM
EHI_027720A,76.14097333,0.558116657,0.590302294,0.94547601,0.344415913,0.836187374,91,83,79,108,62,35,117.8418215,95.20924902,59.09545073,82.40687415,75.16780376,27.12464087,16.38,DOWN_pEhEx_UP_CmasM
EHI_028880A,515.0581787,-0.513142933,0.547824706,-0.936691841,0.348917094,0.836187374,189,405,753,1057,572,410,244.7483984,464.5752512,563.2768912,806.5191294,693.4836089,317.745793,16.38,UP_pEhEx_DOWN_CmasM
EHI_033750A,18.32642126,0.730135977,0.779076311,0.937181592,0.348665157,0.836187374,15,23,30,22,18,4,19.42447607,26.38328587,22.44131041,16.78658547,21.82291077,3.099958956,16.38,DOWN_pEhEx_UP_CmasM
EHI_035140A,27.05339355,-0.86065142,0.910511561,-0.94523942,0.344536658,0.836187374,25,10,19,27,7,97,32.37412678,11.47099386,14.21282992,20.60171854,8.486687521,75.17400469,16.38,UP_pEhEx_DOWN_CmasM
EHI_044770A,8063.5687,-0.507617893,0.535484352,-0.947960273,0.343149679,0.836187374,2339,8168,10132,10867,10162,10054,3028.923301,9369.507783,7579.178568,8291.810198,12320.24551,7791.746837,16.38,UP_pEhEx_DOWN_CmasM
EHI_045410A,8.762932005,-0.67961097,0.71959074,-0.944440961,0.344944358,0.836187374,7,6,6,11,10,15,9.064755497,6.882596314,4.488262081,8.393292737,12.12383932,11.62484609,16.38,UP_pEhEx_DOWN_CmasM
EHI_045460A,129.4194049,0.366177799,0.389909392,0.93913562,0.347661118,0.836187374,88,135,225,124,83,186,113.9569263,154.8584171,168.309828,94.61529995,100.6278663,144.1480915,16.38,DOWN_pEhEx_UP_CmasM
EHI_052770A,48.49829472,-0.4733426,0.502420348,-0.942124661,0.34612882,0.836187374,33,42,42,53,38,106,42.73384735,48.1781742,31.41783457,40.44041046,46.0705894,82.14891234,16.38,UP_pEhEx_DOWN_CmasM
EHI_053130A,293.3770044,0.511085227,0.542722915,0.941705634,0.34634337,0.836187374,305,303,390,418,252,131,394.9643467,347.5711139,291.7370353,318.945124,305.5207508,101.5236558,16.38,DOWN_pEhEx_UP_CmasM
EHI_055360A,50.17657817,-0.595278949,0.635857062,-0.936183593,0.349178669,0.836187374,43,31,39,43,35,136,55.68349806,35.56008096,29.17370353,32.81014434,42.43343761,105.3986045,16.38,UP_pEhEx_DOWN_CmasM
EHI_056700A,237.3197845,0.695006617,0.732673084,0.948590349,0.342829001,0.836187374,255,306,266,370,183,51,330.2160931,351.012412,198.9796189,282.3198466,221.8662595,39.52447669,16.38,DOWN_pEhEx_UP_CmasM
EHI_060420A,11.60048229,-1.030656951,1.100255401,-0.936743369,0.348890582,0.836187374,10,3,9,10,2,47,12.94965071,3.441298157,6.732393122,7.630266125,2.424767863,36.42451774,16.38,UP_pEhEx_DOWN_CmasM
EHI_064690A,23.85001633,0.876803997,0.928568755,0.944253178,0.345040287,0.836187374,24,36,27,34,19,2,31.07916171,41.29557789,20.19717936,25.94290482,23.0352947,1.549979478,16.38,DOWN_pEhEx_UP_CmasM
EHI_069270A,94.6968334,-0.93848588,1.002343468,-0.93629171,0.349123015,0.836187374,68,28,100,59,15,400,88.05762483,32.1187828,74.80436802,45.01857014,18.18575897,309.9958956,16.38,UP_pEhEx_DOWN_CmasM
EHI_069540A,12.74105187,-1.033956711,1.096342611,-0.943096346,0.345631625,0.836187374,6,4,17,18,1,47,7.769790426,4.588397543,12.71674256,13.73447902,1.212383932,36.42451774,16.38,UP_pEhEx_DOWN_CmasM
EHI_080260A,3598.633546,-0.391142539,0.411657127,-0.950165837,0.342027994,0.836187374,2239,2234,5185,3520,3665,6609,2899.426794,2562.620028,3878.606482,2685.853676,4443.387109,5121.907186,16.38,UP_pEhEx_DOWN_CmasM
EHI_081380A,88.33125083,0.904330647,0.965630159,0.936518644,0.349006218,0.836187374,82,142,102,132,66,5,106.1871358,162.8881128,76.30045538,100.7195128,80.01733948,3.874948695,16.38,DOWN_pEhEx_UP_CmasM
EHI_087740A,21.91117473,-0.465902565,0.499540603,-0.932662055,0.350994482,0.836187374,16,13,26,27,23,36,20.71944114,14.91229201,19.44913568,20.60171854,27.88483043,27.89963061,16.38,UP_pEhEx_DOWN_CmasM
EHI_087860A,22.3137071,0.517047811,0.546949897,0.945329388,0.34449074,0.836187374,23,27,25,27,10,28,29.78419663,30.97168341,18.701092,20.60171854,12.12383932,21.69971269,16.38,DOWN_pEhEx_UP_CmasM
EHI_092090A,15.0810444,0.632109491,0.670252948,0.943090952,0.345634383,0.836187374,12,20,22,22,11,7,15.53958085,22.94198771,16.45696096,16.78658547,13.33622325,5.424928174,16.38,DOWN_pEhEx_UP_CmasM
EHI_093570A,248.5747099,-0.439217622,0.470742208,-0.933032166,0.350803361,0.836187374,192,189,225,270,177,564,248.6332936,216.8017839,168.309828,206.0171854,214.5919559,437.0942128,16.38,UP_pEhEx_DOWN_CmasM
EHI_093580A,550.2633336,-0.521910188,0.558672062,-0.934197758,0.350201892,0.836187374,155,438,871,589,555,1064,200.719586,502.4295309,651.5460454,449.4226748,672.873082,824.5890824,16.38,UP_pEhEx_DOWN_CmasM
EHI_094070A,9.373326866,-0.778521476,0.821471639,-0.947715586,0.343274264,0.836187374,6,9,4,10,8,23,7.769790426,10.32389447,2.992174721,7.630266125,9.699071453,17.824764,16.38,UP_pEhEx_DOWN_CmasM
EHI_103420A,134.360953,0.568896067,0.598137499,0.951112524,0.341547258,0.836187374,145,153,158,190,115,52,187.7699353,175.506206,118.1909015,144.9750564,139.4241521,40.29946643,16.38,DOWN_pEhEx_UP_CmasM
EHI_104710A,101.895561,0.428842575,0.454522169,0.943501998,0.345424194,0.836187374,107,114,109,127,87,75,138.5612626,130.76933,81.53676114,96.90437979,105.477402,58.12423043,16.38,DOWN_pEhEx_UP_CmasM
EHI_111820A,14.49108213,-1.06309086,1.136245814,-0.935616965,0.349470437,0.836187374,6,4,21,10,2,63,7.769790426,4.588397543,15.70891728,7.630266125,2.424767863,48.82435356,16.38,UP_pEhEx_DOWN_CmasM
EHI_115510A,359.8684178,0.505174545,0.539865281,0.935741865,0.34940611,0.836187374,424,435,293,542,238,245,549.0651901,498.9882328,219.1767983,413.560424,288.5473757,189.8724861,16.38,DOWN_pEhEx_UP_CmasM
EHI_122730A,21.76841313,0.48706663,0.521112282,0.934667339,0.349959764,0.836187374,18,19,41,26,18,17,23.30937128,21.79488833,30.66979089,19.83869192,21.82291077,13.17482556,16.38,DOWN_pEhEx_UP_CmasM
EHI_126860A,82.65946889,-0.58542669,0.61767622,-0.947788941,0.343236912,0.836187374,22,105,66,120,92,122,28.48923156,120.4454355,49.37088289,91.5631935,111.5393217,94.54874817,16.38,UP_pEhEx_DOWN_CmasM
EHI_128200A,13.02759743,0.99678193,1.068383365,0.932981514,0.350829513,0.836187374,4,21,30,13,13,1,5.179860284,24.0890871,22.44131041,9.919345962,15.76099111,0.774989739,16.38,DOWN_pEhEx_UP_CmasM
EHI_150370A,75.54023586,-0.443674286,0.469270589,-0.945455129,0.344426568,0.836187374,43,75,68,102,53,153,55.68349806,86.03245393,50.86697025,77.82871447,64.25634837,118.5734301,16.38,UP_pEhEx_DOWN_CmasM
EHI_151300A,49.11764874,-0.36734213,0.39343697,-0.933674661,0.350471739,0.836187374,30,44,53,83,41,68,38.84895213,50.47237297,39.64631505,63.33120884,49.7077412,52.69930226,16.38,UP_pEhEx_DOWN_CmasM
EHI_155250A,126.3387776,0.776342938,0.830053168,0.935293024,0.349637309,0.836187374,102,163,213,186,104,15,132.0864372,186.9771999,159.3333039,141.9229499,126.0879289,11.62484609,16.38,DOWN_pEhEx_UP_CmasM
EHI_158610A,16.21186273,0.780088378,0.824862516,0.945719271,0.34429179,0.836187374,12,21,29,25,12,3,15.53958085,24.0890871,21.69326673,19.07566531,14.54860718,2.324969217,16.38,DOWN_pEhEx_UP_CmasM
EHI_160880A,26.34675597,-0.526114201,0.558181527,-0.942550362,0.345910939,0.836187374,15,25,23,49,15,48,19.42447607,28.67748464,17.20500464,37.38830401,18.18575897,37.19950748,16.38,UP_pEhEx_DOWN_CmasM
EHI_163510A,204.5215906,0.433334921,0.463749071,0.934416795,0.350088938,0.836187374,239,178,257,220,92,312,309.496652,204.1836907,192.2472258,167.8658547,111.5393217,241.7967986,16.38,DOWN_pEhEx_UP_CmasM
EHI_164440A,1277.302089,0.694001853,0.736077703,0.94283776,0.345763895,0.836187374,1543,1402,1510,1485,1311,265,1998.131105,1608.233339,1129.545957,1133.09452,1589.435334,205.3722809,16.38,DOWN_pEhEx_UP_CmasM
EHI_165070A,186.0889602,-0.682098808,0.727728867,-0.937297995,0.348605294,0.836187374,106,76,273,166,80,599,137.2662975,87.17955332,204.2159247,126.6624177,96.99071453,464.2188537,16.38,UP_pEhEx_DOWN_CmasM
EHI_166940A,21.71042694,0.831744105,0.8912817,0.933200024,0.350716702,0.836187374,24,32,21,36,14,3,31.07916171,36.70718034,15.70891728,27.46895805,16.97337504,2.324969217,16.38,DOWN_pEhEx_UP_CmasM
EHI_169610A,21.105047,-1.096166336,1.173550797,-0.934059556,0.350273173,0.836187374,4,5,39,10,5,94,5.179860284,5.735496929,29.17370353,7.630266125,6.061919658,72.84903547,16.38,UP_pEhEx_DOWN_CmasM
EHI_175230A,30.96334637,0.736912931,0.780537574,0.94410949,0.3451137,0.836187374,23,43,49,38,30,6,29.78419663,49.32527359,36.65414033,28.99501127,36.37151795,4.649938434,16.38,DOWN_pEhEx_UP_CmasM
EHI_187280A,226.3941512,0.778850787,0.822377194,0.947072453,0.34360186,0.836187374,301,261,226,355,168,33,389.7844864,299.3929397,169.0578717,270.8744474,203.6805005,25.57466139,16.38,DOWN_pEhEx_UP_CmasM
EHI_191200A,28.76179475,0.560603693,0.595717148,0.941056835,0.346675734,0.836187374,28,24,52,44,21,14,36.25902199,27.53038526,38.89827137,33.57317095,25.46006256,10.84985635,16.38,DOWN_pEhEx_UP_CmasM
EHI_192110A,3780.871954,-0.560013738,0.595133997,-0.940987646,0.34671119,0.836187374,2619,2148,4429,2878,2524,10659,3391.513521,2463.969481,3313.08546,2195.990591,3060.057043,8260.615629,16.38,UP_pEhEx_DOWN_CmasM
EHI_192760A,53.94917502,-0.516867832,0.548990564,-0.941487643,0.346455019,0.836187374,35,39,58,54,36,136,45.32377749,44.73687604,43.38653345,41.20343707,43.64582154,105.3986045,16.38,UP_pEhEx_DOWN_CmasM
EHI_196400A,24.08272358,-0.951450074,1.017340933,-0.935232274,0.34966861,0.836187374,19,8,21,15,5,100,24.60433635,9.176795086,15.70891728,11.44539919,6.061919658,77.49897391,16.38,UP_pEhEx_DOWN_CmasM
EHI_197060A,87.59207977,-0.749859687,0.796344789,-0.941626916,0.346383684,0.836187374,66,55,64,73,28,309,85.46769469,63.09046621,47.87479553,55.70094271,33.94675008,239.4718294,16.38,UP_pEhEx_DOWN_CmasM
EHI_197860A,45.79604203,0.639461757,0.68344842,0.935640114,0.349458514,0.836187374,33,39,106,58,43,15,42.73384735,44.73687604,79.2926301,44.25554352,52.13250906,11.62484609,16.38,DOWN_pEhEx_UP_CmasM
EHI_202460A,520.9516078,-0.858202641,0.916144405,-0.93675477,0.348884716,0.836187374,121,543,443,764,1103,122,156.6907736,622.8749664,331.3833503,582.9523319,1337.259477,94.54874817,16.38,UP_pEhEx_DOWN_CmasM
EHI_000430A,21.67422448,0.531255056,0.570845692,0.930645643,0.352036896,0.837166318,21,24,30,35,12,15,27.19426649,27.53038526,22.44131041,26.70593144,14.54860718,11.62484609,16.28,DOWN_pEhEx_UP_CmasM
EHI_004790A,4957.675052,-0.264533969,0.28687142,-0.922134278,0.356458539,0.837166318,3304,4563,5348,6325,4836,7153,4278.564595,5234.214497,4000.537602,4826.143324,5863.088693,5543.501604,16.28,UP_pEhEx_DOWN_CmasM
EHI_007360A,184.448351,0.499411869,0.541129312,0.922906702,0.356055828,0.837166318,205,204,199,277,143,95,265.4678396,234.0082747,148.8606924,211.3583717,173.3709022,73.62402521,16.28,DOWN_pEhEx_UP_CmasM
EHI_007970A,40.46632519,-0.477768518,0.515421558,-0.926947099,0.353954001,0.837166318,27,22,55,43,34,87,34.96405692,25.23618649,41.14240241,32.81014434,41.22105367,67.4241073,16.28,UP_pEhEx_DOWN_CmasM
EHI_013170A,643.7830949,0.47544656,0.514934895,0.923313926,0.355843633,0.837166318,716,793,549,1018,347,539,927.1949909,909.6498129,410.6759804,776.7610915,420.6972243,417.7194694,16.28,DOWN_pEhEx_UP_CmasM
