baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	CmasM_1.1	CmasM_2.1	pEhEx_1.1	pEhEx_2.1	Certeza	DE
EHI_010020A	551.182351202298	-2.34659111616107	0.608961345950436	-3.85343196537152	0.000116473638223649	0.0318726685303774	131	202	610	1264	155.517428789445	206.403082083385	420.754560353993	1422.05433358237	96.81	UP_pEhEx_DOWN_CmasM
EHI_023400A	2339.01637997558	2.18958310656264	0.575324256870961	3.80582442059929	0.000141332622348261	0.0365266310646728	4388	2413	1723	438	5209.24028647394	2465.59721320401	1188.45919260644	492.768827617941	96.35	DOWN_pEhEx_UP_CmasM
EHI_062500A	81.5455083977783	-2.0326195818429	0.540171662230426	-3.76291413261111	0.000167944877996625	0.041119977496858	21	38	157	137	24.9302748441096	38.8283025701418	108.292567173077	154.130889003785	95.89	UP_pEhEx_DOWN_CmasM
EHI_017750A	538.472928886191	-1.69193477535744	0.468430933152905	-3.61191940073087	0.000303939040489903	0.0673297341123346	159	313	950	880	188.757795248258	319.822597485642	655.273495633268	990.037827177598	93.27	UP_pEhEx_DOWN_CmasM
EHI_035670A	168.994417357732	-1.81820338834075	0.502774727118206	-3.61633807403625	0.000298800084378303	0.0673297341123346	75	59	284	294	89.0366958718199	60.2860487273254	195.89228711563	330.762637716152	93.27	UP_pEhEx_DOWN_CmasM
EHI_048140A	1023.57253754837	-2.26602301994809	0.63049741043012	-3.5940243091597	0.000325609437913585	0.0688515956897271	168	494	1320	2204	199.442198752877	504.767933411844	910.485278143067	2479.59473988571	93.11	UP_pEhEx_DOWN_CmasM
EHI_174150A	7.9305600846037	-6.2802457953533	1.84266177087018	-3.40824664332592	0.000653817687533948	0.132241734017736	0	0	15	19	0	0	10.3464236152621	21.3758167231527	86.78	UP_pEhEx_DOWN_CmasM
EHI_119540A	2445.18889535785	-1.6657809788146	0.492045743984306	-3.38541893549583	0.000710696976357463	0.137756763917288	719	1458	3831	4262	853.565124424513	1489.78066177018	2642.47659133795	4794.93320389877	86.22	UP_pEhEx_DOWN_CmasM
EHI_187780A	62.1615728675656	-2.06718573642513	0.617112964695899	-3.34976876955388	0.000808790471021263	0.150499730847637	16	28	99	118	18.9944951193216	28.6103282095782	68.28639586073	132.755072280632	84.95	UP_pEhEx_DOWN_CmasM
EHI_194430A	58.0434681171651	-2.37849305660024	0.712584248527585	-3.33784119072928	0.000844319911806195	0.151068316527785	8	27	92	117	9.49724755966079	27.5885307735218	63.4580648402744	131.630029295203	84.89	UP_pEhEx_DOWN_CmasM
EHI_017660A	210.412855095951	-2.43335935791328	0.738100721335913	-3.29678496114874	0.000977983483468696	0.167958331967761	20	105	293	452	23.743118899152	107.288730785918	202.100141284787	508.519429413948	83.2	UP_pEhEx_DOWN_CmasM
EHI_103900A	142.111303257205	2.10348289149505	0.641780385098597	3.27757429228986	0.00104703173410685	0.167958331967761	88	349	79	47	104.469723156269	356.607305183671	54.4911643737139	52.8770203151672	83.2	DOWN_pEhEx_UP_CmasM
EHI_148190A	1186.45601192244	-1.70791964512845	0.520703358704842	-3.28002425291936	0.00103798163250185	0.167958331967761	346	686	1695	2191	410.755956955329	700.953041134665	1169.14586852462	2464.96918107513	83.2	UP_pEhEx_DOWN_CmasM
EHI_083100A	53.0035891429294	-2.35575249012336	0.721461102031103	-3.2652522547526	0.00109366630963828	0.169591189081242	10	22	70	115	11.871559449576	22.47954359324	48.2833102045566	129.379943324345	83.04	UP_pEhEx_DOWN_CmasM
EHI_075530A	45.7557125869357	-2.23171389827443	0.68641696749883	-3.25125106741805	0.00114898344166369	0.172421644213531	7	23	92	78	8.31009161470319	23.5013410292964	63.4580648402744	87.7533528634689	82.76	UP_pEhEx_DOWN_CmasM
EHI_000130A	178.599741811877	-2.06166462324792	0.636510609995925	-3.23901061643124	0.0011994510875883	0.174370201858149	35	94	236	368	41.5504580735159	96.0489589892982	162.783731546791	414.015818637905	82.56	UP_pEhEx_DOWN_CmasM
EHI_118270A	24783.4285207151	-2.33688193509883	0.723717687358109	-3.22899657686893	0.00124225381739848	0.175120144198112	3177	12339	25137	58145	3771.59443713029	12607.9585634995	17338.5366944563	65415.6243877744	82.49	UP_pEhEx_DOWN_CmasM
EHI_095830A	196.116685329104	-1.76817402729022	0.556989716305533	-3.17451826403255	0.00150085445104837	0.205352203125795	42	125	384	304	49.8605496882191	127.724679507045	264.86844455071	342.013067570443	79.46	UP_pEhEx_DOWN_CmasM
EHI_032670A	18.8075117135548	-3.7174820906298	1.17571649020396	-3.16188649355842	0.00156750651146798	0.208344008324259	0	5	25	47	0	5.10898718028182	17.2440393587702	52.8770203151672	79.17	UP_pEhEx_DOWN_CmasM
EHI_135060A	1164.50759014713	-1.96815691528327	0.624639709434137	-3.15086742894753	0.00162786360181433	0.210356152101119	188	709	1817	2184	223.185317652028	724.454382163962	1253.29678059542	2457.09388017713	78.96	UP_pEhEx_DOWN_CmasM
EHI_074380A	31.2290352263187	-3.29999057548016	1.05044173590146	-3.14152652421812	0.00168069584563715	0.211313434429838	0	11	49	71	0	11.23977179662	33.7983171431896	79.8780519654653	78.87	UP_pEhEx_DOWN_CmasM
EHI_188170A	326.326127329873	-1.48127420265614	0.475737643389172	-3.11363673495225	0.00184796859945176	0.226230261174989	120	197	510	542	142.458713394912	201.294094903104	351.778402918912	609.773298102566	77.38	UP_pEhEx_DOWN_CmasM
EHI_163670A	2569.36568266628	-1.42889206256	0.461055229313314	-3.09917765099023	0.00194058621104299	0.231477103942871	1116	1427	3643	4428	1324.86603457268	1458.10494125243	2512.80141535999	4981.69033948	76.85	UP_pEhEx_DOWN_CmasM
EHI_118670A	89.9189002609574	-2.31628660573633	0.751434620127895	-3.08248587926665	0.00205279469489464	0.238740023016247	9	48	138	182	10.6844035046184	49.0462769307054	95.1870972604115	204.757823348094	76.13	UP_pEhEx_DOWN_CmasM
EHI_010030A	428.778504814686	-1.89341747671753	0.625348144724693	-3.02778139295687	0.00246356231571408	0.271952967860389	71	273	704	770	84.2880720919895	278.950700043387	485.592148342969	866.283098780398	72.8	UP_pEhEx_DOWN_CmasM
EHI_098440A	925.410562487857	1.22738458612699	0.406192635764347	3.02168104012368	0.00251375271238107	0.271952967860389	890	1504	726	540	1056.56879101226	1536.78334382877	500.766902978687	607.523212131708	72.8	DOWN_pEhEx_UP_CmasM
EHI_188960A	4351.85419521568	-1.56906663347457	0.519115360293789	-3.02257793448179	0.00250631536921584	0.271952967860389	1117	2996	7493	6979	1326.05319051764	3061.30511842486	5168.38347661061	7851.67499530961	72.8	UP_pEhEx_DOWN_CmasM
EHI_068610A	137.52865523574	1.49927612052467	0.502166179349605	2.98561747520811	0.00283006412608103	0.29679978570895	220	142	96	69	261.174307890672	145.095235920004	66.2171111376776	77.6279659946071	70.32	DOWN_pEhEx_UP_CmasM
EHI_141800A	1130.27255742184	-1.31114485473217	0.440168058234979	-2.97873693968095	0.00289439151755033	0.29679978570895	429	772	1890	1706	509.28990038681	788.827620635513	1303.64937552303	1919.32333314202	70.32	UP_pEhEx_DOWN_CmasM
EHI_166370A	68.1654702458341	1.56521436559446	0.526213819267042	2.97448358116978	0.00293482161277122	0.29679978570895	86	100	60	24	102.095411266353	102.179743605636	41.3856944610485	27.0010316502981	70.32	DOWN_pEhEx_UP_CmasM
EHI_051690A	40.0853145832701	-2.73725079059054	0.928571943936483	-2.94780690765494	0.00320036897330805	0.310169092996438	1	19	77	77	1.1871559449576	19.4141512850709	53.1116412250122	86.6283098780398	68.98	UP_pEhEx_DOWN_CmasM
EHI_181610A	165.775533384064	1.33442082373378	0.451886331045977	2.95300108026062	0.00314700861756938	0.310169092996438	240	186	139	82	284.917426789824	190.054323106484	95.8768588347623	92.2535248051853	68.98	DOWN_pEhEx_UP_CmasM
EHI_050000A	36.8088044943234	-2.09592755704738	0.718523911590804	-2.91699068498224	0.00353426327548508	0.312646539452666	14	11	54	73	16.6201832294064	11.23977179662	37.2471250149436	82.1281379363235	68.74	UP_pEhEx_DOWN_CmasM
EHI_110570A	231.073196368875	-1.48796195845352	0.510528096677175	-2.91455449394084	0.00356196616315377	0.312646539452666	82	142	341	397	97.3467874865231	145.095235920004	235.208696853626	446.642065215348	68.74	UP_pEhEx_DOWN_CmasM
EHI_147990A	11.8132814853532	3.90372388642762	1.33110552390513	2.93269302570023	0.00336035962911404	0.312646539452666	12	29	0	3	14.2458713394912	29.6321256456345	0	3.37512895628727	68.74	DOWN_pEhEx_UP_CmasM
EHI_148470A	470.075327221501	-1.58928272575779	0.545211291939353	-2.91498497785071	0.00355705663741476	0.312646539452666	183	246	564	909	217.249537927241	251.362169269865	389.025527933856	1022.66407375504	68.74	UP_pEhEx_DOWN_CmasM
EHI_176820A	893.461396237115	-1.49413930543167	0.511945699662199	-2.91855035879305	0.00351663068393087	0.312646539452666	389	464	1125	1655	461.803662588506	474.114010330153	775.981771144659	1861.94614088514	68.74	UP_pEhEx_DOWN_CmasM
EHI_073540A	28.1007448788734	2.03589007551327	0.703309284268798	2.89472941855147	0.00379485490447592	0.320975727556764	42	40	20	7	49.8605496882191	40.8718974422545	13.7952314870162	7.87530089800362	67.9	DOWN_pEhEx_UP_CmasM
EHI_107170A	364.454205252319	1.9697072520073	0.679112850375807	2.9004122818723	0.00372672129150618	0.320975727556764	442	624	355	45	524.722927671259	637.601600099171	244.865358894537	50.626934344309	67.9	DOWN_pEhEx_UP_CmasM
EHI_058090A	2126.56502517801	-1.28413565335471	0.445609444828366	-2.88175142663171	0.00395471580639773	0.328523891631469	882	1398	3209	3393	1047.0715434526	1428.4728156068	2213.44489209174	3817.2708495609	67.15	UP_pEhEx_DOWN_CmasM
EHI_087210A	539.727280515134	1.30255278614122	0.459512472629112	2.83464076326075	0.00458772418545735	0.374422682644695	632	770	590	191	750.282557213202	786.7840257634	406.959328866977	214.883210216956	62.56	DOWN_pEhEx_UP_CmasM
EHI_058320A	52.5236441682566	-1.90072594332348	0.672229307250657	-2.82749639568265	0.00469135435398184	0.376278973357302	13	28	76	101	15.4330272844488	28.6103282095782	52.4218796506614	113.629341528338	62.37	UP_pEhEx_DOWN_CmasM
EHI_100350A	27.6667841587085	-2.21576300029485	0.791754449206856	-2.79854821468259	0.00513329050197857	0.398001123586739	6	12	41	56	7.12293566974559	12.2615692326764	28.2802245483831	63.002407184029	60.2	UP_pEhEx_DOWN_CmasM
EHI_157360A	60.3452811636818	-1.80255583249274	0.643235115462606	-2.80232808993391	0.00507352479204234	0.398001123586739	14	36	98	107	16.6201832294064	36.7847076980291	67.5966342863792	120.379599440912	60.2	UP_pEhEx_DOWN_CmasM
EHI_092930A	422.397923578103	-1.5967428243697	0.572313456581693	-2.78997952259712	0.00527113752963955	0.401989045703003	89	307	814	630	105.656879101226	313.691812869304	561.465921521558	708.777080820326	59.8	UP_pEhEx_DOWN_CmasM
EHI_104360A	722.861718003023	-1.35381563306386	0.488208636082659	-2.77302680248909	0.00555375462814621	0.416710750486068	286	463	1006	1231	339.526600257873	473.092212894096	693.900143796913	1384.92791506321	58.33	UP_pEhEx_DOWN_CmasM
EHI_134840A	47.399477259063	-1.90481566871288	0.694155037760169	-2.74407814550932	0.0060681090855968	0.427709749487823	11	26	69	91	13.0587153945336	26.5667333374655	47.5935486302058	102.378911674047	57.23	UP_pEhEx_DOWN_CmasM
EHI_147570A	1986.10109303524	-1.23050612046867	0.446366140695071	-2.75671922281686	0.00583844613801359	0.427709749487823	808	1384	3071	3069	959.22200352574	1414.16765150201	2118.25779483133	3452.75692228187	57.23	UP_pEhEx_DOWN_CmasM
EHI_158270A	4451.46600159919	1.00584846318138	0.365563978305485	2.75149774833897	0.00593234276467954	0.427709749487823	5573	5158	4054	2776	6616.0200812487	5270.43117517872	2796.29342241818	3123.11932755115	57.23	DOWN_pEhEx_UP_CmasM
EHI_165810.mRNA	709.354905239329	1.49676674513571	0.545151500880591	2.74559777001065	0.00604007670999768	0.427709749487823	1272	573	627	275	1510.06236198607	585.489930860296	432.480507117957	309.386820992999	57.23	DOWN_pEhEx_UP_CmasM
EHI_156310A	397.516156758419	-2.00089356159206	0.734932085338916	-2.72255573202977	0.00647791060781095	0.449779703694575	116	176	266	968	137.710089615081	179.83634874592	183.476578777315	1089.04160989536	55.02	UP_pEhEx_DOWN_CmasM
EHI_194730A	40.0380463830937	1.55771109441881	0.584028889106616	2.6671815786401	0.00764903332995157	0.523283868396099	50	59	31	17	59.3577972478799	60.2860487273254	21.3826088048751	19.1257307522945	47.67	DOWN_pEhEx_UP_CmasM
EHI_009940A	68.1761028965317	-1.85848069908896	0.699188878398563	-2.65805243262115	0.0078593664516233	0.529880764245675	28	25	72	146	33.2403664588128	25.5449359014091	49.6628333532582	164.256275872647	47.01	UP_pEhEx_DOWN_CmasM
EHI_032780A	45.9748764720046	-2.26534536069933	0.854415837319039	-2.65133821466542	0.00801735128161868	0.53281025945843	4	26	63	97	4.74862377983039	26.5667333374655	43.4549791841009	109.129169586622	46.72	UP_pEhEx_DOWN_CmasM
EHI_134810A	630.859373068315	-1.46534747186193	0.554589700919817	-2.64221904848137	0.00823647676413148	0.539663238123094	149	483	1181	923	176.886235798682	493.528161615224	814.608419308305	1038.41467555105	46.03	UP_pEhEx_DOWN_CmasM
EHI_044550A	85771.9771559893	0.970035062280979	0.369170658532573	2.62760606743992	0.00859880297925372	0.542813557917607	108717	95980	80340	53808	129064.032867955	98072.1179126898	55415.4448833439	60536.3129599684	45.72	DOWN_pEhEx_UP_CmasM
EHI_174910A	691.357816101907	-1.32497479680939	0.504523200325029	-2.62619200852568	0.00863460947676332	0.542813557917607	263	466	940	1181	312.222013523848	476.157605202265	648.37587988976	1328.67576579175	45.72	UP_pEhEx_DOWN_CmasM
EHI_180000A	31.1422499399526	-1.80265015128193	0.685976598467614	-2.62785954405562	0.00859239854638093	0.542813557917607	13	12	54	53	15.4330272844488	12.2615692326764	37.2471250149436	59.6272782277417	45.72	UP_pEhEx_DOWN_CmasM
EHI_048300A	48.7550258126868	-2.09691610391108	0.804473361020321	-2.60656996926728	0.00914541367663211	0.552525511996008	5	30	78	93	5.93577972478799	30.6539230816909	53.801402799363	104.628997644905	44.75	UP_pEhEx_DOWN_CmasM
EHI_103400A	18.2834633386822	2.76433624723235	1.05844481992845	2.61169613680874	0.00900942917062151	0.552525511996008	46	9	7	4	54.6091734680495	9.19617692450727	4.82833102045566	4.50017194171635	44.75	DOWN_pEhEx_UP_CmasM
EHI_182550A	146.305445595162	-1.66478310618174	0.638202388602005	-2.60855041584611	0.00909266165168043	0.552525511996008	30	102	220	261	35.6146783487279	104.223338477749	151.747546357178	293.636219196992	44.75	UP_pEhEx_DOWN_CmasM
EHI_031240A	134.571561642922	-1.33727573480965	0.516793972071183	-2.58763802807176	0.00966364703253374	0.564069721725896	62	77	191	226	73.6036685873711	78.67840257634	131.744460701004	254.259714706974	43.59	UP_pEhEx_DOWN_CmasM
EHI_046600A	79.9592004747814	-1.65774999858339	0.640964855841833	-2.58633524673694	0.00970025316811515	0.564069721725896	18	54	126	139	21.3688070092368	55.1770615470436	86.9099583682018	156.380974974643	43.59	UP_pEhEx_DOWN_CmasM
EHI_162230A	41.0008695428059	-2.31795523680191	0.893254312312829	-2.59495555168407	0.00946031523480213	0.564069721725896	3	23	55	88	3.5614678348728	23.5013410292964	37.9368865892945	99.0037827177598	43.59	UP_pEhEx_DOWN_CmasM
EHI_013340A	75.1070286885861	-1.28139823973353	0.502063704217949	-2.55226225072281	0.0107025926060692	0.581132661622406	34	46	136	106	40.3633021285583	47.0026820585927	93.8075741117099	119.254556455483	41.89	UP_pEhEx_DOWN_CmasM
EHI_019860A	18.0188659874884	-2.13724902591638	0.833157499089556	-2.56524009956327	0.0103104431491116	0.581132661622406	7	5	41	27	8.31009161470319	5.10898718028182	28.2802245483831	30.3761606065854	41.89	UP_pEhEx_DOWN_CmasM
EHI_055430A	65.7716692517312	-1.44758830731194	0.566367119557495	-2.55591869182475	0.0105907862698934	0.581132661622406	30	34	100	110	35.6146783487279	34.7411128259164	68.9761574350808	123.7547283972	41.89	UP_pEhEx_DOWN_CmasM
EHI_062790A	105.646659305513	-1.24000907421364	0.48383304761773	-2.56288626897052	0.0103806046154182	0.581132661622406	62	51	189	148	73.6036685873711	52.1116692388745	130.364937552303	166.506361843505	41.89	UP_pEhEx_DOWN_CmasM
EHI_083400A	473.837961350033	0.969739594630956	0.380149551530348	2.55094236130787	0.0107432091357539	0.581132661622406	576	559	488	270	683.801824295577	571.184766755507	336.603648283194	303.761606065854	41.89	DOWN_pEhEx_UP_CmasM
EHI_141050A	15.7746818292484	-3.29977194184257	1.28805541276794	-2.56182452178171	0.0104123912989167	0.581132661622406	5	0	16	41	5.93577972478799	0	11.0361851896129	46.1267624025926	41.89	UP_pEhEx_DOWN_CmasM
EHI_006810A	429.478848420661	-1.04038891011776	0.416768326636957	-2.49632432126743	0.0125487810249835	0.587435869072947	265	242	699	599	314.596325413764	247.27497952564	482.143340471215	673.900748272024	41.26	UP_pEhEx_DOWN_CmasM
EHI_007510A	32041.6351096693	0.973711997993967	0.389399615954392	2.50054688833594	0.0124001717065689	0.587435869072947	37582	39449	37214	15620	44615.6947233965	40308.8870549875	25668.787227891	17573.1714324024	41.26	DOWN_pEhEx_UP_CmasM
EHI_007620A	7733.22718008769	0.993795486847838	0.392354349582597	2.53290294323251	0.0113122270101238	0.587435869072947	9342	9300	8869	3753	11090.4108377939	9502.71615532418	6117.49540291732	4222.28632431537	41.26	DOWN_pEhEx_UP_CmasM
EHI_016370A	2231.6677147172	0.938799973997874	0.376626523116848	2.49265496818612	0.012679198798054	0.587435869072947	2797	2492	2381	1260	3320.4751780464	2546.31921065246	1642.32230852927	1417.55416164065	41.26	DOWN_pEhEx_UP_CmasM
EHI_049660A	87.5954095403686	-1.37193897712733	0.549023507132772	-2.49887110352008	0.0124589618146382	0.587435869072947	32	58	137	141	37.9889902386431	59.2642512912691	94.4973356860607	158.631060945501	41.26	UP_pEhEx_DOWN_CmasM
EHI_068380A	7.25632675013502	-4.63110841776401	1.8340938711841	-2.52501166408355	0.01156944492639	0.587435869072947	1	0	11	18	1.1871559449576	0	7.58737731785889	20.2507737377236	41.26	UP_pEhEx_DOWN_CmasM
EHI_098800A	424.152847377945	-1.01224206727878	0.40544883256561	-2.49659632973533	0.0125391606351903	0.587435869072947	216	299	699	580	256.425684110841	305.517433380853	482.143340471215	652.524931548871	41.26	UP_pEhEx_DOWN_CmasM
EHI_108690A	2231.6677147172	0.938799973997874	0.376626523116848	2.49265496818612	0.012679198798054	0.587435869072947	2797	2492	2381	1260	3320.4751780464	2546.31921065246	1642.32230852927	1417.55416164065	41.26	DOWN_pEhEx_UP_CmasM
EHI_112800A	148.186828813099	-1.34256086418614	0.531143250483981	-2.52768130436147	0.0114818523735157	0.587435869072947	47	109	250	225	55.7963294130071	111.375920530144	172.440393587702	253.134671721545	41.26	UP_pEhEx_DOWN_CmasM
EHI_124880A	78.0000634023907	-1.31575674941553	0.526689175315986	-2.4981655425634	0.0124837881505207	0.587435869072947	39	42	124	122	46.2990818533463	42.9154923143673	85.5304352195002	137.255244222349	41.26	UP_pEhEx_DOWN_CmasM
EHI_126130A	32.9120983977792	-1.96491272725488	0.785824058245703	-2.50044867758492	0.0124036103593403	0.587435869072947	6	19	48	64	7.12293566974559	19.4141512850709	33.1085555688388	72.0027510674617	41.26	UP_pEhEx_DOWN_CmasM
EHI_144610A	1158.02499581076	-1.32646488943875	0.532786194353326	-2.48967579020841	0.0127859670690513	0.587435869072947	363	870	1654	1930	430.937608019608	888.963769369036	1140.86564397624	2171.33296187814	41.26	UP_pEhEx_DOWN_CmasM
EHI_151350A	50.6683503423439	-1.59826614261222	0.643059050345337	-2.48541116364651	0.0129401880015934	0.587435869072947	12	35	99	75	14.2458713394912	35.7629102619727	68.28639586073	84.3782239071816	41.26	UP_pEhEx_DOWN_CmasM
EHI_152990A	113.18961343083	-1.19633627357681	0.48212546195799	-2.4813795743504	0.0130874924924616	0.587435869072947	65	59	188	165	77.1651364222439	60.2860487273254	129.675175977952	185.6320925958	41.26	UP_pEhEx_DOWN_CmasM
EHI_166800A	30.2256802243479	1.89809178732248	0.754873959080849	2.51444862349423	0.0119218671539327	0.587435869072947	58	26	19	11	68.8550448075407	26.5667333374655	13.1054699126654	12.37547283972	41.26	DOWN_pEhEx_UP_CmasM
EHI_170060A	442.146221965328	-1.62429140821298	0.647050839264894	-2.51029951534923	0.0120628797768489	0.587435869072947	71	341	839	673	84.2880720919895	348.43292569522	578.709960880328	757.153929193777	41.26	UP_pEhEx_DOWN_CmasM
EHI_196530A	75.396426016349	-1.23919998472472	0.49445511484087	-2.50619307502468	0.0122038959317501	0.587435869072947	35	47	141	102	41.5504580735159	48.0244794946491	97.256381983464	114.754384513767	41.26	UP_pEhEx_DOWN_CmasM
EHI_198930A	848.773700577866	-1.23013637011088	0.495992675160679	-2.48015027583295	0.0131327021460848	0.587435869072947	312	630	1232	1361	370.392654826771	643.732384715509	849.786259600196	1531.18350316899	41.26	UP_pEhEx_DOWN_CmasM
EHI_006850A	52.2831652263908	-1.70572442416859	0.696212737269799	-2.45000462194587	0.0142854380972248	0.588394525633985	24	20	61	105	28.4917426789824	20.4359487211273	42.0754560353993	118.129513470054	41.16	UP_pEhEx_DOWN_CmasM
EHI_009810A	730.228989257615	-1.08641176073805	0.440281951512589	-2.4675364434215	0.0136046372132748	0.588394525633985	289	579	1317	958	343.088068092746	591.620715476634	908.415993420014	1077.79118004107	41.16	UP_pEhEx_DOWN_CmasM
EHI_012420A	58.2880420351217	-1.29693060058352	0.527837506633275	-2.4570641234947	0.0140077681028727	0.588394525633985	31	30	113	78	36.8018342936856	30.6539230816909	77.9430579016413	87.7533528634689	41.16	UP_pEhEx_DOWN_CmasM
EHI_012570A	123.234262138479	-1.16940701226002	0.476719263346098	-2.4530307503245	0.0141658228408703	0.588394525633985	63	75	195	184	74.7908245323287	76.6348077042273	134.503506998408	207.007909318952	41.16	UP_pEhEx_DOWN_CmasM
EHI_013220A	1096.72902862988	-1.30094656356453	0.526398763964467	-2.4714088493801	0.0134581855332668	0.588394525633985	333	852	1690	1738	395.32292967088	870.571415520022	1165.69706065287	1955.32470867576	41.16	UP_pEhEx_DOWN_CmasM
EHI_045280A	42.3046354755316	-1.47647406028633	0.59939743411821	-2.46326389844897	0.0137678538616505	0.588394525633985	16	25	78	63	18.9944951193216	25.5449359014091	53.801402799363	70.8777080820326	41.16	UP_pEhEx_DOWN_CmasM
EHI_070450A	47.9494690698852	1.53323261917192	0.621189239663064	2.46822147145297	0.0135786278855613	0.588394525633985	79	48	40	19	93.7853196516503	49.0462769307054	27.5904629740323	21.3758167231527	41.16	DOWN_pEhEx_UP_CmasM
EHI_155310A	166.45901830683	-1.18263745234666	0.481698872408728	-2.45513851098072	0.0140830313530174	0.588394525633985	93	91	248	259	110.405502881057	92.9835666811291	171.060870439	291.386133226134	41.16	UP_pEhEx_DOWN_CmasM
EHI_156660A	6707.67662486243	-0.879396335514856	0.358962574188504	-2.44982736014439	0.0142924723552537	0.588394525633985	3553	5119	12553	7754	4217.96507243435	5230.58107517252	8658.57704282569	8723.58330901715	41.16	UP_pEhEx_DOWN_CmasM
EHI_025360A	304.8342773416	-0.943517778618343	0.386657798221608	-2.44018815334374	0.0146796139702286	0.599031264820207	180	199	545	379	213.688070092368	203.337689775216	375.92005802119	426.391291477625	40.1	UP_pEhEx_DOWN_CmasM
EHI_112590A	20.371761648761	1.88785999826199	0.775907671999391	2.43309876469874	0.0149702168617902	0.603588317519523	31	27	15	6	36.8018342936856	27.5885307735218	10.3464236152621	6.75025791257453	39.64	DOWN_pEhEx_UP_CmasM
