"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","U2AF84_1","U2AF84_2","pEhEx_1","pEhEx_2","U2AF84_1.1","U2AF84_2.1","pEhEx_1.1","pEhEx_2.1","Certeza","DE"
"119","EHI_198930A",847.8971099,-1.15815192,0.394491609,-2.935808756,0.003326794,0.075901214,373,553,1232,1361,418.9251262,630.0674433,837.5449369,1505.050933,92.41,"UP_pEhEx_DOWN_U2AF84"
"120","EHI_181250A",929.5021694,-0.771040698,0.262935631,-2.932431393,0.003363192,0.076092224,591,623,1669,1094,663.7660847,709.8228159,1134.628652,1209.791125,92.39,"UP_pEhEx_DOWN_U2AF84"
"121","EHI_092470A",11309.29268,-1.040253169,0.355741918,-2.924179348,0.003453657,0.077493212,4960,8100,18512,16144,5570.693367,9228.835969,12584.92847,17852.71291,92.25,"UP_pEhEx_DOWN_U2AF84"
"122","EHI_006850A",49.56875802,-1.9433308,0.668189138,-2.908354369,0.003633364,0.080857231,20,16,61,105,22.46247325,18.22979944,41.46935159,116.1134078,91.91,"UP_pEhEx_DOWN_U2AF84"
"123","EHI_098440A",802.8497823,0.960234793,0.331780281,2.894188859,0.003801394,0.083232145,751,1121,726,540,843.4658707,1277.225324,493.5532664,597.1546686,91.68,"DOWN_pEhEx_UP_U2AF84"
"124","EHI_118750A",13785.66537,-1.445275489,0.499179479,-2.895302287,0.003787936,0.083232145,3655,9396,19632,24403,4105.016987,10705.44972,13346.33296,26985.86181,91.68,"UP_pEhEx_DOWN_U2AF84"
"125","EHI_024230A",1414.094977,0.923513231,0.320531574,2.881192701,0.003961733,0.085500189,1497,1776,1719,708,1681.316123,2023.507738,1168.619924,782.936121,91.45,"DOWN_pEhEx_UP_U2AF84"
"126","EHI_151350A",48.90512489,-1.725472028,0.598977199,-2.880697349,0.003967965,0.085500189,12,28,99,75,13.47748395,31.90214903,67.30271815,82.93814841,91.45,"UP_pEhEx_DOWN_U2AF84"
"127","EHI_055430A",63.54477263,-1.547705084,0.539982498,-2.866213421,0.004154141,0.088807027,24,33,100,110,26.95496791,37.59896135,67.98254358,121.6426177,91.12,"UP_pEhEx_DOWN_U2AF84"
"128","EHI_099340A",1519.648747,-0.926888667,0.324203331,-2.858973301,0.004250146,0.090149572,807,1043,2397,2129,906.3607958,1188.355051,1629.54157,2354.337573,90.99,"UP_pEhEx_DOWN_U2AF84"
"129","EHI_157360A",59.29094806,-1.82038295,0.639771398,-2.845364698,0.00443606,0.09336359,12,34,98,107,13.47748395,38.73832382,66.62289271,118.3250917,90.66,"UP_pEhEx_DOWN_U2AF84"
"130","EHI_169350A",1413.854247,-3.165121183,1.115447188,-2.837535669,0.004546327,0.094948284,153,347,1248,3834,171.8379204,395.3587755,848.4221439,4239.798147,90.51,"UP_pEhEx_DOWN_U2AF84"
"131","EHI_066770A",790.2047333,-1.137288725,0.402681095,-2.82429133,0.004738529,0.096730127,287,584,1430,1086,322.3364912,665.3876797,972.1503732,1200.944389,90.33,"UP_pEhEx_DOWN_U2AF84"
"132","EHI_068610A",110.9406263,1.098438501,0.388864756,2.82473144,0.004732026,0.096730127,124,143,96,69,139.2673342,162.9288325,65.26324184,76.30309654,90.33,"DOWN_pEhEx_UP_U2AF84"
"133","EHI_174180A",790.2047333,-1.137288725,0.402681095,-2.82429133,0.004738529,0.096730127,287,584,1430,1086,322.3364912,665.3876797,972.1503732,1200.944389,90.33,"UP_pEhEx_DOWN_U2AF84"
"134","EHI_007510A",29735.27416,0.843006753,0.299698604,2.812848443,0.004910479,0.097584824,32508,34983,37214,15620,36510.50403,39858.31712,25299.02377,17273.25171,90.24,"DOWN_pEhEx_UP_U2AF84"
"135","EHI_007620A",7112.517752,0.843574855,0.299812159,2.813677927,0.004897827,0.097584824,7739,8407,8869,3753,8691.854026,9578.620246,6029.37179,4150.224947,90.24,"DOWN_pEhEx_UP_U2AF84"
"136","EHI_056690A",187.4105135,-1.102789323,0.391699989,-2.815392784,0.004871765,0.097584824,87,123,312,271,97.71175866,140.1415832,212.105536,299.6831763,90.24,"UP_pEhEx_DOWN_U2AF84"
"137","EHI_194075A",212.9080819,-0.904687412,0.321729208,-2.811953003,0.00492417,0.097584824,128,134,397,258,143.7598288,152.6745703,269.890698,285.3072305,90.24,"UP_pEhEx_DOWN_U2AF84"
"138","EHI_172960A",302.4776677,-1.249362317,0.445470926,-2.804587787,0.005038097,0.099119074,141,175,393,529,158.3604364,199.3884314,267.1713963,584.9904068,90.09,"UP_pEhEx_DOWN_U2AF84"
"139","EHI_057850A",642.1229839,-0.878051374,0.313474647,-2.801028355,0.005094004,0.099497997,335,464,1149,798,376.246427,528.6641839,781.1194258,882.4618991,90.05,"UP_pEhEx_DOWN_U2AF84"
"140","EHI_025450A",1929.499938,0.858638587,0.30791275,2.788577564,0.005294007,0.101916077,2378,2023,2386,1013,2670.78807,2304.930267,1622.06349,1120.217925,89.81,"DOWN_pEhEx_UP_U2AF84"
"141","EHI_097930A",66.56058928,-1.44456322,0.518582379,-2.785600278,0.005342871,0.101916077,32,31,103,113,35.93995721,35.32023642,70.02201989,124.9601436,89.81,"UP_pEhEx_DOWN_U2AF84"
"142","EHI_126870A",38988.41133,-1.256780078,0.450317239,-2.790877117,0.005256542,0.101916077,11410,29134,68859,57090,12814.84099,33194.18606,46812.09969,63132.51857,89.81,"UP_pEhEx_DOWN_U2AF84"
"143","EHI_162230A",42.45746598,-1.929827712,0.693164965,-2.784081437,0.005367955,0.101916077,12,19,55,88,13.47748395,21.64788684,37.39039897,97.31409414,89.81,"UP_pEhEx_DOWN_U2AF84"
"144","EHI_095180A",649.5608164,-0.776985391,0.27974521,-2.77747523,0.005478302,0.103148598,414,432,1111,801,464.9731964,492.204585,755.2860592,885.7794251,89.69,"UP_pEhEx_DOWN_U2AF84"
"145","EHI_141810A",314.0227789,-1.11987255,0.403460675,-2.775667174,0.005508857,0.103148598,125,224,537,448,140.3904578,255.2171922,365.066259,495.4172065,89.69,"UP_pEhEx_DOWN_U2AF84"
"146","EHI_075530A",50.77076068,-1.449037665,0.524208606,-2.764238606,0.00570558,0.106100342,25,23,92,78,28.07809157,26.2053367,62.5439401,86.25567435,89.39,"UP_pEhEx_DOWN_U2AF84"
"147","EHI_049690A",2427.116681,-0.91056537,0.331766037,-2.744600917,0.006058452,0.111139853,1131,1844,4559,2928,1270.252863,2100.984386,3099.324162,3237.905314,88.89,"UP_pEhEx_DOWN_U2AF84"
"148","EHI_169280A",726.6648049,-0.885853967,0.322758534,-2.744633758,0.006057846,0.111139853,390,511,1184,978,438.0182285,582.2142198,804.913316,1081.513455,88.89,"UP_pEhEx_DOWN_U2AF84"
"149","EHI_030170A",99.2969692,-1.262516222,0.461039976,-2.738409437,0.006173716,0.111722641,53,50,151,161,59.52555412,56.96812326,102.6536408,178.0405586,88.83,"UP_pEhEx_DOWN_U2AF84"
"150","EHI_050740A",386.7451369,-0.825503335,0.301687357,-2.736287474,0.006213672,0.111722641,222,271,734,443,249.3334531,308.7672281,498.9918699,489.8879966,88.83,"UP_pEhEx_DOWN_U2AF84"
"151","EHI_064640A",123.2108911,-1.01706253,0.37162481,-2.736799329,0.006204012,0.111722641,74,70,230,157,83.11115104,79.75537257,156.3598502,173.6171907,88.83,"UP_pEhEx_DOWN_U2AF84"
"152","EHI_197840A",1194.258746,-0.852036416,0.312126132,-2.729782383,0.006337615,0.113201471,685,819,1876,1627,769.339709,933.1378591,1275.352518,1799.2049,88.68,"UP_pEhEx_DOWN_U2AF84"
"153","EHI_006810A",438.0366219,-0.886656106,0.325606697,-2.723089281,0.006467458,0.114765671,254,289,699,599,285.2734103,329.2757525,475.1979796,662.3993453,88.52,"UP_pEhEx_DOWN_U2AF84"
"154","EHI_003240.mRNA",77.1909533,2.152300886,0.795285846,2.706323641,0.006803271,0.117884065,141,83,74,5,158.3604364,94.56708462,50.30708225,5.529209894,88.21,"DOWN_pEhEx_UP_U2AF84"
"155","EHI_059870A",638.8675689,0.852682917,0.314581367,2.710532175,0.006717533,0.117884065,741,714,790,337,832.2346341,813.5048002,537.0620943,372.6687469,88.21,"DOWN_pEhEx_UP_U2AF84"
"156","EHI_166370A",59.81561014,1.33719141,0.493916262,2.707324119,0.0067828,0.117884065,77,75,60,24,86.48052203,85.4521849,40.78952615,26.54020749,88.21,"DOWN_pEhEx_UP_U2AF84"
"157","EHI_193440A",1436.946978,0.751090245,0.277599584,2.705660558,0.006816869,0.117884065,1753,1437,1701,891,1968.835781,1637.263863,1156.383066,985.3052032,88.21,"DOWN_pEhEx_UP_U2AF84"
"158","EHI_023000A",93.39368622,-1.408032451,0.521658116,-2.699147982,0.006951726,0.119455286,29,61,157,149,32.57058622,69.50111038,106.7325934,164.7704548,88.05,"UP_pEhEx_DOWN_U2AF84"
"159","EHI_056460A",225.9761605,-0.982162999,0.36455912,-2.694111724,0.00705765,0.120512708,112,156,387,305,125.7898502,177.7405446,263.0924437,337.2818035,87.95,"UP_pEhEx_DOWN_U2AF84"
"160","EHI_008470A",226.2947783,-1.049794395,0.391266584,-2.683066833,0.007295041,0.123787727,113,147,347,339,126.9129739,167.4862824,235.8994262,374.8804308,87.62,"UP_pEhEx_DOWN_U2AF84"
"161","EHI_150120A",247.1186172,-0.891231476,0.332618218,-2.679442759,0.007374481,0.124358485,167,139,423,321,187.5616517,158.3713827,287.5661594,354.9752752,87.56,"UP_pEhEx_DOWN_U2AF84"
"162","EHI_027520A",61.19034181,-1.342391486,0.501527146,-2.676607832,0.007437163,0.124641342,25,36,112,90,28.07809157,41.01704875,76.14044881,99.5257781,87.54,"UP_pEhEx_DOWN_U2AF84"
"163","EHI_129750A",1910.17612,-0.856784553,0.322196821,-2.659196169,0.007832734,0.13046548,1114,1287,2858,2695,1251.15976,1466.359493,1942.941096,2980.244133,86.95,"UP_pEhEx_DOWN_U2AF84"
"164","EHI_087570A",3783.747806,-1.172895618,0.442968075,-2.647810721,0.008101487,0.134119131,1395,2706,5229,6267,1566.75751,3083.114831,3554.807204,6930.311681,86.59,"UP_pEhEx_DOWN_U2AF84"
"165","EHI_016010A",1282.71047,0.691449486,0.261637135,2.642780376,0.008222835,0.135303018,1434,1368,1537,829,1610.559332,1558.647852,1044.891695,916.7430005,86.47,"DOWN_pEhEx_UP_U2AF84"
"166","EHI_197440A",1384.686807,0.692971287,0.262577426,2.639112199,0.008312347,0.135951932,1549,1477,1670,887,1739.718554,1682.838361,1135.308478,980.8818352,86.4,"DOWN_pEhEx_UP_U2AF84"
"167","EHI_083140A",40.55382637,-5.538961436,2.105571196,-2.630621775,0.008522883,0.138056508,0,3,27,127,0,3.418087396,18.35528677,140.4419313,86.19,"UP_pEhEx_DOWN_U2AF84"
"168","EHI_171280A",1020.765427,-0.916412258,0.348468069,-2.629831369,0.008542723,0.138056508,510,738,1594,1434,572.793068,840.8494994,1083.641745,1585.777398,86.19,"UP_pEhEx_DOWN_U2AF84"
"169","EHI_032780A",49.10901076,-1.685361807,0.641377266,-2.627723022,0.008595847,0.138093052,23,18,63,97,25.83184424,20.50852437,42.82900246,107.2666719,86.19,"UP_pEhEx_DOWN_U2AF84"
"170","EHI_086200A",103.4364714,-1.228344505,0.469902132,-2.614043266,0.00894777,0.142065479,46,63,157,166,51.66368849,71.77983531,106.7325934,183.5697685,85.79,"UP_pEhEx_DOWN_U2AF84"
"171","EHI_193350A",438.4572137,-1.353650661,0.517752387,-2.614474978,0.008936471,0.142065479,173,262,469,852,194.3003937,298.5129659,318.8381294,942.177366,85.79,"UP_pEhEx_DOWN_U2AF84"
"172","EHI_006170A",192.5768663,-1.229158046,0.472027003,-2.603999428,0.009214291,0.145446513,86,117,250,335,96.58863499,133.3054084,169.956359,370.4570629,85.46,"UP_pEhEx_DOWN_U2AF84"
"173","EHI_004400A",151.5857357,-1.051574124,0.405264681,-2.594783537,0.009465051,0.148541116,82,92,233,227,92.09614034,104.8213468,158.3993265,251.0261292,85.15,"UP_pEhEx_DOWN_U2AF84"
"174","EHI_030820A",901.739718,-0.796984869,0.307761814,-2.589615844,0.009608309,0.148851102,634,531,1418,1199,712.0604022,605.0014691,963.992468,1325.904533,85.11,"UP_pEhEx_DOWN_U2AF84"
"175","EHI_096360A",282.3756408,-1.105535998,0.427013068,-2.588998044,0.009625564,0.148851102,132,184,390,458,148.2523235,209.6426936,265.13192,506.4756263,85.11,"UP_pEhEx_DOWN_U2AF84"
"176","EHI_154240A",204.0607654,-0.982994219,0.379991716,-2.586883288,0.009684839,0.148851102,122,120,310,300,137.0210869,136.7234958,210.7458851,331.7525937,85.11,"UP_pEhEx_DOWN_U2AF84"
"177","EHI_189990A",435.7590435,-0.903934839,0.349522617,-2.58619842,0.009704105,0.148851102,258,278,647,630,289.765905,316.7427653,439.847057,696.6804467,85.11,"UP_pEhEx_DOWN_U2AF84"
"178","EHI_035220A",78.81696264,-1.308200233,0.506306481,-2.583810959,0.009771534,0.149043337,26,54,166,101,29.20121523,61.52557312,112.8510223,111.6900399,85.1,"UP_pEhEx_DOWN_U2AF84"
"179","EHI_005070A",106.0967937,-1.082817427,0.420067825,-2.57772046,0.009945442,0.150010413,57,63,174,154,64.01804878,71.77983531,118.2896258,170.2996647,85,"UP_pEhEx_DOWN_U2AF84"
"180","EHI_103370A",61.90429434,-1.400983624,0.543209933,-2.579083223,0.009906292,0.150010413,19,41,134,80,21.33934959,46.71386108,91.0966084,88.46735831,85,"UP_pEhEx_DOWN_U2AF84"
"181","EHI_004840A",1018.475045,-0.890036283,0.346261087,-2.570419596,0.01015754,0.152204815,588,673,1463,1494,660.3967137,766.7909391,994.5846126,1652.127916,84.78,"UP_pEhEx_DOWN_U2AF84"
"182","EHI_118270A",23993.61994,-2.480160974,0.965572305,-2.568591663,0.01021127,0.152204815,4325,8539,25137,58145,4857.509841,9729.016091,17088.77198,64299.18186,84.78,"UP_pEhEx_DOWN_U2AF84"
"183","EHI_160980A",14552.05697,-0.747456224,0.291182146,-2.566971342,0.010259109,0.152204815,8579,10614,23229,18708,9635.277903,12093.19321,15791.66505,20688.09174,84.78,"UP_pEhEx_DOWN_U2AF84"
"184","EHI_008200A",274.2717538,-0.847161076,0.330482893,-2.563403713,0.010365145,0.152506357,160,186,457,357,179.699786,211.9214185,310.6802242,394.7855864,84.75,"UP_pEhEx_DOWN_U2AF84"
"185","EHI_163260A",441.8626594,-0.793275981,0.309569576,-2.562512738,0.010391778,0.152506357,258,313,743,557,289.765905,356.6204516,505.1102988,615.9539822,84.75,"UP_pEhEx_DOWN_U2AF84"
"186","EHI_050520A",799.4456783,-1.0141716,0.396479399,-2.557942737,0.010529343,0.153694441,345,589,1211,1190,387.4776636,671.084492,823.2686028,1315.951955,84.63,"UP_pEhEx_DOWN_U2AF84"
"187","EHI_030070A",13350.43668,-1.03184115,0.404009719,-2.55400081,0.010649301,0.153791765,5049,10417,22124,18829,5670.651373,11868.7388,15040.45794,20821.89862,84.62,"UP_pEhEx_DOWN_U2AF84"
"188","EHI_193360A",156.7509991,-1.206457728,0.472158379,-2.555197112,0.010612768,0.153791765,69,98,213,265,77.49553273,111.6575216,144.8028178,293.0481244,84.62,"UP_pEhEx_DOWN_U2AF84"
"189","EHI_069560A",367.8468599,-0.863387219,0.339777656,-2.541035893,0.011052457,0.158769426,240,221,563,513,269.5496791,251.7991048,382.7417204,567.2969352,84.12,"UP_pEhEx_DOWN_U2AF84"
"190","EHI_132040A",324.8955877,0.89183001,0.352525353,2.529832262,0.011411707,0.163067284,435,313,387,173,488.5587933,356.6204516,263.0924437,191.3106623,83.69,"DOWN_pEhEx_UP_U2AF84"
"191","EHI_026310A",234.8998929,0.78797843,0.311777427,2.527374856,0.011491877,0.163353123,270,256,250,158,303.2433889,291.6767911,169.956359,174.7230327,83.66,"DOWN_pEhEx_UP_U2AF84"
"192","EHI_036560A",104.2689018,-1.211444395,0.481020701,-2.518487026,0.011786023,0.166661725,36,75,225,125,40.43245186,85.4521849,152.9607231,138.2302474,83.33,"UP_pEhEx_DOWN_U2AF84"
"193","EHI_065830A",139.4726313,-1.269578304,0.506074848,-2.508676946,0.012118426,0.170474227,51,93,195,237,57.2793068,105.9607093,132.56596,262.084549,82.95,"UP_pEhEx_DOWN_U2AF84"
"194","EHI_141890A",86.73417433,-1.259924811,0.505942586,-2.490252543,0.012765235,0.178352643,30,60,152,128,33.69370988,68.36174792,103.3334662,141.5477733,82.16,"UP_pEhEx_DOWN_U2AF84"
"195","EHI_151360A",45.17079119,-1.572501502,0.631777347,-2.489012163,0.012809858,0.178352643,22,18,61,85,24.70872058,20.50852437,41.46935159,93.9965682,82.16,"UP_pEhEx_DOWN_U2AF84"
"196","EHI_127380A",171.931132,-1.054429052,0.425167291,-2.480033329,0.01313701,0.181789471,83,114,254,264,93.21926401,129.887321,172.6756607,291.9422824,81.82,"UP_pEhEx_DOWN_U2AF84"
"197","EHI_185410A",809.0715588,0.677701162,0.273423049,2.47858096,0.013190617,0.181789471,890,871,991,516,999.5800598,992.3847073,673.7070069,570.6144611,81.82,"DOWN_pEhEx_UP_U2AF84"
"198","EHI_007940A",490.210012,-0.982623195,0.396839974,-2.476119494,0.013281912,0.18199659,197,384,884,634,221.2553616,437.5151867,600.9656853,701.1038146,81.8,"UP_pEhEx_DOWN_U2AF84"
"199","EHI_038300A",61.48665792,-1.355470582,0.550547142,-2.462042719,0.013814821,0.18199659,19,42,138,75,21.33934959,47.85322354,93.81591014,82.93814841,81.8,"UP_pEhEx_DOWN_U2AF84"
"200","EHI_050130A",885.6397266,-0.913382341,0.371549811,-2.458303879,0.0139595,0.18199659,510,575,1199,1356,572.793068,655.1334175,815.1106976,1499.521723,81.8,"UP_pEhEx_DOWN_U2AF84"
"201","EHI_055700A",92.84142836,-1.248523512,0.505859995,-2.468120674,0.013582452,0.18199659,55,42,128,158,61.77180145,47.85322354,87.01765579,174.7230327,81.8,"UP_pEhEx_DOWN_U2AF84"
"202","EHI_056380A",409.2024008,-1.150023962,0.466129082,-2.467179171,0.01361822,0.18199659,139,309,624,637,156.1141891,352.0630018,424.211072,704.4213405,81.8,"UP_pEhEx_DOWN_U2AF84"
"203","EHI_068170A",458.5573389,-1.077571957,0.43715541,-2.464963105,0.013702736,0.18199659,200,320,613,749,224.6247325,364.5959889,416.7329922,828.2756422,81.8,"UP_pEhEx_DOWN_U2AF84"
"204","EHI_081410A",19173.39152,0.667835815,0.271458919,2.460172669,0.013887019,0.18199659,22897,18740,23839,12135,25716.16251,21351.6526,16206.35856,13419.39241,81.8,"DOWN_pEhEx_UP_U2AF84"
"205","EHI_096790A",449.081739,-1.034689887,0.418731525,-2.471010244,0.013473196,0.18199659,236,284,576,738,265.0571844,323.5789401,391.579451,816.1113804,81.8,"UP_pEhEx_DOWN_U2AF84"
"206","EHI_111550A",2067.05378,0.642408405,0.259718075,2.473483626,0.013380294,0.18199659,2263,2193,2562,1344,2541.628849,2498.621886,1741.712767,1486.25162,81.8,"DOWN_pEhEx_UP_U2AF84"
"207","EHI_155310A",168.8416789,-1.041632136,0.422498717,-2.465408991,0.013685694,0.18199659,112,83,248,259,125.7898502,94.56708462,168.5967081,286.4130725,81.8,"UP_pEhEx_DOWN_U2AF84"
"208","EHI_174220A",321.6775982,-0.787110808,0.32035369,-2.457005593,0.014010051,0.18199659,214,203,519,418,240.3484638,231.2905805,352.8294012,462.2419472,81.8,"UP_pEhEx_DOWN_U2AF84"
"209","EHI_190990A",270.5710766,0.751539579,0.305714768,2.458303158,0.013959528,0.18199659,288,312,294,184,323.4596149,355.4810892,199.8686781,203.4749241,81.8,"DOWN_pEhEx_UP_U2AF84"
"210","EHI_058080A",1962.972346,-0.86376632,0.35231042,-2.451719482,0.014217545,0.183812547,1017,1441,2900,2800,1142.216765,1641.821312,1971.493764,3096.357541,81.62,"UP_pEhEx_DOWN_U2AF84"
"211","EHI_006840A",377.0917819,-1.011943411,0.413187009,-2.449117201,0.014320684,0.184268519,181,260,521,592,203.285383,296.234241,354.1890521,654.6584515,81.57,"UP_pEhEx_DOWN_U2AF84"
"212","EHI_030480A",151.7855816,-1.00217432,0.410688123,-2.440232052,0.01467783,0.187973155,114,65,290,188,128.0360976,74.05856024,197.1493764,207.898292,81.2,"UP_pEhEx_DOWN_U2AF84"
"213","EHI_065800A",158.1138506,-0.956506165,0.39252533,-2.436801125,0.014817826,0.18887511,109,81,255,221,122.4204792,92.28835969,173.3554861,244.3910773,81.11,"UP_pEhEx_DOWN_U2AF84"
"214","EHI_025360A",315.3753997,-0.741677859,0.30461936,-2.434769277,0.014901288,0.189051385,199,218,545,379,223.5016089,248.3810174,370.5048625,419.11411,81.09,"UP_pEhEx_DOWN_U2AF84"
"215","EHI_048990A",58910.73919,0.644321631,0.265073877,2.430724741,0.015068658,0.189404653,69039,58070,61717,45200,77539.33455,66162.77836,41956.78642,49984.05744,81.06,"DOWN_pEhEx_UP_U2AF84"
"216","EHI_151930A",718.0146543,0.862816737,0.354910929,2.431079652,0.015053905,0.189404653,742,896,936,345,833.3577577,1020.868769,636.3166079,381.5154827,81.06,"DOWN_pEhEx_UP_U2AF84"
"217","EHI_014810A",87.56898633,1.208230273,0.49850023,2.423730623,0.015361996,0.190141666,120,97,104,31,134.7748395,110.5181591,70.70184533,34.28110134,80.99,"DOWN_pEhEx_UP_U2AF84"
"218","EHI_093900A",471.1248528,-0.740841584,0.305614175,-2.424107404,0.015346066,0.190141666,291,332,767,595,326.8289859,378.2683385,521.4261093,657.9759774,80.99,"UP_pEhEx_DOWN_U2AF84"
"219","EHI_103900A",88.22721122,1.225097683,0.506019568,2.421048038,0.015475832,0.190141666,71,147,79,47,79.74178005,167.4862824,53.70620943,51.97457301,80.99,"DOWN_pEhEx_UP_U2AF84"
"220","EHI_188760A",4895.655436,0.902500098,0.37277838,2.421009764,0.015477462,0.190141666,6287,5001,6579,2126,7061.078468,5697.951689,4472.571542,2351.020047,80.99,"DOWN_pEhEx_UP_U2AF84"
"221","EHI_198680A",76.85643508,-1.202064476,0.496483641,-2.421156261,0.015471225,0.190141666,33,49,122,119,37.06308087,55.8287608,82.93870317,131.5951955,80.99,"UP_pEhEx_DOWN_U2AF84"
"222","EHI_153260A",57.45874096,-1.314545628,0.543951077,-2.416661504,0.015663576,0.191561298,22,36,95,90,24.70872058,41.01704875,64.5834164,99.5257781,80.84,"UP_pEhEx_DOWN_U2AF84"
"223","EHI_194540A",32666.4668,-0.683720979,0.283123989,-2.414917158,0.015738789,0.19161799,21600,22710,50011,42079,24259.47111,25874.92159,33998.74987,46532.72463,80.84,"UP_pEhEx_DOWN_U2AF84"
"224","EHI_025230A",713.1259719,-1.031638768,0.429550805,-2.401668804,0.016320477,0.195084132,274,552,1089,1063,307.7358836,628.9280808,740.3298996,1175.510024,80.49,"UP_pEhEx_DOWN_U2AF84"
"225","EHI_050960A",3198.908318,-0.783583565,0.326455736,-2.400275069,0.016382756,0.195084132,1651,2499,5271,4079,1854.277167,2847.266801,3583.359872,4510.729432,80.49,"UP_pEhEx_DOWN_U2AF84"
"226","EHI_069950A",40.22250055,-1.445762563,0.601299316,-2.404397485,0.016199149,0.195084132,16,22,66,66,17.9699786,25.06597424,44.86847876,72.9855706,80.49,"UP_pEhEx_DOWN_U2AF84"
"227","EHI_137890A",214.8387765,-0.879243168,0.365744786,-2.403980044,0.016217659,0.195084132,121,146,338,296,135.8979632,166.3469199,229.7809973,327.3292257,80.49,"UP_pEhEx_DOWN_U2AF84"
"228","EHI_160740A",713.1259719,-1.031638768,0.429550805,-2.401668804,0.016320477,0.195084132,274,552,1089,1063,307.7358836,628.9280808,740.3298996,1175.510024,80.49,"UP_pEhEx_DOWN_U2AF84"
"229","EHI_005100A",61.08124049,-1.148023928,0.478916989,-2.397125084,0.016524282,0.195091839,33,34,108,86,37.06308087,38.73832382,73.42114707,95.10241018,80.49,"UP_pEhEx_DOWN_U2AF84"
"230","EHI_168290A",66.04616631,-1.131622624,0.472087297,-2.397062218,0.016527117,0.195091839,32,41,119,91,35.93995721,46.71386108,80.89922686,100.6316201,80.49,"UP_pEhEx_DOWN_U2AF84"
"231","EHI_002200A",212.1990642,0.799801817,0.334115431,2.393788919,0.016675342,0.195989412,234,243,253,124,262.8109371,276.8650791,171.9958353,137.1244054,80.4,"DOWN_pEhEx_UP_U2AF84"
"232","EHI_113900A",506.2143737,-0.893455879,0.373995698,-2.388946945,0.016896742,0.197735583,235,390,824,684,263.9340607,444.3513615,560.1761591,756.3959135,80.23,"UP_pEhEx_DOWN_U2AF84"
"233","EHI_012420A",59.43449771,-1.124872763,0.47211379,-2.382630598,0.017189434,0.197751323,33,33,113,78,37.06308087,37.59896135,76.82027425,86.25567435,80.22,"UP_pEhEx_DOWN_U2AF84"
"234","EHI_052180A",189.6334679,1.112025626,0.466578957,2.383360005,0.017155408,0.197751323,203,256,244,66,227.9941035,291.6767911,165.8774063,72.9855706,80.22,"DOWN_pEhEx_UP_U2AF84"
"235","EHI_134490A",468.1449184,-1.19235049,0.500326965,-2.38314257,0.017165545,0.197751323,130,372,789,693,146.0060762,423.8428371,536.3822689,766.3484913,80.22,"UP_pEhEx_DOWN_U2AF84"
"236","EHI_155420A",543.5144999,-0.923800301,0.386967542,-2.387281106,0.016973507,0.197751323,266,396,787,804,298.7508943,451.1875362,535.022618,889.096951,80.22,"UP_pEhEx_DOWN_U2AF84"
"237","EHI_175410A",214.2850628,-0.94099786,0.395556972,-2.378918654,0.017363507,0.198911064,127,132,306,322,142.6367052,150.3958454,208.0265834,356.0811172,80.11,"UP_pEhEx_DOWN_U2AF84"
"238","EHI_013900A",25058.80311,0.57896709,0.243842789,2.374345754,0.01758008,0.198925641,26979,26103,30971,17307,30300.7533,29740.77843,21054.87357,19138.80713,80.11,"DOWN_pEhEx_UP_U2AF84"
"239","EHI_135080A",32576.82496,-0.793980752,0.3342691,-2.375274149,0.01753592,0.198925641,18124,23968,47527,45516,20355.49326,27308.23957,32310.06349,50333.50351,80.11,"UP_pEhEx_DOWN_U2AF84"
"240","EHI_194550A",2354.741887,-0.778380046,0.327842343,-2.374251108,0.017584587,0.198925641,1321,1742,3538,3206,1483.646358,1984.769415,2405.222392,3545.329384,80.11,"UP_pEhEx_DOWN_U2AF84"
"241","EHI_029600A",167.9294679,0.797473986,0.336846318,2.367471288,0.01791011,0.200139564,186,191,185,108,208.9010013,217.6182309,125.7677056,119.4309337,79.99,"DOWN_pEhEx_UP_U2AF84"
