"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","U2AF84_1","U2AF84_2","pEhEx_1","pEhEx_2","U2AF84_1.1","U2AF84_2.1","pEhEx_1.1","pEhEx_2.1","Certeza","DE"
"2029","EHI_158220A",70.22822882,0.214845392,0.554960235,0.387136553,0.698655118,0.935208695,70,64,135,34,78.61865639,72.91919778,91.77643384,37.59862728,6.48,"DOWN_pEhEx_UP_U2AF84"
"2030","EHI_021230A",36.38964962,0.216194799,0.561312067,0.385159721,0.700119084,0.935905127,35,34,44,34,39.3093282,38.73832382,29.91231918,37.59862728,6.41,"DOWN_pEhEx_UP_U2AF84"
"2031","EHI_106090A",315.7684273,-0.117724231,0.305608849,-0.385212114,0.700080269,0.935905127,292,244,503,285,327.9521095,278.0044415,341.9521942,315.164964,6.41,"UP_pEhEx_DOWN_U2AF84"
"2032","EHI_096780A",274.3842596,0.116800351,0.303891646,0.384348674,0.700720037,0.9361886,264,241,397,232,296.504647,274.5863541,269.890698,256.5553391,6.38,"DOWN_pEhEx_UP_U2AF84"
"2033","EHI_178670A",177.5763916,0.127763358,0.332766576,0.383942882,0.701020782,0.9361886,173,155,252,152,194.3003937,176.6011821,171.3160098,168.0879808,6.38,"DOWN_pEhEx_UP_U2AF84"
"2034","EHI_103260A",62.04190252,-0.253384622,0.660895215,-0.383396061,0.701426123,0.936209388,71,29,56,88,79.74178005,33.04151149,38.07022441,97.31409414,6.38,"UP_pEhEx_DOWN_U2AF84"
"2035","EHI_158040A",84.54636697,0.207675758,0.542246272,0.382991582,0.701726006,0.936209388,97,64,160,43,108.9429953,72.91919778,108.7720697,47.55120509,6.38,"DOWN_pEhEx_UP_U2AF84"
"2036","EHI_054520A",173.6917065,-0.501584364,1.313915642,-0.381747768,0.702648465,0.936979657,49,204,103,305,55.03305947,232.4299429,70.02201989,337.2818035,6.3,"UP_pEhEx_DOWN_U2AF84"
"2037","EHI_098730A",51.38296411,0.19124707,0.501600093,0.381273992,0.70299995,0.936988152,44,53,79,38,49.41744116,60.38621066,53.70620943,42.0219952,6.3,"DOWN_pEhEx_UP_U2AF84"
"2038","EHI_118440A",215.5286707,0.122043988,0.322596709,0.378317524,0.705194729,0.93899151,206,191,284,199,231.3634745,217.6182309,193.0704238,220.0625538,6.1,"DOWN_pEhEx_UP_U2AF84"
"2039","EHI_177300A",100.678343,-0.151232902,0.399463604,-0.37858994,0.704992394,0.93899151,89,80,173,85,99.95800598,91.14899722,117.6098004,93.9965682,6.1,"UP_pEhEx_DOWN_U2AF84"
"2040","EHI_140180A",53.14495368,0.181681515,0.48162833,0.377223481,0.706007532,0.939612965,51,49,78,42,57.2793068,55.8287608,53.02638399,46.44536311,6.04,"DOWN_pEhEx_UP_U2AF84"
"2041","EHI_183240A",141.6784959,0.132205656,0.350959397,0.376697865,0.706398149,0.939672207,128,134,204,119,143.7598288,152.6745703,138.6843889,131.5951955,6.03,"DOWN_pEhEx_UP_U2AF84"
"2042","EHI_024420A",355.8280358,-0.110718817,0.295195526,-0.375069427,0.707608834,0.940077539,320,285,518,350,359.3995721,324.7183026,352.1495758,387.0446926,5.99,"UP_pEhEx_DOWN_U2AF84"
"2043","EHI_113560A",55.05934056,-0.187519348,0.500197135,-0.374890887,0.707741616,0.940077539,37,54,91,50,41.55557552,61.52557312,61.86411466,55.29209894,5.99,"UP_pEhEx_DOWN_U2AF84"
"2044","EHI_194270A",11600.75536,0.098204784,0.261505565,0.375536114,0.707261793,0.940077539,10610,10597,14750,11200,11916.34206,12073.82404,10027.42518,12385.43016,5.99,"DOWN_pEhEx_UP_U2AF84"
"2045","EHI_003940A",9318.641835,-0.101684748,0.271612106,-0.374374873,0.708125434,0.94012741,7301,8584,12824,9564,8199.925862,9780.287402,8718.081389,10576.27269,5.99,"UP_pEhEx_DOWN_U2AF84"
"2046","EHI_176170A",36.12146165,-0.224014406,0.599564832,-0.373628328,0.708680855,0.940404947,38,21,56,36,42.67869918,23.92661177,38.07022441,39.81031124,5.96,"UP_pEhEx_DOWN_U2AF84"
"2047","EHI_099690A",38.00378974,0.203283007,0.546344528,0.372078418,0.709834465,0.941475609,36,36,55,30,40.43245186,41.01704875,37.39039897,33.17525937,5.85,"DOWN_pEhEx_UP_U2AF84"
"2048","EHI_010650A",6057.567857,-0.102287516,0.277395616,-0.368742368,0.712319765,0.943702409,4995,5332,7973,6443,5610.002695,6075.080665,5420.2482,7124.93987,5.63,"UP_pEhEx_DOWN_U2AF84"
"2049","EHI_011510A",44.15560348,-0.193854991,0.526838428,-0.367959095,0.712903735,0.943702409,41,32,75,39,46.04807017,36.45959889,50.98690769,43.12783718,5.63,"UP_pEhEx_DOWN_U2AF84"
"2050","EHI_125760A",40.83700659,0.203081298,0.551009361,0.368562337,0.712453973,0.943702409,35,42,47,40,39.3093282,47.85322354,31.95179548,44.23367915,5.63,"DOWN_pEhEx_UP_U2AF84"
"2051","EHI_202600A",322.6425348,-0.10902387,0.296045033,-0.368267856,0.712673518,0.943702409,270,279,513,290,303.2433889,317.8821278,348.7504486,320.6941739,5.63,"UP_pEhEx_DOWN_U2AF84"
"2052","EHI_094010A",81.85001982,0.178027521,0.484664153,0.367321412,0.713379284,0.943871714,67,86,82,89,75.2492854,97.98517201,55.74568574,98.41993612,5.61,"DOWN_pEhEx_UP_U2AF84"
"2053","EHI_138030A",221.6627996,0.119213431,0.325013204,0.366795656,0.713771448,0.94393058,188,220,324,185,211.1472486,250.6597424,220.2634412,204.5807661,5.61,"DOWN_pEhEx_UP_U2AF84"
"2054","EHI_126140A",20342.62366,-0.088604509,0.242347208,-0.365609777,0.714656278,0.944640602,16947,17907,30244,19328,19033.57671,20402.56367,20560.64048,21373.71377,5.54,"UP_pEhEx_DOWN_U2AF84"
"2055","EHI_008650A",32139.94956,-0.112884234,0.311895481,-0.361929687,0.717404574,0.944662236,27539,27064,38432,36775,30929.70255,30835.70576,26127.05115,40667.33877,5.53,"UP_pEhEx_DOWN_U2AF84"
"2056","EHI_020330A",375.8342598,0.136117568,0.378103864,0.360000468,0.718846784,0.944662236,379,318,670,235,425.6638682,362.317264,455.483042,259.872865,5.53,"DOWN_pEhEx_UP_U2AF84"
"2057","EHI_023880A",367.9154148,0.107809537,0.299995307,0.359370745,0.719317757,0.944662236,369,306,499,334,414.4326315,348.6449144,339.2328925,369.3512209,5.53,"DOWN_pEhEx_UP_U2AF84"
"2058","EHI_044590A",6454.862466,-0.087955407,0.241410781,-0.364339186,0.715604741,0.944662236,5522,5542,9672,6084,6201.888866,6314.346783,6575.271615,6727.942599,5.53,"UP_pEhEx_DOWN_U2AF84"
"2059","EHI_054510A",37.66392834,-0.202573913,0.560464296,-0.36143946,0.717770954,0.944662236,36,26,60,36,40.43245186,29.6234241,40.78952615,39.81031124,5.53,"UP_pEhEx_DOWN_U2AF84"
"2060","EHI_069250A",204.9074061,0.140223391,0.387460533,0.361903676,0.717424013,0.944662236,146,233,260,193,163.9760548,265.4714544,176.7546133,213.4275019,5.53,"DOWN_pEhEx_UP_U2AF84"
"2061","EHI_087390A",372.5409855,-0.103510061,0.287023021,-0.360633306,0.718373588,0.944662236,312,323,574,345,350.4145828,368.0140763,390.2198002,381.5154827,5.53,"UP_pEhEx_DOWN_U2AF84"
"2062","EHI_098540A",61.56853004,0.170110226,0.472729854,0.35984659,0.71896186,0.944662236,50,65,78,57,56.15618314,74.05856024,53.02638399,63.03299279,5.53,"DOWN_pEhEx_UP_U2AF84"
"2063","EHI_106100A",58.73531318,0.169645102,0.468261825,0.36228685,0.717137684,0.944662236,51,59,86,47,57.2793068,67.22238545,58.46498748,51.97457301,5.53,"DOWN_pEhEx_UP_U2AF84"
"2064","EHI_127410A",79.96072763,0.152819776,0.421077485,0.362925544,0.716660504,0.944662236,72,77,120,63,80.86490372,87.73090983,81.5790523,69.66804467,5.53,"DOWN_pEhEx_UP_U2AF84"
"2065","EHI_147700A",425.4372792,0.114621594,0.314942533,0.363944472,0.715899475,0.944662236,340,441,555,398,381.8620453,502.4588472,377.3031169,440.1251076,5.53,"DOWN_pEhEx_UP_U2AF84"
"2066","EHI_153440A",123.0633059,-0.138149253,0.380281444,-0.363281605,0.716394533,0.944662236,112,95,170,129,125.7898502,108.2394342,115.5703241,142.6536153,5.53,"UP_pEhEx_DOWN_U2AF84"
"2067","EHI_168240A",12584.54046,0.098167752,0.272667807,0.360026925,0.718826999,0.944662236,11079,11920,15622,12383,12443.08706,13581.20059,10620.23296,13693.64122,5.53,"DOWN_pEhEx_UP_U2AF84"
"2068","EHI_202810A",83.5898568,-0.148877718,0.414622031,-0.359068518,0.719543832,0.944662236,71,69,119,86,79.74178005,78.6160101,80.89922686,95.10241018,5.53,"UP_pEhEx_DOWN_U2AF84"
"2069","EHI_137000A",172.8788267,-0.122800881,0.343037007,-0.357981438,0.720357205,0.944910996,151,142,289,148,169.5916731,161.7894701,196.469551,163.6646129,5.51,"UP_pEhEx_DOWN_U2AF84"
"2070","EHI_199020A",150.6049294,-0.13744653,0.384052225,-0.357884998,0.720429378,0.944910996,111,142,198,164,124.6667266,161.7894701,134.6054363,181.3580845,5.51,"UP_pEhEx_DOWN_U2AF84"
"2071","EHI_001400A",1935.234594,0.099650609,0.280224526,0.355609875,0.722132747,0.946521917,1849,1691,2391,1910,2076.655652,1926.661929,1625.462617,2112.15818,5.35,"DOWN_pEhEx_UP_U2AF84"
"2072","EHI_156090A",57.22371931,0.165759487,0.466516337,0.35531336,0.722354848,0.946521917,56,51,79,49,62.89492511,58.10748573,53.70620943,54.18625696,5.35,"DOWN_pEhEx_UP_U2AF84"
"2073","EHI_197990A",4119.371169,0.12264182,0.346038355,0.35441684,0.723026516,0.946945003,3271,4313,4414,4421,3673.737501,4914.070313,3000.749474,4888.927388,5.31,"DOWN_pEhEx_UP_U2AF84"
"2074","EHI_132640.mRNA",963.9759485,0.122494436,0.347191486,0.352815206,0.724226983,0.948059913,756,1018,1069,1013,849.081489,1159.87099,726.7333909,1120.217925,5.19,"DOWN_pEhEx_UP_U2AF84"
"2075","EHI_008790A",70.45254969,-0.159891874,0.457511935,-0.349481318,0.726727994,0.95024608,66,52,124,58,74.12616174,59.24684819,84.29835404,64.13883477,4.98,"UP_pEhEx_DOWN_U2AF84"
"2076","EHI_121760A",43.52673913,0.183039403,0.52304974,0.349946456,0.726378882,0.95024608,42,40,66,33,47.17119383,45.57449861,44.86847876,36.4927853,4.98,"DOWN_pEhEx_UP_U2AF84"
"2077","EHI_153510A",61.60896235,-0.159155373,0.455785024,-0.349189563,0.726947001,0.95024608,51,52,100,56,57.2793068,59.24684819,67.98254358,61.92715082,4.98,"UP_pEhEx_DOWN_U2AF84"
"2078","EHI_065670A",57.61281277,0.166139964,0.479956409,0.346156361,0.729225209,0.952765371,56,52,91,42,62.89492511,59.24684819,61.86411466,46.44536311,4.72,"DOWN_pEhEx_UP_U2AF84"
"2079","EHI_015380A",1781.525544,0.08602793,0.25002107,0.34408272,0.730784078,0.953386767,1642,1602,2604,1525,1844.169054,1825.258669,1770.265435,1686.409018,4.66,"DOWN_pEhEx_UP_U2AF84"
"2080","EHI_020350A",54.31694026,0.193089697,0.561261882,0.344027811,0.730825371,0.953386767,61,42,98,31,68.51054343,47.85322354,66.62289271,34.28110134,4.66,"DOWN_pEhEx_UP_U2AF84"
"2081","EHI_035660A",176.7587481,0.119386507,0.346489432,0.344560314,0.730424946,0.953386767,160,165,221,171,179.699786,187.9948068,150.2414213,189.0989784,4.66,"DOWN_pEhEx_UP_U2AF84"
"2082","EHI_110010A",129.5336503,-0.128130013,0.37284443,-0.343655431,0.731105433,0.953386767,102,117,217,111,114.5586136,133.3054084,147.5221196,122.7484597,4.66,"UP_pEhEx_DOWN_U2AF84"
"2083","EHI_012060A",517.7860709,0.104197077,0.304427434,0.342272295,0.732145983,0.953447026,485,463,630,516,544.7149764,527.5248214,428.2900246,570.6144611,4.66,"DOWN_pEhEx_UP_U2AF84"
"2084","EHI_015250A",74.78220594,0.210030904,0.613777937,0.342193636,0.732205174,0.953447026,45,96,60,89,50.54056482,109.3787967,40.78952615,98.41993612,4.66,"DOWN_pEhEx_UP_U2AF84"
"2085","EHI_039590A",64.26619582,-0.161342714,0.470581995,-0.342857814,0.73170543,0.953447026,55,52,83,72,61.77180145,59.24684819,56.42551117,79.62062248,4.66,"UP_pEhEx_DOWN_U2AF84"
"2086","EHI_190450A",106.0831977,0.151126334,0.442471706,0.341550277,0.732689362,0.953620143,122,76,170,77,137.0210869,86.59154736,115.5703241,85.14983237,4.64,"DOWN_pEhEx_UP_U2AF84"
"2087","EHI_157890A",66.94404145,0.262022613,0.768650867,0.340886383,0.733189117,0.953813345,106,24,133,28,119.0511082,27.34469917,90.41678297,30.96357541,4.62,"DOWN_pEhEx_UP_U2AF84"
"2088","EHI_137820A",105.7809413,0.147946953,0.435328467,0.339851317,0.7339685,0.954369961,79,117,125,105,88.72676936,133.3054084,84.97817948,116.1134078,4.56,"DOWN_pEhEx_UP_U2AF84"
"2089","EHI_181710A",62.73133712,0.183170986,0.541036936,0.338555419,0.734944672,0.955181802,79,39,74,61,88.72676936,44.43513615,50.30708225,67.45636071,4.48,"DOWN_pEhEx_UP_U2AF84"
"2090","EHI_067560A",44.77614399,0.175995977,0.522182635,0.337039122,0.736087409,0.955295083,37,47,65,36,41.55557552,53.55003587,44.18865333,39.81031124,4.47,"DOWN_pEhEx_UP_U2AF84"
"2091","EHI_156270A",67.56017957,-0.151250287,0.447833502,-0.337737767,0.735560811,0.955295083,57,56,94,71,64.01804878,63.80429806,63.90359097,78.5147805,4.47,"UP_pEhEx_DOWN_U2AF84"
"2092","EHI_186920A",146.1482652,0.124610938,0.369258985,0.33746217,0.735768526,0.955295083,137,133,235,108,153.8679418,151.5352079,159.7589774,119.4309337,4.47,"DOWN_pEhEx_UP_U2AF84"
"2093","EHI_098390A",73.39452197,-0.146906687,0.437624635,-0.335691081,0.737103833,0.955716758,65,58,102,77,73.00303808,66.08302299,69.34219445,85.14983237,4.43,"UP_pEhEx_DOWN_U2AF84"
"2094","EHI_194410A",663.8665886,-0.091539692,0.272703756,-0.335674482,0.737116351,0.955716758,537,599,1000,624,603.1174069,682.4781167,679.8254358,690.0453948,4.43,"UP_pEhEx_DOWN_U2AF84"
"2095","EHI_049970A",189.0226343,0.112654146,0.336295035,0.334986051,0.737635609,0.955933498,158,189,266,165,177.4535387,215.3395059,180.8335659,182.4639265,4.41,"DOWN_pEhEx_UP_U2AF84"
"2096","EHI_154200A",141.7975401,-0.169631742,0.507295357,-0.334384573,0.738089379,0.955988004,82,153,148,181,92.09614034,174.3224572,100.6141645,200.1573982,4.4,"UP_pEhEx_DOWN_U2AF84"
"2097","EHI_199970A",3605.159176,-0.085307391,0.255413717,-0.333996904,0.738381895,0.955988004,3095,3090,5040,3615,3476.067736,3520.630018,3426.320197,3997.618754,4.4,"UP_pEhEx_DOWN_U2AF84"
"2098","EHI_003930A",143.7089764,0.158466396,0.478569299,0.331125285,0.740549853,0.956100765,102,165,137,162,114.5586136,187.9948068,93.13608471,179.1464006,4.39,"DOWN_pEhEx_UP_U2AF84"
"2099","EHI_044470A",52.89057285,-0.163275396,0.493155731,-0.331082833,0.740581919,0.956100765,42,46,72,57,47.17119383,52.4106734,48.94743138,63.03299279,4.39,"UP_pEhEx_DOWN_U2AF84"
"2100","EHI_137850A",52.89057285,-0.163275396,0.493155731,-0.331082833,0.740581919,0.956100765,42,46,72,57,47.17119383,52.4106734,48.94743138,63.03299279,4.39,"UP_pEhEx_DOWN_U2AF84"
"2101","EHI_159670A",331.0970447,-0.124568084,0.37594081,-0.331350257,0.740379934,0.956100765,246,313,386,388,276.288421,356.6204516,262.4126182,429.0666878,4.39,"UP_pEhEx_DOWN_U2AF84"
"2102","EHI_178070A",161.8235001,-0.118110979,0.355367283,-0.332363121,0.739615083,0.956100765,135,139,218,171,151.6216945,158.3713827,148.201945,189.0989784,4.39,"UP_pEhEx_DOWN_U2AF84"
"2103","EHI_192140A",43.88310088,-0.171258862,0.516950634,-0.331286685,0.740427948,0.956100765,35,38,70,41,39.3093282,43.29577368,47.58778051,45.33952113,4.39,"UP_pEhEx_DOWN_U2AF84"
"2104","EHI_178580A",152.9782839,0.115620336,0.349760429,0.33057009,0.740969242,0.956146147,134,147,203,141,150.4985708,167.4862824,138.0045635,155.923719,4.39,"DOWN_pEhEx_UP_U2AF84"
"2105","EHI_052810A",167.6081957,-0.110927482,0.336424718,-0.32972453,0.741608117,0.956515933,140,145,263,153,157.2373128,165.2075575,178.7940896,169.1938228,4.35,"UP_pEhEx_DOWN_U2AF84"
"2106","EHI_120310A",108.9547692,-0.178347956,0.54287544,-0.328524635,0.742515021,0.956914352,49,131,147,119,55.03305947,149.256483,99.93433907,131.5951955,4.31,"UP_pEhEx_DOWN_U2AF84"
"2107","EHI_163530A",632.3576706,-0.087791097,0.267343432,-0.328383218,0.74262193,0.956914352,545,539,954,592,612.1023962,614.1163688,648.5534658,654.6584515,4.31,"UP_pEhEx_DOWN_U2AF84"
"2108","EHI_010850A",768.0068888,0.135838842,0.416607736,0.326059336,0.744379462,0.957704667,487,931,838,809,546.9612237,1060.746455,569.6937152,894.6261609,4.23,"DOWN_pEhEx_UP_U2AF84"
"2109","EHI_043140A",48.15217186,0.16470185,0.50712677,0.324774513,0.745351736,0.957704667,40,50,70,39,44.92494651,56.96812326,47.58778051,43.12783718,4.23,"DOWN_pEhEx_UP_U2AF84"
"2110","EHI_073160A",37.8689695,0.202573818,0.623319245,0.32499208,0.745187066,0.957704667,48,24,61,26,53.90993581,27.34469917,41.46935159,28.75189145,4.23,"DOWN_pEhEx_UP_U2AF84"
"2111","EHI_078310A",1163.199895,0.093406412,0.287006104,0.325450961,0.744839792,0.957704667,1034,1088,1432,1156,1161.309867,1239.626362,973.5100241,1278.353328,4.23,"DOWN_pEhEx_UP_U2AF84"
"2112","EHI_188930A",54.78600871,0.170079434,0.522647731,0.325418871,0.744864075,0.957704667,61,42,91,37,68.51054343,47.85322354,61.86411466,40.91615322,4.23,"DOWN_pEhEx_UP_U2AF84"
"2113","EHI_199660A",116.1184825,0.121276103,0.372381106,0.325677379,0.744668461,0.957704667,114,100,163,101,128.0360976,113.9362465,110.811546,111.6900399,4.23,"DOWN_pEhEx_UP_U2AF84"
"2114","EHI_099300A",433.95898,-0.102528729,0.317762076,-0.322658798,0.746953659,0.958402261,408,332,573,461,458.2344544,378.2683385,389.5399747,509.7931522,4.16,"UP_pEhEx_DOWN_U2AF84"
"2115","EHI_104470A",258.2333779,-0.098572603,0.305483847,-0.322676972,0.746939894,0.958402261,218,223,400,237,244.8409585,254.0778298,271.9301743,262.084549,4.16,"UP_pEhEx_DOWN_U2AF84"
"2116","EHI_127810A",96.13350846,-0.141118958,0.43619114,-0.323525502,0.746297297,0.958402261,100,62,155,87,112.3123663,70.64047285,105.3729426,96.20825216,4.16,"UP_pEhEx_DOWN_U2AF84"
"2117","EHI_021190A",95.85684435,-0.128687516,0.400951876,-0.320955016,0.748244481,0.958982547,90,72,145,92,101.0811296,82.0340975,98.5746882,101.7374621,4.1,"UP_pEhEx_DOWN_U2AF84"
"2118","EHI_050760A",773.0655235,-0.086302143,0.27159748,-0.317757527,0.750668871,0.958982547,647,679,1247,673,726.6610098,773.6271139,847.7423185,744.2316518,4.1,"UP_pEhEx_DOWN_U2AF84"
"2119","EHI_051870A",90.5520116,0.129096293,0.406727182,0.317402668,0.750938083,0.958982547,83,84,115,86,93.21926401,95.70644708,78.17992512,95.10241018,4.1,"DOWN_pEhEx_UP_U2AF84"
"2120","EHI_068320A",114.4451882,-0.121828789,0.380395858,-0.320268444,0.748764842,0.958982547,107,87,180,105,120.1742319,99.12453448,122.3685784,116.1134078,4.1,"UP_pEhEx_DOWN_U2AF84"
"2121","EHI_124480A",1080.734754,0.085831132,0.269863592,0.318053767,0.750444152,0.958982547,981,986,1407,1032,1101.784313,1123.411391,956.5143882,1141.228922,4.1,"DOWN_pEhEx_UP_U2AF84"
"2122","EHI_147540A",44.72427748,-0.273722687,0.854580907,-0.320300494,0.748740549,0.958982547,14,57,29,71,15.72373128,64.94366052,19.71493764,78.5147805,4.1,"UP_pEhEx_DOWN_U2AF84"
"2123","EHI_178080A",642.1984127,0.089420507,0.280432731,0.318866157,0.749828008,0.958982547,577,593,836,612,648.0423534,675.6419419,568.3340644,676.7752911,4.1,"DOWN_pEhEx_UP_U2AF84"
"2124","EHI_183460A",818.0848267,0.10785415,0.337961848,0.319131141,0.74962707,0.958982547,901,601,992,815,1011.93442,684.7568416,674.3868323,901.2612128,4.1,"DOWN_pEhEx_UP_U2AF84"
"2125","EHI_186480A",25920.31922,-0.089682505,0.282502061,-0.317457879,0.750896196,0.958982547,20819,23563,33742,27593,23382.31153,26846.79777,22938.66986,30513.49772,4.1,"UP_pEhEx_DOWN_U2AF84"
"2126","EHI_202040A",944.9639194,0.09949767,0.311885942,0.319019413,0.749711792,0.958982547,901,827,1093,979,1011.93442,942.2527588,743.0492014,1082.619297,4.1,"DOWN_pEhEx_UP_U2AF84"
"2127","EHI_023600A",420.4598906,0.094082607,0.298337755,0.315356021,0.752491355,0.959161516,375,392,537,406,421.1713735,446.6300864,365.066259,448.9718434,4.08,"DOWN_pEhEx_UP_U2AF84"
"2128","EHI_098000A",316.2418502,0.093666873,0.296588772,0.315813956,0.752143725,0.959161516,284,293,432,288,318.9671202,333.8332023,293.6845883,318.4824899,4.08,"DOWN_pEhEx_UP_U2AF84"
"2129","EHI_107040A",370.0768858,0.090940706,0.287410872,0.316413591,0.751688602,0.959161516,349,326,521,328,391.9701583,371.4321637,354.1890521,362.7161691,4.08,"DOWN_pEhEx_UP_U2AF84"
"2130","EHI_163540A",362.3068396,0.118188026,0.373795102,0.316183989,0.75186286,0.959161516,368,300,642,233,413.3095079,341.8087396,436.4479298,257.6611811,4.08,"DOWN_pEhEx_UP_U2AF84"
"2131","EHI_194360A",67.28948538,-0.141942611,0.451109085,-0.314652522,0.753025496,0.959386284,50,63,102,65,56.15618314,71.77983531,69.34219445,71.87972863,4.06,"UP_pEhEx_DOWN_U2AF84"
"2132","EHI_198830A",49.34068122,0.155812895,0.495914523,0.314193048,0.753374423,0.959386284,50,42,69,42,56.15618314,47.85322354,46.90795507,46.44536311,4.06,"DOWN_pEhEx_UP_U2AF84"
"2133","EHI_150490A",9407.051578,0.093906118,0.299375696,0.31367315,0.753769296,0.959439118,7547,9610,11472,9408,8476.214283,10949.27329,7798.9574,10403.76134,4.06,"DOWN_pEhEx_UP_U2AF84"
"2134","EHI_047750A",540.6366331,-0.088397134,0.282873408,-0.312497149,0.754662729,0.959676492,447,479,763,539,502.0362772,545.7546209,518.7068075,596.0488266,4.03,"UP_pEhEx_DOWN_U2AF84"
"2135","EHI_131890A",1510.550241,0.079255067,0.253322227,0.312862666,0.754385003,0.959676492,1392,1352,2084,1376,1563.388139,1540.418053,1416.756208,1521.638563,4.03,"DOWN_pEhEx_UP_U2AF84"
"2136","EHI_151480A",107.4797269,0.120456049,0.386698489,0.311498629,0.755421585,0.960191762,109,89,147,96,122.4204792,101.4032594,99.93433907,106.16083,3.98,"DOWN_pEhEx_UP_U2AF84"
"2137","EHI_079840A",64.84580487,-0.13944401,0.448928476,-0.310615204,0.756093168,0.960595672,52,57,96,64,58.40243046,64.94366052,65.26324184,70.77388665,3.94,"UP_pEhEx_DOWN_U2AF84"
"2138","EHI_199600A",37.69223782,0.176444137,0.574752591,0.30699146,0.758849873,0.963647055,37,34,63,25,41.55557552,38.73832382,42.82900246,27.64604947,3.64,"DOWN_pEhEx_UP_U2AF84"
"2139","EHI_044880A",191.2511116,-0.108392155,0.354237026,-0.30598765,0.759614049,0.964166499,187,139,315,165,210.0241249,158.3713827,214.1450123,182.4639265,3.58,"UP_pEhEx_DOWN_U2AF84"
"2140","EHI_021780A",65.25369384,-0.141087501,0.46566381,-0.302981459,0.761903991,0.966621185,63,47,110,56,70.75679075,53.55003587,74.78079794,61.92715082,3.34,"UP_pEhEx_DOWN_U2AF84"
"2141","EHI_002130A",137.3842108,-0.108450283,0.360470265,-0.300857779,0.763522947,0.967078227,116,118,227,118,130.2823449,134.4447709,154.3203739,130.4893535,3.29,"UP_pEhEx_DOWN_U2AF84"
"2142","EHI_004900A",39.0324527,0.177301606,0.591389884,0.299804936,0.76432595,0.967078227,42,31,40,42,47.17119383,35.32023642,27.19301743,46.44536311,3.29,"DOWN_pEhEx_UP_U2AF84"
"2143","EHI_098350A",62.10285913,0.140346851,0.46954553,0.298899345,0.765016847,0.967078227,49,66,86,54,55.03305947,75.19792271,58.46498748,59.71546686,3.29,"DOWN_pEhEx_UP_U2AF84"
"2144","EHI_136150A",1663.437947,-0.087448293,0.292818311,-0.298643528,0.765212049,0.967078227,1345,1505,2146,1781,1510.601326,1714.74051,1458.905385,1969.504564,3.29,"UP_pEhEx_DOWN_U2AF84"
"2145","EHI_155660A",136.4175999,0.10690131,0.354854056,0.301254298,0.763220588,0.967078227,127,123,185,124,142.6367052,140.1415832,125.7677056,137.1244054,3.29,"DOWN_pEhEx_UP_U2AF84"
"2146","EHI_170010A",47.0892742,-0.153377403,0.510394325,-0.300507656,0.763789957,0.967078227,43,36,79,41,48.2943175,41.01704875,53.70620943,45.33952113,3.29,"UP_pEhEx_DOWN_U2AF84"
"2147","EHI_182520A",478.6808726,0.086631233,0.290411136,0.29830548,0.765470022,0.967078227,403,468,649,441,452.6188361,533.2216337,441.2067079,487.6763127,3.29,"DOWN_pEhEx_UP_U2AF84"
"2148","EHI_186820A",1455.444152,-0.083457728,0.27950201,-0.298594375,0.765249558,0.967078227,1238,1260,1926,1525,1390.427094,1435.596706,1309.343789,1686.409018,3.29,"UP_pEhEx_DOWN_U2AF84"
"2149","EHI_194520A",5354.812756,0.084656121,0.281541373,0.30068803,0.763652397,0.967078227,4939,4806,6499,5406,5547.10777,5475.776008,4418.185507,5978.181738,3.29,"DOWN_pEhEx_UP_U2AF84"
"2150","EHI_151290A",291.6370498,-0.097206664,0.32798928,-0.296371467,0.766946413,0.968492796,272,227,499,238,305.4896363,258.6352796,339.2328925,263.190391,3.15,"UP_pEhEx_DOWN_U2AF84"
"2151","EHI_100320A",198.4022028,-0.101004431,0.342021685,-0.29531587,0.767752594,0.968609802,160,178,268,207,179.699786,202.8065188,182.1932168,228.9092896,3.14,"UP_pEhEx_DOWN_U2AF84"
"2152","EHI_146370A",13010.81655,0.072339615,0.24476805,0.295543536,0.7675787,0.968609802,11723,11855,17764,12021,13166.3787,13507.14203,12076.41904,13293.32643,3.14,"DOWN_pEhEx_UP_U2AF84"
"2153","EHI_127250A",132.1156374,0.106732747,0.362328601,0.294574446,0.768318986,0.968874151,123,119,173,124,138.1442105,135.5841334,117.6098004,137.1244054,3.11,"DOWN_pEhEx_UP_U2AF84"
"2154","EHI_192090A",14565.7219,0.083101831,0.28267511,0.293983544,0.768770478,0.968993429,13500,12996,17559,14791,15162.16945,14807.1546,11937.05483,16356.50871,3.1,"DOWN_pEhEx_UP_U2AF84"
"2155","EHI_103610A",72.17550234,-0.126302379,0.430438621,-0.293427152,0.769195674,0.969079469,59,63,111,68,66.2642961,71.77983531,75.46062338,75.19725456,3.09,"UP_pEhEx_DOWN_U2AF84"
"2156","EHI_127340A",173.1458908,-0.150280802,0.515280764,-0.291648384,0.770555477,0.969443059,92,197,182,218,103.327377,224.4544057,123.7282293,241.0735514,3.06,"UP_pEhEx_DOWN_U2AF84"
"2157","EHI_140020A",54.50885303,-0.17496881,0.598695563,-0.292250052,0.770095445,0.969443059,36,54,52,73,40.43245186,61.52557312,35.35092266,80.72646446,3.06,"UP_pEhEx_DOWN_U2AF84"
