"","GenId","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","CDC5_1","CDC5_2","pEhEx_1","pEhEx_2","CDC5_1.1","CDC5_2.1","pEhEx_1.1","pEhEx_2.1","Certeza","DE"
"3540","EHI_052070A",46.28183657,0.025464054,0.546378318,0.046605169,0.962827912,0.990926378,35,46,75,41,45.85372752,47.59263389,48.43661668,43.24436819,0.91,"DOWN_pEhEx_UP_CDC5"
"3541","EHI_067830A",33.24353442,0.029138016,0.627227209,0.046455281,0.962947377,0.990926378,22,37,53,30,28.82234302,38.2810316,34.22854245,31.64222063,0.91,"DOWN_pEhEx_UP_CDC5"
"3542","EHI_100400A",60.27082869,-0.02503141,0.538835985,-0.0464546,0.962947919,0.990926378,36,70,113,46,47.16383403,72.42357331,72.97783579,48.51807163,0.91,"UP_pEhEx_DOWN_CDC5"
"3543","EHI_131130A",154.1310117,-0.017935506,0.382302836,-0.046914396,0.962581455,0.990926378,124,139,224,157,162.4532061,143.8125241,144.6640285,165.5942879,0.91,"UP_pEhEx_DOWN_CDC5"
"3544","EHI_183250A",720.0995654,0.015214236,0.325639104,0.046721158,0.962735467,0.990926378,462,814,1136,663,605.2692033,842.1826953,733.6532873,699.2930758,0.91,"DOWN_pEhEx_UP_CDC5"
"3545","EHI_187270A",418.6018982,0.017008807,0.362655545,0.046900722,0.962592352,0.990926378,355,364,512,476,465.0878078,376.6025812,330.6606365,502.0565673,0.91,"DOWN_pEhEx_UP_CDC5"
"3546","EHI_160710A",110.0402082,-0.019753791,0.432248492,-0.045700082,0.963549299,0.991265607,77,114,199,88,100.8782006,117.9469622,128.5184896,92.8171805,0.87,"UP_pEhEx_DOWN_CDC5"
"3547","EHI_000440A",298.5755657,-0.016143713,0.358413828,-0.045042104,0.964073749,0.991366562,235,277,545,235,307.8750277,286.5904258,351.9727479,247.8640616,0.86,"UP_pEhEx_DOWN_CDC5"
"3548","EHI_000780A",23.84078054,-0.036507461,0.830615451,-0.043952302,0.964942424,0.991366562,8,35,28,29,10.48085201,36.21178665,18.08300356,30.58747994,0.86,"UP_pEhEx_DOWN_CDC5"
"3549","EHI_048840A",43.61591298,-0.025995578,0.605003435,-0.042967653,0.965727319,0.991366562,39,34,50,53,51.09415353,35.17716418,32.29107778,55.90125644,0.86,"UP_pEhEx_DOWN_CDC5"
"3550","EHI_078750A",75.5271631,-0.021573524,0.495751245,-0.043516833,0.965289546,0.991366562,72,54,116,73,94.32766805,55.86961369,74.91530046,76.99607019,0.86,"UP_pEhEx_DOWN_CDC5"
"3551","EHI_140500A",17.56795953,0.035483288,0.82809047,0.04284953,0.965821481,0.991366562,17,13,29,15,22.27181051,13.45009219,18.72882512,15.82111031,0.86,"DOWN_pEhEx_UP_CDC5"
"3552","EHI_176990A",21.14367521,-0.03351819,0.770520147,-0.043500731,0.965302382,0.991366562,12,25,29,23,15.72127801,25.8655619,18.72882512,24.25903581,0.86,"UP_pEhEx_DOWN_CDC5"
"3553","EHI_177640A",764.9486508,0.013414301,0.302158241,0.044394952,0.964589586,0.991366562,542,799,1171,727,710.0777234,826.6633582,756.2570417,766.7964798,0.86,"DOWN_pEhEx_UP_CDC5"
"3554","EHI_194330A",683.6837051,0.014393076,0.332397511,0.043300795,0.965461758,0.991366562,547,635,868,759,716.6282559,656.9852721,560.5731103,800.5481818,0.86,"DOWN_pEhEx_UP_CDC5"
"3555","EHI_009450A",35.69161863,0.025303584,0.618288944,0.040925176,0.967355547,0.99207132,33,28,57,32,43.23351452,28.96942932,36.81182867,33.751702,0.79,"DOWN_pEhEx_UP_CDC5"
"3556","EHI_013330A",35.12718958,0.025070126,0.622278654,0.04028762,0.967863824,0.99207132,32,28,49,36,41.92340802,28.96942932,31.64525623,37.97066475,0.79,"DOWN_pEhEx_UP_CDC5"
"3557","EHI_017600A",43.1849662,-0.023637618,0.605524904,-0.039036575,0.968861228,0.99207132,26,50,84,31,34.06276902,51.73112379,54.24901068,32.69696131,0.79,"UP_pEhEx_DOWN_CDC5"
"3558","EHI_037230A",34.8071549,-0.019192765,0.624572901,-0.030729422,0.975485326,0.99207132,29,30,45,39,37.99308852,31.03867427,29.06197001,41.13488681,0.79,"UP_pEhEx_DOWN_CDC5"
"3559","EHI_040270A",18.62762501,-0.027098034,0.816075838,-0.033205289,0.97351088,0.99207132,13,19,21,23,17.03138451,19.65782704,13.56225267,24.25903581,0.79,"UP_pEhEx_DOWN_CDC5"
"3560","EHI_069460A",83.5374082,0.01521203,0.451413294,0.033698675,0.973117436,0.99207132,66,79,141,71,86.46702905,81.73517559,91.06083935,74.88658882,0.79,"DOWN_pEhEx_UP_CDC5"
"3561","EHI_083460A",68.58018955,-0.017784633,0.525336743,-0.033853776,0.972993753,0.99207132,58,58,77,84,75.98617704,60.0081036,49.72825979,88.59821775,0.79,"UP_pEhEx_DOWN_CDC5"
"3562","EHI_087640A",16.32631033,0.028771,0.846222302,0.03399934,0.972877677,0.99207132,15,13,27,14,19.65159751,13.45009219,17.437182,14.76636963,0.79,"DOWN_pEhEx_UP_CDC5"
"3563","EHI_096600A",34.68933425,0.020794696,0.61648711,0.033730951,0.973091698,0.99207132,29,31,59,29,37.99308852,32.07329675,38.10347179,30.58747994,0.79,"DOWN_pEhEx_UP_CDC5"
"3564","EHI_098790A",117.8437931,-0.015922242,0.418259681,-0.038067839,0.969633593,0.99207132,76,130,178,116,99.56809405,134.5009219,114.9562369,122.3499198,0.79,"UP_pEhEx_DOWN_CDC5"
"3565","EHI_104630A",3032.300277,0.010866936,0.343295387,0.03165477,0.974747365,0.99207132,1828,3568,4013,3272,2394.874683,3691.532994,2591.681903,3451.11153,0.79,"DOWN_pEhEx_UP_CDC5"
"3566","EHI_114150A",48.46851563,-0.023624863,0.58102099,-0.040660946,0.967566196,0.99207132,25,61,75,47,32.75266252,63.11197102,48.43661668,49.57281231,0.79,"UP_pEhEx_DOWN_CDC5"
"3567","EHI_117670A",31.23957264,0.022827575,0.660971325,0.034536408,0.97244941,0.99207132,18,38,52,27,23.58191701,39.31565408,33.5827209,28.47799856,0.79,"DOWN_pEhEx_UP_CDC5"
"3568","EHI_119580A",24.44790482,-0.025745252,0.721620043,-0.035677019,0.971539895,0.99207132,14,29,39,23,18.34149101,30.0040518,25.18704067,24.25903581,0.79,"UP_pEhEx_DOWN_CDC5"
"3569","EHI_129350A",20.23888909,0.026740595,0.7624108,0.035073736,0.972020944,0.99207132,17,18,31,19,22.27181051,18.62320456,20.02046823,20.04007306,0.79,"DOWN_pEhEx_UP_CDC5"
"3570","EHI_132030A",39.08216554,0.020872698,0.583983117,0.035741954,0.971488117,0.99207132,30,38,55,40,39.30319502,39.31565408,35.52018556,42.1896275,0.79,"DOWN_pEhEx_UP_CDC5"
"3571","EHI_135790A",43224.4504,0.008443352,0.275078785,0.030694304,0.975513334,0.99207132,32316,42880,69675,39060,42337.40168,44364.61176,44997.61689,41198.17126,0.79,"DOWN_pEhEx_UP_CDC5"
"3572","EHI_137820A",96.02306748,0.014252785,0.44313579,0.03216347,0.974341688,0.99207132,72,95,125,105,94.32766805,98.2891352,80.72769446,110.7477722,0.79,"DOWN_pEhEx_UP_CDC5"
"3573","EHI_139310A",20.14229584,-0.030524419,0.813064352,-0.037542439,0.970052502,0.99207132,21,12,27,22,27.51223651,12.41546971,17.437182,23.20429513,0.79,"UP_pEhEx_DOWN_CDC5"
"3574","EHI_148350A",17.34481614,0.026402295,0.868722751,0.030392085,0.975754358,0.99207132,19,10,30,14,24.89202351,10.34622476,19.37464667,14.76636963,0.79,"DOWN_pEhEx_UP_CDC5"
"3575","EHI_153520A",95.61643014,0.0137535,0.434169884,0.031677691,0.974729086,0.99207132,75,91,162,81,98.25798755,94.1506453,104.623092,85.43399569,0.79,"DOWN_pEhEx_UP_CDC5"
"3576","EHI_155470A",176.2751739,-0.014816973,0.371251219,-0.039910908,0.968164154,0.99207132,124,182,289,159,162.4532061,188.3012906,186.6424296,167.7037693,0.79,"UP_pEhEx_DOWN_CDC5"
"3577","EHI_166430A",16.80440941,-0.027438818,0.869504317,-0.031556851,0.974825454,0.99207132,11,18,17,22,14.41117151,18.62320456,10.97896645,23.20429513,0.79,"UP_pEhEx_DOWN_CDC5"
"3578","EHI_167100A",40.16401059,-0.02218482,0.592555788,-0.03743921,0.97013481,0.99207132,35,33,71,33,45.85372752,34.1425417,45.85333045,34.80644269,0.79,"UP_pEhEx_DOWN_CDC5"
"3579","EHI_173440A",42.9985599,-0.019358487,0.590344623,-0.03279184,0.973840585,0.99207132,24,52,69,40,31.44255602,53.80036874,44.56168734,42.1896275,0.79,"UP_pEhEx_DOWN_CDC5"
"3580","EHI_178740A",70.80855583,0.019061414,0.475605157,0.040078233,0.968030756,0.99207132,60,62,113,64,78.60639004,64.1465935,72.97783579,67.503404,0.79,"DOWN_pEhEx_UP_CDC5"
"3581","EHI_187140A",35.61094877,-0.018533107,0.603065995,-0.030731475,0.97548369,0.99207132,28,33,57,33,36.68298202,34.1425417,36.81182867,34.80644269,0.79,"UP_pEhEx_DOWN_CDC5"
"3582","EHI_189430A",61.05704792,0.019820993,0.5107878,0.038804751,0.969046057,0.99207132,41,67,106,50,53.71436653,69.31970588,68.4570849,52.73703438,0.79,"DOWN_pEhEx_UP_CDC5"
"3583","EHI_193490A",24.75890108,0.023619227,0.699744274,0.033754084,0.97307325,0.99207132,20,23,40,22,26.20213001,23.79631694,25.83286223,23.20429513,0.79,"DOWN_pEhEx_UP_CDC5"
"3584","EHI_198760A",30387.73082,-0.009576183,0.285464824,-0.03354593,0.97323924,0.99207132,20793,32217,47997,28424,27241.04447,33332.4323,30997.49721,29979.9493,0.79,"UP_pEhEx_DOWN_CDC5"
"3585","EHI_199690A",333.1242507,-0.012316456,0.347699011,-0.035422751,0.971742643,0.99207132,262,309,439,366,343.2479032,319.698345,283.515663,386.0350916,0.79,"UP_pEhEx_DOWN_CDC5"
"3586","EHI_199970A",3521.780385,-0.009851131,0.2883041,-0.034169235,0.972742199,0.99207132,2822,3211,5040,3615,3697.120545,3322.17277,3254.940641,3812.887585,0.79,"UP_pEhEx_DOWN_CDC5"
"3587","EHI_200070A",139.0395,-0.013626813,0.388392154,-0.035085192,0.972011809,0.99207132,99,142,214,134,129.7005436,146.9163916,138.2058129,141.3352521,0.79,"UP_pEhEx_DOWN_CDC5"
"3588","EHI_202040A",864.96199,-0.013636636,0.343238226,-0.039729363,0.968308892,0.99207132,739,728,1093,979,968.168704,753.2051624,705.8829604,1032.591133,0.79,"UP_pEhEx_DOWN_CDC5"
"3589","EHI_093740A",1965.199419,0.009247603,0.308235427,0.030001754,0.976065654,0.992111314,1383,2059,2638,2100,1811.87729,2130.287678,1703.677264,2214.955444,0.79,"DOWN_pEhEx_UP_CDC5"
"3590","EHI_043140A",42.82745911,-0.017405984,0.598421792,-0.02908648,0.976795618,0.992576718,23,53,70,39,30.13244952,54.83499122,45.2075089,41.13488681,0.74,"UP_pEhEx_DOWN_CDC5"
"3591","EHI_120640A",23.06409104,0.020997752,0.736755716,0.028500291,0.977263136,0.992775249,14,27,32,24,18.34149101,27.93480685,20.66628978,25.3137765,0.72,"DOWN_pEhEx_UP_CDC5"
"3592","EHI_187280A",202.0184078,-0.014871194,0.531071911,-0.028002222,0.977660379,0.9929023,72,297,355,168,94.32766805,307.2828753,229.2666523,177.1964355,0.71,"UP_pEhEx_DOWN_CDC5"
"3593","EHI_070670.mRNA",133.5244103,-0.011249642,0.407645988,-0.027596598,0.977983895,0.992954425,91,142,232,112,119.2196916,146.9163916,149.8306009,118.130957,0.7,"UP_pEhEx_DOWN_CDC5"
"3594","EHI_000520A",16.5404153,0.022253315,0.850706776,0.02615862,0.979130821,0.99301341,16,12,23,17,20.96170401,12.41546971,14.85389578,17.93059169,0.7,"DOWN_pEhEx_UP_CDC5"
"3595","EHI_054520A",192.6720167,-0.015913417,0.606772683,-0.026226324,0.979076819,0.99301341,149,181,103,305,195.2058686,187.2666681,66.51962024,321.6959097,0.7,"UP_pEhEx_DOWN_CDC5"
"3596","EHI_095860A",63.07171028,-0.014890184,0.567928347,-0.02621842,0.979083124,0.99301341,31,82,118,48,40.61330152,84.83904302,76.20694357,50.627553,0.7,"UP_pEhEx_DOWN_CDC5"
"3597","EHI_159810A",30.15784502,0.021034191,0.795077619,0.026455519,0.978894012,0.99301341,27,25,74,11,35.37287552,25.8655619,47.79079512,11.60214756,0.7,"DOWN_pEhEx_UP_CDC5"
"3598","EHI_087600A",16.39302788,-0.02113781,0.833590987,-0.025357531,0.979769785,0.993265153,13,15,25,16,17.03138451,15.51933714,16.14553889,16.875851,0.67,"UP_pEhEx_DOWN_CDC5"
"3599","EHI_141860A",34.85982806,0.01563637,0.621361416,0.025164695,0.979923598,0.993265153,26,35,63,27,34.06276902,36.21178665,40.68675801,28.47799856,0.67,"DOWN_pEhEx_UP_CDC5"
"3600","EHI_030890A",32.60028003,0.015530395,0.625640931,0.024823176,0.980196005,0.993265285,24,33,53,29,31.44255602,34.1425417,34.22854245,30.58747994,0.67,"DOWN_pEhEx_UP_CDC5"
"3601","EHI_000510A",9468.778455,-0.007072345,0.29953643,-0.023610968,0.981162923,0.993868805,7054,9326,12568,10304,9241.491256,9648.889209,8116.685312,10868.04804,0.61,"UP_pEhEx_DOWN_CDC5"
"3602","EHI_038920A",20.43370326,-0.017204393,0.757558713,-0.02271031,0.981881352,0.993868805,16,19,31,20,20.96170401,19.65782704,20.02046823,21.09481375,0.61,"UP_pEhEx_DOWN_CDC5"
"3603","EHI_091940A",17.95255831,0.018344356,0.803419185,0.022832858,0.981783598,0.993868805,15,16,29,16,19.65159751,16.55395961,18.72882512,16.875851,0.61,"DOWN_pEhEx_UP_CDC5"
"3604","EHI_134750A",20.30499967,-0.018181285,0.786085854,-0.023128879,0.981547469,0.993868805,11,25,34,18,14.41117151,25.8655619,21.95793289,18.98533238,0.61,"UP_pEhEx_DOWN_CDC5"
"3605","EHI_054140A",101.9884007,-0.009418801,0.4278251,-0.022015542,0.982435558,0.994153929,78,98,176,86,102.1883071,101.3930026,113.6645938,90.70769913,0.58,"UP_pEhEx_DOWN_CDC5"
"3606","EHI_192630A",24.51646689,-0.015466374,0.715300398,-0.021622209,0.982749318,0.994195649,20,22,45,19,26.20213001,22.76169447,29.06197001,20.04007306,0.58,"UP_pEhEx_DOWN_CDC5"
"3607","EHI_004550A",2685.625207,-0.00744248,0.416800125,-0.017856234,0.985753544,0.994346521,2364,2184,2558,3540,3097.091768,2259.615487,1652.011539,3733.782034,0.57,"UP_pEhEx_DOWN_CDC5"
"3608","EHI_006720A",32.85738917,0.011201559,0.625350084,0.017912461,0.985708688,0.994346521,25,32,46,34,32.75266252,33.10791923,29.70779156,35.86118338,0.57,"DOWN_pEhEx_UP_CDC5"
"3609","EHI_008240A",23.30160044,-0.014810777,0.71649091,-0.020671271,0.983507887,0.994346521,18,22,35,23,23.58191701,22.76169447,22.60375445,24.25903581,0.57,"UP_pEhEx_DOWN_CDC5"
"3610","EHI_088220A",140.683207,-0.006929732,0.389561844,-0.017788529,0.985807556,0.994346521,103,141,234,124,134.9409696,145.8817691,151.122244,130.7878453,0.57,"UP_pEhEx_DOWN_CDC5"
"3611","EHI_121490A",276.511338,-0.006186267,0.349967,-0.017676715,0.985896756,0.994346521,236,235,454,247,309.1851342,243.1362818,293.2029863,260.5209498,0.57,"UP_pEhEx_DOWN_CDC5"
"3612","EHI_122730A",17.80577787,-0.016382283,0.814285001,-0.020118611,0.983948754,0.994346521,16,14,26,18,20.96170401,14.48471466,16.79136045,18.98533238,0.57,"UP_pEhEx_DOWN_CDC5"
"3613","EHI_135030A",35.2552971,0.012084545,0.654037356,0.018476843,0.985258451,0.994346521,19,44,44,40,24.89202351,45.52338894,28.41614845,42.1896275,0.57,"DOWN_pEhEx_UP_CDC5"
"3614","EHI_151810A",12685.34278,-0.006247124,0.323264172,-0.019325134,0.984581733,0.994346521,10091,11690,15567,14575,13220.2847,12094.73674,10053.50416,15372.84552,0.57,"UP_pEhEx_DOWN_CDC5"
"3615","EHI_163760A",25.64027185,0.012956617,0.723928596,0.017897645,0.985720508,0.994346521,26,17,38,25,34.06276902,17.58858209,24.54121912,26.36851719,0.57,"DOWN_pEhEx_UP_CDC5"
"3616","EHI_178820A",167.6308341,-0.008324452,0.442136397,-0.018827791,0.984978484,0.994346521,88,211,231,178,115.2893721,218.3053424,149.1847794,187.7438424,0.57,"UP_pEhEx_DOWN_CDC5"
"3617","EHI_199020A",150.6923027,0.007250945,0.402704151,0.018005637,0.985634357,0.994346521,127,131,198,164,166.3835256,135.5355443,127.872668,172.9774728,0.57,"DOWN_pEhEx_UP_CDC5"
"3618","EHI_083560A",344.4876997,0.007949281,0.467256535,0.017012669,0.986426509,0.994605833,297,291,299,469,389.1016307,301.0751405,193.1006452,494.6733825,0.54,"DOWN_pEhEx_UP_CDC5"
"3619","EHI_002990A",46.24325497,-0.007797633,0.563735945,-0.013832066,0.98896396,0.995095493,31,50,83,37,40.61330152,51.73112379,53.60318912,39.02540544,0.49,"UP_pEhEx_DOWN_CDC5"
"3620","EHI_008370A",24.0558141,0.010672494,0.71646839,0.014895973,0.988115172,0.995095493,18,24,43,19,23.58191701,24.83093942,27.7703269,20.04007306,0.49,"DOWN_pEhEx_UP_CDC5"
"3621","EHI_035750A",36.27103157,-0.008478782,0.600877377,-0.014110669,0.988741689,0.995095493,30,32,57,34,39.30319502,33.10791923,36.81182867,35.86118338,0.49,"UP_pEhEx_DOWN_CDC5"
"3622","EHI_118640A",17.27625408,0.011767738,0.817119993,0.01440148,0.988509678,0.995095493,13,17,24,18,17.03138451,17.58858209,15.49971734,18.98533238,0.49,"DOWN_pEhEx_UP_CDC5"
"3623","EHI_158220A",62.03604531,0.008643135,0.590756994,0.01463061,0.988326878,0.995095493,56,50,135,34,73.36596404,51.73112379,87.18591002,35.86118338,0.49,"DOWN_pEhEx_UP_CDC5"
"3624","EHI_159630A",54.98465403,-0.008615496,0.575687875,-0.014965567,0.988059651,0.995095493,57,34,79,56,74.67607054,35.17716418,51.0199029,59.0654785,0.49,"UP_pEhEx_DOWN_CDC5"
"3625","EHI_186790A",33.05222692,0.01080942,0.688867464,0.015691581,0.987480444,0.995095493,20,39,69,20,26.20213001,40.35027656,44.56168734,21.09481375,0.49,"DOWN_pEhEx_UP_CDC5"
"3626","EHI_188950A",30.84378198,-0.008829402,0.645962068,-0.013668607,0.989094369,0.995095493,20,34,47,30,26.20213001,35.17716418,30.35361312,31.64222063,0.49,"UP_pEhEx_DOWN_CDC5"
"3627","EHI_177180A",116.2405014,0.005513181,0.415768932,0.013260204,0.989420198,0.995148851,98,101,165,119,128.3904371,104.4968701,106.5605567,125.5141418,0.49,"DOWN_pEhEx_UP_CDC5"
"3628","EHI_141350A",21.83835432,0.009675297,0.753380039,0.012842518,0.989753435,0.995209628,17,21,41,16,22.27181051,21.72707199,26.47868378,16.875851,0.48,"DOWN_pEhEx_UP_CDC5"
"3629","EHI_016140A",73.57450859,0.00604594,0.495401773,0.012204114,0.990262767,0.995447389,61,65,89,85,79.91649654,67.25046093,57.47811846,89.65295844,0.46,"DOWN_pEhEx_UP_CDC5"
"3630","EHI_040600A",22.43705807,-0.008601223,0.730260295,-0.011778297,0.990602496,0.995514575,16,23,37,20,20.96170401,23.79631694,23.89539756,21.09481375,0.45,"UP_pEhEx_DOWN_CDC5"
"3631","EHI_143120A",16.38492896,0.009911302,0.875670988,0.011318523,0.990969318,0.995608943,11,18,34,10,14.41117151,18.62320456,21.95793289,10.54740688,0.44,"DOWN_pEhEx_UP_CDC5"
"3632","EHI_002160A",1432.229272,0.002750966,0.304260385,0.009041487,0.992786035,0.995905849,1103,1374,1930,1532,1445.04747,1421.571282,1246.435603,1615.862733,0.41,"DOWN_pEhEx_UP_CDC5"
"3633","EHI_021270A",86.43962547,0.005059817,0.56468363,0.008960446,0.992850694,0.995905849,34,124,142,77,44.54362102,128.293187,91.70666091,81.21503294,0.41,"DOWN_pEhEx_UP_CDC5"
"3634","EHI_044540A",31.58865919,-0.006452889,0.697246875,-0.009254812,0.992615834,0.995905849,14,43,51,29,18.34149101,44.48876646,32.93689934,30.58747994,0.41,"UP_pEhEx_DOWN_CDC5"
"3635","EHI_093230A",23.32746727,-0.007168549,0.718123516,-0.009982335,0.992035381,0.995905849,19,21,38,21,24.89202351,21.72707199,24.54121912,22.14955444,0.41,"UP_pEhEx_DOWN_CDC5"
"3636","EHI_131050A",49.11175912,-0.005658678,0.536059126,-0.010556071,0.99157763,0.995905849,37,48,82,43,48.47394053,49.66187884,52.95736757,45.35384956,0.41,"UP_pEhEx_DOWN_CDC5"
"3637","EHI_152930A",21.59838253,0.006818755,0.766575681,0.008895084,0.992902843,0.995905849,15,23,42,15,19.65159751,23.79631694,27.12450534,15.82111031,0.41,"DOWN_pEhEx_UP_CDC5"
"3638","EHI_098270A",18.26828608,-0.006190783,0.800184767,-0.007736692,0.993827075,0.99601131,12,20,29,17,15.72127801,20.69244952,18.72882512,17.93059169,0.4,"UP_pEhEx_DOWN_CDC5"
"3639","EHI_166470A",93.16832236,0.00338257,0.434188161,0.007790562,0.993784093,0.99601131,68,94,135,94,89.08724205,97.25451273,87.18591002,99.14562463,0.4,"DOWN_pEhEx_UP_CDC5"
"3640","EHI_188720A",1722.81016,-0.002406107,0.294216756,-0.008178008,0.993474966,0.99601131,1431,1516,2783,1565,1874.762403,1568.487673,1797.32139,1650.669176,0.4,"UP_pEhEx_DOWN_CDC5"
"3641","EHI_008600A",25.31490959,0.0035772,0.726421038,0.004924418,0.996070899,0.997711873,14,31,33,28,18.34149101,32.07329675,21.31211134,29.53273925,0.23,"DOWN_pEhEx_UP_CDC5"
"3642","EHI_086220A",19.92040089,-0.00392585,0.775317253,-0.00506354,0.995959897,0.997711873,13,22,34,17,17.03138451,22.76169447,21.95793289,17.93059169,0.23,"UP_pEhEx_DOWN_CDC5"
"3643","EHI_127700A",26.3334154,0.002985369,0.689417736,0.004330276,0.996544951,0.997912704,18,28,36,28,23.58191701,28.96942932,23.24957601,29.53273925,0.21,"DOWN_pEhEx_UP_CDC5"
"3644","EHI_152450A",90.76920047,0.00125184,0.43654911,0.002867581,0.997712004,0.998807188,66,92,147,82,86.46702905,95.18526777,94.93576869,86.48873638,0.12,"DOWN_pEhEx_UP_CDC5"
"3645","EHI_170290A",17.20646715,0.001683907,0.848313259,0.001985006,0.998416195,0.999237937,13,17,35,11,17.03138451,17.58858209,22.60375445,11.60214756,0.08,"DOWN_pEhEx_UP_CDC5"
"3646","EHI_105250A",46.23546499,0.000660608,0.608044647,0.001086446,0.999133141,0.999681212,24,59,86,35,31.44255602,61.04272607,55.54065379,36.91592406,0.03,"DOWN_pEhEx_UP_CDC5"
"3647","EHI_010700A",36.45177776,-0.000185743,0.606492636,-0.000306257,0.999755642,0.999839557,32,30,54,36,41.92340802,31.03867427,34.87436401,37.97066475,0.02,"UP_pEhEx_DOWN_CDC5"
"3648","EHI_121860A",42.64073296,0.000117567,0.584661521,0.000201085,0.999839557,0.999839557,40,32,68,39,52.40426003,33.10791923,43.91586579,41.13488681,0.02,"DOWN_pEhEx_UP_CDC5"
"3649","EHI_000010A",6.147999712,0.696510016,1.361961068,0.511402295,0.609069388,NA,7,6,11,2,9.170745505,6.207734855,7.104037113,2.109481375,NA,"DOWN_pEhEx_UP_CDC5"
"3650","EHI_000620A",12.00575178,-4.289728272,1.39222439,-3.081204656,0.002061649,NA,1,1,25,28,1.310106501,1.034622476,16.14553889,29.53273925,NA,"UP_pEhEx_DOWN_CDC5"
"3651","EHI_000670A",10.41242545,0.445832954,1.050949193,0.424219322,0.67140587,NA,12,8,11,10,15.72127801,8.276979806,7.104037113,10.54740688,NA,"DOWN_pEhEx_UP_CDC5"
"3652","EHI_001060A",8.546948163,-3.232434058,1.427913257,-2.263746795,0.023589693,NA,0,3,22,16,0,3.103867427,14.20807423,16.875851,NA,"UP_pEhEx_DOWN_CDC5"
"3653","EHI_001180A",9.347625657,1.176313698,1.105819034,1.063748825,0.2874425,NA,12,10,11,4,15.72127801,10.34622476,7.104037113,4.21896275,NA,"DOWN_pEhEx_UP_CDC5"
"3654","EHI_001430A",12.46669009,0.057948382,0.979262682,0.059175524,0.952812305,NA,9,13,12,16,11.79095851,13.45009219,7.749858668,16.875851,NA,"DOWN_pEhEx_UP_CDC5"
"3655","EHI_001800A",8.390498905,1.429592134,1.270607891,1.125124552,0.260536259,NA,11,10,12,1,14.41117151,10.34622476,7.749858668,1.054740688,NA,"DOWN_pEhEx_UP_CDC5"
"3656","EHI_001860A",6.96368094,2.040721353,1.488217189,1.371252374,0.170296297,NA,11,8,8,0,14.41117151,8.276979806,5.166572446,0,NA,"DOWN_pEhEx_UP_CDC5"
"3657","EHI_001870A",6.355026436,0.217585913,1.423886102,0.152811319,0.878547071,NA,9,2,13,3,11.79095851,2.069244952,8.395680224,3.164222063,NA,"DOWN_pEhEx_UP_CDC5"
"3658","EHI_001910A",12.63184541,0.164631481,0.946104572,0.174009815,0.861857749,NA,11,12,22,9,14.41117151,12.41546971,14.20807423,9.492666188,NA,"DOWN_pEhEx_UP_CDC5"
"3659","EHI_003040A",10.57697737,-0.499125222,1.085781453,-0.459692161,0.645737197,NA,3,13,19,12,3.930319502,13.45009219,12.27060956,12.65688825,NA,"UP_pEhEx_DOWN_CDC5"
"3660","EHI_003950A",15.36835617,0.526316278,0.879911747,0.598146666,0.549742075,NA,16,15,24,9,20.96170401,15.51933714,15.49971734,9.492666188,NA,"DOWN_pEhEx_UP_CDC5"
"3661","EHI_004470A",10.86241216,0.627722863,1.035494052,0.60620615,0.544377869,NA,10,13,18,5,13.10106501,13.45009219,11.624788,5.273703438,NA,"DOWN_pEhEx_UP_CDC5"
"3662","EHI_004510A",6.171713088,0.555509854,1.362089873,0.407836417,0.683393775,NA,5,8,12,2,6.550532504,8.276979806,7.749858668,2.109481375,NA,"DOWN_pEhEx_UP_CDC5"
"3663","EHI_004560A",9.89635533,-0.748569384,1.13307719,-0.660651711,0.508835698,NA,9,3,17,13,11.79095851,3.103867427,10.97896645,13.71162894,NA,"UP_pEhEx_DOWN_CDC5"
"3664","EHI_004850A",11.39696551,0.423980611,1.029004085,0.412030056,0.680317393,NA,13,9,20,6,17.03138451,9.311602282,12.91643111,6.328444125,NA,"DOWN_pEhEx_UP_CDC5"
"3665","EHI_004870A",13.79580561,-0.367009454,0.921028161,-0.398477994,0.690277877,NA,9,12,30,11,11.79095851,12.41546971,19.37464667,11.60214756,NA,"UP_pEhEx_DOWN_CDC5"
"3666","EHI_004980A",12.93936217,-0.422928937,0.930100282,-0.454713266,0.649315535,NA,9,10,23,14,11.79095851,10.34622476,14.85389578,14.76636963,NA,"UP_pEhEx_DOWN_CDC5"
"3667","EHI_005030A",10.6297353,-2.166020363,1.209647114,-1.790621693,0.073354024,NA,1,6,15,24,1.310106501,6.207734855,9.687323335,25.3137765,NA,"UP_pEhEx_DOWN_CDC5"
"3668","EHI_005040A",12.37493312,-0.445842469,0.978415852,-0.455677888,0.648621625,NA,8,10,15,18,10.48085201,10.34622476,9.687323335,18.98533238,NA,"UP_pEhEx_DOWN_CDC5"
"3669","EHI_005120A",11.3402023,0.532753553,0.982554307,0.542212831,0.587671897,NA,11,12,14,9,14.41117151,12.41546971,9.04150178,9.492666188,NA,"DOWN_pEhEx_UP_CDC5"
"3670","EHI_005260A",9.941299849,1.246937399,1.066673891,1.168995894,0.242405286,NA,11,13,7,7,14.41117151,13.45009219,4.52075089,7.383184813,NA,"DOWN_pEhEx_UP_CDC5"
