baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,UmasM_1,UmasM_2,pEhEx_1,pEhEx_2,UmasM_1.1,UmasM_2.1,pEhEx_1.1,pEhEx_2.1,Certeza,DE,
EHI_161930A,166.7816795,-0.159251346,0.542032818,-0.293803882,0.768907769,0.999745166,147,178,250,122,182.5218014,133.1312858,196.7415782,154.7320524,0.03,UP_pEhEx_DOWN_UmasM
EHI_161940A,438.704303,-0.776146495,0.565744025,-1.371904008,0.170093322,0.999745166,180,565,566,523,223.4960833,422.5796432,445.4229331,663.3185525,0.03,UP_pEhEx_DOWN_UmasM
EHI_161960A,29.3877576,0.70907778,0.793905071,0.893151846,0.371775861,0.999745166,32,45,40,10,39.73263704,33.65678574,31.47865251,12.68295512,0.03,DOWN_pEhEx_UP_UmasM
EHI_161970A,194.5731812,-0.578503362,0.538183759,-1.074917913,0.282411482,0.999745166,104,244,261,206,129.1310704,182.4945716,205.3982077,261.2688754,0.03,UP_pEhEx_DOWN_UmasM
EHI_161980A,213.4126168,-0.081299043,0.560945372,-0.144932193,0.884764409,0.999745166,217,195,275,175,269.4369449,145.8460715,216.415736,221.9517145,0.03,UP_pEhEx_DOWN_UmasM
EHI_162180A,19.87293906,-0.062312434,0.845691513,-0.073682227,0.941263241,0.999745166,20,19,24,17,24.83289815,14.21064287,18.88719151,21.5610237,0.03,UP_pEhEx_DOWN_UmasM
EHI_162190A,15.01150122,0.697147294,0.925827412,0.752999193,0.451450399,0.999745166,18,20,16,8,22.34960833,14.95857144,12.59146101,10.14636409,0.03,DOWN_pEhEx_UP_UmasM
EHI_162200A,446.0433325,-0.158519506,0.48941043,-0.323898913,0.746014567,0.999745166,372,510,596,372,461.8919056,381.4435717,469.0319225,471.8059303,0.03,UP_pEhEx_DOWN_UmasM
EHI_162210A,21.77771553,-0.003930794,0.839379885,-0.004682974,0.996263541,0.999745166,14,35,36,12,17.3830287,26.17750002,28.33078726,15.21954614,0.03,UP_pEhEx_DOWN_UmasM
EHI_162230A,64.90078808,-0.562718202,2.930750941,-0.192004784,0.847738458,0.999745166,0,140,55,88,0,104.7100001,43.28314721,111.610005,0.03,UP_pEhEx_DOWN_UmasM
EHI_162540A,22.34606377,0.319077248,0.809082432,0.39436927,0.693308428,0.999745166,19,35,31,12,23.59125324,26.17750002,24.3959557,15.21954614,0.03,DOWN_pEhEx_UP_UmasM
EHI_162550A,15.2209401,0.090840914,0.939136299,0.096728147,0.922942286,0.999745166,9,27,23,9,11.17480417,20.19407144,18.1002252,11.4146596,0.03,DOWN_pEhEx_UP_UmasM
EHI_162560A,34.76247073,-0.375533352,0.740962376,-0.506818381,0.612282258,0.999745166,16,54,55,28,19.86631852,40.38814289,43.28314721,35.51227432,0.03,UP_pEhEx_DOWN_UmasM
EHI_162570A,10.12958301,1.20456775,1.078336212,1.117061392,0.263968077,0.999745166,12,18,9,4,14.89973889,13.4627143,7.082696816,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_163240A,5690.663667,-0.301523174,0.47846644,-0.630186673,0.528572458,0.999745166,4633,5942,8517,4623,5752.540856,4444.191575,6702.592087,5863.33015,0.03,UP_pEhEx_DOWN_UmasM
EHI_163260A,581.9101193,-0.314924536,0.600576483,-0.524370409,0.600020934,0.999745166,233,999,743,557,289.3032634,747.1806434,584.7159705,706.4405999,0.03,UP_pEhEx_DOWN_UmasM
EHI_163470A,12.73103538,0.10787988,0.981477053,0.109915845,0.912476116,0.999745166,13,14,18,8,16.1413838,10.47100001,14.16539363,10.14636409,0.03,DOWN_pEhEx_UP_UmasM
EHI_163480A,273.3761861,-0.366110159,0.56345674,-0.649757351,0.515848972,0.999745166,133,417,345,272,165.1387727,311.8862145,271.5033779,344.9763791,0.03,UP_pEhEx_DOWN_UmasM
EHI_163490A,19.07875317,1.221916487,1.042477661,1.172127262,0.241145966,0.999745166,35,14,22,4,43.45757176,10.47100001,17.31325888,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_163510A,159.2960934,0.254737974,0.6050138,0.421044898,0.673722297,0.999745166,187,154,220,92,232.1875977,115.1810001,173.1325888,116.6831871,0.03,DOWN_pEhEx_UP_UmasM
EHI_163520A,18.94095292,0.648699426,0.909279878,0.713421073,0.475585237,0.999745166,10,45,20,11,12.41644907,33.65678574,15.73932626,13.95125063,0.03,DOWN_pEhEx_UP_UmasM
EHI_163530A,695.8077369,-0.228570239,0.474905753,-0.481296,0.63030614,0.999745166,522,847,954,592,648.1386417,633.4955005,750.7658625,750.8309428,0.03,UP_pEhEx_DOWN_UmasM
EHI_163540A,434.5394787,0.225275109,0.532731131,0.422868302,0.672391351,0.999745166,405,581,642,233,502.8661875,434.5465003,505.2323729,295.5128542,0.03,DOWN_pEhEx_UP_UmasM
EHI_163550A,11.81765437,0.458059205,0.997885836,0.459029669,0.646212861,0.999745166,10,20,14,7,12.41644907,14.95857144,11.01752838,8.878068581,0.03,DOWN_pEhEx_UP_UmasM
EHI_163560A,357.3107966,0.071952168,0.632013682,0.113845902,0.909359951,0.999745166,151,728,496,242,187.488381,544.4920004,390.3352912,306.9275138,0.03,DOWN_pEhEx_UP_UmasM
EHI_163570A,18.77306831,0.972453626,0.868565728,1.119608562,0.262880605,0.999745166,24,27,19,8,29.79947778,20.19407144,14.95235994,10.14636409,0.03,DOWN_pEhEx_UP_UmasM
EHI_163580A,292.5341698,0.143890438,0.535968198,0.268468238,0.78833892,0.999745166,186,512,370,209,230.9459528,382.9394289,291.1775358,265.0737619,0.03,DOWN_pEhEx_UP_UmasM
EHI_163590A,89.14370491,-0.730437262,0.604914922,-1.207504122,0.227238058,0.999745166,48,99,106,110,59.59895556,74.04492863,83.41842916,139.5125063,0.03,UP_pEhEx_DOWN_UmasM
EHI_163600A,18.46249817,0.48549595,0.873259907,0.555958136,0.578239474,0.999745166,13,36,23,10,16.1413838,26.92542859,18.1002252,12.68295512,0.03,DOWN_pEhEx_UP_UmasM
EHI_163620A,23.9400321,0.103512203,0.822752703,0.125812048,0.899880704,0.999745166,27,22,34,15,33.5244125,16.45442858,26.75685464,19.02443267,0.03,DOWN_pEhEx_UP_UmasM
EHI_163630A,10.06136809,-2.40651849,1.213178567,-1.983647383,0.047295163,0.999745166,2,5,11,20,2.483289815,3.73964286,8.656629441,25.36591023,0.03,UP_pEhEx_DOWN_UmasM
EHI_163640A,75.79515182,-0.079005437,0.636528758,-0.124119195,0.9012209,0.999745166,40,130,89,68,49.6657963,97.23071436,70.04000184,86.24409479,0.03,UP_pEhEx_DOWN_UmasM
EHI_163650A,458.042249,-0.017636619,0.492016422,-0.03584559,0.971405481,0.999745166,399,555,541,391,495.4163181,415.1003574,425.7487753,495.903545,0.03,UP_pEhEx_DOWN_UmasM
EHI_163670A,3409.423469,-0.718190785,0.662090923,-1.084731356,0.278040656,0.999745166,1009,5217,3643,4428,1252.819712,3901.94336,2866.918278,5616.012525,0.03,UP_pEhEx_DOWN_UmasM
EHI_163690A,2618.069778,0.41763343,0.617590396,0.676230447,0.498894344,0.999745166,3622,1995,2860,1760,4497.237855,1492.117501,2250.723655,2232.2001,0.03,DOWN_pEhEx_UP_UmasM
EHI_163700A,135.337243,-0.194606352,0.542228686,-0.358900879,0.719669242,0.999745166,90,188,198,105,111.7480417,140.6105715,155.8193299,133.1710287,0.03,UP_pEhEx_DOWN_UmasM
EHI_163710A,232.8885027,-0.895359656,0.578210575,-1.548501005,0.12150172,0.999745166,90,285,318,281,111.7480417,213.159643,250.2552875,356.3910388,0.03,UP_pEhEx_DOWN_UmasM
EHI_163740A,138.274052,-0.32180136,0.52992115,-0.607262721,0.543676574,0.999745166,101,161,189,125,125.4061357,120.4165001,148.7366331,158.5369389,0.03,UP_pEhEx_DOWN_UmasM
EHI_163750A,39201.02474,-0.885102935,0.601288077,-1.472011452,0.141017785,0.999745166,29209,25152,40518,55065,36267.2061,18811.89944,31886.30106,69838.69234,0.03,UP_pEhEx_DOWN_UmasM
EHI_163760A,31.02391167,0.032109157,0.737641084,0.043529512,0.965279439,0.999745166,19,52,38,25,23.59125324,38.89228574,29.90471989,31.70738779,0.03,DOWN_pEhEx_UP_UmasM
EHI_163860A,177.3506718,-0.372716661,0.54060872,-0.689438862,0.490547135,0.999745166,104,240,224,177,129.1310704,179.5028573,176.2804541,224.4883055,0.03,UP_pEhEx_DOWN_UmasM
EHI_164070A,25.28135674,0.437869557,0.798310158,0.548495535,0.583351694,0.999745166,16,51,29,16,19.86631852,38.14435717,22.82202307,20.29272819,0.03,DOWN_pEhEx_UP_UmasM
EHI_164310A,6.957771567,0.786611229,1.358542919,0.579010952,0.562581783,0.999745166,9,9,11,1,11.17480417,6.731357148,8.656629441,1.268295512,0.03,DOWN_pEhEx_UP_UmasM
EHI_164320A,10.81489669,0.732384652,1.12716158,0.649760128,0.515847178,0.999745166,7,24,5,10,8.691514352,17.95028573,3.934831564,12.68295512,0.03,DOWN_pEhEx_UP_UmasM
EHI_164360A,11.54497259,0.294466113,1.050298311,0.280364264,0.779198051,0.999745166,7,22,9,11,8.691514352,16.45442858,7.082696816,13.95125063,0.03,DOWN_pEhEx_UP_UmasM
EHI_164370A,12.56237499,0.362370604,0.977750388,0.370616681,0.710923056,0.999745166,10,21,12,10,12.41644907,15.70650001,9.443595754,12.68295512,0.03,DOWN_pEhEx_UP_UmasM
EHI_164380A,15.45745859,0.227494078,0.921971685,0.246747359,0.805103752,0.999745166,15,20,23,8,18.62467361,14.95857144,18.1002252,10.14636409,0.03,DOWN_pEhEx_UP_UmasM
EHI_164400A,296.6763505,-0.292068123,0.551716847,-0.529380468,0.596541545,0.999745166,151,462,439,243,187.488381,345.5430003,345.4782113,308.1958093,0.03,UP_pEhEx_DOWN_UmasM
EHI_164420A,9.60515779,0.453430902,1.088365245,0.416616484,0.67695895,0.999745166,7,18,11,6,8.691514352,13.4627143,8.656629441,7.609773069,0.03,DOWN_pEhEx_UP_UmasM
EHI_164430A,261.4657729,-0.054505812,0.655484948,-0.083153416,0.933729553,0.999745166,305,180,248,266,378.7016968,134.627143,195.1676456,337.3666061,0.03,UP_pEhEx_DOWN_UmasM
EHI_164440A,1480.329001,0.12571131,0.616944062,0.203764519,0.838537521,0.999745166,1832,1090,1485,1311,2274.69347,815.2421435,1168.644975,1662.735416,0.03,DOWN_pEhEx_UP_UmasM
EHI_164460A,12.09688763,0.25896679,1.016119638,0.254858562,0.798832342,0.999745166,13,14,18,6,16.1413838,10.47100001,14.16539363,7.609773069,0.03,DOWN_pEhEx_UP_UmasM
EHI_164480A,37.55858061,0.193858752,2.824755728,0.068628501,0.945285332,0.999745166,17,79,89,0,21.10796343,59.08635719,70.04000184,0,0.03,DOWN_pEhEx_UP_UmasM
EHI_164490A,96.33434365,0.088159417,0.620892761,0.141988154,0.887089363,0.999745166,71,148,158,49,88.15678843,110.6934287,124.3406774,62.14648007,0.03,DOWN_pEhEx_UP_UmasM
EHI_164500A,1472.101519,-0.402552748,0.559279185,-0.71977066,0.471666212,0.999745166,642,2324,2019,1391,797.1360306,1738.186001,1588.884986,1764.199057,0.03,UP_pEhEx_DOWN_UmasM
EHI_164510A,6003.232293,-0.039967295,0.526070421,-0.075973279,0.939440357,0.999745166,6175,5580,7232,5110,7667.157304,4173.441432,5691.340375,6480.990064,0.03,UP_pEhEx_DOWN_UmasM
EHI_164520.mRNA,6.681054843,1.38265777,1.527176698,0.905368562,0.365270165,0.999745166,11,8,9,0,13.65809398,5.983428576,7.082696816,0,0.03,DOWN_pEhEx_UP_UmasM
EHI_164620A,12.32538742,0.427855398,1.016739746,0.420811127,0.673893006,0.999745166,7,26,14,8,8.691514352,19.44614287,11.01752838,10.14636409,0.03,DOWN_pEhEx_UP_UmasM
EHI_164730A,119.7811529,-0.311973779,0.562691073,-0.554431719,0.579283424,0.999745166,73,164,146,119,90.64007825,122.6602858,114.8970817,150.9271659,0.03,UP_pEhEx_DOWN_UmasM
EHI_164740A,920.0228299,-0.410397531,0.474352397,-0.86517436,0.386943096,0.999745166,640,1050,1252,879,794.6527408,785.3250006,985.2818237,1114.831755,0.03,UP_pEhEx_DOWN_UmasM
EHI_164750A,868.2795222,-0.16026882,0.494924208,-0.323824977,0.746070545,0.999745166,775,907,1202,699,962.2748033,678.3712148,945.9335081,886.5385626,0.03,UP_pEhEx_DOWN_UmasM
EHI_164760A,37.97456479,-0.320560194,0.69964058,-0.458178389,0.646824285,0.999745166,33,36,60,29,40.97428195,26.92542859,47.21797877,36.78056984,0.03,UP_pEhEx_DOWN_UmasM
EHI_164770A,11.57057387,-0.025264156,1.008597447,-0.025048801,0.980016039,0.999745166,10,14,12,11,12.41644907,10.47100001,9.443595754,13.95125063,0.03,UP_pEhEx_DOWN_UmasM
EHI_164780A,98.00820275,0.003402298,0.635832419,0.005350935,0.995730592,0.999745166,55,171,157,57,68.29046991,127.8957858,123.5537111,72.29284416,0.03,DOWN_pEhEx_UP_UmasM
EHI_164790A,12.18794162,0.522281562,0.988450512,0.528384128,0.597232752,0.999745166,13,17,14,7,16.1413838,12.71478572,11.01752838,8.878068581,0.03,DOWN_pEhEx_UP_UmasM
EHI_164800A,468.0002675,-0.773889277,0.578517584,-1.337710898,0.180990697,0.999745166,187,612,577,574,232.1875977,457.7322861,454.0795625,728.0016236,0.03,UP_pEhEx_DOWN_UmasM
EHI_164810A,137.853845,-0.197262447,0.559090827,-0.352827193,0.724217996,0.999745166,83,205,167,129,103.0565273,153.3253573,131.4233742,163.610121,0.03,UP_pEhEx_DOWN_UmasM
EHI_164820A,10.69387297,0.56651525,1.090339381,0.519576987,0.603358442,0.999745166,12,14,6,10,14.89973889,10.47100001,4.721797877,12.68295512,0.03,DOWN_pEhEx_UP_UmasM
EHI_164840A,15.69201745,-0.922463812,1.082998575,-0.85176826,0.394342726,0.999745166,2,25,19,21,2.483289815,18.6982143,14.95235994,26.63420574,0.03,UP_pEhEx_DOWN_UmasM
EHI_164850A,61.46782365,0.263473986,0.639055205,0.412286739,0.680129267,0.999745166,68,67,77,40,84.43185371,50.11121432,60.59640609,50.73182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_164870A,35426.83462,0.25932964,0.621552801,0.417228656,0.676511167,0.999745166,46994,25210,38367,27051,58349.86078,18855.2793,30193.53653,34308.66188,0.03,DOWN_pEhEx_UP_UmasM
EHI_164880A,79.14338902,-0.282281773,0.677623798,-0.416575944,0.676988608,0.999745166,36,131,142,49,44.69921667,97.97864293,111.7492164,62.14648007,0.03,UP_pEhEx_DOWN_UmasM
EHI_164890A,254.0495517,0.735084834,0.712986165,1.030994528,0.302543386,0.999745166,309,337,390,58,383.6682764,252.0519288,306.916862,73.56113967,0.03,DOWN_pEhEx_UP_UmasM
EHI_164900A,387.331875,-0.226811719,0.497509895,-0.455893886,0.648466286,0.999745166,324,417,531,329,402.29295,311.8862145,417.8791121,417.2692233,0.03,UP_pEhEx_DOWN_UmasM
EHI_164910A,111.3874824,0.160373544,0.565787123,0.283452093,0.776830301,0.999745166,106,139,154,70,131.6143602,103.9620715,121.1928122,88.78068581,0.03,DOWN_pEhEx_UP_UmasM
EHI_164920A,25.74398294,-0.254377465,0.816626516,-0.311497925,0.75542212,0.999745166,11,44,33,24,13.65809398,32.90885717,25.96988832,30.43909228,0.03,UP_pEhEx_DOWN_UmasM
EHI_165070A,140.1684589,0.501986373,0.563537877,0.890776634,0.373049013,0.999745166,105,265,166,80,130.3727153,198.2010716,130.6364079,101.4636409,0.03,DOWN_pEhEx_UP_UmasM
EHI_165110A,8.250582397,0.84535706,1.153823584,0.732657117,0.463767585,0.999745166,8,15,7,5,9.93315926,11.21892858,5.50876419,6.341477558,0.03,DOWN_pEhEx_UP_UmasM
EHI_165150A,17.93255513,0.607582277,0.930088314,0.653252243,0.513593675,0.999745166,24,18,12,15,29.79947778,13.4627143,9.443595754,19.02443267,0.03,DOWN_pEhEx_UP_UmasM
EHI_165160A,30.15434251,0.077705021,0.771383124,0.100734665,0.919761093,0.999745166,17,54,30,28,21.10796343,40.38814289,23.60898939,35.51227432,0.03,DOWN_pEhEx_UP_UmasM
EHI_165170A,11.74387279,0.798165234,1.043128633,0.765164726,0.444173462,0.999745166,14,17,15,4,17.3830287,12.71478572,11.80449469,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_165180A,12.19882147,2.639851273,1.327005555,1.989329482,0.046664848,0.999745166,27,12,8,0,33.5244125,8.975142864,6.295730503,0,0.03,DOWN_pEhEx_UP_UmasM
EHI_165210A,10.23322314,0.38314466,1.134735248,0.337651149,0.735626092,0.999745166,4,24,10,8,4.96657963,17.95028573,7.869663129,10.14636409,0.03,DOWN_pEhEx_UP_UmasM
EHI_165220A,32.11451539,-0.038809209,0.714371191,-0.054326392,0.956675123,0.999745166,22,48,41,26,27.31618796,35.90057146,32.26561883,32.9756833,0.03,UP_pEhEx_DOWN_UmasM
EHI_165260A,14.85553813,0.336109544,0.999535794,0.336265641,0.736670557,0.999745166,6,34,16,11,7.449869445,25.42957145,12.59146101,13.95125063,0.03,DOWN_pEhEx_UP_UmasM
EHI_165270A,422.9690822,-0.449205487,0.522910233,-0.859048951,0.39031351,0.999745166,348,379,546,431,432.0924278,283.4649288,429.6836068,546.6353655,0.03,UP_pEhEx_DOWN_UmasM
EHI_165280A,44.94711665,-0.310392869,0.685763355,-0.452623877,0.650819602,0.999745166,42,38,60,41,52.14908611,28.42128574,47.21797877,52.00011597,0.03,UP_pEhEx_DOWN_UmasM
EHI_165290A,28.45298247,0.252912054,0.763977555,0.331046446,0.740609403,0.999745166,32,30,35,19,39.73263704,22.43785716,27.54382095,24.09761472,0.03,DOWN_pEhEx_UP_UmasM
EHI_165300A,8.800561145,0.582581679,1.200087144,0.485449479,0.627357541,0.999745166,5,20,13,3,6.208224537,14.95857144,10.23056207,3.804886535,0.03,DOWN_pEhEx_UP_UmasM
EHI_165330A,8.822337594,0.435179943,1.381702332,0.314959259,0.752792587,0.999745166,1,25,5,9,1.241644907,18.6982143,3.934831564,11.4146596,0.03,DOWN_pEhEx_UP_UmasM
EHI_165350A,12438.74839,-0.46244353,0.488667837,-0.946335107,0.343977692,0.999745166,7319,15825,15793,12933,9087.599078,11835.96965,12428.55898,16402.86585,0.03,UP_pEhEx_DOWN_UmasM
EHI_165770A,91.99996436,-0.548950491,0.706407738,-0.777101469,0.437098907,0.999745166,27,154,132,91,33.5244125,115.1810001,103.8795533,115.4148916,0.03,UP_pEhEx_DOWN_UmasM
EHI_165780A,35.11884023,-0.474053564,0.76064805,-0.623223268,0.533137813,0.999745166,15,53,40,40,18.62467361,39.64021431,31.47865251,50.73182046,0.03,UP_pEhEx_DOWN_UmasM
EHI_165790A,158.3283274,0.015227884,0.583004079,0.026119687,0.979161875,0.999745166,170,144,195,127,211.0796343,107.7017144,153.458431,161.07353,0.03,DOWN_pEhEx_UP_UmasM
EHI_165800A,95.24402987,0.277364792,0.584714808,0.474359103,0.635243852,0.999745166,101,112,120,61,125.4061357,83.76800006,94.43595754,77.36602621,0.03,DOWN_pEhEx_UP_UmasM
EHI_165810.mRNA,462.5111459,0.256943977,0.850793344,0.302005156,0.762648132,0.999745166,737,124,627,275,915.0922968,92.74314293,493.4278782,348.7812657,0.03,DOWN_pEhEx_UP_UmasM
EHI_165820A,506.9240346,-0.201848252,0.526298311,-0.383524416,0.70133097,0.999745166,470,481,614,474,583.5731065,359.7536431,483.1973161,601.1720725,0.03,UP_pEhEx_DOWN_UmasM
EHI_166020A,29.29598886,-0.106489026,0.743788687,-0.143171075,0.886155073,0.999745166,27,31,43,21,33.5244125,23.18578573,33.83955145,26.63420574,0.03,UP_pEhEx_DOWN_UmasM
EHI_166030A,293.4914694,-0.855999548,0.621758212,-1.376740235,0.168592574,0.999745166,90,408,435,327,111.7480417,305.1548574,342.3303461,414.7326323,0.03,UP_pEhEx_DOWN_UmasM
EHI_166040A,60.05228628,0.448403311,0.615196344,0.728878374,0.466076065,0.999745166,63,81,66,39,78.22362917,60.58221433,51.93977665,49.46352495,0.03,DOWN_pEhEx_UP_UmasM
EHI_166050A,104.8150084,0.367280797,0.627385942,0.58541445,0.558269075,0.999745166,131,99,124,67,162.6554829,74.04492863,97.58382279,84.97579928,0.03,DOWN_pEhEx_UP_UmasM
EHI_166360A,45.0645368,0.599399394,0.686304806,0.87337199,0.382460353,0.999745166,37,84,57,21,45.94086158,62.82600005,44.85707983,26.63420574,0.03,DOWN_pEhEx_UP_UmasM
EHI_166370A,77.12765028,1.559044797,0.80478745,1.937213107,0.052719299,0.999745166,154,53,60,24,191.2133158,39.64021431,47.21797877,30.43909228,0.03,DOWN_pEhEx_UP_UmasM
EHI_166380A,15.69939485,0.293480491,0.992241166,0.295775363,0.767401639,0.999745166,6,36,20,10,7.449869445,26.92542859,15.73932626,12.68295512,0.03,DOWN_pEhEx_UP_UmasM
EHI_166390A,135.0207472,0.051903771,0.56286745,0.092213133,0.926528704,0.999745166,85,226,173,102,105.5398171,169.0318573,136.1451721,129.3661422,0.03,DOWN_pEhEx_UP_UmasM
EHI_166400A,55.69380738,0.655187251,0.637630368,1.027534577,0.304168812,0.999745166,57,88,66,27,70.77375973,65.81771433,51.93977665,34.24397881,0.03,DOWN_pEhEx_UP_UmasM
EHI_166410A,22.85401917,0.525464519,0.875382378,0.600268559,0.548327269,0.999745166,14,49,33,9,17.3830287,36.64850003,25.96988832,11.4146596,0.03,DOWN_pEhEx_UP_UmasM
EHI_166430A,20.84375411,0.063382828,0.9334074,0.067904784,0.94586143,0.999745166,8,43,17,22,9.93315926,32.1609286,13.37842732,27.90250125,0.03,DOWN_pEhEx_UP_UmasM
EHI_166440A,59.08907204,0.28214249,0.651848497,0.432834456,0.665135039,0.999745166,68,61,69,41,84.43185371,45.62364289,54.30067559,52.00011597,0.03,DOWN_pEhEx_UP_UmasM
EHI_166470A,109.7353165,-0.077807718,0.54715173,-0.142205011,0.886918074,0.999745166,87,141,135,94,108.0231069,105.4579286,106.2404522,119.2197781,0.03,UP_pEhEx_DOWN_UmasM
EHI_166480A,20.65179885,0.59285271,0.821661378,0.721529241,0.470583957,0.999745166,19,35,24,11,23.59125324,26.17750002,18.88719151,13.95125063,0.03,DOWN_pEhEx_UP_UmasM
EHI_166490A,711.5653204,-1.109297256,0.611309161,-1.814625606,0.069581465,0.999745166,247,794,777,1052,306.6862921,593.8552862,611.4728251,1334.246878,0.03,UP_pEhEx_DOWN_UmasM
EHI_166810A,4251.062059,0.028344138,0.529389081,0.053541222,0.957300687,0.999745166,4516,3983,5575,3178,5607.268402,2978.999502,4387.337194,4030.643136,0.03,DOWN_pEhEx_UP_UmasM
EHI_166850A,9.520877614,0.205135783,1.154425612,0.177695107,0.858962428,0.999745166,5,19,16,4,6.208224537,14.21064287,12.59146101,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_166860A,16.01344302,1.892190851,1.089157556,1.737297639,0.082334648,0.999745166,26,25,15,1,32.28276759,18.6982143,11.80449469,1.268295512,0.03,DOWN_pEhEx_UP_UmasM
EHI_166870A,111.900312,-0.122298283,0.55842818,-0.219004498,0.826646544,0.999745166,82,150,126,106,101.8148824,112.1892858,99.15775542,134.4393242,0.03,UP_pEhEx_DOWN_UmasM
EHI_166890A,12.3669417,0.133246481,1.009016533,0.132055796,0.89494016,0.999745166,12,15,20,6,14.89973889,11.21892858,15.73932626,7.609773069,0.03,DOWN_pEhEx_UP_UmasM
EHI_166900A,12.48502755,0.877497938,1.009207564,0.869492034,0.384578063,0.999745166,16,17,14,5,19.86631852,12.71478572,11.01752838,6.341477558,0.03,DOWN_pEhEx_UP_UmasM
EHI_166910A,47.4699,0.189598934,0.64763819,0.292754407,0.76970988,0.999745166,46,59,53,37,57.11566574,44.12778575,41.70921458,46.92693393,0.03,DOWN_pEhEx_UP_UmasM
EHI_166920A,534.9981225,-0.411158219,0.512999556,-0.801478704,0.422854568,0.999745166,340,663,618,580,422.1592685,495.8766432,486.3451813,735.6113967,0.03,UP_pEhEx_DOWN_UmasM
EHI_166940A,26.75394343,0.381056398,0.790678311,0.48193607,0.629851362,0.999745166,31,30,36,14,38.49099213,22.43785716,28.33078726,17.75613716,0.03,DOWN_pEhEx_UP_UmasM
EHI_166950A,63.35979165,0.366899887,0.643705346,0.569981109,0.568690511,0.999745166,72,72,82,36,89.39843334,53.85085718,64.53123765,45.65863842,0.03,DOWN_pEhEx_UP_UmasM
EHI_166990A,35.34654965,-0.307088119,0.689311529,-0.445499758,0.655958634,0.999745166,25,43,51,30,31.04112269,32.1609286,40.13528196,38.04886535,0.03,UP_pEhEx_DOWN_UmasM
EHI_167000A,10.59029626,1.05322663,1.086720057,0.969179342,0.332455716,0.999745166,8,25,11,4,9.93315926,18.6982143,8.656629441,5.073182046,0.03,DOWN_pEhEx_UP_UmasM
EHI_167010A,8.983286003,0.66647367,1.218653931,0.5468933,0.584452039,0.999745166,12,10,14,2,14.89973889,7.47928572,11.01752838,2.536591023,0.03,DOWN_pEhEx_UP_UmasM
EHI_167020A,366.4094175,0.376188263,0.548774737,0.685505796,0.493024804,0.999745166,386,467,513,184,479.2749343,349.2826431,403.7137185,233.3663741,0.03,DOWN_pEhEx_UP_UmasM
EHI_167050A,15711.91052,-0.149030828,0.58809538,-0.253412683,0.799949328,0.999745166,17100,11459,17737,15049,21232.12792,8570.513506,13958.42149,19086.57915,0.03,UP_pEhEx_DOWN_UmasM
EHI_167060A,674.1901585,0.072352481,0.569814,0.126975611,0.898959702,0.999745166,347,1271,764,563,430.8507829,950.617215,601.242263,714.050373,0.03,DOWN_pEhEx_UP_UmasM
EHI_167070A,11.0697258,0.285047115,1.01903311,0.279723114,0.779689943,0.999745166,10,16,14,7,12.41644907,11.96685715,11.01752838,8.878068581,0.03,DOWN_pEhEx_UP_UmasM
EHI_167080A,3282.358682,0.462132052,0.600822897,0.769165182,0.441795257,0.999745166,4115,3341,4708,1432,5109.368794,2498.829359,3705.037401,1816.199173,0.03,DOWN_pEhEx_UP_UmasM
EHI_167090A,181.9897112,-0.870106152,0.544444562,-1.598153813,0.11000875,0.999745166,84,204,265,207,104.2981722,152.5774287,208.5460729,262.5371709,0.03,UP_pEhEx_DOWN_UmasM
EHI_167100A,43.4601442,-0.372760829,0.674987248,-0.552248699,0.580777973,0.999745166,36,42,71,33,44.69921667,31.41300002,55.87460821,41.85375188,0.03,UP_pEhEx_DOWN_UmasM
EHI_167110A,7.222371234,1.52661303,1.293332192,1.180371941,0.237852317,0.999745166,12,9,6,2,14.89973889,6.731357148,4.721797877,2.536591023,0.03,DOWN_pEhEx_UP_UmasM
EHI_167130A,367.3126242,-0.13631403,0.526372821,-0.258968595,0.795659471,0.999745166,349,357,471,314,433.3340727,267.0105002,370.6611334,398.2447906,0.03,UP_pEhEx_DOWN_UmasM
EHI_167150A,27.45872823,-0.050152886,0.777982344,-0.064465327,0.948599715,0.999745166,15,47,39,20,18.62467361,35.15264288,30.6916862,25.36591023,0.03,UP_pEhEx_DOWN_UmasM
EHI_167170A,17.13708992,0.316893016,0.867051217,0.365483618,0.714750433,0.999745166,15,26,21,11,18.62467361,19.44614287,16.52629257,13.95125063,0.03,DOWN_pEhEx_UP_UmasM
EHI_167270A,8877.578536,-0.966874344,0.68635723,-1.408704246,0.158922639,0.999745166,1957,12819,11325,11496,2429.899084,9587.696364,8912.393493,14580.3252,0.03,UP_pEhEx_DOWN_UmasM
EHI_167280A,7.865539262,-0.019383204,1.171348407,-0.01654777,0.986797392,0.999745166,6,11,12,5,7.449869445,8.227214292,9.443595754,6.341477558,0.03,UP_pEhEx_DOWN_UmasM
