logFC	logCPM	PValue	FDR	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_098800A	-0.797843960019285	5.74632812685727	0.0758095122456764	0.8747676826368	216	299	506	699	580	771	32.7657803023167	38.6211185866851	45.6672093549661	60.4962766193422	76.3853665258124	66.8111069972298	12.52	UP_pEhEx_DOWN_CmasM
EHI_098810A	0.959811626834616	3.88862879879685	0.13029843608946	0.8747676826368	101	144	265	164	88	46	15.3210361598796	18.6001373795407	23.9166215001305	14.1936900795023	11.589503886675	3.98613608543783	12.52	DOWN_pEhEx_UP_CmasM
EHI_099190A	-0.718803619550247	7.10986726766391	0.224549874244079	0.8747676826368	775	718	1135	1149	832	3527	117.562406177294	92.7423516563208	102.435341142068	99.442377447245	109.5734912922	305.632651594331	12.52	UP_pEhEx_DOWN_CmasM
EHI_099200A	-0.860812966855552	1.7051811319621	0.153241918592926	0.8747676826368	11	21	23	36	22	66	1.66862770058094	2.71252003451635	2.07578224340755	3.11568806623222	2.89737597166874	5.71923873128037	12.52	UP_pEhEx_DOWN_CmasM
EHI_099210A	0.494492866841168	3.23655643664236	0.346328506362918	0.8747676826368	91	70	106	103	43	96	13.8041018866242	9.04173344838783	9.56664860005218	8.91432974505329	5.66305303553436	8.31889270004417	12.52	DOWN_pEhEx_UP_CmasM
EHI_099290A	-1.40070383700682	2.01814810231278	0.136796822914735	0.8747676826368	13	10	33	17	18	147	1.97201455523202	1.29167620691255	2.9782962622804	1.47129714238744	2.37058034045625	12.7383044469426	12.52	UP_pEhEx_DOWN_CmasM
EHI_099310A	-0.898724375475824	1.3459522899487	0.278850799277082	0.8747676826368	6	17	19	11	16	69	0.910160563953242	2.19584955175133	1.71477663585841	0.9520157980154	2.10718252485	5.97920412815675	12.52	UP_pEhEx_DOWN_CmasM
EHI_099340A	-0.696936246812765	7.69773056868328	0.188929187863229	0.8747676826368	532	1647	2008	2397	2129	3252	80.7009033371875	212.739071278496	181.224814989668	207.452897076629	280.386974712853	281.802490213996	12.52	UP_pEhEx_DOWN_CmasM
EHI_099690A	0.968196860689372	2.38355883592259	0.132558521636419	0.8747676826368	48	39	84	55	30	17	7.28128451162594	5.03753720695893	7.58111775853192	4.760078990077	3.95096723409374	1.47313724896616	12.52	DOWN_pEhEx_UP_CmasM
EHI_099720A	-2.00174994328136	4.37871567895254	0.0175569722805053	0.8747676826368	37	68	113	105	143	817	5.61265681104499	8.78339820700532	10.1984084132632	9.08742352651064	18.8329438158468	70.7972430826676	12.52	UP_pEhEx_DOWN_CmasM
EHI_099750A	1.05117837751258	1.26353568194029	0.145693505757598	0.8747676826368	15	20	44	22	15	5	2.27540140988311	2.58335241382509	3.97106168304053	1.9040315960308	1.97548361704687	0.433275661460634	12.52	DOWN_pEhEx_UP_CmasM
EHI_099810A	1.00862703518056	0.183781206836094	0.182834534804417	0.8747676826368	10	6	16	12	4	3	1.5169342732554	0.775005724147528	1.44402243019656	1.03856268874407	0.526795631212499	0.25996539687638	12.52	DOWN_pEhEx_UP_CmasM
EHI_099840A	-1.63130096005401	1.38458212702488	0.227315421008988	0.8747676826368	8	6	16	7	1	115	1.21354741860432	0.775005724147528	1.44402243019656	0.605828235100709	0.131698907803125	9.96534021359458	12.52	UP_pEhEx_DOWN_CmasM
EHI_099870A	0.930216973662545	1.43220394983731	0.248070767146409	0.8747676826368	16	29	40	24	21	4	2.42709483720865	3.74586100004638	3.61005607549139	2.07712537748815	2.76567706386562	0.346620529168507	12.52	DOWN_pEhEx_UP_CmasM
EHI_100280A	-0.611426954705609	2.92779314958753	0.335405539075492	0.8747676826368	37	39	76	60	48	176	5.61265681104499	5.03753720695893	6.85910654343364	5.19281344372036	6.32154757454999	15.2513032834143	12.52	UP_pEhEx_DOWN_CmasM
EHI_100290A	0.971543972725932	3.87952447739374	0.21815945119084	0.8747676826368	146	170	151	175	94	22	22.1472403895289	21.9584955175133	13.62796168498	15.1457058775177	12.3796973334937	1.90641291042679	12.52	DOWN_pEhEx_UP_CmasM
EHI_100340A	-1.32675139626859	2.14089529748692	0.0744747759328982	0.8747676826368	16	19	25	37	22	136	2.42709483720865	2.45418479313384	2.25628504718212	3.20223495696089	2.89737597166874	11.7850979917292	12.52	UP_pEhEx_DOWN_CmasM
EHI_100350A	-1.22031586326032	2.10875529646136	0.107649544827354	0.8747676826368	6	12	53	41	56	73	0.910160563953242	1.55001144829506	4.78332430002609	3.54842251987558	7.37513883697499	6.32582465732526	12.52	UP_pEhEx_DOWN_CmasM
EHI_100370A	-0.692279994140211	2.05077817498237	0.255243629644986	0.8747676826368	18	29	28	34	32	85	2.73048169185973	3.74586100004638	2.52703925284397	2.94259428477487	4.21436504969999	7.36568624483078	12.52	UP_pEhEx_DOWN_CmasM
EHI_100390A	-0.632432614558633	2.0080697706506	0.328423414827547	0.8747676826368	24	21	29	39	22	87	3.64064225581297	2.71252003451635	2.61729065473126	3.37532873841824	2.89737597166874	7.53899650941503	12.52	UP_pEhEx_DOWN_CmasM
EHI_100490A	-0.589502647061582	2.54383609060115	0.275934324729856	0.8747676826368	18	39	62	76	56	73	2.73048169185973	5.03753720695893	5.59558691701166	6.57756369537913	7.37513883697499	6.32582465732526	12.52	UP_pEhEx_DOWN_CmasM
EHI_100810A	1.81973242703503	3.62579884874424	0.0684696842938966	0.8747676826368	199	112	136	141	24	8	30.1869920377825	14.4667735174205	12.2741906566707	12.2031115927429	3.16077378727499	0.693241058337014	12.52	DOWN_pEhEx_UP_CmasM
EHI_101280A	0.835336542833083	5.30218417772647	0.295455980215986	0.8747676826368	418	463	308	573	221	68	63.4078526220759	59.8046083800509	27.7974317812837	49.5913683875295	29.1054586244906	5.89254899586462	12.52	DOWN_pEhEx_UP_CmasM
EHI_101290A	-1.96608053837992	2.01412987756348	0.175001288327353	0.8747676826368	12	4	25	6	3	198	1.82032112790648	0.516670482765019	2.25628504718212	0.519281344372036	0.395096723409374	17.1577161938411	12.52	UP_pEhEx_DOWN_CmasM
EHI_101390A	0.817394536962252	0.99865695080858	0.293822661473062	0.8747676826368	16	22	18	20	14	4	2.42709483720865	2.8416876552076	1.62452523397113	1.73093781457345	1.84378470924375	0.346620529168507	12.52	DOWN_pEhEx_UP_CmasM
EHI_103260A	-1.14827513715706	2.8378503233115	0.125701757841327	0.8747676826368	54	19	26	56	88	141	8.19144507557918	2.45418479313384	2.3465364490694	4.84662588080567	11.589503886675	12.2183736531899	12.52	UP_pEhEx_DOWN_CmasM
EHI_103280A	0.705626820527103	1.56059637057731	0.240804418687167	0.8747676826368	24	17	48	16	18	29	3.64064225581297	2.19584955175133	4.33206729058967	1.38475025165876	2.37058034045625	2.51299883647168	12.52	DOWN_pEhEx_UP_CmasM
EHI_103300A	0.709788884700088	7.05245288945035	0.130064740263002	0.8747676826368	1091	908	2334	1194	838	1016	165.497529212164	117.284199587659	210.646772004923	103.336987530035	110.363684739019	88.0416144088008	12.52	DOWN_pEhEx_UP_CmasM
EHI_103310A	-0.885347462005684	7.60185468222804	0.319996585828651	0.8747676826368	238	1689	1713	3240	3191	632	36.1030357034786	218.164111347529	154.600651432919	280.4119259609	420.251214799771	54.7660436086241	12.52	UP_pEhEx_DOWN_CmasM
EHI_103320A	1.36428857002199	2.0178095628637	0.0666926794050286	0.8747676826368	43	30	69	30	25	7	6.52281737499823	3.87502862073764	6.22734673022265	2.59640672186018	3.29247269507812	0.606585926044888	12.52	DOWN_pEhEx_UP_CmasM
EHI_103400A	1.52173581633205	1.15888523005467	0.125362652586349	0.8747676826368	46	9	12	7	4	23	6.97789765697486	1.16250858622129	1.08301682264742	0.605828235100709	0.526795631212499	1.99306804271892	12.52	DOWN_pEhEx_UP_CmasM
EHI_103420A	0.63392095534616	3.95858883687338	0.325627936521085	0.8747676826368	145	153	158	190	115	52	21.9955469622033	19.762645965762	14.259721498191	16.4439092384478	15.1453743973593	4.50606687919059	12.52	DOWN_pEhEx_UP_CmasM
EHI_103430A	1.06300589766737	5.10814313133203	0.313905287312445	0.8747676826368	190	359	708	286	310	12	28.8217511918527	46.3711758281604	63.8979925361976	24.7524107484004	40.8266614189687	1.03986158750552	12.52	DOWN_pEhEx_UP_CmasM
EHI_103470A	-1.28827844120489	2.26142831728579	0.142717032583725	0.8747676826368	7	17	51	31	27	152	1.06185399127878	2.19584955175133	4.60282149625152	2.68295361258885	3.55587051068437	13.1715801084033	12.52	UP_pEhEx_DOWN_CmasM
EHI_103510A	-1.39248785925082	8.09345400817125	0.0275843940426651	0.8747676826368	389	1560	2117	2698	3823	5180	59.0087432296352	201.501488278357	191.062217795382	233.503511185959	503.484924531346	448.873585273217	12.52	UP_pEhEx_DOWN_CmasM
EHI_103540A	-1.49198352484097	1.33467586311433	0.0753377069300295	0.8747676826368	5	9	18	20	11	80	0.758467136627702	1.16250858622129	1.62452523397113	1.73093781457345	1.44868798583437	6.93241058337014	12.52	UP_pEhEx_DOWN_CmasM
EHI_103560A	0.575651188216672	1.2762596612773	0.344362605955049	0.8747676826368	25	13	28	16	12	27	3.79233568313851	1.67917906898631	2.52703925284397	1.38475025165876	1.5803868936375	2.33968857188742	12.52	DOWN_pEhEx_UP_CmasM
EHI_103570A	1.39693744353677	1.60798595010473	0.0743339977934201	0.8747676826368	27	25	56	37	7	6	4.09572253778959	3.22919051728137	5.05407850568795	3.20223495696089	0.921892354621873	0.519930793752761	12.52	DOWN_pEhEx_UP_CmasM
EHI_103650A	-0.728574207226729	2.54833146842266	0.223620198203905	0.8747676826368	28	24	59	78	32	116	4.24741596511513	3.10002289659011	5.3248327113498	6.75065747683647	4.21436504969999	10.0519953458867	12.52	UP_pEhEx_DOWN_CmasM
EHI_103660A	1.18510329868477	0.579088329279601	0.15589647111833	0.8747676826368	11	17	17	17	6	1	1.66862770058094	2.19584955175133	1.53427383208384	1.47129714238744	0.790193446818749	0.0866551322921268	12.52	DOWN_pEhEx_UP_CmasM
EHI_103690A	-0.600911412331035	5.45680086527146	0.267179305247781	0.8747676826368	263	240	369	368	332	951	39.8953713866171	31.0002289659011	33.3027672964081	31.8492557881516	43.7240373906374	82.4090308098126	12.52	UP_pEhEx_DOWN_CmasM
EHI_103780A	-3.40929044839076	4.2134271498	0.0350167587991732	0.8747676826368	20	3	66	21	25	1098	3.03386854651081	0.387502862073764	5.95659252456079	1.81748470530213	3.29247269507812	95.1473352567552	12.52	UP_pEhEx_DOWN_CmasM
EHI_103810A	-0.609477356902445	4.54978927075332	0.221415571547296	0.8747676826368	121	147	197	273	170	439	18.3549047063904	18.9876402416144	17.7795261717951	23.6273011689277	22.3888143265312	38.0416030762437	12.52	UP_pEhEx_DOWN_CmasM
EHI_103840A	1.2862862307129	1.7831777138419	0.10502434941358	0.8747676826368	36	29	51	34	18	4	5.46096338371945	3.74586100004638	4.60282149625152	2.94259428477487	2.37058034045625	0.346620529168507	12.52	DOWN_pEhEx_UP_CmasM
EHI_103900A	2.38403568847817	3.78535186847019	0.0608421508453081	0.8747676826368	88	349	112	79	47	1	13.3490216046476	45.0794996212479	10.1081570113759	6.83720436756515	6.18984866674686	0.0866551322921268	12.52	DOWN_pEhEx_UP_CmasM
EHI_104350A	0.82626952699558	1.03276471181624	0.251375049466822	0.8747676826368	17	18	24	21	14	4	2.57878826453419	2.32501717244258	2.16603364529483	1.81748470530213	1.84378470924375	0.346620529168507	12.52	DOWN_pEhEx_UP_CmasM
EHI_104360A	-1.29496883116481	6.89687794958023	0.0351628936849281	0.8747676826368	286	463	1145	1006	1231	2976	43.3843202151045	59.8046083800509	103.337855160941	87.0661720730448	162.121355505647	257.885673701369	12.52	UP_pEhEx_DOWN_CmasM
EHI_104420A	-0.834764688288226	4.21437014051497	0.13446164335851	0.8747676826368	59	114	175	191	152	392	8.94991221220688	14.725108758803	15.7939953302748	16.5304561291765	20.018233986075	33.9688118585137	12.52	UP_pEhEx_DOWN_CmasM
EHI_104520A	-1.28522678398513	2.38750845011688	0.163180585904973	0.8747676826368	28	18	24	36	15	186	4.24741596511513	2.32501717244258	2.16603364529483	3.11568806623222	1.97548361704687	16.1178546063356	12.52	UP_pEhEx_DOWN_CmasM
EHI_104530A	-0.640681287872288	1.05376931288066	0.271512136872549	0.8747676826368	9	8	21	20	19	30	1.36524084592986	1.03334096553004	1.89527943963298	1.73093781457345	2.50227924825937	2.5996539687638	12.52	UP_pEhEx_DOWN_CmasM
EHI_104630A	0.793780472886904	8.52948788453097	0.342790831790907	0.8747676826368	3093	3193	5802	4013	3272	374	469.187770717896	412.432212867176	523.638633750026	347.312672494164	430.918826331824	32.4090194772554	12.52	DOWN_pEhEx_UP_CmasM
EHI_104740A	-0.916793759091807	4.90677419915375	0.168610278654272	0.8747676826368	142	145	239	285	135	857	21.5404666802267	18.7293050002319	21.5700850510611	24.6658638576717	17.7793525534218	74.2634483743527	12.52	UP_pEhEx_DOWN_CmasM
EHI_104780A	-0.812306531220906	1.708679294229	0.27109475140769	0.8747676826368	18	12	26	29	15	82	2.73048169185973	1.55001144829506	2.3465364490694	2.50985983113151	1.97548361704687	7.1057208479544	12.52	UP_pEhEx_DOWN_CmasM
EHI_104940A	-0.75537747521474	2.05831925554633	0.239051188669952	0.8747676826368	17	25	33	44	21	95	2.57878826453419	3.22919051728137	2.9782962622804	3.8080631920616	2.76567706386562	8.23223756775205	12.52	UP_pEhEx_DOWN_CmasM
EHI_105080A	-0.890038341425493	0.740892631291219	0.184510369958392	0.8747676826368	5	13	7	22	9	29	0.758467136627702	1.67917906898631	0.631759813210993	1.9040315960308	1.18529017022812	2.51299883647168	12.52	UP_pEhEx_DOWN_CmasM
EHI_105120A	-0.859051002545932	2.3524618513342	0.110533284599835	0.8747676826368	25	32	28	61	48	84	3.79233568313851	4.13336386212015	2.52703925284397	5.27936033444904	6.32154757454999	7.27903111253865	12.52	UP_pEhEx_DOWN_CmasM
EHI_105140A	-1.04906816466758	9.81307964690845	0.0554154353382663	0.8747676826368	1721	6103	7852	11325	11496	13200	261.064388427255	788.309989078727	708.65400761896	980.143537502219	1514.01064410472	1143.84774625607	12.52	UP_pEhEx_DOWN_CmasM
EHI_105180A	0.649398449990978	10.4237147354599	0.140141244469068	0.8747676826368	10771	11606	21041	14541	9451	8136	1633.8899057234	1499.1194057427	1898.97974711036	1258.47833808563	1244.68637764733	705.026156328744	12.52	DOWN_pEhEx_UP_CmasM
EHI_105270A	-0.66370861143092	4.69641226620086	0.186956434431712	0.8747676826368	123	154	234	299	187	508	18.6582915610415	19.8918135864532	21.1188280416246	25.8775203278731	24.6276957591843	44.0208072044004	12.52	UP_pEhEx_DOWN_CmasM
EHI_105280A	-0.960330641147545	3.10300696165817	0.215829971094672	0.8747676826368	8	64	83	136	109	82	1.21354741860432	8.2667277242403	7.49086635664464	11.7703771390995	14.3551809505406	7.1057208479544	12.52	UP_pEhEx_DOWN_CmasM
EHI_105350A	-1.97664296405757	4.71021627706956	0.148917420971266	0.8747676826368	70	37	178	64	15	1344	10.6185399127878	4.77920196557642	16.0647495359367	5.53900100663505	1.97548361704687	116.464497800618	12.52	UP_pEhEx_DOWN_CmasM
EHI_105790A	1.00300347852876	2.19906217377236	0.104360089590737	0.8747676826368	36	36	82	39	30	17	5.46096338371945	4.65003434488517	7.40061495475735	3.37532873841824	3.95096723409374	1.47313724896616	12.52	DOWN_pEhEx_UP_CmasM
EHI_105860A	-2.76526112952019	4.43194104667212	0.081623828355335	0.8747676826368	32	10	113	36	9	1237	4.85418967441729	1.29167620691255	10.1984084132632	3.11568806623222	1.18529017022812	107.192398645361	12.52	UP_pEhEx_DOWN_CmasM
EHI_106100A	0.616270684890926	2.79579364427042	0.312717259085111	0.8747676826368	52	64	92	86	47	27	7.8880582209281	8.2667277242403	8.3031289736302	7.44303260266585	6.18984866674686	2.33968857188742	12.52	DOWN_pEhEx_UP_CmasM
EHI_106260A	1.1274614391546	0.515419086594462	0.170305807558546	0.8747676826368	10	14	19	15	7	1	1.5169342732554	1.80834668967757	1.71477663585841	1.29820336093009	0.921892354621873	0.0866551322921268	12.52	DOWN_pEhEx_UP_CmasM
EHI_106270A	-1.14704836506489	2.83165084718288	0.273419176985307	0.8747676826368	36	20	53	27	15	278	5.46096338371945	2.58335241382509	4.78332430002609	2.33676604967416	1.97548361704687	24.0901267772113	12.52	UP_pEhEx_DOWN_CmasM
EHI_106280A	1.10383762965089	0.792514829249975	0.178046132617724	0.8747676826368	8	19	28	10	14	3	1.21354741860432	2.45418479313384	2.52703925284397	0.865468907286727	1.84378470924375	0.25996539687638	12.52	DOWN_pEhEx_UP_CmasM
EHI_106300A	0.857306542093297	1.94256150476956	0.200150221158131	0.8747676826368	28	36	57	38	27	11	4.24741596511513	4.65003434488517	5.14432990757523	3.28878184768956	3.55587051068437	0.953206455213395	12.52	DOWN_pEhEx_UP_CmasM
EHI_106350A	-0.68391917614601	5.68058581691209	0.153655624938621	0.8747676826368	208	349	453	518	499	904	31.5522328837124	45.0794996212479	40.88388505494	44.8312893974525	65.7177549937593	78.3362395920826	12.52	UP_pEhEx_DOWN_CmasM
EHI_106680A	1.1403899198867	1.17993179406375	0.0438225066386364	0.8747676826368	19	17	38	19	8	13	2.88217511918527	2.19584955175133	3.42955327171682	1.64439092384478	1.053591262425	1.12651671979765	12.52	DOWN_pEhEx_UP_CmasM
EHI_107020A	1.10360304905552	2.89946191930888	0.311004385283294	0.8747676826368	20	83	176	27	83	7	3.03386854651081	10.7209125173741	15.8842467321621	2.33676604967416	10.9310093476594	0.606585926044888	12.52	DOWN_pEhEx_UP_CmasM
EHI_107090A	1.02764000548935	2.17464574018726	0.247633156469129	0.8747676826368	33	73	33	47	30	6	5.00588310174283	9.42923631046159	2.9782962622804	4.06770386424762	3.95096723409374	0.519930793752761	12.52	DOWN_pEhEx_UP_CmasM
EHI_107100A	-0.648158320360411	3.550082797954	0.185191819560827	0.8747676826368	56	75	96	170	120	134	8.49483193023026	9.6875715518441	8.66413458117934	14.7129714238744	15.803868936375	11.611787727145	12.52	UP_pEhEx_DOWN_CmasM
EHI_107120A	0.764820047383175	3.15000061011353	0.210718048048385	0.8747676826368	92	81	93	106	53	36	13.9557953139497	10.4625772759916	8.39338037551748	9.17397041723931	6.98004211356561	3.11958476251657	12.52	DOWN_pEhEx_UP_CmasM
EHI_107150A	-1.25230634561774	1.24591569545963	0.108369721933251	0.8747676826368	11	6	15	17	14	66	1.66862770058094	0.775005724147528	1.35377102830927	1.47129714238744	1.84378470924375	5.71923873128037	12.52	UP_pEhEx_DOWN_CmasM
EHI_107170A	2.03711850906761	5.00567096543073	0.116915351218166	0.8747676826368	442	624	73	355	45	10	67.0484948778888	80.6005953113429	6.58835233777179	30.7241462086788	5.92645085114061	0.866551322921268	12.52	DOWN_pEhEx_UP_CmasM
EHI_107210A	0.622072376414743	7.90909688769941	0.19819758223973	0.8747676826368	2310	2298	2507	2527	1715	1419	350.411817121998	296.827192348503	226.260264531423	218.703992871356	225.863626882359	122.963632722528	12.52	DOWN_pEhEx_UP_CmasM
EHI_107250A	-0.992103014840034	5.27967484567636	0.151148977028566	0.8747676826368	156	144	390	297	218	1151	23.6641746627843	18.6001373795407	35.1980467360411	25.7044265464158	28.7103619010812	99.7400572682379	12.52	UP_pEhEx_DOWN_CmasM
EHI_107260A	-0.875773743697902	0.540660508404299	0.201557427021326	0.8747676826368	6	3	14	18	8	25	0.910160563953242	0.387502862073764	1.26351962642199	1.55784403311611	1.053591262425	2.16637830730317	12.52	UP_pEhEx_DOWN_CmasM
EHI_107320A	0.675564888083298	1.97481032206421	0.238922362948356	0.8747676826368	43	30	38	41	19	29	6.52281737499823	3.87502862073764	3.42955327171682	3.54842251987558	2.50227924825937	2.51299883647168	12.52	DOWN_pEhEx_UP_CmasM
EHI_107330A	-1.17255416726581	1.27779654334384	0.142893446121438	0.8747676826368	9	8	18	12	16	69	1.36524084592986	1.03334096553004	1.62452523397113	1.03856268874407	2.10718252485	5.97920412815675	12.52	UP_pEhEx_DOWN_CmasM
EHI_107550A	0.759650210299115	2.68593798840671	0.234289263742942	0.8747676826368	62	25	120	57	39	44	9.4049924941835	3.22919051728137	10.8301682264742	4.93317277153434	5.13625740432187	3.81282582085358	12.52	DOWN_pEhEx_UP_CmasM
EHI_107660A	-0.841426052497584	3.55307608472146	0.100816017467265	0.8747676826368	44	69	101	138	106	213	6.67451080232378	8.91256582769657	9.11539159061576	11.9434709205568	13.9600842271312	18.457543178223	12.52	UP_pEhEx_DOWN_CmasM
EHI_107930A	-1.82438841876439	2.84341126655534	0.133630236321997	0.8747676826368	19	9	56	21	13	333	2.88217511918527	1.16250858622129	5.05407850568795	1.81748470530213	1.71208580144062	28.8561590532782	12.52	UP_pEhEx_DOWN_CmasM
EHI_108610A	-0.709283118601922	7.72955350496938	0.202585519351364	0.8747676826368	968	1236	1953	2075	1233	5162	146.839237651123	159.651179174391	176.260987885867	179.584798261996	162.384753321253	447.313792891959	12.52	UP_pEhEx_DOWN_CmasM
EHI_108620A	0.868329543770939	3.49462656315664	0.317026488624605	0.8747676826368	83	125	157	145	76	11	12.5905544680198	16.1459525864068	14.1694700963037	12.5492991556575	10.0091169930375	0.953206455213395	12.52	DOWN_pEhEx_UP_CmasM
EHI_108660A	-1.49634250764946	0.889537428379805	0.15663959612547	0.8747676826368	4	10	7	4	9	65	0.606773709302161	1.29167620691255	0.631759813210993	0.346187562914691	1.18529017022812	5.63258359898824	12.52	UP_pEhEx_DOWN_CmasM
EHI_108690A	1.02765292270415	7.99323103086037	0.0258635638512099	0.8747676826368	2797	2492	3089	2381	1260	1508	424.286516229536	321.885710762607	278.786580429823	206.06814682497	165.940623831937	130.675939496527	12.52	DOWN_pEhEx_UP_CmasM
EHI_109000A	1.61999423713718	1.70808164549237	0.10182344897263	0.8747676826368	19	43	60	21	20	1	2.88217511918527	5.55420768972395	5.41508411323709	1.81748470530213	2.6339781560625	0.0866551322921268	12.52	DOWN_pEhEx_UP_CmasM
EHI_109680A	-1.35701166572007	4.19288335090922	0.151729272375737	0.8747676826368	83	42	137	120	45	710	12.5905544680198	5.4250400690327	12.364442058558	10.3856268874407	5.92645085114061	61.52514392741	12.52	UP_pEhEx_DOWN_CmasM
EHI_109840A	-1.08699294961666	1.56595864564704	0.163379847991666	0.8747676826368	12	11	22	21	14	86	1.82032112790648	1.4208438276038	1.98553084152026	1.81748470530213	1.84378470924375	7.45234137712291	12.52	UP_pEhEx_DOWN_CmasM
EHI_109860A	1.10455933652451	3.73224336944504	0.160088683707496	0.8747676826368	149	142	141	160	71	20	22.6023206715055	18.3418021381582	12.7254476661072	13.8475025165876	9.35062245402186	1.73310264584254	12.52	DOWN_pEhEx_UP_CmasM
EHI_109870A	-0.735852163501059	2.06773285383422	0.210104233278596	0.8747676826368	11	22	48	54	33	68	1.66862770058094	2.8416876552076	4.33206729058967	4.67353209934833	4.34606395750312	5.89254899586462	12.52	UP_pEhEx_DOWN_CmasM
EHI_109880A	-1.44042277394814	1.74794797385666	0.0633110308213085	0.8747676826368	2	18	26	39	41	58	0.303386854651081	2.32501717244258	2.3465364490694	3.37532873841824	5.39965521992812	5.02599767294335	12.52	UP_pEhEx_DOWN_CmasM
EHI_109890A	0.814675844216937	1.7930575660781	0.146258241519716	0.8747676826368	35	28	40	37	14	23	5.30926995639391	3.61669337935513	3.61005607549139	3.20223495696089	1.84378470924375	1.99306804271892	12.52	DOWN_pEhEx_UP_CmasM
EHI_109900A	-0.906757396350563	5.54462836864016	0.0727487715885961	0.8747676826368	167	309	351	501	416	965	25.3328023633652	39.9127947935977	31.678242062437	43.359992255065	54.7867456460999	83.6222026619024	12.52	UP_pEhEx_DOWN_CmasM
EHI_109920A	0.57479057326521	10.8498610072103	0.210935190596974	0.8747676826368	18577	16759	18193	19984	13126	11418	2818.00879942656	2164.72015516474	1641.94375453537	1729.5530643218	1728.67986382382	989.428300511504	12.52	DOWN_pEhEx_UP_CmasM
EHI_109940A	1.1067921438699	0.0800904480037051	0.116617885007636	0.8747676826368	10	5	15	10	2	5	1.5169342732554	0.645838103456273	1.35377102830927	0.865468907286727	0.26339781560625	0.433275661460634	12.52	DOWN_pEhEx_UP_CmasM
EHI_109960A	0.880863700786819	0.24162799655973	0.246523391045955	0.8747676826368	11	9	11	9	8	3	1.66862770058094	1.16250858622129	0.992765420760132	0.778922016558054	1.053591262425	0.25996539687638	12.52	DOWN_pEhEx_UP_CmasM
EHI_109990A	-1.4522158647809	4.10709109684095	0.23450769366723	0.8747676826368	59	29	161	55	19	777	8.94991221220688	3.74586100004638	14.5304757038528	4.760078990077	2.50227924825937	67.3310377909825	12.52	UP_pEhEx_DOWN_CmasM
EHI_110000A	-1.26512643619442	4.85014130271151	0.0903629804744416	0.8747676826368	118	86	237	238	136	954	17.8998244244138	11.1084153794479	21.3895822472865	20.5981599934241	17.911051461225	82.668996206689	12.52	UP_pEhEx_DOWN_CmasM
EHI_110020A	-0.751215026741915	2.81719164646705	0.210994817438065	0.8747676826368	27	35	73	66	51	153	4.09572253778959	4.52086672419391	6.58835233777179	5.7120947880924	6.71664429795936	13.2582352406954	12.52	UP_pEhEx_DOWN_CmasM
EHI_110300A	-1.49633650576089	3.03538678402233	0.0589389735390669	0.8747676826368	26	24	60	53	48	281	3.94402911046405	3.10002289659011	5.41508411323709	4.58698520861965	6.32154757454999	24.3500921740876	12.52	UP_pEhEx_DOWN_CmasM
EHI_110360A	-0.613515186705887	6.18091272171082	0.161328236808238	0.8747676826368	376	423	663	862	708	1092	57.0367286744032	54.6379035524007	59.8366794512698	74.6034198081159	93.2428267246123	94.6274044630025	12.52	UP_pEhEx_DOWN_CmasM
EHI_110370A	-1.66568821029997	0.853039351892137	0.171824217950976	0.8747676826368	5	0	16	8	9	61	0.758467136627702	0	1.44402243019656	0.692375125829382	1.18529017022812	5.28596306981974	12.52	UP_pEhEx_DOWN_CmasM
EHI_110410A	-1.33030750570241	0.474933130183295	0.107140397235279	0.8747676826368	8	2	6	15	6	33	1.21354741860432	0.258335241382509	0.541508411323709	1.29820336093009	0.790193446818749	2.85961936564018	12.52	UP_pEhEx_DOWN_CmasM
EHI_110570A	-1.77350709485211	5.69565897604295	0.0255843460391042	0.8747676826368	82	142	434	341	397	1820	12.4388610406943	18.3418021381582	39.1691084190816	29.5124897384774	52.2844663978405	157.712340771671	12.52	UP_pEhEx_DOWN_CmasM
EHI_110610A	-0.591550763430775	3.91281658696577	0.341030065170205	0.8747676826368	103	81	105	151	79	346	15.6244230145307	10.4625772759916	9.4763971981649	13.0685805000296	10.4042137164469	29.9826757730759	12.52	UP_pEhEx_DOWN_CmasM
EHI_110710A	0.630503581777916	4.24947798648424	0.204753392715188	0.8747676826368	182	180	197	189	124	134	27.6082037732483	23.2501717244258	17.7795261717951	16.3573623477191	16.3306645675875	11.611787727145	12.52	DOWN_pEhEx_UP_CmasM
EHI_110730A	-1.16276653233442	2.44821500916895	0.0598584905932803	0.8747676826368	15	32	36	55	43	130	2.27540140988311	4.13336386212015	3.24905046794225	4.760078990077	5.66305303553436	11.2651671979765	12.52	UP_pEhEx_DOWN_CmasM
EHI_110740A	1.32184621010203	9.94938772912514	0.291450514959929	0.8747676826368	6330	15024	14798	8562	7195	70	960.21939497067	1940.61433326541	1335.54024512804	741.014478418896	947.573641643483	6.06585926044888	12.52	DOWN_pEhEx_UP_CmasM
EHI_110750A	-0.482700900027669	4.6767497953784	0.319474125886277	0.8747676826368	150	189	181	287	236	378	22.754014098831	24.4126803106471	16.3355037415985	24.8389576391291	31.0809422415374	32.7556400064239	12.52	UP_pEhEx_DOWN_CmasM
