logFC	logCPM	PValue	FDR	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_015450A	-0.249230872380886	1.1914866094679	0.741466339379237	0.946018715996327	3	21	27	24	26	15	0.455080281976621	2.71252003451635	2.43678785095669	2.07712537748815	3.42417160288124	1.2998269843819	5.4	UP_pEhEx_DOWN_CmasM
EHI_017150A	0.396786046220745	1.27182881053067	0.738099191157547	0.946018715996327	20	24	16	33	22	0	3.03386854651081	3.10002289659011	1.44402243019656	2.8560473940462	2.89737597166874	0	5.4	DOWN_pEhEx_UP_CmasM
EHI_025310A	0.232584343532994	1.1659862887349	0.741525458666565	0.946018715996327	18	17	19	36	10	13	2.73048169185973	2.19584955175133	1.71477663585841	3.11568806623222	1.31698907803125	1.12651671979765	5.4	DOWN_pEhEx_UP_CmasM
EHI_031400A	0.134815877660104	10.5481275983882	0.74173030002867	0.946018715996327	10230	10487	19883	14090	10081	20015	1551.82376154028	1354.58083818919	1794.46862372488	1219.445690367	1327.6566895633	1734.40247282692	5.4	DOWN_pEhEx_UP_CmasM
EHI_065860A	0.171675289935823	2.44466269487531	0.738702231873938	0.946018715996327	39	34	70	55	31	68	5.91604366569607	4.39169910350266	6.31759813210993	4.760078990077	4.08266614189687	5.89254899586462	5.4	DOWN_pEhEx_UP_CmasM
EHI_068750A	-0.254733036977502	2.53156941799081	0.738064763854365	0.946018715996327	39	28	63	49	19	131	5.91604366569607	3.61669337935513	5.68583831889894	4.24079764570496	2.50227924825937	11.3518223302686	5.4	UP_pEhEx_DOWN_CmasM
EHI_069450A	-0.155362891238566	10.8472961820454	0.737837474650071	0.946018715996327	14150	16320	10799	22082	14605	22952	2146.4619966564	2108.01556968128	974.624888980788	1911.12844107055	1923.46254846464	1988.90859636889	5.4	UP_pEhEx_DOWN_CmasM
EHI_098280A	-0.134140001114647	8.78948112032578	0.741676748181349	0.946018715996327	2875	3549	4107	5295	3540	5354	436.118603560928	458.415885833263	370.662507551079	458.265786408322	466.214133623062	463.951578292047	5.4	UP_pEhEx_DOWN_CmasM
EHI_098750A	0.189697194525639	6.33548773805233	0.741442715413872	0.946018715996327	523	903	682	1182	658	425	79.3356624912576	116.638361484203	61.5514560871282	102.298424841291	86.6578813344561	36.8284312241539	5.4	DOWN_pEhEx_UP_CmasM
EHI_105330A	0.168164504011693	2.57881240659472	0.741508372645972	0.946018715996327	35	48	75	70	34	66	5.30926995639391	6.20004579318022	6.76885514154636	6.05828235100709	4.47776286530624	5.71923873128037	5.4	DOWN_pEhEx_UP_CmasM
EHI_105830A	-0.216444059299561	1.65461727687988	0.740382589590153	0.946018715996327	25	18	23	23	23	51	3.79233568313851	2.32501717244258	2.07578224340755	1.99057848675947	3.02907487947187	4.41941174689847	5.4	UP_pEhEx_DOWN_CmasM
EHI_111050A	-0.198836149776432	7.67315634263791	0.739380344547896	0.946018715996327	809	1571	2702	2574	2529	1131	122.719982706362	202.922332105961	243.859287899443	222.771696735604	333.066537834103	98.0069546223954	5.4	UP_pEhEx_DOWN_CmasM
EHI_121850A	0.191210267495157	1.17899080669751	0.736092875930025	0.946018715996327	12	14	32	26	12	22	1.82032112790648	1.80834668967757	2.88804486039311	2.25021915894549	1.5803868936375	1.90641291042679	5.4	DOWN_pEhEx_UP_CmasM
EHI_141410A	-0.251067535049173	1.66695805780326	0.740841783283703	0.946018715996327	20	14	36	23	13	68	3.03386854651081	1.80834668967757	3.24905046794225	1.99057848675947	1.71208580144062	5.89254899586462	5.4	UP_pEhEx_DOWN_CmasM
EHI_146790A	0.208794564355126	1.45020941703626	0.738432847794922	0.946018715996327	19	13	39	25	15	33	2.88217511918527	1.67917906898631	3.51980467360411	2.16367226821682	1.97548361704687	2.85961936564018	5.4	DOWN_pEhEx_UP_CmasM
EHI_148060A	-0.170976565631393	5.57693009018481	0.741211143406388	0.946018715996327	348	312	455	417	297	874	52.789312709288	40.3002976556715	41.0643878587146	36.0900534338565	39.1145756175281	75.7365856233188	5.4	UP_pEhEx_DOWN_CmasM
EHI_158220A	0.298322587765215	2.75282483604703	0.735961829345368	0.946018715996327	34	94	48	135	34	16	5.15757652906837	12.1417563449779	4.33206729058967	11.6838302483708	4.47776286530624	1.38648211667403	5.4	DOWN_pEhEx_UP_CmasM
EHI_163240A	0.135740019435585	9.47566876525999	0.736686145420479	0.946018715996327	5027	4972	9206	8517	4623	7950	762.562859165491	642.221410076918	830.854405774344	737.119868336106	608.844050773846	688.908301722408	5.4	DOWN_pEhEx_UP_CmasM
EHI_168300A	-0.202608215956181	4.75890144234818	0.740521211733021	0.946018715996327	201	138	295	225	134	566	30.4903788924336	17.8251316553931	26.624163556749	19.4730504139514	17.6476536456187	49.0468048773438	5.4	UP_pEhEx_DOWN_CmasM
EHI_168500A	-0.162692277665294	4.53698192187895	0.738004052738662	0.946018715996327	158	184	193	244	191	307	23.9675615174354	23.7668422071909	17.418520564246	21.1174413377961	25.1544913903968	26.6031256136829	5.4	UP_pEhEx_DOWN_CmasM
EHI_178750A	-0.156645256412762	5.3694512273939	0.740924462154529	0.946018715996327	300	325	324	479	388	433	45.5080281976621	41.9794767246578	29.2414542114803	41.4559606590342	51.0991762276124	37.5216722824909	5.4	UP_pEhEx_DOWN_CmasM
EHI_180350A	0.241996440503166	3.98676530237867	0.739362361886309	0.946018715996327	87	165	181	219	154	44	13.197328177322	21.312657414057	16.3355037415985	18.9537690695793	20.2816318016812	3.81282582085358	5.4	DOWN_pEhEx_UP_CmasM
EHI_188930A	0.188239901189557	2.69412995071755	0.738637675259575	0.946018715996327	53	49	63	91	37	55	8.03975164825364	6.32921341387148	5.68583831889894	7.87576705630922	4.87285958871562	4.76603227606697	5.4	DOWN_pEhEx_UP_CmasM
EHI_199940A	0.16502729080617	12.52402767782	0.738275590840922	0.946018715996327	34336	35459	98500	43988	36746	92472	5208.54552064975	4580.1546620912	8889.76308589755	3807.02462937286	4839.40806613362	8013.17339331755	5.4	DOWN_pEhEx_UP_CmasM
EHI_201260A	0.266214395623293	0.738852600319913	0.738602635099925	0.946018715996327	9	16	15	28	9	4	1.36524084592986	2.06668193106007	1.35377102830927	2.42331294040284	1.18529017022812	0.346620529168507	5.4	DOWN_pEhEx_UP_CmasM
EHI_201270A	0.229009297835025	1.29874911493766	0.736651493367576	0.946018715996327	15	16	32	23	22	16	2.27540140988311	2.06668193106007	2.88804486039311	1.99057848675947	2.89737597166874	1.38648211667403	5.4	DOWN_pEhEx_UP_CmasM
EHI_096340A	-0.257686158601556	7.42879562302516	0.742282510887787	0.946258923299232	707	1394	2027	2553	2342	380	107.247253119157	180.059663243609	182.939591625526	220.954212030301	308.438842074918	32.9289502710082	5.37	UP_pEhEx_DOWN_CmasM
EHI_119330A	0.154336195967497	3.87659862219833	0.742431772870976	0.946258923299232	100	118	170	171	99	153	15.169342732554	15.241779241568	15.3427383208384	14.799518314603	13.0381918725094	13.2582352406954	5.37	DOWN_pEhEx_UP_CmasM
EHI_177010A	-0.178468132821778	2.69539392621641	0.742523789525575	0.946258923299232	41	43	65	75	38	97	6.21943052034715	5.55420768972395	5.86634112267351	6.49101680465045	5.00455849651874	8.4055478323363	5.37	UP_pEhEx_DOWN_CmasM
EHI_016360A	0.266780212222621	0.424898138776136	0.743637719987934	0.946403532520443	6	14	11	18	9	4	0.910160563953242	1.80834668967757	0.992765420760132	1.55784403311611	1.18529017022812	0.346620529168507	5.36	DOWN_pEhEx_UP_CmasM
EHI_067860A	-0.156818567156638	4.21329285753068	0.743475290232723	0.946403532520443	106	151	182	202	157	229	16.0795032965073	19.5043107243795	16.4257551434858	17.4824719271919	20.6767285250906	19.844025294897	5.36	UP_pEhEx_DOWN_CmasM
EHI_073310A	0.219649899729667	1.82051276341319	0.742839760512172	0.946403532520443	21	31	39	49	28	15	3.18556197383635	4.00419624142889	3.51980467360411	4.24079764570496	3.68756941848749	1.2998269843819	5.36	DOWN_pEhEx_UP_CmasM
EHI_106070A	-0.269142172869586	0.98434381365415	0.743632317036235	0.946403532520443	12	9	20	11	8	43	1.82032112790648	1.16250858622129	1.8050280377457	0.9520157980154	1.053591262425	3.72617068856145	5.36	UP_pEhEx_DOWN_CmasM
EHI_170580A	-0.370311850192515	8.39688192599601	0.744049504995821	0.946403532520443	194	4614	2838	6302	4164	528	29.4285249011548	595.979401869449	256.133478556114	545.418505372096	548.394252092212	45.753909850243	5.36	UP_pEhEx_DOWN_CmasM
EHI_177390A	-0.180676360450188	2.75981754455316	0.744038543448108	0.946403532520443	41	57	54	61	73	70	6.21943052034715	7.36255437940151	4.87357570191338	5.27936033444904	9.61402026962811	6.06585926044888	5.36	UP_pEhEx_DOWN_CmasM
EHI_198700A	-0.329400742188631	1.13657923001928	0.743922637810125	0.946403532520443	16	8	20	17	3	54	2.42709483720865	1.03334096553004	1.8050280377457	1.47129714238744	0.395096723409374	4.67937714377485	5.36	UP_pEhEx_DOWN_CmasM
EHI_017730A	-0.221681840340941	2.28364650218821	0.747785469978833	0.947152209704243	34	30	43	31	29	98	5.15757652906837	3.87502862073764	3.88081028115325	2.68295361258885	3.81926832629062	8.49220296462843	5.28	UP_pEhEx_DOWN_CmasM
EHI_021490A	0.207922696569612	5.27665147769828	0.746541143700113	0.947152209704243	187	305	622	402	439	171	28.366670909876	39.3961243108327	56.1363719738911	34.7918500729264	57.8158205255718	14.8180276219537	5.28	DOWN_pEhEx_UP_CmasM
EHI_037160A	0.142377514106186	5.92953414965401	0.746709765844773	0.947152209704243	452	438	732	617	409	761	68.5654291511442	56.5754178627695	66.0640261814925	53.3994315795911	53.864853291478	65.9445556743085	5.28	DOWN_pEhEx_UP_CmasM
EHI_045080A	0.191994180385002	9.53089994226739	0.747111317000648	0.947152209704243	8531	4516	5415	8373	7466	4193	1294.09662851418	583.320975041706	488.711341219647	724.657116071177	983.264045658129	363.344969700888	5.28	DOWN_pEhEx_UP_CmasM
EHI_073640A	0.186262293975157	1.92215746823117	0.747952173402822	0.947152209704243	21	30	48	37	25	41	3.18556197383635	3.87502862073764	4.33206729058967	3.20223495696089	3.29247269507812	3.5528604239772	5.28	DOWN_pEhEx_UP_CmasM
EHI_103500A	0.27559382083523	0.607084115271817	0.747047266379082	0.947152209704243	10	6	22	22	10	4	1.5169342732554	0.775005724147528	1.98553084152026	1.9040315960308	1.31698907803125	0.346620529168507	5.28	DOWN_pEhEx_UP_CmasM
EHI_110320A	-0.155738389891078	5.71500131508212	0.745689479680684	0.947152209704243	371	298	595	469	420	802	56.2782615377755	38.4919509659939	53.6995841229344	40.5904917517475	55.3135412773124	69.4974160982857	5.28	UP_pEhEx_DOWN_CmasM
EHI_110430A	0.249146250019927	1.01294366730156	0.745851281051764	0.947152209704243	14	16	19	31	14	5	2.12370798255756	2.06668193106007	1.71477663585841	2.68295361258885	1.84378470924375	0.433275661460634	5.28	DOWN_pEhEx_UP_CmasM
EHI_130870A	0.165933762772331	2.74595063661746	0.745957950430469	0.947152209704243	56	48	66	64	48	75	8.49483193023026	6.20004579318022	5.95659252456079	5.53900100663505	6.32154757454999	6.49913492190951	5.28	DOWN_pEhEx_UP_CmasM
EHI_130960A	0.127674050674668	10.7187386976841	0.745650852072015	0.947152209704243	13766	12495	17468	18190	12067	19249	2088.21172056339	1613.94942053723	1576.51148816709	1574.28794235456	1589.21072046031	1668.02464149115	5.28	DOWN_pEhEx_UP_CmasM
EHI_131070A	-0.282456843701409	0.681102104922082	0.746688880002283	0.947152209704243	8	13	10	15	8	25	1.21354741860432	1.67917906898631	0.902514018872848	1.29820336093009	1.053591262425	2.16637830730317	5.28	UP_pEhEx_DOWN_CmasM
EHI_132410A	0.23897139935849	0.52413065139136	0.747713533052225	0.947152209704243	10	8	16	14	7	14	1.5169342732554	1.03334096553004	1.44402243019656	1.21165647020142	0.921892354621873	1.21317185208978	5.28	DOWN_pEhEx_UP_CmasM
EHI_135070A	-0.18575771060213	2.19764993292203	0.747385745671238	0.947152209704243	27	34	42	67	37	38	4.09572253778959	4.39169910350266	3.79055887926596	5.79864167882107	4.87285958871562	3.29289502710082	5.28	UP_pEhEx_DOWN_CmasM
EHI_153230A	0.24467191375724	0.223362969468166	0.748054242715916	0.947152209704243	10	5	11	10	3	15	1.5169342732554	0.645838103456273	0.992765420760132	0.865468907286727	0.395096723409374	1.2998269843819	5.28	DOWN_pEhEx_UP_CmasM
EHI_159480A	0.141030261050697	13.3930693137925	0.745479686655241	0.947152209704243	68300	77781	148926	103259	108194	86670	10360.6610863344	10046.7867049865	13440.7802774658	8936.74538975202	14249.0316308513	7510.40031575863	5.28	DOWN_pEhEx_UP_CmasM
EHI_171300A	0.20282120725386	10.4585732729859	0.748070547208318	0.947152209704243	3552	13672	24511	15627	13689	8879	538.815053860319	1765.97971009083	2212.15211165924	1352.46826141697	1802.82634891697	769.410919621794	5.28	DOWN_pEhEx_UP_CmasM
EHI_196590A	0.152018411662191	6.57184959269359	0.745019863176931	0.947152209704243	753	836	860	1155	517	1173	114.225150776132	107.984130897889	77.6162056230649	99.961658791617	68.0883353342155	101.646470178665	5.28	DOWN_pEhEx_UP_CmasM
EHI_022960A	-0.160425680158517	7.30137977749496	0.749035617002657	0.947444290857781	837	1336	1626	1987	1725	1151	126.967398671477	172.567941243516	146.748779468725	171.968671877873	227.18061596039	99.7400572682379	5.26	UP_pEhEx_DOWN_CmasM
EHI_056420A	-0.167089992026439	7.14773051644629	0.748903161566354	0.947444290857781	966	1267	998	1714	728	2366	146.535850796472	163.65537541582	90.0708990835102	148.341370708945	95.8768048806748	205.026043003172	5.26	UP_pEhEx_DOWN_CmasM
EHI_069130A	-0.273519391707359	3.3916857148536	0.74910911848039	0.947444290857781	40	37	188	75	34	262	6.06773709302161	4.77920196557642	16.9672635548095	6.49101680465045	4.47776286530624	22.7036446605372	5.26	UP_pEhEx_DOWN_CmasM
EHI_126040A	-0.22752874721545	0.966913999488554	0.749090852871261	0.947444290857781	12	12	16	26	18	12	1.82032112790648	1.55001144829506	1.44402243019656	2.25021915894549	2.37058034045625	1.03986158750552	5.26	UP_pEhEx_DOWN_CmasM
EHI_005950A	-0.160677196546367	4.68301975440516	0.753152107229422	0.947566590541227	115	203	315	310	258	230	17.4447441424371	26.2210270003247	28.4291915944947	26.8295361258885	33.9783182132062	19.9306804271892	5.24	UP_pEhEx_DOWN_CmasM
EHI_027650A	-0.17592856424842	2.81007637488252	0.75295508385106	0.947566590541227	53	48	55	68	57	95	8.03975164825364	6.20004579318022	4.96382710380066	5.88518856954975	7.50683774477811	8.23223756775205	5.24	UP_pEhEx_DOWN_CmasM
EHI_035400A	-0.212650517082305	2.65886602166928	0.75053768695925	0.947566590541227	29	58	56	106	60	30	4.39910939244067	7.49172200009277	5.05407850568795	9.17397041723931	7.90193446818749	2.5996539687638	5.24	UP_pEhEx_DOWN_CmasM
EHI_035990A	0.202375994691285	3.49229646088859	0.75104206758641	0.947566590541227	104	90	90	132	34	171	15.7761164418562	11.6250858622129	8.12262616985563	11.4241895761848	4.47776286530624	14.8180276219537	5.24	DOWN_pEhEx_UP_CmasM
EHI_039850A	0.218481548498	1.96175073059199	0.750653159767118	0.947566590541227	22	44	32	54	29	20	3.33725540116189	5.6833753104152	2.88804486039311	4.67353209934833	3.81926832629062	1.73310264584254	5.24	DOWN_pEhEx_UP_CmasM
EHI_044810A	-0.137928629126585	11.3761435576297	0.751315628433587	0.947566590541227	19287	16489	28111	22358	21063	42067	2925.7111328277	2129.8448975781	2537.05715845346	1935.01538291166	2773.97409505722	3645.3214501329	5.24	UP_pEhEx_DOWN_CmasM
EHI_045130A	0.185949282990067	2.31301177134174	0.752555003299729	0.947566590541227	34	40	54	66	35	35	5.15757652906837	5.16670482765019	4.87357570191338	5.7120947880924	4.60946177310937	3.03292963022444	5.24	DOWN_pEhEx_UP_CmasM
EHI_048700A	0.134411795795473	7.5078491674156	0.751841985783185	0.947566590541227	1180	1542	2134	2214	1230	1920	178.998244244138	199.176471105915	192.596491627466	191.614816073281	161.989656597843	166.377854000883	5.24	DOWN_pEhEx_UP_CmasM
EHI_049940A	0.333519062573099	2.3763330210807	0.751744505093187	0.947566590541227	22	52	73	77	48	3	3.33725540116189	6.71671627594524	6.58835233777179	6.6641105861078	6.32154757454999	0.25996539687638	5.24	DOWN_pEhEx_UP_CmasM
EHI_069380A	0.155046644977622	3.40258433189341	0.750204706592221	0.947566590541227	82	80	111	107	72	123	12.4388610406943	10.3334096553004	10.0179056094886	9.26051730796798	9.48232136182498	10.6585812719316	5.24	DOWN_pEhEx_UP_CmasM
EHI_069580A	-0.20168561001052	1.74744370067739	0.749724900792059	0.947566590541227	19	24	31	31	17	59	2.88217511918527	3.10002289659011	2.79779345850583	2.68295361258885	2.23888143265312	5.11265280523548	5.24	UP_pEhEx_DOWN_CmasM
EHI_098200A	0.146731685299654	5.89663358577656	0.749928351493885	0.947566590541227	501	469	561	604	373	780	75.9984070900957	60.5796141041984	50.6310364587668	52.2743220001183	49.1236926105655	67.5910031878589	5.24	DOWN_pEhEx_UP_CmasM
EHI_110010A	0.254824982634946	3.71586221285984	0.751689093147469	0.947566590541227	86	128	140	217	111	23	13.0456347499965	16.5334554484806	12.6351962642199	18.780675288122	14.6185787661468	1.99306804271892	5.24	DOWN_pEhEx_UP_CmasM
EHI_110460A	0.149923401224912	5.82198059326415	0.752219532447131	0.947566590541227	437	496	527	555	319	810	66.2900277412611	64.0671398628623	47.5624887945991	48.0335243544134	42.0119515891968	70.1906571566227	5.24	DOWN_pEhEx_UP_CmasM
EHI_118910A	-0.20642182223901	3.51170481893535	0.752265368145174	0.947566590541227	31	120	121	151	119	84	4.70249624709175	15.5001144829506	10.9204196283615	13.0685805000296	15.6721700285718	7.27903111253865	5.24	UP_pEhEx_DOWN_CmasM
EHI_132350A	0.545162555890965	5.10080872480388	0.752693415357578	0.947566590541227	30	577	469	511	296	0	4.55080281976621	74.5297171388539	42.3279074851366	44.2254611623518	38.9828767097249	0	5.24	DOWN_pEhEx_UP_CmasM
EHI_167660A	0.165709542308722	3.06044421552096	0.751277413234602	0.947566590541227	67	74	68	101	54	82	10.1634596308112	9.55840393115284	6.13709532833536	8.74123596359594	7.11174102136874	7.1057208479544	5.24	DOWN_pEhEx_UP_CmasM
EHI_178840A	0.279150579406981	1.02255031007325	0.751079859544522	0.947566590541227	11	29	7	32	9	11	1.66862770058094	3.74586100004638	0.631759813210993	2.76950050331753	1.18529017022812	0.953206455213395	5.24	DOWN_pEhEx_UP_CmasM
EHI_179810A	-0.353378720121536	0.793824459752801	0.753245750613565	0.947566590541227	8	5	23	9	2	46	1.21354741860432	0.645838103456273	2.07578224340755	0.778922016558054	0.26339781560625	3.98613608543783	5.24	UP_pEhEx_DOWN_CmasM
EHI_179970A	-0.271249766431909	1.2250434011735	0.750272349101011	0.947566590541227	15	8	27	16	7	53	2.27540140988311	1.03334096553004	2.43678785095669	1.38475025165876	0.921892354621873	4.59272201148272	5.24	UP_pEhEx_DOWN_CmasM
EHI_009520A	0.215470377719313	1.258654406185	0.754321415218032	0.947902962439804	19	12	29	23	8	34	2.88217511918527	1.55001144829506	2.61729065473126	1.99057848675947	1.053591262425	2.94627449793231	5.21	DOWN_pEhEx_UP_CmasM
EHI_149000A	0.14642626238737	12.7101246807073	0.75405265026011	0.947902962439804	62948	43458	66027	53191	41822	103527	9548.79786328811	5613.36646000054	5959.02931241175	4603.51566474883	5507.91172214228	8971.14588080701	5.21	DOWN_pEhEx_UP_CmasM
EHI_152400A	-0.21778808206831	1.54109096360964	0.753924078485493	0.947902962439804	19	19	24	21	15	56	2.88217511918527	2.45418479313384	2.16603364529483	1.81748470530213	1.97548361704687	4.8526874083591	5.21	UP_pEhEx_DOWN_CmasM
EHI_187270A	-0.143370617045446	5.81464838834973	0.754272091734023	0.947902962439804	323	401	654	512	476	803	48.9969770261495	51.7962158971931	59.0244168342842	44.3120080530804	62.6886801142874	69.5840712305778	5.21	UP_pEhEx_DOWN_CmasM
EHI_151650A	-0.215601882522976	1.80546741432067	0.754613942861528	0.948016605774887	13	24	44	51	36	17	1.97201455523202	3.10002289659011	3.97106168304053	4.41389142716231	4.74116068091249	1.47313724896616	5.2	UP_pEhEx_DOWN_CmasM
EHI_035920A	0.225433784103123	0.383328849391521	0.755224161274749	0.94818368900116	11	8	10	12	4	16	1.66862770058094	1.03334096553004	0.902514018872848	1.03856268874407	0.526795631212499	1.38648211667403	5.18	DOWN_pEhEx_UP_CmasM
EHI_146150A	0.177420521712486	3.83406417146864	0.755353324621048	0.94818368900116	144	118	86	157	99	149	21.8438535348778	15.241779241568	7.76162056230649	13.5878618444016	13.0381918725094	12.9116147115269	5.18	DOWN_pEhEx_UP_CmasM
EHI_178020A	0.202977487144344	3.2624733345006	0.755269614435182	0.94818368900116	62	80	115	134	84	41	9.4049924941835	10.3334096553004	10.3789112170377	11.5972833576421	11.0627082554625	3.5528604239772	5.18	DOWN_pEhEx_UP_CmasM
EHI_005130A	0.15419034574445	3.78046277479584	0.755658554948525	0.948313076849526	112	90	157	142	87	169	16.9896638604605	11.6250858622129	14.1694700963037	12.2896584834715	11.4578049788719	14.6447173573694	5.17	DOWN_pEhEx_UP_CmasM
EHI_124330A	0.136639655626567	10.8281686522908	0.756265535676509	0.948820975624098	9771	13123	28079	16971	16484	17954	1482.19647839785	1695.06668633133	2534.16911359307	1468.7872825563	2170.92479622671	1555.80624517284	5.12	DOWN_pEhEx_UP_CmasM
EHI_004200A	0.138421051138191	12.9511756591665	0.756683876688906	0.948838296056578	72541	50993	80950	61524	57846	111658	11003.992911622	6586.64448190915	7305.8509827757	5324.71090519086	7618.25502077955	9675.73876147429	5.12	DOWN_pEhEx_UP_CmasM
EHI_062690A	0.134599046779199	6.47895744278699	0.756523797934079	0.948838296056578	580	751	1046	1019	686	877	87.9821878488134	97.0048831391322	94.4029663740999	88.1912816525175	90.3454507529436	75.9965510201952	5.12	DOWN_pEhEx_UP_CmasM
EHI_024630A	0.146150009755163	3.84825546486051	0.758303818831846	0.948840547916829	104	111	162	137	105	170	15.7761164418562	14.3376058967293	14.6207271057401	11.8569240298282	13.8283853193281	14.7313724896616	5.12	DOWN_pEhEx_UP_CmasM
EHI_028950A	-0.282900504560543	2.21377568662309	0.756937925692355	0.948840547916829	32	25	43	35	8	120	4.85418967441729	3.22919051728137	3.88081028115325	3.02914117550355	1.053591262425	10.3986158750552	5.12	UP_pEhEx_DOWN_CmasM
EHI_051460A	0.222379196996883	0.714474288356652	0.757098017695899	0.948840547916829	10	10	20	12	6	24	1.5169342732554	1.29167620691255	1.8050280377457	1.03856268874407	0.790193446818749	2.07972317501104	5.12	DOWN_pEhEx_UP_CmasM
EHI_099850A	-0.208174850428028	2.28309786073307	0.758293431383008	0.948840547916829	39	24	44	50	21	90	5.91604366569607	3.10002289659011	3.97106168304053	4.32734453643364	2.76567706386562	7.79896190629141	5.12	UP_pEhEx_DOWN_CmasM
EHI_135040A	0.178404686190113	1.94255128141965	0.757683742799119	0.948840547916829	32	28	35	55	18	35	4.85418967441729	3.61669337935513	3.15879906605497	4.760078990077	2.37058034045625	3.03292963022444	5.12	DOWN_pEhEx_UP_CmasM
EHI_152280A	0.149572212688889	4.67431423230434	0.757920472972537	0.948840547916829	150	258	264	322	178	239	22.754014098831	33.3252461383437	23.8263700982432	27.8680988146326	23.4424055889562	20.7105766178183	5.12	DOWN_pEhEx_UP_CmasM
EHI_154230A	0.164315604948915	2.55699742659468	0.757327795160366	0.948840547916829	42	41	70	76	41	47	6.37112394767269	5.29587244834144	6.31759813210993	6.57756369537913	5.39965521992812	4.07279121772996	5.12	DOWN_pEhEx_UP_CmasM
EHI_168400A	-0.201889723410757	0.45728716713651	0.757870404728299	0.948840547916829	8	5	15	13	7	19	1.21354741860432	0.645838103456273	1.35377102830927	1.12510957947275	0.921892354621873	1.64644751355041	5.12	UP_pEhEx_DOWN_CmasM
EHI_161970A	0.234170261026185	4.29092917097126	0.758589001045382	0.948944267707703	133	177	219	261	206	43	20.1752258342969	22.8626688623521	19.7650570133154	22.5887384801836	27.1299750074437	3.72617068856145	5.11	DOWN_pEhEx_UP_CmasM
EHI_023190A	0.240509895907658	1.10734996715122	0.759134468688346	0.949373445112511	13	19	21	33	15	6	1.97201455523202	2.45418479313384	1.89527943963298	2.8560473940462	1.97548361704687	0.519930793752761	5.06	DOWN_pEhEx_UP_CmasM
EHI_045100A	-0.227020316586371	0.427884884337708	0.760188323743971	0.950198126512422	3	12	12	15	8	15	0.455080281976621	1.55001144829506	1.08301682264742	1.29820336093009	1.053591262425	1.2998269843819	4.98	UP_pEhEx_DOWN_CmasM
EHI_099300A	-0.142229285059516	5.9500666550811	0.760199012748053	0.950198126512422	355	436	726	573	461	965	53.8511667005668	56.317082621387	65.5225177701687	49.5913683875295	60.7131964972405	83.6222026619024	4.98	UP_pEhEx_DOWN_CmasM
EHI_001910A	-0.275068888735424	1.55790789072152	0.760932955570125	0.950265382250351	22	12	28	22	9	67	3.33725540116189	1.55001144829506	2.52703925284397	1.9040315960308	1.18529017022812	5.8058938635725	4.97	UP_pEhEx_DOWN_CmasM
EHI_050620A	-0.195600150331436	2.68674958086506	0.760741683195188	0.950265382250351	22	54	78	53	34	125	3.33725540116189	6.97505151732775	7.03960934720821	4.58698520861965	4.47776286530624	10.8318915365159	4.97	UP_pEhEx_DOWN_CmasM
EHI_054260A	-0.158434392938585	6.88355587790657	0.760475234834906	0.950265382250351	839	828	1108	987	719	2225	127.270785526128	106.950789932359	99.9985532911115	85.4217811492	94.6915147104467	192.807669349982	4.97	UP_pEhEx_DOWN_CmasM
EHI_148220A	-0.149752609860602	5.13962060635811	0.761063108316898	0.950265382250351	213	326	280	487	303	329	32.3107000203401	42.108644345349	25.2703925284397	42.1483357848636	39.9047690643468	28.5095385241097	4.97	UP_pEhEx_DOWN_CmasM
EHI_008620A	0.120206930096879	11.0274506863626	0.761450668285656	0.950496297213415	16566	16172	21277	19832	16086	24993	2512.9533170749	2088.89876181897	1920.27907795576	1716.39793693104	2118.50863092107	2165.77172137713	4.95	DOWN_pEhEx_UP_CmasM
EHI_118820A	0.143139913973126	5.46770134131653	0.76208818785239	0.950608095531979	366	315	471	392	289	618	55.5197944011478	40.6878005177452	42.5084102889111	33.9263811656397	38.0609843551031	53.5528717565344	4.94	DOWN_pEhEx_UP_CmasM
EHI_153720A	0.148266357926192	3.73143512448661	0.761949700648124	0.950608095531979	104	93	149	129	103	144	15.7761164418562	12.0125887242867	13.4474588812054	11.1645489039988	13.5649875037219	12.4783390500663	4.94	DOWN_pEhEx_UP_CmasM
EHI_168070A	0.144991323202845	4.04450838275767	0.762148166125724	0.950608095531979	120	116	201	181	105	195	18.2032112790648	14.9834440001855	18.1405317793442	15.6649872218898	13.8283853193281	16.8977507969647	4.94	DOWN_pEhEx_UP_CmasM
EHI_136390A	-0.158101585227035	4.76954032244858	0.762661330724234	0.950995295701059	105	239	331	389	221	264	15.9278098691817	30.8710613452099	29.8732140246913	33.6667404934537	29.1054586244906	22.8769549251215	4.9	UP_pEhEx_DOWN_CmasM
EHI_151740A	-0.228238209655139	0.693175573066506	0.762889926468088	0.951027543200054	7	12	14	18	5	26	1.06185399127878	1.55001144829506	1.26351962642199	1.55784403311611	0.658494539015624	2.2530334395953	4.9	UP_pEhEx_DOWN_CmasM
EHI_049990A	-0.588148907838141	2.17364246693317	0.763216600905535	0.951182007132801	0	63	24	79	66	0	0	8.13756010354904	2.16603364529483	6.83720436756515	8.69212791500624	0	4.88	UP_pEhEx_DOWN_CmasM
