logFC	logCPM	PValue	FDR	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	U2AF84_1	U2AF84_2	U2AF84_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_110610A	1.54857114685825	4.96551148852876	0.189506485749265	1	95	66	407	151	79	346	12.3427511056091	8.66745722341365	118.318307392272	12.2255727102489	9.84891567468143	25.4081081264728	0	DOWN_pEhEx_UP_U2AF84
EHI_110620A	-0.10942141072774	2.87704630524335	0.927905272998806	1	54	37	30	44	12	232	7.0158795758199	4.85902904948947	8.7212511591355	3.56241853808576	1.49603782400224	17.0366505356696	0	UP_pEhEx_DOWN_U2AF84
EHI_110670A	0.197528798222832	3.64183488951936	0.775493274279131	1	84	95	55	149	77	171	10.9135904512754	12.4758853973378	15.9889604584151	12.0636445948813	9.59957603734773	12.5571863862047	0	DOWN_pEhEx_UP_U2AF84
EHI_110680A	1.25346465678316	1.36280921672246	0.292645507192991	1	10	5	29	12	4	37	1.29923695848517	0.656625547228307	8.43054278716432	0.971568692205208	0.498679274667414	2.71705202508524	0	DOWN_pEhEx_UP_U2AF84
EHI_110690A	0.240966823118115	5.07911406152407	0.746781058376243	1	295	269	122	408	343	226	38.3274902753124	35.3264544408829	35.4664213804844	33.0333355349771	42.7617478027308	16.5960475045747	0	DOWN_pEhEx_UP_U2AF84
EHI_110710A	0.350441102613929	3.96334869635699	0.651554634667258	1	170	158	30	189	124	134	22.0870282942478	20.7493672924145	8.7212511591355	15.302206902232	15.4590575146898	9.84013436111951	0	DOWN_pEhEx_UP_U2AF84
EHI_110720A	-0.320032789921541	7.65220713321041	0.674676193849412	1	1867	1544	312	2641	1918	2948	242.56754014918	202.765968984101	90.7010120550092	213.82607634283	239.116712203025	216.482955944629	0	UP_pEhEx_DOWN_U2AF84
EHI_110730A	-0.554103618270232	2.50739019861613	0.507238176588343	1	19	28	25	55	43	130	2.46855022112182	3.67710306447852	7.26770929927958	4.4530231726072	5.3608022026747	9.54639900705624	0	UP_pEhEx_DOWN_U2AF84
EHI_110740A	0.492591636954624	9.32244249246902	0.759359287108151	1	7045	9796	147	8562	7195	70	915.312437252799	1286.4607721297	42.7341306797639	693.214261888416	896.999345308011	5.14036869610721	0	DOWN_pEhEx_UP_U2AF84
EHI_110750A	-0.354058993497218	4.59200573837924	0.608040456297564	1	168	162	68	287	236	378	21.8271809025508	21.2746677301971	19.7681692940405	23.2366845552412	29.4220772053774	27.7579909589789	0	UP_pEhEx_DOWN_U2AF84
EHI_110780A	-0.453191015114315	2.4241390205355	0.508240949178046	1	34	32	15	70	58	67	4.41740565884956	4.20240350226116	4.36062557956775	5.66748403786372	7.23084948267751	4.92006718055975	0	UP_pEhEx_DOWN_U2AF84
EHI_110790A	0.238459161567562	2.48658485413284	0.840034729326907	1	70	58	2	97	44	20	9.09465870939616	7.61685634784836	0.581416743942367	7.85351359532543	5.48547202134156	1.46867677031634	0	DOWN_pEhEx_UP_U2AF84
EHI_110810A	-0.158647238218789	4.50551698509334	0.857410797285881	1	218	224	20	328	251	182	28.3233656949766	29.4168245158281	5.81416743942366	26.5562109202757	31.2921244853802	13.3649586098787	0	UP_pEhEx_DOWN_U2AF84
EHI_110820A	-0.129919912929287	1.11454544180965	0.901856503850331	1	20	17	2	32	26	4	2.59847391697033	2.23252686057624	0.581416743942367	2.59084984588056	3.24141528533819	0.293735354063269	0	UP_pEhEx_DOWN_U2AF84
EHI_110830A	0.581809686676255	1.68945879389154	0.401691937733805	1	25	19	18	35	19	27	3.24809239621291	2.49517707946757	5.2327506954813	2.83374201893186	2.36872655467022	1.98271363992707	0	DOWN_pEhEx_UP_U2AF84
EHI_110940A	0.351074256243492	0.273859527487448	0.801060111264802	1	1	6	9	12	1	20	0.129923695848517	0.787950656673968	2.61637534774065	0.971568692205208	0.124669818666854	1.46867677031634	0	DOWN_pEhEx_UP_U2AF84
EHI_110950A	1.31202239744736	3.76291311124206	0.387214931993034	1	17	13	185	32	22	242	2.20870282942478	1.7072264227936	53.7810488146689	2.59084984588056	2.74273601067078	17.7709889208278	0	DOWN_pEhEx_UP_U2AF84
EHI_110970A	-0.580769905755435	4.88215187459264	0.555497990573645	1	214	276	21	577	387	140	27.8036709115826	36.2457302070025	6.10487581139485	46.7162612835338	48.2472198240723	10.2807373922144	0	UP_pEhEx_DOWN_U2AF84
EHI_110980A	0.459206078830722	2.89042056788609	0.521932394826308	1	49	48	43	83	48	74	6.36626109657731	6.30360525339174	12.5004599947609	6.72001678775269	5.98415129600897	5.43410405017047	0	DOWN_pEhEx_UP_U2AF84
EHI_111000A	-0.193405925479177	3.92261483201723	0.804062797374971	1	98	87	61	163	85	326	12.7325221931546	11.4252845217725	17.7332106902422	13.1971414024541	10.5969345866826	23.9394313561564	0	UP_pEhEx_DOWN_U2AF84
EHI_111020A	-0.0791858722495438	3.66418368454918	0.936730642231545	1	123	138	7	230	125	57	15.9806145893675	18.1228651035013	2.03495860379828	18.6217332672665	15.5837273333567	4.18572879540158	0	UP_pEhEx_DOWN_U2AF84
EHI_111040A	0.243121646544241	2.48607202254507	0.803009936510104	1	59	56	8	87	50	21	7.66549805506248	7.35420612895703	2.32566697576947	7.04387301848776	6.23349093334268	1.54211060883216	0	DOWN_pEhEx_UP_U2AF84
EHI_111050A	-0.779432237058286	7.32425377199256	0.426553360116385	1	1065	1426	95	2574	2529	1131	138.36873607867	187.269606069513	27.6172953372624	208.401484478017	315.289971408473	83.0536713613893	0	UP_pEhEx_DOWN_U2AF84
EHI_111060A	0.289873115873857	2.72356158486605	0.791710840546962	1	78	73	4	108	54	24	10.1340482761843	9.58673298953328	1.16283348788473	8.74411822984688	6.73217020801009	1.76241212437961	0	DOWN_pEhEx_UP_U2AF84
EHI_111070A	0.13602116657293	7.27950914801253	0.851794895072471	1	1537	1355	377	1656	1234	2119	199.69272051917	177.945523298871	109.597056233136	134.076479524319	153.842556234897	155.606303815017	0	DOWN_pEhEx_UP_U2AF84
EHI_111080A	0.151521326102734	1.45280936973498	0.921521599603536	1	25	30	2	45	23	9	3.24809239621291	3.93975328336984	0.581416743942367	3.64338259576953	2.86740582933763	0.660904546642355	0	DOWN_pEhEx_UP_U2AF84
EHI_111200A	-0.350306754361634	0.903225180076734	0.702190011799793	1	12	10	5	11	9	47	1.5590843501822	1.31325109445661	1.45354185985592	0.890604634521441	1.12202836800168	3.45139041024341	0	UP_pEhEx_DOWN_U2AF84
EHI_111430A	-0.663491459987666	1.11848626803204	0.320255499732949	1	9	14	5	21	23	35	1.16931326263665	1.83855153223926	1.45354185985592	1.70024521135911	2.86740582933763	2.5701843480536	0	UP_pEhEx_DOWN_U2AF84
EHI_111550A	0.618530870659545	7.34953488634637	0.657621911736826	1	2263	2193	33	2562	1344	142	294.017323705193	287.995965014335	9.59337627504905	207.429915785812	167.556236288251	10.427605069246	0	DOWN_pEhEx_UP_U2AF84
EHI_111570A	-0.709143016132082	9.17176581828012	0.459830098916879	1	3515	5787	330	10322	7911	4416	456.681790907536	759.978408362042	95.9337627504905	835.711003411847	986.262935473479	324.283830885849	0	UP_pEhEx_DOWN_U2AF84
EHI_111610A	-0.295390746354399	4.966025203087	0.686697287269027	1	232	273	60	386	357	366	30.1422974368558	35.8517548786655	17.442502318271	31.2521262659342	44.5071252640667	26.8767848967891	0	UP_pEhEx_DOWN_U2AF84
EHI_111740A	0.287356287453255	0.999595139899869	0.696700977877868	1	17	16	5	20	16	17	2.20870282942478	2.10120175113058	1.45354185985592	1.61928115367535	1.99471709866966	1.24837525476889	0	DOWN_pEhEx_UP_U2AF84
EHI_111760A	-0.902764180869921	9.6469476724773	0.191277026038826	1	3491	5085	1907	13331	10035	10931	453.563622207171	667.788181531188	554.380865349047	1079.3318529823	1251.06163032188	802.705288816398	0	UP_pEhEx_DOWN_U2AF84
EHI_111770A	-0.00560253351947761	2.87042166978621	0.991987890456213	1	57	69	16	124	73	30	7.40565066336545	9.06143255175063	4.65133395153893	10.0395431527872	9.10089676268031	2.20301515547452	0	UP_pEhEx_DOWN_U2AF84
EHI_111780A	-0.53656351032671	0.398497754375995	0.5457820442002	1	12	7	0	20	10	14	1.5590843501822	0.919275766119629	0	1.61928115367535	1.24669818666854	1.02807373922144	0	UP_pEhEx_DOWN_U2AF84
EHI_111790A	-0.446484550747045	2.61986149332482	0.575991871107583	1	26	30	27	54	65	108	3.37801609206143	3.93975328336984	7.84912604322195	4.37205911492344	8.10353821334548	7.93085455970826	0	UP_pEhEx_DOWN_U2AF84
EHI_111800A	-1.52479913603338	0.871756807418992	0.0368789634561418	1	3	9	3	27	17	37	0.38977108754555	1.18192598501095	0.87212511591355	2.18602955746172	2.11938691733651	2.71705202508524	0	UP_pEhEx_DOWN_U2AF84
EHI_111810A	-0.343784650421352	0.554320526373015	0.733094477852032	1	10	8	3	15	23	2	1.29923695848517	1.05060087556529	0.87212511591355	1.21446086525651	2.86740582933763	0.146867677031634	0	UP_pEhEx_DOWN_U2AF84
EHI_111820A	0.444721353349791	1.29347864106598	0.763212263079319	1	8	2	23	10	2	63	1.03938956678813	0.262650218891323	6.68629255533722	0.809640576837674	0.249339637333707	4.62633182649649	0	DOWN_pEhEx_UP_U2AF84
EHI_111830A	0.712318787054648	2.86906950507949	0.304302744281684	1	60	50	42	63	44	75	7.795421750911	6.56625547228307	12.2097516227897	5.10073563407734	5.48547202134156	5.50753788868629	0	DOWN_pEhEx_UP_U2AF84
EHI_111840A	1.92481785877666	4.22385365455743	0.175757524674231	1	28	28	279	63	23	207	3.63786348375846	3.67710306447852	81.1076357799601	5.10073563407734	2.86740582933763	15.2008045727742	0	DOWN_pEhEx_UP_U2AF84
EHI_111850A	-0.0624709616132028	3.23616177868842	0.930282918550409	1	74	70	28	129	80	106	9.61435349279023	9.19275766119629	8.13983441519313	10.444363441206	9.97358549334829	7.78398688267663	0	UP_pEhEx_DOWN_U2AF84
EHI_111980A	-0.0195672279752371	11.4572130124663	0.977382404874012	1	27750	23628	5740	32707	22499	41378	3605.38255979634	3102.94968598209	1668.66605511459	2648.09143466298	2804.94625018554	3038.54537010749	0	UP_pEhEx_DOWN_U2AF84
EHI_111990A	0.13677003419377	8.27092376888096	0.891840502738518	1	3581	3429	186	5209	2665	1745	465.256754833538	450.313800289173	54.0717571866401	421.741776474744	332.245066747165	128.142048210101	0	DOWN_pEhEx_UP_U2AF84
EHI_112010A	0.200468476829264	0.275876073940734	0.888537581065614	1	11	10	1	21	5	6	1.42916065433368	1.31325109445661	0.290708371971183	1.70024521135911	0.623349093334268	0.440603031094903	0	DOWN_pEhEx_UP_U2AF84
EHI_112040A	1.37598232088416	0.519810412585759	0.171418510582655	1	9	3	14	6	4	14	1.16931326263665	0.393975328336984	4.06991720759657	0.485784346102604	0.498679274667414	1.02807373922144	0	DOWN_pEhEx_UP_U2AF84
EHI_112060A	0.306481510985839	0.842716847214366	0.618192030483695	1	10	13	8	22	9	17	1.29923695848517	1.7072264227936	2.32566697576947	1.78120926904288	1.12202836800168	1.24837525476889	0	DOWN_pEhEx_UP_U2AF84
EHI_112490A	1.23271334854544	4.12771149228538	0.170308720134482	1	275	190	41	238	45	82	35.7290163583421	24.9517707946757	11.9190432508185	19.2694457287366	5.61014184000841	6.02157475829701	0	DOWN_pEhEx_UP_U2AF84
EHI_112590A	1.24403149853435	0.519350921138532	0.183580159931379	1	12	22	2	15	6	3	1.5590843501822	2.88915240780455	0.581416743942367	1.21446086525651	0.748018912001121	0.220301515547452	0	DOWN_pEhEx_UP_U2AF84
EHI_112790A	0.204168100121701	5.30929444974862	0.769822984079182	1	289	364	142	444	332	444	37.5479481002213	47.8023398382207	41.280588819908	35.9480416115927	41.3903797973954	32.6046243010228	0	DOWN_pEhEx_UP_U2AF84
EHI_112800A	0.902328807395528	5.60661167956706	0.48203789558573	1	59	83	590	250	225	725	7.66549805506248	10.8999840839899	171.517939462998	20.2410144209418	28.0507092000421	53.2395329239675	0	DOWN_pEhEx_UP_U2AF84
EHI_112810A	-1.81064700112252	1.04073642101726	0.0618953696405417	1	4	13	0	28	29	36	0.519694783394066	1.7072264227936	0	2.26699361514549	3.61542474133875	2.64361818656942	0	UP_pEhEx_DOWN_U2AF84
EHI_112820A	-0.404331631977212	2.60177961481847	0.573478747938664	1	45	47	10	98	58	66	5.84656631318325	6.17228014394608	2.90708371971183	7.9344776530092	7.23084948267751	4.84663334204394	0	UP_pEhEx_DOWN_U2AF84
EHI_112830A	0.429388712953589	6.25408791184632	0.700882242604611	1	774	1122	48	984	807	195	100.560940586752	147.346772798032	13.9540018546168	79.6686327608271	100.608543664151	14.3195985105844	0	DOWN_pEhEx_UP_U2AF84
EHI_112840A	0.00567260877496318	0.567482266549739	1	1	10	10	4	14	6	25	1.29923695848517	1.31325109445661	1.16283348788473	1.13349680757274	0.748018912001121	1.83584596289543	0	DOWN_pEhEx_UP_U2AF84
EHI_112870A	-0.256055094906035	4.80975785150501	0.766739187173587	1	110	120	159	219	223	616	14.2916065433368	15.7590131334794	46.2226311434181	17.7311286327451	27.8013695627083	45.2352445257434	0	UP_pEhEx_DOWN_U2AF84
EHI_112880A	2.01436660365606	6.86428757314537	0.208230898845513	1	89	97	1843	209	195	1325	11.563208930518	12.7385356162292	535.775529542891	16.9214880559074	24.3106146400364	97.2998360334578	0	DOWN_pEhEx_UP_U2AF84
EHI_112890A	0.0758902210360743	1.8858772264849	0.935401194147649	1	29	30	10	45	30	38	3.76778717960698	3.93975328336984	2.90708371971183	3.64338259576953	3.74009456000561	2.79048586360105	0	DOWN_pEhEx_UP_U2AF84
EHI_112990A	-0.0920754283217018	6.72361866514928	0.962219404684292	1	1109	1234	0	1945	1325	51	144.085378696005	162.055185055946	0	157.475092194928	165.187509733581	3.74512576430668	0	UP_pEhEx_DOWN_U2AF84
EHI_113420A	0.0993691128430385	4.13568410789954	0.923256942884712	1	186	198	12	294	147	111	24.1658074278241	26.0023716702409	3.4885004636542	23.8034329590276	18.3264633440275	8.15115607525571	0	DOWN_pEhEx_UP_U2AF84
EHI_113440A	3.16875501815875	2.10827097162157	0.0227580078282463	1	12	10	69	3	8	17	1.5590843501822	1.31325109445661	20.0588776660116	0.242892173051302	0.997358549334829	1.24837525476889	0	DOWN_pEhEx_UP_U2AF84
EHI_113550A	-1.35804287107054	0.154152119234781	0.113668477161808	1	7	3	0	18	7	20	0.909465870939616	0.393975328336984	0	1.45735303830781	0.872688730667975	1.46867677031634	0	UP_pEhEx_DOWN_U2AF84
EHI_113560A	-0.0108760621146183	2.38340782654399	0.999999999999998	1	37	54	10	91	50	20	4.80717674639511	7.09155591006571	2.90708371971183	7.36772924922283	6.23349093334268	1.46867677031634	0	UP_pEhEx_DOWN_U2AF84
EHI_113590A	0.0157374256508846	4.89072063349377	0.983115801989401	1	146	157	170	334	202	484	18.9688595938834	20.6180421829688	49.4204232351012	27.0419952663783	25.1833033707044	35.5419778416555	0	DOWN_pEhEx_UP_U2AF84
EHI_113690A	-0.376609592268484	3.64875028372815	0.617263752161377	1	85	113	21	201	131	125	11.0435141471239	14.8397373673597	6.10487581139485	16.2737755944372	16.3317462453578	9.17922981447715	0	UP_pEhEx_DOWN_U2AF84
EHI_113890A	-0.0900762664965376	9.77199473539659	0.911121673452196	1	8765	8575	947	10952	8403	10483	1138.78119411225	1126.11281349655	275.300828256711	886.71835975262	1047.60048625757	769.806929161312	0	UP_pEhEx_DOWN_U2AF84
EHI_113900A	-0.752667250993352	5.62882650201934	0.334423248955429	1	235	390	97	824	684	456	30.5320685244014	51.2167926838079	28.1987120812048	66.7143835314243	85.2741559681278	33.4858303632127	0	UP_pEhEx_DOWN_U2AF84
EHI_113910A	-0.263126278197279	4.0536209591928	0.802647033661299	1	34	56	114	171	81	403	4.41740565884956	7.35420612895703	33.1407544047149	13.8448538639242	10.0982553120151	29.5938369218743	0	UP_pEhEx_DOWN_U2AF84
EHI_113950A	0.646412856112531	5.79020196261405	0.624141297036672	1	190	906	200	258	850	29	24.6855022112182	118.980549157769	58.1416743942367	20.888726882412	105.969345866826	2.1295813169587	0	DOWN_pEhEx_UP_U2AF84
EHI_113970A	-0.838225270155282	4.46447320067345	0.232635606179865	1	125	121	51	291	198	487	16.2404619810646	15.890338242925	14.8261269705303	23.5605407859763	24.684624096037	35.762279357203	0	UP_pEhEx_DOWN_U2AF84
EHI_113980A	0.306036881852818	3.4600527265234	0.685360446323264	1	56	68	68	105	90	125	7.27572696751693	8.93010744230497	19.7681692940405	8.50122605679557	11.2202836800168	9.17922981447715	0	DOWN_pEhEx_UP_U2AF84
EHI_114010A	-0.155752934244211	3.63820518654598	0.953871982912491	1	266	0	0	1	126	310	34.5597030957054	0	0	0.0809640576837674	15.7083971520236	22.7644899399033	0	UP_pEhEx_DOWN_U2AF84
EHI_114120A	-0.369885796384556	4.45079181789826	0.765646579487379	1	179	244	4	405	284	68	23.2563415568845	32.0433267047414	1.16283348788473	32.7904433619258	35.4062285013864	4.99350101907557	0	UP_pEhEx_DOWN_U2AF84
EHI_114140A	0.170859475863452	4.31304916651827	0.893604557871976	1	52	41	174	74	43	601	6.75603218412286	5.38432948727212	50.5832567229859	5.99134026859879	5.3608022026747	44.1337369480062	0	DOWN_pEhEx_UP_U2AF84
EHI_114150A	0.165801520070589	2.19319187098149	0.910718058568219	1	53	47	2	75	47	5	6.88595587997138	6.17228014394608	0.581416743942367	6.07230432628255	5.85948147734212	0.367169192579086	0	DOWN_pEhEx_UP_U2AF84
EHI_114180A	3.37243172064074	3.40272788170279	0.237855323682445	1	4	8	193	0	0	75	0.519694783394066	1.05060087556529	56.1067157904384	0	0	5.50753788868629	0	DOWN_pEhEx_UP_U2AF84
EHI_114320A	-0.971919634924639	5.05965749502423	0.199698243118392	1	158	162	87	285	377	837	20.5279439440656	21.2746677301971	25.2916283614929	23.0747564398737	47.0005216374038	61.464122837739	0	UP_pEhEx_DOWN_U2AF84
EHI_114330A	0.364280894098218	6.88843589500501	0.710534818293449	1	1284	1468	136	1819	1065	411	166.822025469495	192.785260666231	39.5363385880809	147.273620926773	132.773356880199	30.1813076300009	0	DOWN_pEhEx_UP_U2AF84
EHI_114340A	0.083992299379317	5.73118155739916	0.932194031708554	1	608	574	30	737	461	503	78.9936070758981	75.3806128218096	8.7212511591355	59.6705105129366	57.4727864054195	36.9372207734561	0	DOWN_pEhEx_UP_U2AF84
EHI_114350A	-0.0959969280668884	3.24874125233575	0.916019092577116	1	35	48	56	100	84	138	4.54732935469808	6.30360525339174	16.2796688303863	8.09640576837674	10.4722647680157	10.1338697151828	0	UP_pEhEx_DOWN_U2AF84
EHI_114360A	2.21922145996699	3.88347895246959	0.232894272835364	1	6	7	244	29	6	169	0.7795421750911	0.919275766119629	70.9328427609687	2.34795767282925	0.748018912001121	12.4103187091731	0	DOWN_pEhEx_UP_U2AF84
EHI_114380A	-0.146003617726264	0.736918619810664	0.832241370877984	1	9	13	4	20	13	18	1.16931326263665	1.7072264227936	1.16283348788473	1.61928115367535	1.6207076426691	1.32180909328471	0	UP_pEhEx_DOWN_U2AF84
EHI_114390A	0.222299770287115	2.99979635723861	0.80143096399372	1	84	89	8	96	57	91	10.9135904512754	11.6879347406639	2.32566697576947	7.77254953764167	7.10617966401065	6.68247930493937	0	DOWN_pEhEx_UP_U2AF84
EHI_114400A	-0.27706070462937	8.57302154987419	0.710867922245601	1	3136	3386	620	4748	2981	6742	407.440710180948	444.666820583009	180.239190622134	384.417345882527	371.64072944589	495.09093927364	0	UP_pEhEx_DOWN_U2AF84
EHI_114420A	0.5383701806848	1.90344593392058	0.454967519599291	1	38	35	10	51	19	29	4.93710044224363	4.59637883059815	2.90708371971183	4.12916694187214	2.36872655467022	2.1295813169587	0	DOWN_pEhEx_UP_U2AF84
EHI_114430A	0.209904242390192	0.534657947408976	0.900944108996435	1	15	14	0	26	8	4	1.94885543772775	1.83855153223926	0	2.10506549977795	0.997358549334829	0.293735354063269	0	DOWN_pEhEx_UP_U2AF84
EHI_114440A	0.375579588194668	1.27377933187408	0.666083073627264	1	16	23	8	35	20	6	2.07877913357627	3.02047751725021	2.32566697576947	2.83374201893186	2.49339637333707	0.440603031094903	0	DOWN_pEhEx_UP_U2AF84
EHI_114640A	-0.460562309697293	2.50477872991423	0.527049217713703	1	28	27	23	61	58	91	3.63786348375846	3.54577795503286	6.68629255533722	4.93880751870981	7.23084948267751	6.68247930493937	0	UP_pEhEx_DOWN_U2AF84
EHI_114770A	0.34324325576387	6.01309234812028	0.728792000328388	1	851	719	37	942	442	529	110.565065167088	94.4227536914305	10.7562097629338	76.2681423381089	55.1040598507493	38.8465005748673	0	DOWN_pEhEx_UP_U2AF84
EHI_114780A	-0.648793663220949	1.35085593966074	0.348251137268635	1	14	12	7	47	22	26	1.81893174187923	1.57590131334794	2.03495860379828	3.80531071113707	2.74273601067078	1.90927980141125	0	UP_pEhEx_DOWN_U2AF84
EHI_114790A	-0.835598943928143	3.25700394312679	0.263601307739222	1	51	64	17	166	126	92	6.62610848827435	8.40480700452233	4.94204232351012	13.4400335755054	15.7083971520236	6.75591314345518	0	UP_pEhEx_DOWN_U2AF84
EHI_114920A	-1.58955860952969	7.0913405940257	0.0839107901772647	1	158	625	348	1963	2567	1825	20.5279439440656	82.0781934035383	101.166513445972	158.932445233235	320.027424517813	134.016755291366	0	UP_pEhEx_DOWN_U2AF84
EHI_115270A	0.471478789474035	3.95252750057618	0.562784478948541	1	177	169	27	144	147	115	22.9964941651874	22.1939434963168	7.84912604322195	11.6588243064625	18.3264633440275	8.44489142931898	0	DOWN_pEhEx_UP_U2AF84
EHI_115280A	-0.199329114425664	5.94584174465832	0.784513237404458	1	578	450	128	879	548	783	75.0958962004426	59.0962992505476	37.2106716123115	71.1674067040315	68.3190606294358	57.4986955578849	0	UP_pEhEx_DOWN_U2AF84
EHI_115300A	-0.319755398725021	4.6657976220622	0.754097448197321	1	233	257	10	456	273	175	30.2722211327044	33.750553127535	2.90708371971183	36.9196103037979	34.034860496051	12.850921740268	0	UP_pEhEx_DOWN_U2AF84
