logFC	logCPM	PValue	FDR	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_012490A	-0.811685759146914	3.03457372611181	0.477783703550248	0.99924385051234	17	98	10	182	87	25	2.86890402650947	13.6662580957466	0.859351045797613	16.3874426534924	12.1300582131249	2.00138351918962	0.08	UP_pEhEx_DOWN_CDC5
EHI_012500A	0.239153004851949	1.31126151504857	0.783379594788382	0.99924385051234	12	19	31	35	16	11	2.02510872459492	2.64958065121618	2.6639882419726	3.15143127951778	2.23081530356321	0.880608748443432	0.08	DOWN_pEhEx_UP_CDC5
EHI_012570A	-0.937066690221998	4.57171594089306	0.240920040472738	0.99924385051234	50	60	367	195	184	620	8.4379530191455	8.36709679331426	31.5381833807724	17.557974271599	25.6543759909769	49.6343112759025	0.08	UP_pEhEx_DOWN_CDC5
EHI_012590A	0.294198550353536	2.5654789214887	0.785206281178819	0.99924385051234	45	71	17	93	46	8	7.59415771723095	9.90106453875521	1.46089677785594	8.37380311414723	6.41359399774422	0.640442726140678	0.08	DOWN_pEhEx_UP_CDC5
EHI_012600A	-0.276345698232436	3.91499197589784	0.642105659984808	0.99924385051234	74	81	192	172	134	184	12.4881704683353	11.2955806709742	16.4995400793142	15.4870337164874	18.6830781673419	14.7301827012356	0.08	UP_pEhEx_DOWN_CDC5
EHI_012720A	-0.355557932596458	5.71376829155051	0.623958449992487	0.99924385051234	353	467	151	664	450	668	59.5719483151672	65.1239033746293	12.976200791544	59.7871534171372	62.7416804127152	53.4769676327466	0.08	UP_pEhEx_DOWN_CDC5
EHI_012930A	-0.17423844883053	1.94161988646221	0.782365656463255	0.99924385051234	20	23	42	40	33	42	3.3751812076582	3.2073871041038	3.60927439234998	3.60163574802032	4.60105656359912	3.36232431223856	0.08	UP_pEhEx_DOWN_CDC5
EHI_012980A	-0.971542788172121	5.35142529865438	0.339806497603991	0.99924385051234	167	373	25	603	584	321	28.182763083946	52.0154517317703	2.14837761449403	54.2946589014063	81.4247585800571	25.6977643863947	0.08	UP_pEhEx_DOWN_CDC5
EHI_013000A	-0.664266333668845	2.92640780197444	0.312299345785872	0.99924385051234	32	25	95	90	82	96	5.40028993225312	3.48629033054761	8.16383493507733	8.10368043304571	11.4329284307614	7.68531271368813	0.08	UP_pEhEx_DOWN_CDC5
EHI_013040A	-0.373986587182629	2.06223757982297	0.617988461388915	0.99924385051234	25	34	17	66	31	39	4.21897650957275	4.74135484954475	1.46089677785594	5.94269898423352	4.32220465065372	3.1221582899358	0.08	UP_pEhEx_DOWN_CDC5
EHI_013050A	-0.611380405190515	3.78278990259502	0.436482666967042	0.99924385051234	80	114	33	215	129	147	13.5007248306328	15.8974839072971	2.83585845113212	19.3587921456092	17.9859483849784	11.7681350928349	0.08	UP_pEhEx_DOWN_CDC5
EHI_013070A	0.977281798185099	0.851356632244462	0.116013392233928	0.99924385051234	12	11	32	11	8	14	2.02510872459492	1.53396774544095	2.74992334655236	0.990449830705587	1.1154076517816	1.12077477074619	0.08	DOWN_pEhEx_UP_CDC5
EHI_013080A	0.169390735598147	1.11139351267082	0.866529119972678	0.99924385051234	14	25	5	26	11	20	2.36262684536074	3.48629033054761	0.429675522898807	2.34106323621321	1.53368552119971	1.60110681535169	0.08	DOWN_pEhEx_UP_CDC5
EHI_013120A	0.570007325835122	3.09152687215476	0.417581506252519	0.99924385051234	47	56	163	43	39	134	7.93167583799677	7.80929034042664	14.0074220465011	3.87175842912184	5.43761230243532	10.7274156628563	0.08	DOWN_pEhEx_UP_CDC5
EHI_013170A	0.400461389367282	6.15092705600135	0.545246382358488	0.99924385051234	614	695	482	1018	347	539	103.618063075107	96.9188711892235	41.420720407445	91.661629787117	48.3808068960271	43.1498286737282	0.08	DOWN_pEhEx_UP_CDC5
EHI_013180A	-0.191205474278224	2.68741116498323	0.845577005738447	0.99924385051234	43	55	30	115	62	12	7.25663959646513	7.66983872720474	2.57805313739284	10.3547027755584	8.64440930130743	0.960664089211016	0.08	UP_pEhEx_DOWN_CDC5
EHI_013190A	0.738282802240273	0.407533807428622	0.30141323332532	0.99924385051234	10	9	15	15	4	7	1.6875906038291	1.25506451899714	1.28902656869642	1.35061340550762	0.557703825890802	0.560387385373093	0.08	DOWN_pEhEx_UP_CDC5
EHI_013200A	1.26316269350679	1.03788108756242	0.0779056706896154	0.99924385051234	12	18	38	20	5	9	2.02510872459492	2.51012903799428	3.26553397403093	1.80081787401016	0.697129782363502	0.720498066908262	0.08	DOWN_pEhEx_UP_CDC5
EHI_013220A	-0.83413197065562	7.35773834164647	0.238021975708469	0.99924385051234	371	503	2563	1690	1738	2938	62.6096114020596	70.1441614506179	220.251673037928	152.169110353858	242.322312349553	235.202591175164	0.08	UP_pEhEx_DOWN_CDC5
EHI_013250A	0.97308350518137	2.70678078772237	0.125851140612109	0.99924385051234	50	48	116	55	34	39	8.4379530191455	6.69367743465141	9.96847213125231	4.95224915352793	4.74048252007182	3.1221582899358	0.08	DOWN_pEhEx_UP_CDC5
EHI_013260A	0.353765648855419	6.23068295544265	0.533741161743843	0.99924385051234	539	546	989	723	356	1030	90.9611335463885	76.1405808191598	84.989818429384	65.0995661454672	49.6356405042814	82.4570009906122	0.08	DOWN_pEhEx_UP_CDC5
EHI_013300A	-0.718298465420479	0.268273013159452	0.389530949512132	0.99924385051234	4	2	14	10	6	24	0.67503624153164	0.278903226443809	1.20309146411666	0.900408937005079	0.836555738836203	1.92132817842203	0.08	UP_pEhEx_DOWN_CDC5
EHI_013330A	1.14361929450771	2.56651870094544	0.178935646937232	0.99924385051234	32	28	165	49	36	16	5.40028993225312	3.90464517021332	14.1792922556606	4.41200379132489	5.01933443301722	1.28088545228136	0.08	DOWN_pEhEx_UP_CDC5
EHI_013340A	-0.633318440387906	3.68338945787283	0.431130607346532	0.99924385051234	25	33	241	136	106	238	4.21897650957275	4.60190323632284	20.7103602037225	12.2455615432691	14.7791513861063	19.0531711026852	0.08	UP_pEhEx_DOWN_CDC5
EHI_013550A	0.517373788151977	3.21534017745095	0.743687215657398	0.99924385051234	23	183	32	67	118	0	3.88145838880693	25.5196452196085	2.74992334655236	6.03273987793403	16.4522628637787	0	0.08	DOWN_pEhEx_UP_CDC5
EHI_013650A	0.161152191188957	3.7433769892041	0.809917475018669	0.99924385051234	96	122	100	174	98	100	16.2008697967594	17.0130968130723	8.59351045797613	15.6671155038884	13.6637437343246	8.00553407675847	0.08	DOWN_pEhEx_UP_CDC5
EHI_013760A	0.850933439095659	2.10739017511935	0.387748763015549	0.99924385051234	33	55	31	57	24	4	5.56904899263603	7.66983872720474	2.6639882419726	5.13233094092895	3.34622295534481	0.320221363070339	0.08	DOWN_pEhEx_UP_CDC5
EHI_013870A	-0.976117459716516	2.39720021045127	0.184791508594479	0.99924385051234	26	33	15	65	43	102	4.38773556995566	4.60190323632284	1.28902656869642	5.85265809053301	5.99531612832612	8.16564475829364	0.08	UP_pEhEx_DOWN_CDC5
EHI_013890A	0.15013676603736	10.1410655318613	0.811719268940179	0.99924385051234	9509	10235	6180	11585	9011	11384	1604.72990518109	1427.28726132619	531.078946302925	1043.12375352038	1256.3672937755	911.349999298184	0.08	DOWN_pEhEx_UP_CDC5
EHI_013895A	1.00811024607055	10.8720198429164	0.10012768887043	0.99924385051234	12008	13194	42396	10547	12775	12530	2026.45879707798	1839.92458484981	3643.30469376356	949.661305859257	1781.16659393875	1003.09341981784	0.08	DOWN_pEhEx_UP_CDC5
EHI_013910A	0.144653005100624	6.44617146906702	0.864215993726832	0.99924385051234	468	828	926	1252	879	158	78.9792402592019	115.465935747737	79.575906840859	112.731198913036	122.555415739504	12.6487438412784	0.08	DOWN_pEhEx_UP_CDC5
EHI_013920A	0.362926355789621	3.98420512895296	0.565339728893957	0.99924385051234	83	95	295	146	119	141	14.0070020117815	13.2479032560809	25.3508558510296	13.1459704802742	16.5916888202514	11.2878030482294	0.08	DOWN_pEhEx_UP_CDC5
EHI_013930A	1.18996938253425	1.66030656699251	0.161779589034431	0.99924385051234	24	31	46	26	20	4	4.05021744918984	4.32300000987903	3.95301481066902	2.34106323621321	2.78851912945401	0.320221363070339	0.08	DOWN_pEhEx_UP_CDC5
EHI_013950A	0.578415620990268	3.22829722312063	0.35041667729482	0.99924385051234	80	63	124	83	61	76	13.5007248306328	8.78545163297997	10.6559529678904	7.47339417714215	8.50498334483473	6.08420589833644	0.08	DOWN_pEhEx_UP_CDC5
EHI_013960A	1.23220834354904	1.29658158536395	0.227512793414429	0.99924385051234	20	30	23	27	11	1	3.3751812076582	4.18354839665713	1.97650740533451	2.43110412991371	1.53368552119971	0.0800553407675847	0.08	DOWN_pEhEx_UP_CDC5
EHI_014000A	0.962858750694203	4.08214244592657	0.32347966463308	0.99924385051234	164	183	154	248	76	14	27.6764859027972	25.5196452196085	13.2340061052832	22.330141637726	10.5963726919252	1.12077477074619	0.08	DOWN_pEhEx_UP_CDC5
EHI_014010A	1.65050387443141	3.08494300347952	0.0912525832185872	0.99924385051234	77	81	156	62	44	4	12.9944476494841	11.2955806709742	13.4058763144428	5.58253540943149	6.13474208479882	0.320221363070339	0.08	DOWN_pEhEx_UP_CDC5
EHI_014030A	-0.440698077664947	5.91132957497886	0.607889252867349	0.99924385051234	314	651	104	1072	495	520	52.9903449602338	90.7830002074597	8.93725087629518	96.5238380469444	69.0158484539867	41.628777199144	0.08	UP_pEhEx_DOWN_CDC5
EHI_014060A	0.198891076867184	3.16691632913807	0.753272754636187	0.99924385051234	64	69	90	127	51	74	10.8005798645062	9.6221613123114	7.73415941217852	11.4351934999645	7.11072378010772	5.92409521680127	0.08	DOWN_pEhEx_UP_CDC5
EHI_014080A	-0.575151158390245	0.518149856498914	0.378266266396584	0.99924385051234	6	9	8	17	11	16	1.01255436229746	1.25506451899714	0.687480836638091	1.53069519290863	1.53368552119971	1.28088545228136	0.08	UP_pEhEx_DOWN_CDC5
EHI_014110A	-0.530784818639862	9.73325674688168	0.491381324427274	0.99924385051234	2849	5438	9882	13354	11368	2871	480.794563030911	758.337872700716	849.210703457201	1202.40609447658	1584.99427318166	229.838883343736	0.08	UP_pEhEx_DOWN_CDC5
EHI_014120A	-0.394788017530405	0.587744452753355	0.699039481210664	0.99924385051234	5	11	11	19	18	3	0.84379530191455	1.53396774544095	0.945286150377375	1.71077698030965	2.50966721650861	0.240166022302754	0.08	UP_pEhEx_DOWN_CDC5
EHI_014160A	0.795996323940087	3.44811232005528	0.226469627884192	0.99924385051234	100	106	107	127	43	75	16.875906038291	14.7818710015219	9.19505619003446	11.4351934999645	5.99531612832612	6.00415055756885	0.08	DOWN_pEhEx_UP_CDC5
EHI_014190A	0.292897534152597	3.15214311543273	0.676714399202367	0.99924385051234	41	43	182	74	54	115	6.91912147569931	5.99641936854189	15.6401890335166	6.66302613383758	7.52900164952583	9.20636418827224	0.08	DOWN_pEhEx_UP_CDC5
EHI_014200A	-0.202568815380192	2.90051680806848	0.839185047757406	0.99924385051234	44	80	20	135	68	21	7.42539865684804	11.1561290577523	1.71870209159523	12.1555206495686	9.48096504014363	1.68116215611928	0.08	UP_pEhEx_DOWN_CDC5
EHI_014240A	1.04635102889612	3.55023224910893	0.122503991237046	0.99924385051234	93	99	198	122	57	45	15.6945926156106	13.8057097089685	17.0151507067927	10.984989031462	7.94727951894393	3.60249033454131	0.08	DOWN_pEhEx_UP_CDC5
EHI_014260.mRNA	-1.15117074166107	2.27907007653406	0.169515501661462	0.99924385051234	17	15	42	38	18	164	2.86890402650947	2.09177419832856	3.60927439234998	3.4215539606193	2.50966721650861	13.1290758858839	0.08	UP_pEhEx_DOWN_CDC5
EHI_014280A	-0.394023897217004	1.09648843184259	0.700853379049716	0.99924385051234	4	4	42	10	6	59	0.67503624153164	0.557806452887617	3.60927439234998	0.900408937005079	0.836555738836203	4.7232651052875	0.08	UP_pEhEx_DOWN_CDC5
EHI_014320A	-0.153267487892279	2.21027544015805	0.834996492553879	0.99924385051234	15	19	84	51	41	46	2.53138590574365	2.64958065121618	7.21854878469995	4.5920855787259	5.71646421538072	3.6825456753089	0.08	UP_pEhEx_DOWN_CDC5
EHI_014340A	-0.199171108329145	1.82365544278451	0.775377519865273	0.99924385051234	13	15	57	33	20	61	2.19386778497783	2.09177419832856	4.8983009610464	2.97134949211676	2.78851912945401	4.88337578682267	0.08	UP_pEhEx_DOWN_CDC5
EHI_014370A	-0.70545759176751	0.683177851149175	0.306988221886147	0.99924385051234	6	8	12	14	8	34	1.01255436229746	1.11561290577523	1.03122125495714	1.26057251180711	1.1154076517816	2.72188158609788	0.08	UP_pEhEx_DOWN_CDC5
EHI_014810A	0.491003649588901	2.734665477725	0.655202167628474	0.99924385051234	48	101	6	104	31	30	8.10043489837968	14.0846129354123	0.515610627478568	9.36425294485282	4.32220465065372	2.40166022302754	0.08	DOWN_pEhEx_UP_CDC5
EHI_015110A	0.761363806744884	0.321332159631745	0.347347592963644	0.99924385051234	6	7	22	3	4	18	1.01255436229746	0.97616129255333	1.89057230075475	0.270122681101524	0.557703825890802	1.44099613381652	0.08	DOWN_pEhEx_UP_CDC5
EHI_015120A	-1.00394633861142	4.92828924769687	0.380988813395973	0.99924385051234	119	94	315	102	27	1348	20.0823281855663	13.108451642859	27.0695579426248	9.1841711574518	3.76450082476291	107.914599354704	0.08	UP_pEhEx_DOWN_CDC5
EHI_015220A	1.00980962113116	0.89369755036562	0.303155229074024	0.99924385051234	12	24	15	16	13	1	2.02510872459492	3.3468387173257	1.28902656869642	1.44065429920813	1.81253743414511	0.0800553407675847	0.08	DOWN_pEhEx_UP_CDC5
EHI_015230A	1.20161023465983	2.33699545097938	0.137156818361554	0.99924385051234	48	43	72	34	36	10	8.10043489837968	5.99641936854189	6.18732752974282	3.06139038581727	5.01933443301722	0.800553407675847	0.08	DOWN_pEhEx_UP_CDC5
EHI_015250A	1.12588560257351	3.35698403024605	0.236833472061283	0.99924385051234	69	167	75	60	89	15	11.6443751664208	23.288419408058	6.4451328434821	5.40245362203047	12.4089101260703	1.20083011151377	0.08	DOWN_pEhEx_UP_CDC5
EHI_015260A	-1.23062357219161	0.427813710130053	0.120156682357264	0.99924385051234	6	3	7	18	5	29	1.01255436229746	0.418354839665713	0.601545732058329	1.62073608660914	0.697129782363502	2.32160488225996	0.08	UP_pEhEx_DOWN_CDC5
EHI_015300A	-0.87349366398013	4.01446031185644	0.295099120885166	0.99924385051234	58	40	213	118	73	512	9.78802550220878	5.57806452887617	18.3041772754892	10.6248254566599	10.1780948225071	40.9883344730034	0.08	UP_pEhEx_DOWN_CDC5
EHI_015310A	-0.817271729540008	9.82717868890619	0.223555130082374	0.99924385051234	2271	3450	12897	12746	11539	8992	383.251826129589	481.10806561557	1108.30504376518	1147.66123110667	1608.83611173849	719.857624182122	0.08	UP_pEhEx_DOWN_CDC5
EHI_015320A	1.05221351804126	10.7262867936897	0.0789188909822845	0.99924385051234	11518	12490	36902	9253	6695	19235	1943.76685749036	1741.75064914158	3171.17722920235	833.148389410799	933.45677858473	1539.86447966449	0.08	DOWN_pEhEx_UP_CDC5
EHI_015360A	-0.857560393983458	2.51490498939471	0.449398234063979	0.99924385051234	23	20	58	24	5	228	3.88145838880693	2.78903226443809	4.98423606562616	2.16098144881219	0.697129782363502	18.2526176950093	0.08	UP_pEhEx_DOWN_CDC5
EHI_015380A	-0.108677755234602	7.41427236969758	0.873991537293599	0.99924385051234	948	1717	1076	2604	1525	1040	159.983589242999	239.43841990201	92.4661725278232	234.466487196123	212.624583620868	83.2575543982881	0.08	UP_pEhEx_DOWN_CDC5
EHI_015410A	1.23293044423077	0.30546116935662	0.0860382975824838	0.99924385051234	8	9	20	11	3	5	1.35007248306328	1.25506451899714	1.71870209159523	0.990449830705587	0.418277869418101	0.400276703837923	0.08	DOWN_pEhEx_UP_CDC5
EHI_015420A	-0.362068453624906	2.07776414150609	0.575695793723322	0.99924385051234	20	31	33	47	29	65	3.3751812076582	4.32300000987903	2.83585845113212	4.23192200392387	4.04335273770831	5.203597149893	0.08	UP_pEhEx_DOWN_CDC5
EHI_015450A	-0.218949483934564	1.23528680269867	0.734739538279648	0.99924385051234	10	14	26	24	26	15	1.6875906038291	1.95232258510666	2.23431271907379	2.16098144881219	3.62507486829021	1.20083011151377	0.08	UP_pEhEx_DOWN_CDC5
EHI_016000A	0.331293637938563	0.753077672325455	0.639970533207056	0.99924385051234	11	7	24	18	9	13	1.85634966421201	0.97616129255333	2.06244250991427	1.62073608660914	1.2548336082543	1.0407194299786	0.08	DOWN_pEhEx_UP_CDC5
EHI_016010A	0.41966150095219	6.64220515540257	0.748096468752513	0.99924385051234	681	1524	173	1537	829	24	114.924920120762	212.524258550182	14.8667730922987	138.392853617681	115.584117915869	1.92132817842203	0.08	DOWN_pEhEx_UP_CDC5
EHI_016110A	-0.153797419085542	2.25352106686686	0.87304287115458	0.99924385051234	27	4	90	24	30	100	4.55649463033857	0.557806452887617	7.73415941217852	2.16098144881219	4.18277869418101	8.00553407675847	0.08	UP_pEhEx_DOWN_CDC5
EHI_016120A	-0.516614486300376	1.56827996007824	0.430022042541647	0.99924385051234	16	12	28	29	19	55	2.70014496612656	1.67341935866285	2.40618292823332	2.61118591731473	2.64909317298131	4.40304374221716	0.08	UP_pEhEx_DOWN_CDC5
EHI_016130A	-0.498962491360294	6.96065789024704	0.599485865478766	0.99924385051234	516	1522	115	1889	1073	1464	87.0796751575816	212.245355323738	9.88253702667255	170.087248200259	149.604051295208	117.201018883744	0.08	UP_pEhEx_DOWN_CDC5
EHI_016140A	0.219312696444736	3.24701155178561	0.735687616297162	0.99924385051234	61	65	123	89	85	74	10.2943026833575	9.06435485942378	10.5700178633106	8.0136395393452	11.8512063001795	5.92409521680127	0.08	DOWN_pEhEx_UP_CDC5
EHI_016350A	-0.220003434891204	3.81298231262383	0.847028103305918	0.99924385051234	45	153	110	152	219	7	7.59415771723095	21.3360968229514	9.45286150377375	13.6862158424772	30.5342844675214	0.560387385373093	0.08	UP_pEhEx_DOWN_CDC5
EHI_016360A	0.787300679069504	0.722951342697058	0.308323449269927	0.99924385051234	11	11	24	18	9	4	1.85634966421201	1.53396774544095	2.06244250991427	1.62073608660914	1.2548336082543	0.320221363070339	0.08	DOWN_pEhEx_UP_CDC5
EHI_016390A	-1.61070558372088	2.20130599238979	0.168325770899246	0.99924385051234	14	8	34	15	7	216	2.36262684536074	1.11561290577523	2.92179355571189	1.35061340550762	0.975981695308903	17.2919536057983	0.08	UP_pEhEx_DOWN_CDC5
EHI_016400A	-1.13772487058583	0.594142840716346	0.246078711243583	0.99924385051234	3	12	3	26	17	8	0.50627718114873	1.67341935866285	0.257805313739284	2.34106323621321	2.37024126003591	0.640442726140678	0.08	UP_pEhEx_DOWN_CDC5
EHI_016440A	-1.29158817694563	3.3527605557744	0.272622919370914	0.99924385051234	30	18	113	39	12	465	5.0627718114873	2.51012903799428	9.71066681751303	3.51159485431981	1.67311147767241	37.2257334569269	0.08	UP_pEhEx_DOWN_CDC5
EHI_016480A	-0.380882739963644	1.79142918356636	0.610671356427335	0.99924385051234	18	30	15	42	36	28	3.03766308689238	4.18354839665713	1.28902656869642	3.78171753542133	5.01933443301722	2.24154954149237	0.08	UP_pEhEx_DOWN_CDC5
EHI_017000A	-0.567466323824727	5.38437861635719	0.419328677445435	0.99924385051234	221	330	200	674	473	278	37.2957523446231	46.0190323632284	17.1870209159523	60.6875623541423	65.9484774115873	22.2553847333885	0.08	UP_pEhEx_DOWN_CDC5
EHI_017010A	-0.464650257723094	1.44442895733418	0.464424208420686	0.99924385051234	15	13	23	36	22	30	2.53138590574365	1.81287097188476	1.97650740533451	3.24147217321828	3.06737104239941	2.40166022302754	0.08	UP_pEhEx_DOWN_CDC5
EHI_017020A	-0.633041646935077	0.859512542298504	0.529396405726697	0.99924385051234	9	6	16	10	3	55	1.51883154344619	0.836709679331426	1.37496167327618	0.900408937005079	0.418277869418101	4.40304374221716	0.08	UP_pEhEx_DOWN_CDC5
EHI_017030A	-1.24125414999008	3.60538883163232	0.110337600113861	0.99924385051234	20	27	163	142	156	199	3.3751812076582	3.76519355699142	14.0074220465011	12.7858069054721	21.7504492097413	15.9310128127494	0.08	UP_pEhEx_DOWN_CDC5
EHI_017050A	-0.466370812789498	1.24458147418167	0.582730033246394	0.99924385051234	9	24	7	39	20	15	1.51883154344619	3.3468387173257	0.601545732058329	3.51159485431981	2.78851912945401	1.20083011151377	0.08	UP_pEhEx_DOWN_CDC5
EHI_017150A	0.629994518180731	1.45810304472538	0.64562499567181	0.99924385051234	28	29	7	33	22	0	4.72525369072148	4.04409678343522	0.601545732058329	2.97134949211676	3.06737104239941	0	0.08	DOWN_pEhEx_UP_CDC5
EHI_017450A	0.314944048715904	0.343619474666343	0.77811957461568	0.99924385051234	9	15	0	13	8	7	1.51883154344619	2.09177419832856	0	1.1705316181066	1.1154076517816	0.560387385373093	0.08	DOWN_pEhEx_UP_CDC5
EHI_017560A	-0.396096760810669	5.78045324853427	0.675634768108752	0.99924385051234	355	561	44	734	403	804	59.9094664359331	78.2323550174883	3.7811446015095	66.0900159761728	56.1886604584983	64.3644939771381	0.08	UP_pEhEx_DOWN_CDC5
EHI_017570A	0.307873231382182	0.879227890134145	0.788125510244001	0.99924385051234	7	10	32	4	1	47	1.18131342268037	1.39451613221904	2.74992334655236	0.360163574802032	0.1394259564727	3.76260101607648	0.08	DOWN_pEhEx_UP_CDC5
EHI_017590A	0.521280664638355	2.15843935936211	0.427604140855649	0.99924385051234	24	33	74	49	15	49	4.05021744918984	4.60190323632284	6.35919773890234	4.41200379132489	2.09138934709051	3.92271169761165	0.08	DOWN_pEhEx_UP_CDC5
EHI_017620A	0.813761747539202	0.725174191500543	0.421539845284582	0.99924385051234	9	8	33	17	0	19	1.51883154344619	1.11561290577523	2.83585845113212	1.53069519290863	0	1.52105147458411	0.08	DOWN_pEhEx_UP_CDC5
EHI_017630A	-0.561847017726736	1.80711593127954	0.476368454202022	0.99924385051234	17	16	33	40	10	83	2.86890402650947	2.23122581155047	2.83585845113212	3.60163574802032	1.394259564727	6.64459328370953	0.08	UP_pEhEx_DOWN_CDC5
EHI_017640A	0.604860001810348	2.14407538310667	0.528310008946222	0.99924385051234	6	20	131	30	17	61	1.01255436229746	2.78903226443809	11.2574986999487	2.70122681101524	2.37024126003591	4.88337578682267	0.08	DOWN_pEhEx_UP_CDC5
EHI_017660A	-1.34497556930659	5.00162383075647	0.145059179373564	0.99924385051234	30	49	487	293	452	595	5.0627718114873	6.83312904787331	41.8503959303438	26.3819818542488	63.0205323256606	47.6329277567129	0.08	UP_pEhEx_DOWN_CDC5
EHI_017690A	0.328945429659781	6.46642021171911	0.739056890021387	0.99924385051234	594	1278	190	1114	842	212	100.242881867449	178.219161697594	16.3276698701547	100.305555582366	117.396655350014	16.971732242728	0.08	DOWN_pEhEx_UP_CDC5
EHI_017700A	0.212136320848335	11.1566340902189	0.764783809659303	0.99924385051234	17609	25997	8770	28733	16503	18204	2971.67829428266	3625.32358892985	753.650867164507	2587.14499869669	2300.94655966898	1457.32742333311	0.08	DOWN_pEhEx_UP_CDC5
EHI_017720A	0.932695428456531	7.30121246912198	0.105720863223578	0.99924385051234	1283	1309	2573	1473	829	958	216.517874471274	182.542161707473	221.111024083726	132.630236420848	115.584117915869	76.6930164553461	0.08	DOWN_pEhEx_UP_CDC5
EHI_017730A	0.141449035111092	2.42615645158863	0.852378314658709	0.99924385051234	37	33	63	31	29	98	6.24408523416767	4.60190323632284	5.41391158852496	2.79126770471574	4.04335273770831	7.8454233952233	0.08	DOWN_pEhEx_UP_CDC5
EHI_017740A	-0.755065265719276	0.601577706362573	0.294809218118293	0.99924385051234	9	4	10	17	10	24	1.51883154344619	0.557806452887617	0.859351045797613	1.53069519290863	1.394259564727	1.92132817842203	0.08	UP_pEhEx_DOWN_CDC5
EHI_017750A	-1.31617661935599	6.76440051359877	0.139876707581974	0.99924385051234	176	141	1594	950	880	3200	29.7015946273922	19.6626774642885	136.98055670014	85.5388490154825	122.694841695976	256.177090456271	0.08	UP_pEhEx_DOWN_CDC5
EHI_017890A	-0.697593103305378	1.77234711366466	0.293146048402951	0.99924385051234	12	12	41	32	32	57	2.02510872459492	1.67341935866285	3.52333928777021	2.88130859841625	4.46163060712642	4.56315442375233	0.08	UP_pEhEx_DOWN_CDC5
EHI_018610A	0.64308450259636	2.20487936621913	0.492905357604163	0.99924385051234	39	56	21	61	29	10	6.58160335493349	7.80929034042664	1.80463719617499	5.49249451573098	4.04335273770831	0.800553407675847	0.08	DOWN_pEhEx_UP_CDC5
EHI_018630A	-1.00595188116148	1.8874284553102	0.684050210197531	0.99924385051234	14	0	52	0	0	172	2.36262684536074	0	4.46862543814759	0	0	13.7695186120246	0.08	UP_pEhEx_DOWN_CDC5
EHI_019060A	1.12644187421403	2.63230834985792	0.152986082907442	0.99924385051234	59	66	65	74	24	16	9.95678456259169	9.20380647264568	5.58578179768449	6.66302613383758	3.34622295534481	1.28088545228136	0.08	DOWN_pEhEx_UP_CDC5
EHI_019080A	0.417247347222263	1.08005361380521	0.61088011653796	0.99924385051234	8	6	49	14	11	26	1.35007248306328	0.836709679331426	4.2108201244083	1.26057251180711	1.53368552119971	2.0814388599572	0.08	DOWN_pEhEx_UP_CDC5
EHI_019090A	-0.73315044522284	1.04161137582907	0.538733932159792	0.99924385051234	8	6	22	7	1	75	1.35007248306328	0.836709679331426	1.89057230075475	0.630286255903555	0.1394259564727	6.00415055756885	0.08	UP_pEhEx_DOWN_CDC5
EHI_019100A	0.37460114463724	1.34309126009424	0.553893672846571	0.99924385051234	15	18	33	26	11	27	2.53138590574365	2.51012903799428	2.83585845113212	2.34106323621321	1.53368552119971	2.16149420072479	0.08	DOWN_pEhEx_UP_CDC5
EHI_019140A	-0.76123651356298	1.5026872649648	0.497568940683658	0.99924385051234	9	8	36	12	3	103	1.51883154344619	1.11561290577523	3.09366376487141	1.08049072440609	0.418277869418101	8.24570009906122	0.08	UP_pEhEx_DOWN_CDC5
EHI_019160A	-0.368589287409447	1.12768315269558	0.586203877889002	0.99924385051234	9	11	24	23	12	36	1.51883154344619	1.53396774544095	2.06244250991427	2.07094055511168	1.67311147767241	2.88199226763305	0.08	UP_pEhEx_DOWN_CDC5
EHI_019170A	-0.271668741255552	2.23400121021739	0.660692746191959	0.99924385051234	22	28	53	49	29	78	3.71269932842402	3.90464517021332	4.55456054272735	4.41200379132489	4.04335273770831	6.24431657987161	0.08	UP_pEhEx_DOWN_CDC5
EHI_019180A	0.960733645843878	0.491729973027034	0.269819782110713	0.99924385051234	7	7	29	11	9	3	1.18131342268037	0.97616129255333	2.49211803281308	0.990449830705587	1.2548336082543	0.240166022302754	0.08	DOWN_pEhEx_UP_CDC5
EHI_019290A	0.536481385998444	1.14590324558362	0.634640118276562	0.99924385051234	11	37	2	37	6	9	1.85634966421201	5.15970968921046	0.171870209159523	3.33151306691879	0.836555738836203	0.720498066908262	0.08	DOWN_pEhEx_UP_CDC5
EHI_019600A	-0.160917393455337	2.37895299376698	0.82939204163953	0.99924385051234	15	23	96	57	34	74	2.53138590574365	3.2073871041038	8.24977003965709	5.13233094092895	4.74048252007182	5.92409521680127	0.08	UP_pEhEx_DOWN_CDC5
EHI_019620A	-0.791989200623259	2.10211318161354	0.236046096188359	0.99924385051234	16	23	35	69	48	33	2.70014496612656	3.2073871041038	3.00772866029165	6.21282166533504	6.69244591068962	2.64182624533029	0.08	UP_pEhEx_DOWN_CDC5
