logFC	logCPM	PValue	FDR	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	CDC5_1	CDC5_2	CDC5_3	pEhEx_1	pEhEx_2	pEhEx_3	DE	Regulation
EHI_162230A	-0.582214238822121	2.39181724714291	0.602583780745261	0.99924385051234	5	17	102	55	88	12	0.84379530191455	2.37067742477237	8.76538066713566	4.95224915352793	12.2694841695976	0.960664089211016	0.08	UP_pEhEx_DOWN_CDC5
EHI_162540A	-0.490939467105422	2.25181842920489	0.5741296956134	0.99924385051234	21	21	56	31	12	142	3.54394026804111	2.92848387765999	4.81236585646663	2.79126770471574	1.67311147767241	11.367858388997	0.08	UP_pEhEx_DOWN_CDC5
EHI_162550A	-0.22822775241598	0.699768490731525	0.826593118139759	0.99924385051234	6	16	8	23	9	15	1.01255436229746	2.23122581155047	0.687480836638091	2.07094055511168	1.2548336082543	1.20083011151377	0.08	UP_pEhEx_DOWN_CDC5
EHI_162560A	-0.398728667002329	1.61450404725119	0.644106759249803	0.99924385051234	16	20	22	55	28	11	2.70014496612656	2.78903226443809	1.89057230075475	4.95224915352793	3.90392678123561	0.880608748443432	0.08	UP_pEhEx_DOWN_CDC5
EHI_163240A	0.492363399008438	9.6824068349974	0.384272312721737	0.99924385051234	4710	5484	15374	8517	4623	7950	794.855174403506	764.752646908923	1321.16629780925	766.878291647226	644.566196773294	636.439959102298	0.08	DOWN_pEhEx_UP_CDC5
EHI_163470A	0.720418538922588	0.669004655627717	0.326017166241291	0.99924385051234	11	12	19	18	8	5	1.85634966421201	1.67341935866285	1.63276698701547	1.62073608660914	1.1154076517816	0.400276703837923	0.08	DOWN_pEhEx_UP_CDC5
EHI_163480A	-0.170163501135981	4.57894737298481	0.82324020628098	0.99924385051234	128	168	254	345	272	79	21.6011597290125	23.4278710212799	21.8275165632594	31.0641083266752	37.9238601605745	6.32437192063919	0.08	UP_pEhEx_DOWN_CDC5
EHI_163490A	-0.539489406536992	2.45217901879853	0.644583330504296	0.99924385051234	26	17	70	22	4	200	4.38773556995566	2.37067742477237	6.01545732058329	1.98089966141117	0.557703825890802	16.0110681535169	0.08	UP_pEhEx_DOWN_CDC5
EHI_163510A	0.559693643173801	4.58471662805271	0.352946383374545	0.99924385051234	195	198	286	220	92	312	32.9080167746675	27.6114194179371	24.5774399098117	19.8089966141117	12.8271879954884	24.9772663194864	0.08	DOWN_pEhEx_UP_CDC5
EHI_163530A	-0.510439936983577	6.77463741438297	0.440906826531138	0.99924385051234	460	510	1415	954	592	2707	77.6291677761386	71.1203227431712	121.598172980362	85.8990125902845	82.5401662318387	216.709807457852	0.08	UP_pEhEx_DOWN_CDC5
EHI_163560A	0.382649300016298	5.16101400147262	0.609304603153513	0.99924385051234	154	166	832	496	242	178	25.9888952989681	23.1489677948361	71.4980070103614	44.6602832754519	33.7410814663935	14.2498506566301	0.08	DOWN_pEhEx_UP_CDC5
EHI_163570A	-0.710625552472796	2.4092271054313	0.524204806153531	0.99924385051234	16	13	81	19	8	200	2.70014496612656	1.81287097188476	6.96074347096067	1.71077698030965	1.1154076517816	16.0110681535169	0.08	UP_pEhEx_DOWN_CDC5
EHI_163580A	-0.50802420691405	4.62908129432623	0.381631524630308	0.99924385051234	125	165	194	370	209	299	21.0948825478638	23.0095161816142	16.6714102884737	33.3151306691879	29.1400249027944	23.9365468895078	0.08	UP_pEhEx_DOWN_CDC5
EHI_163590A	-0.155910554840986	3.78399703187571	0.813946565757856	0.99924385051234	61	69	215	106	110	225	10.2943026833575	9.6221613123114	18.4760474846487	9.54433473225384	15.3368552119971	18.0124516727066	0.08	UP_pEhEx_DOWN_CDC5
EHI_163620A	0.546790536674681	1.76017486450216	0.409437460488596	0.99924385051234	15	39	39	34	15	32	2.53138590574365	5.43861291565427	3.35146907861069	3.06139038581727	2.09138934709051	2.56177090456271	0.08	DOWN_pEhEx_UP_CDC5
EHI_163650A	0.178487405025108	5.81781998139994	0.755292647691073	0.99924385051234	464	404	517	541	391	686	78.3042040176703	56.3384517416493	44.4284490677366	48.7121234919748	54.5155489808259	54.9179637665631	0.08	DOWN_pEhEx_UP_CDC5
EHI_163660A	-1.082276552776	0.946069522225542	0.42109670015339	0.99924385051234	6	4	19	4	1	79	1.01255436229746	0.557806452887617	1.63276698701547	0.360163574802032	0.1394259564727	6.32437192063919	0.08	UP_pEhEx_DOWN_CDC5
EHI_163690A	-0.23060315698132	8.36113606594069	0.736873184734925	0.99924385051234	2528	2438	1637	2860	1760	7013	426.622904647997	339.983033035003	140.675766197069	257.516955983453	245.389683391953	561.428104803072	0.08	UP_pEhEx_DOWN_CDC5
EHI_163700A	0.568186205753531	4.00468672403234	0.429009607889404	0.99924385051234	80	100	340	198	105	73	13.5007248306328	13.9451613221904	29.2179355571189	17.8280969527006	14.6397254296336	5.84403987603368	0.08	DOWN_pEhEx_UP_CDC5
EHI_163710A	-0.285744475612146	4.79633438172816	0.647468857221505	0.99924385051234	89	187	388	318	281	289	15.019556374079	26.0774516724961	33.3428205769474	28.6330041967615	39.1786937688288	23.135993481832	0.08	UP_pEhEx_DOWN_CDC5
EHI_163740A	-0.828994414521681	3.49449523396225	0.388693391008655	0.99924385051234	33	123	14	189	125	100	5.56904899263603	17.1525484262942	1.20309146411666	17.017728909396	17.4282445590876	8.00553407675847	0.08	UP_pEhEx_DOWN_CDC5
EHI_163750A	-1.30253884401117	11.9945958946012	0.178471721698163	0.99924385051234	15840	30112	2213	40518	55065	76130	2673.1435164653	4199.16697733798	190.174386435012	3648.27693095718	7677.49029316925	6094.61309263622	0.08	UP_pEhEx_DOWN_CDC5
EHI_163760A	0.966851753628536	2.22359384429289	0.215705311820567	0.99924385051234	26	17	126	38	25	27	4.38773556995566	2.37067742477237	10.8278231770499	3.4215539606193	3.48564891181751	2.16149420072479	0.08	DOWN_pEhEx_UP_CDC5
EHI_163860A	-0.347205896110025	4.61919370200892	0.607732613086969	0.99924385051234	79	109	415	224	177	462	13.3319657702499	15.2002258411876	35.663068400601	20.1691601889138	24.678394295668	36.9855674346241	0.08	UP_pEhEx_DOWN_CDC5
EHI_164070A	-0.431060489696677	1.43079459079977	0.518730224409785	0.99924385051234	11	10	35	29	16	46	1.85634966421201	1.39451613221904	3.00772866029165	2.61118591731473	2.23081530356321	3.6825456753089	0.08	UP_pEhEx_DOWN_CDC5
EHI_164300A	1.25209207885361	0.238511988447219	0.176286468102707	0.99924385051234	11	4	20	2	2	15	1.85634966421201	0.557806452887617	1.71870209159523	0.180081787401016	0.278851912945401	1.20083011151377	0.08	DOWN_pEhEx_UP_CDC5
EHI_164310A	1.36613473523667	0.146398426485699	0.10679329732333	0.99924385051234	5	8	22	11	1	4	0.84379530191455	1.11561290577523	1.89057230075475	0.990449830705587	0.1394259564727	0.320221363070339	0.08	DOWN_pEhEx_UP_CDC5
EHI_164380A	0.202357021993495	0.642918503667993	0.789724409557219	0.99924385051234	9	15	9	23	8	7	1.51883154344619	2.09177419832856	0.773415941217852	2.07094055511168	1.1154076517816	0.560387385373093	0.08	DOWN_pEhEx_UP_CDC5
EHI_164400A	-0.436772553781129	5.12626037572494	0.448223631259078	0.99924385051234	154	179	436	439	243	579	25.9888952989681	24.9618387667209	37.4677055967759	39.527952334523	33.8805074228662	46.3520423044315	0.08	UP_pEhEx_DOWN_CDC5
EHI_164420A	-0.158637746480907	0.825317135507451	0.859077974859533	0.99924385051234	5	9	26	11	6	38	0.84379530191455	1.25506451899714	2.23431271907379	0.990449830705587	0.836555738836203	3.04210294916822	0.08	UP_pEhEx_DOWN_CDC5
EHI_164430A	0.630902437065414	4.88578342256429	0.379692255592466	0.99924385051234	278	283	241	248	266	122	46.915018786449	39.4648065417989	20.7103602037225	22.330141637726	37.0873044217383	9.76675157364533	0.08	DOWN_pEhEx_UP_CDC5
EHI_164440A	0.503649630990842	7.09028599786908	0.555272495437244	0.99924385051234	1233	1386	901	1485	1311	265	208.079921452128	193.279935925559	77.427529226365	133.710727145254	182.78742893571	21.2146653034099	0.08	DOWN_pEhEx_UP_CDC5
EHI_164460A	0.934554982315331	0.91578668855149	0.127958803466239	0.99924385051234	14	14	27	18	6	12	2.36262684536074	1.95232258510666	2.32024782365356	1.62073608660914	0.836555738836203	0.960664089211016	0.08	DOWN_pEhEx_UP_CDC5
EHI_164480A	-0.298569102141821	2.45945921328403	0.819477081537686	0.99924385051234	21	36	65	89	0	117	3.54394026804111	5.02025807598856	5.58578179768449	8.0136395393452	0	9.36647486980741	0.08	UP_pEhEx_DOWN_CDC5
EHI_164490A	0.329184624374496	3.20442523199673	0.677476470325786	0.99924385051234	65	95	69	158	49	36	10.9693389248892	13.2479032560809	5.92952221600353	14.2264612046802	6.83187186716232	2.88199226763305	0.08	DOWN_pEhEx_UP_CDC5
EHI_164510A	-0.439164501218569	8.90725605675802	0.633409572229774	0.99924385051234	2427	5477	570	7232	5110	3667	409.578239549323	763.77648561637	48.983009610464	651.175743242073	712.466637575499	293.562934594733	0.08	UP_pEhEx_DOWN_CDC5
EHI_164620A	0.1788332690293	0.288807483917281	0.872770042177009	0.99924385051234	8	6	12	14	8	6	1.35007248306328	0.836709679331426	1.03122125495714	1.26057251180711	1.1154076517816	0.480332044605508	0.08	DOWN_pEhEx_UP_CDC5
EHI_164730A	0.362926355789621	3.98420512895296	0.565339728893957	0.99924385051234	83	95	295	146	119	141	14.0070020117815	13.2479032560809	25.3508558510296	13.1459704802742	16.5916888202514	11.2878030482294	0.08	DOWN_pEhEx_UP_CDC5
EHI_164740A	0.144653005100624	6.44617146906702	0.864215993726832	0.99924385051234	468	828	926	1252	879	158	78.9792402592019	115.465935747737	79.575906840859	112.731198913036	122.555415739504	12.6487438412784	0.08	DOWN_pEhEx_UP_CDC5
EHI_164750A	-0.413577613745211	6.29715733769136	0.657921505866089	0.99924385051234	458	847	75	1202	699	788	77.2916496553728	118.115516398953	6.4451328434821	108.22915422801	97.4587435744176	63.0836085248567	0.08	UP_pEhEx_DOWN_CDC5
EHI_164760A	-0.432866035624015	2.43594227112649	0.512132896488151	0.99924385051234	25	27	61	60	29	105	4.21897650957275	3.76519355699142	5.24204137936544	5.40245362203047	4.04335273770831	8.40581078059639	0.08	UP_pEhEx_DOWN_CDC5
EHI_164770A	0.273557223080899	1.34837872583127	0.742099053960442	0.99924385051234	10	12	49	12	11	46	1.6875906038291	1.67341935866285	4.2108201244083	1.08049072440609	1.53368552119971	3.6825456753089	0.08	DOWN_pEhEx_UP_CDC5
EHI_164780A	0.141707273925306	3.20409465049064	0.847925664005109	0.99924385051234	49	56	142	157	57	45	8.26919395876259	7.80929034042664	12.2027848503261	14.1364203109797	7.94727951894393	3.60249033454131	0.08	DOWN_pEhEx_UP_CDC5
EHI_164790A	-0.51285967402553	0.402523481913824	0.605341868621004	0.99924385051234	6	11	3	14	7	20	1.01255436229746	1.53396774544095	0.257805313739284	1.26057251180711	0.975981695308903	1.60110681535169	0.08	UP_pEhEx_DOWN_CDC5
EHI_164800A	-1.51349856724772	5.14523083120885	0.0963669381430723	0.99924385051234	81	267	45	577	574	304	13.6694838910157	37.2335807302484	3.86707970608926	51.953595665193	80.0304990153301	24.3368235933457	0.08	UP_pEhEx_DOWN_CDC5
EHI_164810A	-0.235846497261957	3.61802202189973	0.727806983228835	0.99924385051234	78	80	104	167	129	77	13.163206709867	11.1561290577523	8.93725087629518	15.0368292479848	17.9859483849784	6.16426123910402	0.08	UP_pEhEx_DOWN_CDC5
EHI_164840A	-1.00720809417106	1.57734213900188	0.302950421351716	0.99924385051234	4	4	48	19	21	80	0.67503624153164	0.557806452887617	4.12488501982854	1.71077698030965	2.92794508592671	6.40442726140678	0.08	UP_pEhEx_DOWN_CDC5
EHI_164850A	0.152063328352586	2.47730906026813	0.850024614817996	0.99924385051234	41	60	20	77	40	34	6.91912147569931	8.36709679331426	1.71870209159523	6.93314881493911	5.57703825890802	2.72188158609788	0.08	DOWN_pEhEx_UP_CDC5
EHI_164870A	0.621082450650367	12.2748271997411	0.247677311581733	0.99924385051234	36256	35708	80518	38367	27051	56066	6118.52849324279	4979.53820492776	6919.32275055322	3454.59896860739	3771.61154854302	4488.3827354754	0.08	DOWN_pEhEx_UP_CDC5
EHI_164880A	-0.501201948598247	3.42043531603212	0.475241604968998	0.99924385051234	33	50	156	142	49	215	5.56904899263603	6.97258066109521	13.4058763144428	12.7858069054721	6.83187186716232	17.2118982650307	0.08	UP_pEhEx_DOWN_CDC5
EHI_164890A	0.180811678990628	5.2474794416957	0.818173417598418	0.99924385051234	225	254	547	390	58	786	37.9707885861548	35.4207097583637	47.0065022051295	35.1159485431981	8.08670547541663	62.9234978433216	0.08	DOWN_pEhEx_UP_CDC5
EHI_164900A	0.781832595528316	5.56570684658629	0.274656919365108	0.99924385051234	352	384	767	531	329	130	59.4031892547843	53.5494194772113	65.9122252126769	47.8117145549697	45.8711396795185	10.407194299786	0.08	DOWN_pEhEx_UP_CDC5
EHI_164910A	-0.391065591886619	3.41333763257435	0.556471528107149	0.99924385051234	62	84	58	154	70	148	10.4630617437404	11.71393551064	4.98423606562616	13.8662976298782	9.75981695308903	11.8481904336025	0.08	UP_pEhEx_DOWN_CDC5
EHI_164920A	-0.275956689675735	1.31236370740543	0.68817002880237	0.99924385051234	7	14	34	33	24	15	1.18131342268037	1.95232258510666	2.92179355571189	2.97134949211676	3.34622295534481	1.20083011151377	0.08	UP_pEhEx_DOWN_CDC5
EHI_165070A	-0.503736374736379	4.41210656150711	0.504826471690147	0.99924385051234	82	107	273	166	80	599	13.8382429513986	14.9213226147438	23.4602835502748	14.9467883542843	11.154076517816	47.9531491197832	0.08	UP_pEhEx_DOWN_CDC5
EHI_165160A	-1.29890811500315	1.22138886330063	0.0963057001718919	0.99924385051234	7	15	5	30	28	30	1.18131342268037	2.09177419832856	0.429675522898807	2.70122681101524	3.90392678123561	2.40166022302754	0.08	UP_pEhEx_DOWN_CDC5
EHI_165170A	-1.72808496588797	1.17058197040396	0.110232710635493	0.99924385051234	9	5	7	15	4	91	1.51883154344619	0.697258066109522	0.601545732058329	1.35061340550762	0.557703825890802	7.28503600985021	0.08	UP_pEhEx_DOWN_CDC5
EHI_165180A	0.71519087502899	0.903602859065029	0.526253546807218	0.99924385051234	11	15	26	8	0	37	1.85634966421201	2.09177419832856	2.23431271907379	0.720327149604063	0	2.96204760840063	0.08	DOWN_pEhEx_UP_CDC5
EHI_165210A	-0.171955288060012	0.348659267258023	0.810414469226918	0.99924385051234	5	5	16	10	8	17	0.84379530191455	0.697258066109522	1.37496167327618	0.900408937005079	1.1154076517816	1.36094079304894	0.08	UP_pEhEx_DOWN_CDC5
EHI_165220A	-0.871777810106879	1.16153709797217	0.426207190818141	0.99924385051234	5	23	3	41	26	7	0.84379530191455	3.2073871041038	0.257805313739284	3.69167664172082	3.62507486829021	0.560387385373093	0.08	UP_pEhEx_DOWN_CDC5
EHI_165260A	-0.907325356999746	1.45362826784878	0.38396418618529	0.99924385051234	9	2	39	16	11	85	1.51883154344619	0.278903226443809	3.35146907861069	1.44065429920813	1.53368552119971	6.8047039652447	0.08	UP_pEhEx_DOWN_CDC5
EHI_165270A	-0.148007813634001	5.67687158434977	0.799896115581359	0.99924385051234	316	426	376	546	431	642	53.3278630809996	59.4063872325312	32.3115993219903	49.1623279604773	60.0925872397339	51.3955287727894	0.08	UP_pEhEx_DOWN_CDC5
EHI_165280A	-0.144684324721029	2.58903879271747	0.828700921269558	0.99924385051234	37	42	52	60	41	89	6.24408523416767	5.85696775531998	4.46862543814759	5.40245362203047	5.71646421538072	7.12492532831504	0.08	UP_pEhEx_DOWN_CDC5
EHI_165290A	1.20631206294475	1.83398793337916	0.172409697030476	0.99924385051234	26	45	40	35	19	4	4.38773556995566	6.27532259498569	3.43740418319045	3.15143127951778	2.64909317298131	0.320221363070339	0.08	DOWN_pEhEx_UP_CDC5
EHI_165300A	0.294643181814971	0.0325147613474521	0.740009905357975	0.99924385051234	7	2	14	13	3	7	1.18131342268037	0.278903226443809	1.20309146411666	1.1705316181066	0.418277869418101	0.560387385373093	0.08	DOWN_pEhEx_UP_CDC5
EHI_165330A	-1.28023921224666	0.528427831420746	0.264898483704728	0.99924385051234	4	0	16	5	9	43	0.67503624153164	0	1.37496167327618	0.450204468502539	1.2548336082543	3.44237965300614	0.08	UP_pEhEx_DOWN_CDC5
EHI_165350A	-0.520748801594694	10.0584085562099	0.479468445345601	0.99924385051234	6397	8695	3901	15793	12933	6797	1079.55170926948	1212.53177696446	335.232842965649	1422.01583421212	1803.19589506144	544.136151197273	0.08	UP_pEhEx_DOWN_CDC5
EHI_165770A	-0.544645236912631	3.54641191054586	0.467852099710229	0.99924385051234	29	35	210	132	91	203	4.89401275110439	4.88080646276665	18.0463719617499	11.885397968467	12.6877620390157	16.2512341758197	0.08	UP_pEhEx_DOWN_CDC5
EHI_165780A	1.31043591497059	2.55663230332589	0.17342476046672	0.99924385051234	33	26	174	40	40	8	5.56904899263603	3.62574194376951	14.9527081968785	3.60163574802032	5.57703825890802	0.640442726140678	0.08	DOWN_pEhEx_UP_CDC5
EHI_165790A	-0.696395035489829	4.22961735965547	0.386777843789488	0.99924385051234	113	143	41	195	127	418	19.0697738232688	19.9415806907323	3.52333928777021	17.557974271599	17.707096472033	33.4631324408504	0.08	UP_pEhEx_DOWN_CDC5
EHI_165800A	0.321129551934147	3.07075652304833	0.66819556336277	0.99924385051234	56	82	75	120	61	32	9.45050738144296	11.4350322841962	6.4451328434821	10.8049072440609	8.50498334483473	2.56177090456271	0.08	DOWN_pEhEx_UP_CDC5
EHI_165810.mRNA	-0.227064488055281	6.38916571314009	0.823801606225063	0.99924385051234	648	820	87	627	275	2194	109.355871128126	114.350322841962	7.47635409843924	56.4556403502184	38.3421380299926	175.641417644081	0.08	UP_pEhEx_DOWN_CDC5
EHI_166020A	-0.216872097957237	1.81061240107158	0.785458041736608	0.99924385051234	24	26	18	43	21	47	4.05021744918984	3.62574194376951	1.5468318824357	3.87175842912184	2.92794508592671	3.76260101607648	0.08	UP_pEhEx_DOWN_CDC5
EHI_166040A	0.624720016125125	2.41127426595462	0.473435432869477	0.99924385051234	36	58	52	66	39	9	6.07532617378476	8.08819356687045	4.46862543814759	5.94269898423352	5.43761230243532	0.720498066908262	0.08	DOWN_pEhEx_UP_CDC5
EHI_166050A	0.764999886000942	3.26766123950647	0.469869414633448	0.99924385051234	76	130	55	124	67	6	12.8256885891012	18.1287097188476	4.72643075188687	11.165070818863	9.34153908367093	0.480332044605508	0.08	DOWN_pEhEx_UP_CDC5
EHI_166360A	-0.54108102140974	2.60702785008358	0.486049303178584	0.99924385051234	33	31	52	57	21	159	5.56904899263603	4.32300000987903	4.46862543814759	5.13233094092895	2.92794508592671	12.728799182046	0.08	UP_pEhEx_DOWN_CDC5
EHI_166370A	1.58522475884992	2.6789156099445	0.0920833185763149	0.99924385051234	51	107	52	60	24	7	8.60671207952841	14.9213226147438	4.46862543814759	5.40245362203047	3.34622295534481	0.560387385373093	0.08	DOWN_pEhEx_UP_CDC5
EHI_166380A	-1.22788835646463	1.47425527192046	0.161063522242349	0.99924385051234	11	9	17	20	10	93	1.85634966421201	1.25506451899714	1.46089677785594	1.80081787401016	1.394259564727	7.44514669138538	0.08	UP_pEhEx_DOWN_CDC5
EHI_166390A	-0.579503126630322	4.70136898572265	0.533654145451629	0.99924385051234	78	47	491	173	102	785	13.163206709867	6.5542258214295	42.1941363486628	15.5770746101879	14.2214475602154	62.843442502554	0.08	UP_pEhEx_DOWN_CDC5
EHI_166400A	-0.445989951195925	2.90135305243688	0.577772098540807	0.99924385051234	50	48	39	66	27	191	8.4379530191455	6.69367743465141	3.35146907861069	5.94269898423352	3.76450082476291	15.2905700866087	0.08	UP_pEhEx_DOWN_CDC5
EHI_166410A	-0.351880545385816	1.3697823841055	0.666667854649814	0.99924385051234	12	5	40	33	9	46	2.02510872459492	0.697258066109522	3.43740418319045	2.97134949211676	1.2548336082543	3.6825456753089	0.08	UP_pEhEx_DOWN_CDC5
EHI_166430A	0.314600085392619	1.52313229999479	0.671459051502922	0.99924385051234	11	18	51	17	22	32	1.85634966421201	2.51012903799428	4.38269033356783	1.53069519290863	3.06737104239941	2.56177090456271	0.08	DOWN_pEhEx_UP_CDC5
EHI_166440A	0.177763074090924	3.04496326163735	0.783103042916969	0.99924385051234	63	56	84	69	41	133	10.6318208041233	7.80929034042664	7.21854878469995	6.21282166533504	5.71646421538072	10.6473603220888	0.08	DOWN_pEhEx_UP_CDC5
EHI_166470A	-0.818234935210393	3.76254376536973	0.254786410891261	0.99924385051234	68	94	52	135	94	322	11.4756161060379	13.108451642859	4.46862543814759	12.1555206495686	13.1060399084338	25.7778197271623	0.08	UP_pEhEx_DOWN_CDC5
EHI_166480A	0.267881958491738	1.1979068550456	0.671178738983448	0.99924385051234	16	19	18	24	11	24	2.70014496612656	2.64958065121618	1.5468318824357	2.16098144881219	1.53368552119971	1.92132817842203	0.08	DOWN_pEhEx_UP_CDC5
EHI_166490A	-0.901600138020579	6.40604348338655	0.152485616570225	0.99924385051234	268	333	991	777	1052	1424	45.2274281826199	46.4373872028941	85.1616886385435	69.9617744052946	146.676106209281	113.998805253041	0.08	UP_pEhEx_DOWN_CDC5
EHI_166800A	0.616196240020274	3.09581716651672	0.543578471091585	0.99924385051234	54	51	163	19	11	205	9.11298926067714	7.11203227431712	14.0074220465011	1.71077698030965	1.53368552119971	16.4113448573549	0.08	DOWN_pEhEx_UP_CDC5
EHI_166860A	-0.468446995515868	2.32912518017895	0.720736418274155	0.99924385051234	24	24	54	15	1	189	4.05021744918984	3.3468387173257	4.64049564730711	1.35061340550762	0.1394259564727	15.1304594050735	0.08	UP_pEhEx_DOWN_CDC5
EHI_166890A	0.190430871556587	0.447668774865165	0.814986592308897	0.99924385051234	9	13	5	20	6	7	1.51883154344619	1.81287097188476	0.429675522898807	1.80081787401016	0.836555738836203	0.560387385373093	0.08	DOWN_pEhEx_UP_CDC5
EHI_166910A	1.05644292750861	2.92649431518875	0.0904841719813953	0.99924385051234	56	55	149	53	37	56	9.45050738144296	7.66983872720474	12.8043305823844	4.77216736612692	5.15876038948992	4.48309908298474	0.08	DOWN_pEhEx_UP_CDC5
EHI_166920A	-0.589598080274492	5.34487492411693	0.543773840326977	0.99924385051234	211	389	82	618	580	116	35.608161740794	54.2466775433208	7.04667857554043	55.6452723069139	80.8670547541663	9.28641952903982	0.08	UP_pEhEx_DOWN_CDC5
EHI_166950A	0.251941189188035	2.31135798116492	0.811172906757659	0.99924385051234	28	66	19	82	36	8	4.72525369072148	9.20380647264568	1.63276698701547	7.38335328344165	5.01933443301722	0.640442726140678	0.08	DOWN_pEhEx_UP_CDC5
EHI_166970A	1.32552080338013	0.193457864385731	0.165391078477311	0.99924385051234	7	6	23	2	1	15	1.18131342268037	0.836709679331426	1.97650740533451	0.180081787401016	0.1394259564727	1.20083011151377	0.08	DOWN_pEhEx_UP_CDC5
EHI_166990A	-0.517973466202554	1.49739290694752	0.654586975798039	0.99924385051234	6	36	5	51	30	6	1.01255436229746	5.02025807598856	0.429675522898807	4.5920855787259	4.18277869418101	0.480332044605508	0.08	UP_pEhEx_DOWN_CDC5
EHI_167020A	0.49797304634049	5.46437729431374	0.387849581889078	0.99924385051234	345	365	527	513	184	467	58.221875832104	50.8998388259951	45.2878001135342	46.1909784683605	25.6543759909769	37.3858441384621	0.08	DOWN_pEhEx_UP_CDC5
EHI_167050A	0.706976912142107	11.308671850789	0.243206400853368	0.99924385051234	14511	14459	57855	17737	15049	26056	2448.86272521641	2016.33087557551	4971.77547546209	1597.05533156591	2098.22121895767	2085.92195904019	0.08	DOWN_pEhEx_UP_CDC5
EHI_167060A	-0.491342018927041	6.36814421978321	0.439024266630774	0.99924385051234	345	346	1151	764	563	1768	58.221875832104	48.2502581747789	98.9113053713053	68.791242787188	78.4968134941304	141.53784247709	0.08	UP_pEhEx_DOWN_CDC5
EHI_167070A	-0.195335599065959	0.633118158620966	0.796309004470864	0.99924385051234	7	7	18	14	7	25	1.18131342268037	0.97616129255333	1.5468318824357	1.26057251180711	0.975981695308903	2.00138351918962	0.08	UP_pEhEx_DOWN_CDC5
EHI_167080A	0.671177740381505	8.96576864633848	0.279546274564829	0.99924385051234	3622	3500	8642	4708	1432	6659	611.2453167069	488.080646276665	742.651173778297	423.912527541991	199.657969668907	533.088514171346	0.08	DOWN_pEhEx_UP_CDC5
EHI_167100A	0.190633777510576	2.64556110420453	0.764929491757741	0.99924385051234	35	33	102	71	33	74	5.90656711340185	4.60190323632284	8.76538066713566	6.39290345273606	4.60105656359912	5.92409521680127	0.08	DOWN_pEhEx_UP_CDC5
EHI_167130A	-0.884456447327582	4.62134896971551	0.478449154844337	0.99924385051234	51	303	7	471	314	110	8.60671207952841	42.253838806237	0.601545732058329	42.4092609329392	43.779750332428	8.80608748443432	0.08	UP_pEhEx_DOWN_CDC5
EHI_167150A	-0.961542061643802	1.77634940425371	0.155868647094204	0.99924385051234	16	14	22	39	20	79	2.70014496612656	1.95232258510666	1.89057230075475	3.51159485431981	2.78851912945401	6.32437192063919	0.08	UP_pEhEx_DOWN_CDC5
EHI_167170A	-0.291065601969316	0.717200296536386	0.66368820012543	0.99924385051234	6	13	12	21	11	16	1.01255436229746	1.81287097188476	1.03122125495714	1.89085876771067	1.53368552119971	1.28088545228136	0.08	UP_pEhEx_DOWN_CDC5
EHI_167270A	-0.280291840841746	10.1271662220864	0.74901575446872	0.99924385051234	1784	2532	27640	11325	11496	13200	301.066163723112	353.091484677862	2375.2462905846	1019.71312115825	1602.84079561016	1056.73049813212	0.08	UP_pEhEx_DOWN_CDC5
EHI_167290A	-0.665865187039189	2.40369176076026	0.305710154714526	0.99924385051234	21	24	56	81	55	47	3.54394026804111	3.3468387173257	4.81236585646663	7.29331238974114	7.66842760599853	3.76260101607648	0.08	UP_pEhEx_DOWN_CDC5
EHI_167310A	-0.895047059306415	9.6286025879992	0.295669469510898	0.99924385051234	1298	1711	13994	5302	7576	19413	219.049260377017	238.601710222678	1202.57585348918	477.396818400093	1056.29104623718	1554.11433032112	0.08	UP_pEhEx_DOWN_CDC5
EHI_167320A	-1.63367982991119	11.0873786151624	0.0843478184791396	0.99924385051234	8286	11902	1437	16134	26966	58208	1398.33757433279	1659.75310056711	123.488745281117	1452.71977896399	3759.76034224284	4659.86127539957	0.08	UP_pEhEx_DOWN_CDC5
EHI_167330A	0.270345113420752	2.81625162999726	0.703378021276018	0.99924385051234	38	41	119	46	32	124	6.41284429455058	5.71751614209808	10.2262774449916	4.14188111022336	4.46163060712642	9.9268622551805	0.08	DOWN_pEhEx_UP_CDC5
EHI_167480A	0.573879876120686	5.23065501396273	0.365753176152954	0.99924385051234	203	221	801	260	194	494	34.2580892577307	30.8188065220409	68.8340187683888	23.410632362132	27.0486355557039	39.5473383391868	0.08	DOWN_pEhEx_UP_CDC5
EHI_167510A	-1.07641328751339	1.29335990647974	0.174381817341312	0.99924385051234	11	15	5	28	22	43	1.85634966421201	2.09177419832856	0.429675522898807	2.52114502361422	3.06737104239941	3.44237965300614	0.08	UP_pEhEx_DOWN_CDC5
EHI_167620A	1.29094515737908	1.9280842326592	0.17974902548889	0.99924385051234	37	62	7	20	13	33	6.24408523416767	8.64600001975807	0.601545732058329	1.80081787401016	1.81253743414511	2.64182624533029	0.08	DOWN_pEhEx_UP_CDC5
EHI_167640A	0.180625234675617	0.635670165702437	0.832795031563407	0.99924385051234	13	12	6	21	5	14	2.19386778497783	1.67341935866285	0.515610627478568	1.89085876771067	0.697129782363502	1.12077477074619	0.08	DOWN_pEhEx_UP_CDC5
