pEhEx_mean	UmasM_mean	theta	prob	log2FC	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_192050A	791.699373112324	1143.86866103152	-0.427047703937445	0.79916519697113	-0.530896797284442	861	1510	1324	406	1080.0224857218	1183.20736279593	1074.51508111776	518.699808772787	79.92	DOWN_pEhEx_UP_UmasM
EHI_197020A	49.3757217505398	104.605233099329	-0.371345780392769	0.7991628819542	-1.0830812852132	40	199	60	40	50.1752606607108	155.932625957874	48.6940369086597	51.1034294357425	79.92	DOWN_pEhEx_UP_UmasM
EHI_148380A	3.06294002005657	9.01857133284873	-0.426816360012962	0.799158208136866	-1.55798179294266	8	10	6	1	10.0350521321422	7.83581034964193	4.86940369086597	1.27758573589356	79.92	DOWN_pEhEx_UP_UmasM
EHI_050640A	6.62439417003138	28.2825137093428	-0.426812010917146	0.799158048595773	-2.09404992561145	45	0	4	8	56.4471682432997	0.391790517482096	3.24626912724398	10.2206858871485	79.92	DOWN_pEhEx_UP_UmasM
EHI_138930A	7.34491135764187	22.4306738119118	-0.431109043076466	0.79913461175756	-1.61065597450238	16	31	15	2	20.0701042642843	24.29101208389	12.1735092271649	2.55517147178713	79.91	DOWN_pEhEx_UP_UmasM
EHI_050940A	3001.57659330973	3382.71783075281	-0.431303187067263	0.799127324081443	-0.172462357128953	2750	4145	3836	2309	3449.54917042387	3247.94338992658	3113.17209302698	2949.94546417824	79.91	DOWN_pEhEx_UP_UmasM
EHI_137720A	1214.91876458115	1668.12347161683	-0.324563739384332	0.799119962672581	-0.457366227129009	717	3049	1266	1121	899.391547343242	2389.13857560582	1027.44417877272	1432.17360993668	79.91	DOWN_pEhEx_UP_UmasM
EHI_096580A	348.003700093049	582.739641650634	-0.431514118468925	0.799118364998301	-0.743748809923606	552	591	595	170	692.41859711781	463.096391663838	482.882532677542	217.189575101906	79.91	DOWN_pEhEx_UP_UmasM
EHI_186710A	17.2200557077498	41.6053105354776	-0.431774400618006	0.799104169526704	-1.27267787694761	23	68	27	10	28.8507748799087	53.2835103775651	21.9123166088969	12.7758573589356	79.91	DOWN_pEhEx_UP_UmasM
EHI_024690A	66.9099508733906	119.962246828554	-0.324504593333957	0.799097483820726	-0.842287758385045	60	206	97	44	75.2628909910663	161.417693202624	78.7220263356666	56.2137723793168	79.91	DOWN_pEhEx_UP_UmasM
EHI_176150A	68.5625799706957	175.926335425592	-0.424959301732998	0.799076691228832	-1.35947816092503	34	387	78	59	42.6489715616042	303.245860531143	63.3022479812577	75.3775584177202	79.91	DOWN_pEhEx_UP_UmasM
EHI_152510A	32.3469456480127	74.0906174637765	-0.424937370318733	0.799075557771571	-1.19566136448908	69	77	55	16	86.5523246397262	60.3357396922428	44.6362004996048	20.441371774297	79.91	DOWN_pEhEx_UP_UmasM
EHI_134490A	753.645264314455	341.945301195943	0.637543107763401	0.799073962302212	1.14012005168067	119	669	789	693	149.271400465615	524.215712391045	640.326585348876	885.366914974239	79.91	UP_pEhEx_DOWN_UmasM
EHI_016130A	1438.07682037466	1916.69620358525	-0.324420731854411	0.799065638634686	-0.414480943001738	2171	1385	1889	1073	2723.26227236008	1085.25973342541	1533.05059534097	1370.84949461379	79.91	DOWN_pEhEx_UP_UmasM
EHI_008130A	31.0050205206058	88.3072726859578	-0.43252496665257	0.799062920212793	-1.51003041388293	91	78	64	8	114.148718003117	61.119320727207	51.9403060359037	10.2206858871485	79.91	DOWN_pEhEx_UP_UmasM
EHI_099230A	5.71953626760357	14.0980362527953	-0.371781128881517	0.799055010434298	-1.30152413531664	11	18	11	2	13.7981966816955	14.1044586293555	8.92724009992095	2.55517147178713	79.91	DOWN_pEhEx_UP_UmasM
EHI_106290A	6.78148087758184	13.070567816785	-0.432818825054573	0.799041992277926	-0.946649561238938	10	17	9	5	12.5438151651777	13.3208775943913	7.30410553629896	6.38792867946782	79.9	DOWN_pEhEx_UP_UmasM
EHI_159860A	748.951013422663	1061.2877843702	-0.371839303244573	0.799040556160114	-0.502872653422048	1099	929	1105	480	1378.56528665303	727.946781481735	896.78184640115	613.24115322891	79.9	DOWN_pEhEx_UP_UmasM
EHI_021330A	6.78148087758184	16.607397858128	-0.423926949257464	0.799008944837002	-1.29215378593031	8	29	9	5	10.0350521321422	22.7238500139616	7.30410553629896	6.38792867946782	79.9	DOWN_pEhEx_UP_UmasM
EHI_005890A	15569.5288128525	19490.8038007089	-0.37198408202432	0.79900454295786	-0.324068304367639	21093	15631	19395	12304	26458.6693279093	12248.1551575253	15740.3474307243	15719.4148944344	79.9	DOWN_pEhEx_UP_UmasM
EHI_189500A	54.3098244803911	103.609273604254	-0.324204537290938	0.798983687228711	-0.931868032155421	116	77	46	57	145.508255916061	60.3357396922428	37.3320949633058	72.8223869459331	79.9	DOWN_pEhEx_UP_UmasM
EHI_194390A	320.208297964442	503.810249931444	-0.433636342937122	0.798980655485087	-0.65386977902098	371	678	482	199	465.375542628093	531.267941705723	391.1754298329	254.239561442819	79.9	DOWN_pEhEx_UP_UmasM
EHI_013030A	33.9074043879092	70.2529433252043	-0.372146620542829	0.79896452620116	-1.05095831964059	33	124	45	25	41.3945900450864	97.1640483355599	36.5205276814948	31.9396433973391	79.9	DOWN_pEhEx_UP_UmasM
EHI_008420A	131.32733109719	266.577343007511	-0.423090588026359	0.798943304319867	-1.02138697486067	275	235	234	58	344.954917042387	184.141543216585	189.906743943773	74.0999726818267	79.89	DOWN_pEhEx_UP_UmasM
EHI_148260A	9.03173335261927	22.7722084741899	-0.494214590542282	0.798912735239722	-1.33419941382969	14	35	13	6	17.5613412312488	27.4253362237467	10.5503746635429	7.66551441536138	79.89	DOWN_pEhEx_UP_UmasM
EHI_100290A	129.848634379094	212.853869136098	-0.372472736971892	0.798884572850497	-0.713032473603621	199	220	175	94	249.621921787036	172.387827692122	142.024274316924	120.093059173995	79.89	DOWN_pEhEx_UP_UmasM
EHI_127350A	4.90684872258443	14.2109263238293	-0.434760920617536	0.798877934779645	-1.53413189902723	8	23	9	2	10.0350521321422	18.0223638041764	7.30410553629896	2.55517147178713	79.89	DOWN_pEhEx_UP_UmasM
EHI_153070A	114105.17166692	160500.650592826	-0.421774743772694	0.798822643967844	-0.49221496398986	193524	97535	142101	90199	242752.928602585	76426.5762452325	115324.522312624	115236.955791864	79.88	DOWN_pEhEx_UP_UmasM
EHI_147230A	15.8132142302011	38.0656160449585	-0.421694039912657	0.798814733697157	-1.26735778362074	18	67	22	11	22.5788672973199	52.4999293426009	17.8544801998419	14.0534430948292	79.88	DOWN_pEhEx_UP_UmasM
EHI_027690A	5.93806988009314	14.3816936549684	-0.372805355778535	0.798802725242384	-1.27616760785558	7	25	10	3	8.7806706156244	19.5895258741048	8.11567281810996	3.83275720768069	79.88	DOWN_pEhEx_UP_UmasM
EHI_105360A	3.87562756507572	11.1313854649744	-0.372950535987267	0.798766905276094	-1.52213132418625	12	9	8	1	15.0525781982133	7.05222931467773	6.49253825448797	1.27758573589356	79.88	DOWN_pEhEx_UP_UmasM
EHI_096650A	16147.0761556151	20968.7022353375	-0.421159848749883	0.798759507974465	-0.376964623557126	22669	16853	21942	11572	28435.5745979414	13205.6911822515	17807.4092974969	14784.2221357603	79.88	DOWN_pEhEx_UP_UmasM
EHI_018490A	4.31269479005485	9.01857133284873	-0.435867024625269	0.798756975531333	-1.06430928863988	8	10	6	3	10.0350521321422	7.83581034964193	4.86940369086597	3.83275720768069	79.88	DOWN_pEhEx_UP_UmasM
EHI_124540A	251.06891128723	512.985266349551	-0.492953298150309	0.79873520147328	-1.03083399286599	343	745	501	76	430.252860165595	583.767871048324	406.595208187309	97.0965159279108	79.87	DOWN_pEhEx_UP_UmasM
EHI_101530A	9.15462716249749	28.0253051744515	-0.373151621159647	0.798717195857958	-1.61415704681471	23	34	1	14	28.8507748799087	26.6417551887825	0.811567281810996	17.8862003025099	79.87	DOWN_pEhEx_UP_UmasM
EHI_183110A	5.53172610758357	12.6711558944018	-0.420485174234635	0.798684102417118	-1.19574650552313	10	16	9	3	12.5438151651777	12.5372965594271	7.30410553629896	3.83275720768069	79.87	DOWN_pEhEx_UP_UmasM
EHI_150970A	9.25026696510883	21.6868627780746	-0.420289941484925	0.798662415540098	-1.22925445991946	11	37	12	7	13.7981966816955	28.9924982936751	9.73880738173195	8.94310015125494	79.87	DOWN_pEhEx_UP_UmasM
EHI_074750A	12.2215570445371	55.8219657576589	-0.504051353976227	0.798624680864258	-2.19140483111292	45	69	30	0	56.4471682432997	54.0670914125293	24.3470184543299	0.638792867946782	79.86	DOWN_pEhEx_UP_UmasM
EHI_104510A	5.96879333256269	10.046039768859	-0.323274944372941	0.79861878318468	-0.751115684332853	9	11	7	5	11.2894336486599	8.61939138460612	5.68097097267697	6.38792867946782	79.86	DOWN_pEhEx_UP_UmasM
EHI_048610A	5.12538233507399	11.2442755360084	-0.419846979911517	0.798608368940632	-1.13345917826698	9	14	8	3	11.2894336486599	10.9701344894987	6.49253825448797	3.83275720768069	79.86	DOWN_pEhEx_UP_UmasM
EHI_156330A	2881.08377247961	3788.6193461283	-0.41965466841871	0.79858475393046	-0.395060585305425	3968	3246	3561	2295	4977.38585754252	2543.50403949377	2889.99109052896	2932.05926387573	79.86	DOWN_pEhEx_UP_UmasM
EHI_196370A	57.6834684703459	201.309337779445	-0.491895397284142	0.7985609076617	-1.8031842729125	14	482	42	65	17.5613412312488	377.686058852741	34.0858258360618	83.0430728330816	79.86	DOWN_pEhEx_UP_UmasM
EHI_044830A	31276.5573199872	43414.065205265	-0.419437546858319	0.79855816870889	-0.47308079921953	51419	27841	36062	26602	64499.0431978273	21815.6795944381	29266.7393166681	33986.3357462406	79.86	DOWN_pEhEx_UP_UmasM
EHI_012260A	10.8756420551471	23.7996769102002	-0.419360970941478	0.798548811703036	-1.12984141400564	15	36	16	7	18.8157227477666	28.2089172587109	12.9850765089759	8.94310015125494	79.85	DOWN_pEhEx_UP_UmasM
EHI_028930A	16.6566252276898	30.2510093776112	-0.437498152428197	0.798543099054334	-0.860887153056616	24	38	21	13	30.1051563964265	29.7760793286393	17.0429129180309	16.6086145666163	79.85	DOWN_pEhEx_UP_UmasM
EHI_022130A	748.909380080231	1123.71642806111	-0.504495758103045	0.798533974068304	-0.585414950073401	696	1719	865	636	873.049535496369	1346.97579910345	702.005698766511	812.544528028306	79.85	DOWN_pEhEx_UP_UmasM
EHI_150540A	5.64421365361771	37.9755354520778	-0.491727739613161	0.798528832267643	-2.7502258015236	0	95	0	9	0.627190758258885	74.4401983215983	0.405783640905498	11.4982716230421	79.85	DOWN_pEhEx_UP_UmasM
EHI_060420A	5.313192495094	12.1588539009847	-0.323048863572372	0.798528333349002	-1.19435635890546	13	10	10	2	16.306959714731	7.83581034964193	8.11567281810996	2.55517147178713	79.85	DOWN_pEhEx_UP_UmasM
EHI_143430A	142496.20519904	183866.32349157	-0.322985447306087	0.798503005324687	-0.367733763898321	221317	112332	160534	123647	277615.954091164	88021.2248195977	130284.142018246	157969.643486031	79.85	DOWN_pEhEx_UP_UmasM
EHI_081300A	7.59416842260098	13.7565015905172	-0.322956843003917	0.798491587171541	-0.857149725232753	13	14	11	5	16.306959714731	10.9701344894987	8.92724009992095	6.38792867946782	79.85	DOWN_pEhEx_UP_UmasM
EHI_166900A	8.8131997401297	16.8389068985481	-0.322943380707506	0.798486214680126	-0.934060681095686	16	17	14	5	20.0701042642843	13.3208775943913	11.3619419453539	6.38792867946782	79.85	DOWN_pEhEx_UP_UmasM
EHI_158270A	3381.97727451141	4738.74163892933	-0.418873947647387	0.798486107156044	-0.48663704042995	5449	3296	4054	2776	6835.12488350533	2582.68309124198	3290.09376046178	3546.57800284053	79.85	DOWN_pEhEx_UP_UmasM
EHI_182980A	1972.49370435614	2634.51162761371	-0.491395005953976	0.798465478951188	-0.417514851597481	2208	3124	3095	1144	2769.67438847124	2447.90715322814	2511.80073720503	1461.55808186224	79.85	DOWN_pEhEx_UP_UmasM
EHI_143630A	104.880792986395	173.442753862843	-0.322888097729731	0.798464161476771	-0.725709069896008	100	277	152	69	125.438151651777	217.051946685081	123.358226835271	88.1534157766559	79.85	DOWN_pEhEx_UP_UmasM
EHI_014160A	78.4753866636786	133.680922303199	-0.322882733632448	0.798462022424721	-0.768481454734811	120	146	127	43	150.525781982133	114.402831104772	103.069044789996	54.9361866434232	79.85	DOWN_pEhEx_UP_UmasM
EHI_022020A	5.3137129118744	29.5386267365971	-0.438151932449442	0.798449073666837	-2.47481056671898	47	0	13	0	58.9559312763352	0.391790517482096	10.5503746635429	0.638792867946782	79.84	DOWN_pEhEx_UP_UmasM
EHI_069510A	5.75025972007313	22.6650473015079	-0.504923156682596	0.798437395454162	-1.97877014773365	31	8	8	4	38.8858270120509	6.26864827971354	6.49253825448797	5.11034294357425	79.84	DOWN_pEhEx_UP_UmasM
EHI_134650A	5.313192495094	13.4121024790631	-0.374358066776445	0.798423405416472	-1.33588452441276	8	21	10	2	10.0350521321422	16.455201734248	8.11567281810996	2.55517147178713	79.84	DOWN_pEhEx_UP_UmasM
EHI_114010A	79.1408942824008	255.729026668125	-0.418069736658424	0.798378107293056	-1.69212065099971	397	16	1	126	497.989462057555	12.5372965594271	0.811567281810996	160.975802722589	79.84	DOWN_pEhEx_UP_UmasM
EHI_122850A	16.0317478426907	36.7602191051271	-0.490909248904478	0.798373707701677	-1.19721364345457	35	37	21	12	43.903353078122	28.9924982936751	17.0429129180309	15.3310288307228	79.84	DOWN_pEhEx_UP_UmasM
EHI_050985A	4.09416117756528	10.046039768859	-0.417795409145637	0.798339396706895	-1.29498708714644	9	11	7	2	11.2894336486599	8.61939138460612	5.68097097267697	2.55517147178713	79.83	DOWN_pEhEx_UP_UmasM
EHI_167080A	2807.89089629383	3918.8877862579	-0.417599835864857	0.798311387253817	-0.480957384067742	4115	3341	4708	1432	5161.77994047063	2617.94423781537	3820.85876276617	1829.50277379958	79.83	DOWN_pEhEx_UP_UmasM
EHI_111200A	10.0936779625975	19.2932556929519	-0.374908717002141	0.798291794575725	-0.93464465193519	18	20	11	9	22.5788672973199	15.6716206992839	8.92724009992095	11.4982716230421	79.83	DOWN_pEhEx_UP_UmasM
EHI_111550A	1880.88795060836	2923.65192043806	-0.49049118898589	0.798287222694526	-0.636357653070517	3380	2005	2562	1344	4239.80952583007	1571.07997510321	2079.23537599977	1717.07522904095	79.83	DOWN_pEhEx_UP_UmasM
EHI_109990A	34.2215778030101	72.9416656092041	-0.416566701546265	0.7981614784436	-1.09183686618059	50	104	55	19	62.7190758258886	81.492427636276	44.6362004996048	24.2741289819777	79.82	DOWN_pEhEx_UP_UmasM
EHI_064470A	6.96929103760185	16.2079859357449	-0.375641268578108	0.798117312135818	-1.21762101918852	8	28	11	4	10.0350521321422	21.9402689789974	8.92724009992095	5.11034294357425	79.81	DOWN_pEhEx_UP_UmasM
EHI_066970A	5.3137129118744	21.9212362676707	-0.416230570107297	0.798110791127035	-2.04453697323365	26	14	13	0	32.6139194294621	10.9701344894987	10.5503746635429	0.638792867946782	79.81	DOWN_pEhEx_UP_UmasM
EHI_062670A	4.53122840254441	9.01857133284873	-0.416153590687504	0.798099215782731	-0.992996694987321	8	10	5	4	10.0350521321422	7.83581034964193	4.05783640905498	5.11034294357425	79.81	DOWN_pEhEx_UP_UmasM
EHI_053170A	1917.44601546213	2624.33029352324	-0.415848454746673	0.798053452557998	-0.45276334631435	2705	2317	2938	1158	3393.10200218057	1815.55725801203	2384.38467396071	1479.44428216475	79.81	DOWN_pEhEx_UP_UmasM
EHI_168400A	9.6566107376184	23.284510467607	-0.415848080235561	0.798053396507442	-1.26978172320148	11	41	13	7	13.7981966816955	32.1268224335319	10.5503746635429	8.94310015125494	79.81	DOWN_pEhEx_UP_UmasM
EHI_002120A	2.46930650430739	9.64662784647593	-0.415777292909698	0.798042807396882	-1.96591878724537	9	10	6	0	11.2894336486599	7.83581034964193	4.86940369086597	0.638792867946782	79.8	DOWN_pEhEx_UP_UmasM
EHI_156660A	9946.13261959597	14800.8238214015	-0.375994925244553	0.798034472735757	-0.57346990626343	3734	31185	12553	7754	4683.86058267736	24435.9745753583	10187.6040885734	9906.39979611869	79.8	DOWN_pEhEx_UP_UmasM
EHI_063550A	80.3088870305984	154.138040373188	-0.321821928407908	0.798022121926469	-0.940591403347085	54	301	70	83	67.7366018919596	235.857891524222	56.8097097267697	106.039616079166	79.8	DOWN_pEhEx_UP_UmasM
EHI_176850A	23.5302764626803	51.7728337228987	-0.415628059817552	0.798019413650244	-1.13767701329239	50	51	21	24	62.7190758258886	39.9626327831738	17.0429129180309	30.6620576614455	79.8	DOWN_pEhEx_UP_UmasM
EHI_048260A	19.3439449277064	45.9988416816919	-0.440828986632252	0.797994522186689	-1.24971549010308	23	79	23	16	28.8507748799087	61.9029017621712	18.6660474816529	20.441371774297	79.8	DOWN_pEhEx_UP_UmasM
EHI_117470A	4571.73541343158	3214.68513001832	0.638984897123223	0.797982246384324	0.508064474543574	3182	3045	4726	4243	3991.44198555955	2386.00425146597	3835.46697383877	5420.79627739639	79.8	UP_pEhEx_DOWN_UmasM
EHI_016370A	1754.8500274442	2956.39392817278	-0.506725540227891	0.797967828291643	-0.752490775329498	3635	1686	2381	1260	4559.6768125421	1321.11762494963	1932.34169799198	1609.75802722589	79.8	DOWN_pEhEx_UP_UmasM
EHI_108690A	1754.8500274442	2956.39392817278	-0.506725540227891	0.797967828291643	-0.752490775329498	3635	1686	2381	1260	4559.6768125421	1321.11762494963	1932.34169799198	1609.75802722589	79.8	DOWN_pEhEx_UP_UmasM
EHI_124420A	18.220553412789	43.7788663768843	-0.441031466474725	0.797956551822927	-1.26466781864821	36	53	31	9	45.1577345946398	41.5297948531022	25.1585857361409	11.4982716230421	79.8	DOWN_pEhEx_UP_UmasM
EHI_185440A	43.5640151255276	92.0555606234889	-0.415087115469905	0.797934492149792	-1.07936794255322	48	155	58	32	60.210312792853	121.45506041945	47.0709023450378	40.882743548594	79.79	DOWN_pEhEx_UP_UmasM
EHI_173500A	108.227182969083	218.28346206585	-0.441200584093573	0.797924743659562	-1.01213993038377	221	199	171	62	277.218315150427	155.932625957874	138.77800518968	79.2103156254009	79.79	DOWN_pEhEx_UP_UmasM
EHI_065880A	12.2824835326958	29.3392954618109	-0.415018656709786	0.797923789527221	-1.25623192247018	27	31	21	6	33.8683009459798	24.29101208389	17.0429129180309	7.66551441536138	79.79	DOWN_pEhEx_UP_UmasM
EHI_198770A	235.671947610792	356.933823667137	-0.321460344459041	0.797868184047382	-0.598876577515084	354	337	357	145	444.051056847291	264.066808782933	289.729519606526	185.249931704567	79.79	DOWN_pEhEx_UP_UmasM
EHI_058110A	18.0634667052385	42.0711930654938	-0.414559088911472	0.797851670555917	-1.2197579323915	46	33	26	12	57.7015497598175	25.8581741538184	21.1007493270859	15.3310288307228	79.79	DOWN_pEhEx_UP_UmasM
EHI_003240.mRNA	33.1938260907041	94.9379658320358	-0.377094634270679	0.79778039288448	-1.5160702070693	120	49	74	5	150.525781982133	38.3954707132454	60.0559788540137	6.38792867946782	79.78	DOWN_pEhEx_UP_UmasM
EHI_156240A	266.953479203624	439.444776995065	-0.377185438698626	0.797759708004173	-0.719093528141945	224	748	394	171	280.981459699981	586.118614153216	319.757509033532	218.467160837799	79.78	DOWN_pEhEx_UP_UmasM
EHI_110620A	25.3776546104108	67.0112284827383	-0.488072738841317	0.797741709041839	-1.40084411333952	59	75	44	12	74.0085094745485	58.7685776223144	35.7089603996838	15.3310288307228	79.77	DOWN_pEhEx_UP_UmasM
EHI_122900A	460.713037677485	812.570499522313	-0.413675152742669	0.797709414839154	-0.81862456306952	965	517	308	537	1210.47816343965	405.111395076488	249.962722797787	686.063540174844	79.77	DOWN_pEhEx_UP_UmasM
EHI_001910A	14.5634594602028	26.6534376269871	-0.320950485502865	0.797643227576373	-0.871968516992251	17	40	22	9	21.3244857808021	31.3432413985677	17.8544801998419	11.4982716230421	79.76	DOWN_pEhEx_UP_UmasM
EHI_128150A	49.9426216758025	118.367463588198	-0.442752795828307	0.797618129068384	-1.24492911191993	67	191	86	24	84.0435616066907	149.663977678161	69.7947862357456	30.6620576614455	79.76	DOWN_pEhEx_UP_UmasM
EHI_127690A	4.39445888361943	12.5003885632628	-0.320862940918373	0.79760473885666	-1.50821550682814	11	14	0	7	13.7981966816955	10.9701344894987	0.405783640905498	8.94310015125494	79.76	DOWN_pEhEx_UP_UmasM
EHI_040670A	5.71953626760357	14.3266808440393	-0.377899836327327	0.797598799546387	-1.32473432464281	12	17	11	2	15.0525781982133	13.3208775943913	8.92724009992095	2.55517147178713	79.76	DOWN_pEhEx_UP_UmasM
EHI_197060A	47.1596621731746	92.9208550758881	-0.412994818075279	0.797598130039074	-0.978449046517789	71	121	73	28	89.0610876727617	94.8133052306673	59.2444115722027	35.7724006050198	79.76	DOWN_pEhEx_UP_UmasM
EHI_082540A	129.763402912091	235.571064799358	-0.378134684140372	0.797547171873879	-0.860278785416389	218	247	224	62	273.455170600874	193.544515636156	181.791071125663	79.2103156254009	79.75	DOWN_pEhEx_UP_UmasM
EHI_021210A	6.37513710507227	16.436630526989	-0.487194084923026	0.797525073412085	-1.36638630569938	9	27	8	5	11.2894336486599	21.1566879440332	6.49253825448797	6.38792867946782	79.75	DOWN_pEhEx_UP_UmasM
EHI_053010A	8.78247628766015	21.8604945583896	-0.378350265426333	0.797499658876488	-1.31562635867891	17	28	17	3	21.3244857808021	21.9402689789974	13.7966437907869	3.83275720768069	79.75	DOWN_pEhEx_UP_UmasM
EHI_067980A	16.3459212577916	41.5474332753726	-0.378399012798774	0.797488899136915	-1.34582866284458	21	71	31	6	26.3420118468732	55.6342534824577	25.1585857361409	7.66551441536138	79.75	DOWN_pEhEx_UP_UmasM
EHI_113440A	6.21805039752181	24.3119789036174	-0.508224169432427	0.797484590671658	-1.96713311316064	12	42	3	8	15.0525781982133	32.9104034684961	2.43470184543299	10.2206858871485	79.75	DOWN_pEhEx_UP_UmasM
EHI_027380A	2044.56866468962	2446.04311344038	-0.412209179114806	0.797469238516154	-0.258653317653659	1782	3322	2708	1511	2235.30786243467	2603.05619815105	2197.72419914418	1930.43204693517	79.75	DOWN_pEhEx_UP_UmasM
EHI_129910A	145.347675194194	289.332953063229	-0.411924405815155	0.797422133398407	-0.993222649764872	109	553	187	111	136.727585300437	433.320312335198	151.763081698656	141.812016684186	79.74	DOWN_pEhEx_UP_UmasM
EHI_177330A	6.78148087758184	11.4150428671475	-0.320415877642501	0.797407463025011	-0.751264021970135	8	16	9	5	10.0350521321422	12.5372965594271	7.30410553629896	6.38792867946782	79.74	DOWN_pEhEx_UP_UmasM
EHI_087210A	359.094406315483	728.726093039378	-0.486696687033137	0.797398209964813	-1.02101346926678	904	403	590	191	1133.96089093207	315.78315709057	478.824696268488	244.018875555671	79.74	DOWN_pEhEx_UP_UmasM
EHI_048990A	53322.7764099343	83314.5344961225	-0.486691174507972	0.797396810645415	-0.643816299851247	104447	44355	61717	45200	131016.386255732	34755.7368058368	50087.4979315292	57746.8752623891	79.74	DOWN_pEhEx_UP_UmasM
EHI_030730A	22.1576278828038	46.5747498335661	-0.443852525793203	0.797387086495613	-1.0717445802255	36	60	33	14	45.1577345946398	47.0148620978516	26.7817202997629	17.8862003025099	79.74	DOWN_pEhEx_UP_UmasM
EHI_038270A	10.0322310576584	28.7605228607607	-0.379024767057134	0.797353513689663	-1.51944742281996	7	61	17	5	8.7806706156244	47.7984431328157	13.7966437907869	6.38792867946782	79.74	DOWN_pEhEx_UP_UmasM
EHI_014250A	151.896744678476	302.966794682015	-0.379317108033208	0.79729214064669	-0.996068730675914	380	161	117	167	476.664976276753	126.156546629235	94.9533719718865	213.356817894225	79.73	DOWN_pEhEx_UP_UmasM
EHI_098020A	11.189815470248	33.9035939391643	-0.379414326955889	0.797271685743916	-1.59925196865515	26	44	26	1	32.6139194294621	34.4775655384245	21.1007493270859	1.27758573589356	79.73	DOWN_pEhEx_UP_UmasM
EHI_025370A	230.464301699563	454.586291825757	-0.444861174598313	0.797166305111739	-0.980010881568331	554	267	235	216	694.927360150845	209.216136335439	190.718311225584	275.95851895301	79.72	DOWN_pEhEx_UP_UmasM
EHI_131500A	6.12588004011315	18.5494446591146	-0.445124117122805	0.79710765749732	-1.59838697470858	13	26	12	2	16.306959714731	20.373106909069	9.73880738173195	2.55517147178713	79.71	DOWN_pEhEx_UP_UmasM
EHI_188180A	18258.5192851247	11458.8195840258	0.689681318300805	0.797091264199577	0.672111337207945	11935	9922	15537	19116	14971.0433996396	7774.69102891472	12609.3208574974	24422.3289273414	79.71	UP_pEhEx_DOWN_UmasM
EHI_012480A	6637.52863242088	8739.29685029639	-0.409520175883277	0.797027719561822	-0.396871028174916	4305	15111	8392	5165	5400.112428609	11840.6930193439	6810.67262895788	6598.73032589025	79.7	DOWN_pEhEx_UP_UmasM
EHI_194730A	23.2195724927821	59.4309953049871	-0.380681559656735	0.797012686775962	-1.35587413204262	80	23	31	17	100.350521321422	18.0223638041764	25.1585857361409	21.7189575101906	79.7	DOWN_pEhEx_UP_UmasM
EHI_020360A	10.8449186026776	24.8300097953865	-0.380694625172813	0.797010057017774	-1.19506560585637	23	26	19	5	28.8507748799087	20.373106909069	15.4197783544089	6.38792867946782	79.7	DOWN_pEhEx_UP_UmasM
EHI_027750A	5.53172610758357	12.3296212321237	-0.380822624209096	0.796984273323407	-1.15632684941236	12	12	9	3	15.0525781982133	9.40297241957031	7.30410553629896	3.83275720768069	79.7	DOWN_pEhEx_UP_UmasM
EHI_162570A	6.1566034925827	14.7260927664225	-0.509635601680975	0.796959201443109	-1.25816813294464	12	18	9	4	15.0525781982133	14.1044586293555	7.30410553629896	5.11034294357425	79.7	DOWN_pEhEx_UP_UmasM
EHI_158070A	25.3434617127386	59.8103560831381	-0.445865589588777	0.796940638164654	-1.23878170830777	31	101	27	23	38.8858270120509	79.1416845313834	21.9123166088969	29.384471925552	79.69	DOWN_pEhEx_UP_UmasM
EHI_198700A	8.78247628766015	19.0067338416028	-0.319388494011949	0.79693956819184	-1.11381095609225	15	24	17	3	18.8157227477666	18.8059448391406	13.7966437907869	3.83275720768069	79.69	DOWN_pEhEx_UP_UmasM
EHI_140300A	10.3429350275566	23.7446640992712	-0.381406846928577	0.79687206313438	-1.19895770832729	20	28	7	12	25.0876303303554	21.9402689789974	5.68097097267697	15.3310288307228	79.69	DOWN_pEhEx_UP_UmasM
EHI_053850A	29.7517963054048	62.5019428163139	-0.446232541640618	0.796856882224353	-1.07092425960406	55	70	44	19	68.9909834084774	54.8506724474935	35.7089603996838	24.2741289819777	79.69	DOWN_pEhEx_UP_UmasM
EHI_133540A	68.8390910429217	157.992901206816	-0.484634318280917	0.796853870607505	-1.19855978484727	132	188	51	77	165.578360180346	147.313234573268	41.3899313723608	98.3741016638044	79.69	DOWN_pEhEx_UP_UmasM
EHI_181560A	9065.08572864531	11708.371165728	-0.408427199866017	0.796852622418398	-0.369147817559627	12574	9542	12367	6465	15772.5931886945	7476.93023562833	10036.6525741566	8259.59178255189	79.69	DOWN_pEhEx_UP_UmasM
EHI_057550A	236.04409848563	544.46712005467	-0.408385132382227	0.796845959518883	-1.20578851484362	865	3	341	156	1085.04001178787	2.35074310489258	276.74444309755	199.303374799396	79.68	DOWN_pEhEx_UP_UmasM
EHI_095200A	6.78148087758184	13.4149669282391	-0.319182891956552	0.796841860210817	-0.984171242558332	15	10	9	5	18.8157227477666	7.83581034964193	7.30410553629896	6.38792867946782	79.68	DOWN_pEhEx_UP_UmasM
