logFC	logCPM	PValue	FDR	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_104430A	0.11927071150686	2.59833067864308	0.840867602833546	1	43	53	62	30	6.81118323848351	5.33890604805215	6.3539044879786	4.72793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_104450A	0.65250013560074	2.97334075775701	0.242888735034645	1	49	107	57	38	7.76158089966726	10.7785461724826	5.84149283572227	5.9887169676284	0	DOWN_pEhEx_UP_UmasM
EHI_104460A	0.635660777414293	1.06367303677542	0.624758645777265	1	12	25	27	0	1.90079532236749	2.51835190945856	2.76702292218423	0	0	DOWN_pEhEx_UP_UmasM
EHI_104470A	0.11791154237206	5.36092659612813	0.823278054320763	1	264	429	400	237	41.8174970920848	43.2149187663089	40.9929321805071	37.3506821402087	0	DOWN_pEhEx_UP_UmasM
EHI_104480A	1.16852042461229	0.667606330456258	0.320637945736682	1	7	25	15	0	1.10879727138104	2.51835190945856	1.53723495676902	0	0	DOWN_pEhEx_UP_UmasM
EHI_104490A	-0.262449533009934	4.64209571623901	0.661619105501858	1	93	299	271	166	14.7311637483481	30.1194888371244	27.7727115522936	26.1612372796399	0	UP_pEhEx_DOWN_UmasM
EHI_104510A	0.728124113452945	0.321426917124717	0.360449737124634	1	9	11	7	5	1.42559649177562	1.10807484016177	0.717376313158875	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_104520A	1.18269429528912	2.39346284066944	0.0930857515757387	1	24	99	36	15	3.80159064473498	9.9726735614559	3.68936389624564	2.36396722406384	0	DOWN_pEhEx_UP_UmasM
EHI_104530A	-0.53953227127337	1.24249543921454	0.584180389433784	1	2	30	20	19	0.316799220394582	3.02202229135027	2.04964660902536	2.9943584838142	0	UP_pEhEx_DOWN_UmasM
EHI_104560A	0.265067041682267	4.33285306326277	0.656618513494963	1	95	281	173	117	15.0479629687426	28.3062754623142	17.7294431680693	18.438944347698	0	DOWN_pEhEx_UP_UmasM
EHI_104570A	0.0896591082860191	2.94904732465441	0.8749016398225	1	55	67	72	45	8.711978560851	6.74918311734894	7.37872779249128	7.09190167219153	0	DOWN_pEhEx_UP_UmasM
EHI_104580A	0.570701873811253	2.53982454662046	0.347859614036621	1	30	84	40	31	4.75198830591873	8.46166241578076	4.09929321805071	4.88553226306528	0	DOWN_pEhEx_UP_UmasM
EHI_104590A	0.611476768665048	1.32812744548944	0.369367500683129	1	14	32	22	8	2.21759454276207	3.22349044410696	2.25461126992789	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_104600A	-0.148458685225809	5.24052509074456	0.795807576439045	1	165	447	397	243	26.135935682553	45.0281321411191	40.6854851891533	38.2962690298343	0	UP_pEhEx_DOWN_UmasM
EHI_104620A	0.566471705067896	2.42783846598781	0.300154963770371	1	36	65	45	23	5.70238596710247	6.54771496459226	4.61170487030705	3.62474974356456	0	DOWN_pEhEx_UP_UmasM
EHI_104630A	-0.201845556348751	8.75968280318556	0.737360632537372	1	3396	2661	4013	3272	537.92507623	268.053377242769	411.261592100938	515.660050475793	0	UP_pEhEx_DOWN_UmasM
EHI_104660A	0.155202460810237	11.729733879761	0.809941395528396	1	32450	20024	29745	21439	5140.06735090209	2017.09914539993	3048.33691927296	3378.73955444698	0	DOWN_pEhEx_UP_UmasM
EHI_104670A	0.89504974800141	1.13076261723589	0.23660965056885	1	11	32	10	11	1.7423957121702	3.22349044410696	1.02482330451268	1.73357596431348	0	DOWN_pEhEx_UP_UmasM
EHI_104680A	-0.327911567150038	5.29490442192485	0.54375085352976	1	209	358	356	320	33.1055185312338	36.0627993434466	36.4837096406513	50.4313007800286	0	UP_pEhEx_DOWN_UmasM
EHI_104690A	-0.273955144966606	0.964292807048824	0.84278281290332	1	1	28	12	16	0.158399610197291	2.82055413859359	1.22978796541521	2.52156503900143	0	UP_pEhEx_DOWN_UmasM
EHI_104710A	0.123803504855072	3.82869818229529	0.828932349705099	1	104	126	127	87	16.4735594605183	12.6924936236711	13.015255967311	13.7110098995703	0	DOWN_pEhEx_UP_UmasM
EHI_104740A	0.217167878704638	4.78477500735478	0.726268600944899	1	126	384	285	135	19.9583508848587	38.6818853292835	29.2074641786113	21.2757050165746	0	DOWN_pEhEx_UP_UmasM
EHI_104780A	0.0993498098704357	1.59582040027027	0.909555946014741	1	15	33	29	15	2.37599415295936	3.3242245204853	2.97198758308677	2.36396722406384	0	DOWN_pEhEx_UP_UmasM
EHI_104890A	0.0699341595096747	1.90319293042533	0.904246656375493	1	23	35	47	12	3.64319103453769	3.52569267324198	4.81666953120959	1.89117377925107	0	DOWN_pEhEx_UP_UmasM
EHI_104900A	0.88729992828274	0.423782966425385	0.423019379473656	1	9	14	14	0	1.42559649177562	1.41027706929679	1.43475262631775	0	0	DOWN_pEhEx_UP_UmasM
EHI_104940A	0.231860437309687	2.17634003371962	0.699531426039606	1	25	52	44	21	3.95999025493227	5.2381719716738	4.50922253985578	3.30955411368938	0	DOWN_pEhEx_UP_UmasM
EHI_104950A	0.407456321618119	1.76629612142494	0.508930163437589	1	19	41	24	19	3.00959259374853	4.13009713151204	2.45957593083043	2.9943584838142	0	DOWN_pEhEx_UP_UmasM
EHI_105060A	-0.319830754316637	9.44736864978642	0.549139998954793	1	3898	6197	7213	5144	617.44168054904	624.249071316588	739.205049544995	810.683160038961	0	UP_pEhEx_DOWN_UmasM
EHI_105070A	2.35020780855837	-0.00874797835040975	0.0120037886108105	1	10	10	4	0	1.58399610197291	1.00734076378342	0.409929321805071	0	0	DOWN_pEhEx_UP_UmasM
EHI_105080A	-0.14719464023515	1.01747621057689	0.914164572088833	1	2	29	22	9	0.316799220394582	2.92128821497193	2.25461126992789	1.41838033443831	0	UP_pEhEx_DOWN_UmasM
EHI_105090A	0.185409812569747	0.181173322194873	0.898333895142344	1	4	12	11	3	0.633598440789164	1.20880891654011	1.12730563496395	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_105110A	-0.281596164469408	3.15363221229966	0.690268439320986	1	24	116	96	58	3.80159064473498	11.6851528598877	9.83830372332171	9.14067326638019	0	UP_pEhEx_DOWN_UmasM
EHI_105120A	-0.489390868824536	2.61876652852856	0.465792689048437	1	16	71	61	48	2.53439376315665	7.15211942286231	6.25142215752734	7.5646951170043	0	UP_pEhEx_DOWN_UmasM
EHI_105140A	-0.892216743282611	10.1594583843986	0.252264070313943	1	1957	12819	11325	11496	309.988037156098	1291.31012509397	1160.61239236061	1811.74448052253	0	UP_pEhEx_DOWN_UmasM
EHI_105170A	0.523815519485515	1.35902406206405	0.49711299800509	1	23	19	27	6	3.64319103453769	1.91394745118851	2.76702292218423	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_105180A	-0.0263246310833539	10.5280696349327	0.964737959827793	1	12224	9824	14541	9451	1936.27683505168	989.611566340836	1490.19556709189	1489.45694897516	0	UP_pEhEx_DOWN_UmasM
EHI_105200A	0.077082240672591	3.08845103922831	0.902337510030999	1	49	91	77	52	7.76158089966726	9.16680095042916	7.89113944474762	8.19508637675466	0	DOWN_pEhEx_UP_UmasM
EHI_105210A	-0.268699144969744	7.84307694475527	0.625744945699141	1	1433	1878	2026	1864	226.986641412718	189.178595438527	207.629201494269	293.762327043667	0	UP_pEhEx_DOWN_UmasM
EHI_105240A	-0.226547492215953	1.05799275356293	0.80390042218265	1	12	15	20	12	1.90079532236749	1.51101114567514	2.04964660902536	1.89117377925107	0	UP_pEhEx_DOWN_UmasM
EHI_105250A	0.190670179973915	2.99251136159712	0.742001285502316	1	59	71	86	35	9.34557700164016	7.15211942286231	8.81348041880903	5.51592352281563	0	DOWN_pEhEx_UP_UmasM
EHI_105260A	0.492575933400256	0.506010921454751	0.618041286035049	1	4	20	11	5	0.633598440789164	2.01468152756685	1.12730563496395	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_105270A	-0.33273595307194	4.76573008611185	0.580921781603486	1	99	317	299	187	15.6815614095318	31.9327022119345	30.6422168049291	29.4707913933292	0	UP_pEhEx_DOWN_UmasM
EHI_105280A	-0.593368033013659	3.72195227002246	0.576683462328174	1	8	191	136	109	1.26719688157833	19.2402085882634	13.9375969413724	17.1781618281973	0	UP_pEhEx_DOWN_UmasM
EHI_105300A	0.010451388642648	0.543205323544962	1	1	4	17	14	6	0.633598440789164	1.71247929843182	1.43475262631775	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_105330A	0.0807471681628735	2.74715531218383	0.898280608740257	1	36	75	70	34	5.70238596710247	7.55505572837568	7.17376313158875	5.35832570787804	0	DOWN_pEhEx_UP_UmasM
EHI_105340A	0.112578003576576	1.2512178962693	0.882075046903697	1	14	22	20	13	2.21759454276207	2.21614968032353	2.04964660902536	2.04877159418866	0	DOWN_pEhEx_UP_UmasM
EHI_105350A	0.836386414552892	2.69760472048428	0.361168241565493	1	85	27	64	15	13.4639668667697	2.71982006221524	6.55886914888114	2.36396722406384	0	DOWN_pEhEx_UP_UmasM
EHI_105360A	1.35783417007087	0.246616538487454	0.137458170535088	1	12	9	8	1	1.90079532236749	0.906606687405082	0.819858643610142	0.15759781493759	0	DOWN_pEhEx_UP_UmasM
EHI_105770A	0.209577285239851	4.00480213404064	0.722850684697411	1	139	119	140	95	22.0175458174234	11.9873550890227	14.3475262631775	14.971792419071	0	DOWN_pEhEx_UP_UmasM
EHI_105790A	-0.196288591688824	2.11332119064026	0.752819176803127	1	30	29	39	30	4.75198830591873	2.92128821497193	3.99681088759944	4.72793444812769	0	UP_pEhEx_DOWN_UmasM
EHI_105830A	-0.411970850000846	1.50463565517643	0.513175308164583	1	14	22	23	23	2.21759454276207	2.21614968032353	2.35709360037916	3.62474974356456	0	UP_pEhEx_DOWN_UmasM
EHI_105860A	1.10891679264938	2.11859960097512	0.137249161073624	1	50	34	36	9	7.91998050986455	3.42495859686364	3.68936389624564	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_105870A	-0.0110889468658214	0.554262183777587	1	1	7	13	13	7	1.10879727138104	1.30954299291845	1.33227029586648	1.10318470456313	0	UP_pEhEx_DOWN_UmasM
EHI_106070A	0.578897867470822	0.789737050496448	0.454492982181358	1	8	22	11	8	1.26719688157833	2.21614968032353	1.12730563496395	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_106080A	-0.200214260081877	0.121962814313328	0.885539226568408	1	4	9	11	4	0.633598440789164	0.906606687405082	1.12730563496395	0.630391259750358	0	UP_pEhEx_DOWN_UmasM
EHI_106090A	0.137270685557819	5.66948181133041	0.800498836343362	1	281	611	503	285	44.5102904654388	61.5485206671672	51.5486122169877	44.915377257213	0	DOWN_pEhEx_UP_UmasM
EHI_106100A	-0.150507988087914	2.99437331768166	0.809237824909707	1	46	73	86	47	7.28638206907538	7.353587575619	8.81348041880903	7.40709730206671	0	UP_pEhEx_DOWN_UmasM
EHI_106120A	-0.220145133228055	4.38180140316971	0.717797685422889	1	155	135	193	156	24.5519395805801	13.5991003110762	19.7790897770947	24.585259130264	0	UP_pEhEx_DOWN_UmasM
EHI_106250A	-0.0869593210838651	0.640738937878946	1	1	7	14	14	8	1.10879727138104	1.41027706929679	1.43475262631775	1.26078251950072	0	UP_pEhEx_DOWN_UmasM
EHI_106260A	0.447567996609638	0.875959191594233	0.528050599474396	1	14	15	15	7	2.21759454276207	1.51101114567514	1.53723495676902	1.10318470456313	0	DOWN_pEhEx_UP_UmasM
EHI_106270A	0.822275846897181	1.93357531791169	0.199138496872815	1	38	32	27	15	6.01918518749706	3.22349044410696	2.76702292218423	2.36396722406384	0	DOWN_pEhEx_UP_UmasM
EHI_106280A	0.121207240568103	0.922603574392122	0.936583913538472	1	13	14	10	14	2.05919493256478	1.41027706929679	1.02482330451268	2.20636940912625	0	DOWN_pEhEx_UP_UmasM
EHI_106290A	0.925549161688687	0.588769820345937	0.211528484949671	1	10	17	9	5	1.58399610197291	1.71247929843182	0.92234097406141	0.787989074687948	0	DOWN_pEhEx_UP_UmasM
EHI_106300A	-0.0961121387825812	2.06298980594922	0.897397883033979	1	21	42	38	27	3.32639181414311	4.23083120789038	3.89432855714818	4.25514100331492	0	UP_pEhEx_DOWN_UmasM
EHI_106310A	1.18434229096855	2.1826928695334	0.0491599930765851	1	27	75	25	17	4.27678947532686	7.55505572837568	2.5620582612817	2.67916285393902	0	DOWN_pEhEx_UP_UmasM
EHI_106330A	0.334039971483027	7.40703863467352	0.636197394348342	1	1847	850	1487	936	292.564080034396	85.623964921591	152.391225381035	147.511554781584	0	DOWN_pEhEx_UP_UmasM
EHI_106350A	-0.589829146602687	5.78190620437967	0.297266448552685	1	221	520	518	499	35.0063138536013	52.381719716738	53.0858471737567	78.6413096538572	0	UP_pEhEx_DOWN_UmasM
EHI_106360A	-0.217866850391411	1.50251554424972	0.719651821648953	1	12	28	24	20	1.90079532236749	2.82055413859359	2.45957593083043	3.15195629875179	0	UP_pEhEx_DOWN_UmasM
EHI_106670A	-0.470124330705559	8.1740482392215	0.452042287970235	1	917	3361	3014	2294	145.252442550916	338.567230707609	308.881743980121	361.52938746683	0	UP_pEhEx_DOWN_UmasM
EHI_106680A	0.795536067811524	1.31179798280625	0.229371193542504	1	21	24	19	8	3.32639181414311	2.41761783308022	1.94716427857409	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_106690A	0.167351293345762	6.39850675212331	0.757470089899497	1	670	714	831	465	106.127738832185	71.9241305341365	85.1628166050036	73.2829839459791	0	DOWN_pEhEx_UP_UmasM
EHI_107020A	-1.13129895058156	2.5708154202357	0.189011221096365	1	29	26	27	83	4.59358869572144	2.6190859858369	2.76702292218423	13.0806186398199	0	UP_pEhEx_DOWN_UmasM
EHI_107040A	0.0286893589273934	5.73675575936925	0.959094804232815	1	400	436	521	328	63.3598440789164	43.9200573009573	53.3932941651105	51.6920832995294	0	DOWN_pEhEx_UP_UmasM
EHI_107050A	-0.114348295328945	8.671155451267	0.831999778932639	1	2747	3449	4247	2613	435.123729211958	347.431829428903	435.242457426534	411.803090431921	0	UP_pEhEx_DOWN_UmasM
EHI_107070A	-0.288113620659429	3.6853829568069	0.599578810847987	1	67	120	143	83	10.6127738832185	12.0880891654011	14.6549732545313	13.0806186398199	0	UP_pEhEx_DOWN_UmasM
EHI_107090A	1.04652769437724	2.92112658446921	0.0629270131884354	1	73	82	47	30	11.5631715444022	8.26019426302408	4.81666953120959	4.72793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_107100A	-0.125919384254053	4.14103676614588	0.829623938433061	1	74	213	170	120	11.7215711545995	21.4563582685869	17.4219961767155	18.9117377925107	0	UP_pEhEx_DOWN_UmasM
EHI_107120A	0.612128661516988	3.63453822742442	0.319154245178573	1	123	100	106	53	19.4831520542668	10.0734076378342	10.8631270278344	8.35268419169225	0	DOWN_pEhEx_UP_UmasM
EHI_107130A	0.110990334406418	4.60360468522595	0.883068256061509	1	118	310	119	217	18.6911540032803	31.2275636772861	12.1953973237009	34.1987258414569	0	DOWN_pEhEx_UP_UmasM
EHI_107140A	0.39046776956137	0.775360075836009	0.815941860254141	1	1	30	12	8	0.158399610197291	3.02202229135027	1.22978796541521	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_107150A	-0.0900989360471798	1.10081894081305	0.93609664160813	1	11	19	17	14	1.7423957121702	1.91394745118851	1.74219961767155	2.20636940912625	0	UP_pEhEx_DOWN_UmasM
EHI_107170A	2.75952544673344	6.40639875750893	0.0118837138576754	1	1604	408	355	45	254.072974756455	41.0995031623637	36.3812273102001	7.09190167219153	0	DOWN_pEhEx_UP_UmasM
EHI_107180A	-0.450609481291165	0.897204656364842	0.574617288072998	1	9	13	18	12	1.42559649177562	1.30954299291845	1.84468194812282	1.89117377925107	0	UP_pEhEx_DOWN_UmasM
EHI_107210A	0.241626956372119	8.17488698812554	0.70274518587312	1	2811	1793	2527	1715	445.261304264585	180.616198946368	258.972849050354	270.280252617966	0	DOWN_pEhEx_UP_UmasM
EHI_107240A	0.927083694207261	2.47563130713458	0.116104489336841	1	49	62	46	16	7.76158089966726	6.24551273545723	4.71418720075832	2.52156503900143	0	DOWN_pEhEx_UP_UmasM
EHI_107250A	0.461068917158588	5.27574046736532	0.45597371826549	1	173	612	297	218	27.4031325641313	61.6492547435456	30.4372521440265	34.3563236563945	0	DOWN_pEhEx_UP_UmasM
EHI_107260A	0.575151598612996	1.14318391786019	0.402570670311331	1	13	26	18	8	2.05919493256478	2.6190859858369	1.84468194812282	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_107270A	-0.164760071904973	5.27884548218612	0.801002704027997	1	138	504	483	203	21.8591462072261	50.7699744946846	49.4989656079624	31.9923564323307	0	UP_pEhEx_DOWN_UmasM
EHI_107280A	0.421014176722415	2.07814001637518	0.59260946919189	1	14	67	31	23	2.21759454276207	6.74918311734894	3.1769522439893	3.62474974356456	0	DOWN_pEhEx_UP_UmasM
EHI_107290A	-0.947935829857714	10.3880125864832	0.126782866922182	1	7073	7041	11824	14707	1120.36044292544	709.268631779909	1211.75107525579	2317.79106428713	0	UP_pEhEx_DOWN_UmasM
EHI_107300A	1.19344225651681	3.55208100112426	0.110033025095053	1	119	131	106	19	18.8495536134776	13.1961640055629	10.8631270278344	2.9943584838142	0	DOWN_pEhEx_UP_UmasM
EHI_107320A	0.187292209256336	2.0447965822489	0.750046289964628	1	33	31	41	19	5.2271871365106	3.12275636772861	4.20177554850198	2.9943584838142	0	DOWN_pEhEx_UP_UmasM
EHI_107330A	-0.505782651431927	0.852944753089413	0.523691987413773	1	5	17	12	16	0.791998050986455	1.71247929843182	1.22978796541521	2.52156503900143	0	UP_pEhEx_DOWN_UmasM
EHI_107340A	-0.171024752666929	2.59320405996494	0.774552306364116	1	35	53	48	47	5.54398635690518	5.33890604805215	4.91915186166085	7.40709730206671	0	UP_pEhEx_DOWN_UmasM
EHI_107550A	0.0032417940049695	2.64310322315259	1	1	55	34	57	39	8.711978560851	3.42495859686364	5.84149283572227	6.14631478256599	0	DOWN_pEhEx_UP_UmasM
EHI_107660A	-0.633551972850082	3.69016306340951	0.296255674047135	1	42	130	138	106	6.65278362828622	13.0954299291845	14.142561602275	16.7053683833845	0	UP_pEhEx_DOWN_UmasM
EHI_107780A	0.473225297671389	3.01872573045346	0.436843973684135	1	49	104	80	31	7.76158089966726	10.4763439433476	8.19858643610143	4.88553226306528	0	DOWN_pEhEx_UP_UmasM
EHI_107920A	-0.397547764146807	0.52965439540112	0.744389474391899	1	9	7	14	8	1.42559649177562	0.705138534648397	1.43475262631775	1.26078251950072	0	UP_pEhEx_DOWN_UmasM
EHI_107930A	0.711325449329132	1.59866999413993	0.265725944899716	1	29	24	21	13	4.59358869572144	2.41761783308022	2.15212893947662	2.04877159418866	0	DOWN_pEhEx_UP_UmasM
EHI_108500A	-0.0642381977066888	12.1435178195482	0.916196222413019	1	37912	28211	41958	31408	6005.24602179969	2841.80902870942	4299.95362107429	4949.83217155981	0	UP_pEhEx_DOWN_UmasM
EHI_108610A	0.107807179438011	7.72540764194718	0.843673138910535	1	1160	2529	2075	1233	183.743547828857	254.756479160828	212.650835686381	194.318105818048	0	DOWN_pEhEx_UP_UmasM
EHI_108620A	0.323346258632689	3.94235936127141	0.5853246618239	1	136	121	145	76	21.5423469868316	12.1888232417794	14.8599379154338	11.9774339352568	0	DOWN_pEhEx_UP_UmasM
EHI_108630A	0.183754026543566	2.31071237558192	0.801200937629486	1	22	64	33	35	3.4847914243404	6.44698088821391	3.38191690489184	5.51592352281563	0	DOWN_pEhEx_UP_UmasM
EHI_108640A	2.12831369391921	1.13751828592311	0.0362097243363206	1	36	9	8	4	5.70238596710247	0.906606687405082	0.819858643610142	0.630391259750358	0	DOWN_pEhEx_UP_UmasM
EHI_108650A	0.075816400498951	0.344416350021296	0.908439174398348	1	7	10	14	3	1.10879727138104	1.00734076378342	1.43475262631775	0.472793444812769	0	DOWN_pEhEx_UP_UmasM
EHI_108660A	0.567261429604479	0.412440650548306	0.591427777538208	1	8	13	4	9	1.26719688157833	1.30954299291845	0.409929321805071	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_108670A	-0.14217131958222	2.05150979638641	0.816241334205607	1	15	49	40	26	2.37599415295936	4.93596974253878	4.09929321805071	4.09754318837733	0	UP_pEhEx_DOWN_UmasM
EHI_108690A	0.752111399993956	8.21553420962142	0.291017969710663	1	3635	1686	2381	1260	575.782583067153	169.837652773885	244.010428804469	198.573246821363	0	DOWN_pEhEx_UP_UmasM
EHI_108700A	0.632876247428915	1.04903024326355	0.410226937969319	1	9	29	14	9	1.42559649177562	2.92128821497193	1.43475262631775	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_108710A	0.0292738504488357	9.18001927709594	0.957897826359985	1	4374	4751	5953	3412	692.83989500295	478.587596873505	610.077313176397	537.723744567056	0	DOWN_pEhEx_UP_UmasM
EHI_108720A	0.595519358795909	0.704101378233985	0.414644215892873	1	8	20	12	6	1.26719688157833	2.01468152756685	1.22978796541521	0.945586889625537	0	DOWN_pEhEx_UP_UmasM
EHI_108730A	0.395639371204319	0.860577720722046	0.62697208566433	1	6	25	14	8	0.950397661183746	2.51835190945856	1.43475262631775	1.26078251950072	0	DOWN_pEhEx_UP_UmasM
EHI_108760A	0.00802868200012311	4.28561877257431	0.993181970578589	1	145	156	181	126	22.9679434786072	15.7145159150214	18.5493018116795	19.8573246821363	0	DOWN_pEhEx_UP_UmasM
EHI_109000A	0.754998016757568	1.92105875535896	0.257165518363917	1	37	31	21	20	5.86078557729976	3.12275636772861	2.15212893947662	3.15195629875179	0	DOWN_pEhEx_UP_UmasM
EHI_109120A	0.1037750591567	4.44470987298851	0.854831089214263	1	143	218	196	136	22.6511442582126	21.9600286504786	20.0865367684485	21.4333028315122	0	DOWN_pEhEx_UP_UmasM
EHI_109570A	-0.0369866910410684	1.22678877453573	0.95002936859736	1	7	29	20	14	1.10879727138104	2.92128821497193	2.04964660902536	2.20636940912625	0	UP_pEhEx_DOWN_UmasM
EHI_109680A	0.891740651872435	3.82286294737142	0.180046871099775	1	71	246	120	45	11.2463723240077	24.7805827890722	12.2978796541521	7.09190167219153	0	DOWN_pEhEx_UP_UmasM
EHI_109830A	0.0825804092164255	1.22294242637564	0.945989624491298	1	16	18	25	9	2.53439376315665	1.81321337481016	2.5620582612817	1.41838033443831	0	DOWN_pEhEx_UP_UmasM
EHI_109840A	0.445455864467269	1.50646411038837	0.652883130271668	1	5	50	21	14	0.791998050986455	5.03670381891712	2.15212893947662	2.20636940912625	0	DOWN_pEhEx_UP_UmasM
EHI_109850A	-0.394453424027414	3.47954353853042	0.495165641976368	1	48	111	98	94	7.60318128946996	11.181482477996	10.0432683842242	14.8141946041334	0	UP_pEhEx_DOWN_UmasM
