logFC	logCPM	PValue	FDR	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	CmasM_1	CmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_123291A	-0.76102871685798	1.0132511939707	0.552037964105839	1	0	19	19	18	0	2.55306022661325	1.81017921881148	2.60575848340421	0	UP_pEhEx_DOWN_CmasM
EHI_123490A	-0.128721068867157	0.543906295982729	0.999999999999999	1	6	10	14	8	0.932684678618786	1.34371590874382	1.33381626649267	1.15811488151298	0	UP_pEhEx_DOWN_CmasM
EHI_124300A	-0.295965636674765	9.65111367100393	0.549874252280339	1	3265	6963	8685	6524	507.535912615056	935.62938725832	827.442448177776	944.442685873837	0	UP_pEhEx_DOWN_CmasM
EHI_124310A	0.0784103072753192	2.4283194140125	0.893461912014332	1	35	38	53	34	5.44066062527625	5.10612045322651	5.0494472945794	4.92198824643017	0	DOWN_pEhEx_UP_CmasM
EHI_124320A	0.351745121685599	0.370137200418004	0.709159831029147	1	11	5	10	6	1.70992191080111	0.671857954371909	0.952725904637623	0.868586161134737	0	DOWN_pEhEx_UP_CmasM
EHI_124330A	-0.286419118294768	10.8309871296151	0.532041903352752	1	9771	13123	16971	16484	1518.87699913069	1763.35838704451	1616.87113276051	2386.2957133575	0	UP_pEhEx_DOWN_CmasM
EHI_124350A	-0.0376721579132751	1.20236577018637	0.999999999999999	1	14	14	26	11	2.1762642501105	1.88120227224134	2.47708735205782	1.59240796208035	0	UP_pEhEx_DOWN_CmasM
EHI_124400A	-0.350271690087588	0.964823519435043	0.700101865781533	1	15	5	24	10	2.33171169654696	0.671857954371909	2.2865421711303	1.44764360189123	0	UP_pEhEx_DOWN_CmasM
EHI_124430A	0.138332928683754	2.75774525542563	0.760177977305339	1	50	44	69	40	7.77237232182322	5.9123499984728	6.5738087419996	5.79057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_124460A	0.313804619271914	2.26323722249863	0.542836189555232	1	42	27	51	22	6.5287927503315	3.62803295360831	4.85890211365188	3.1848159241607	0	DOWN_pEhEx_UP_CmasM
EHI_124480A	0.0985884489137597	7.19941336056282	0.816479978563779	1	1094	993	1407	1032	170.059506401492	133.430989738261	134.048534782514	149.396819715175	0	DOWN_pEhEx_UP_CmasM
EHI_124520A	-0.256282583838748	6.10048481680792	0.505077574926625	1	403	461	787	510	62.6453209138951	61.94530339309	74.979528694981	73.8298236964526	0	UP_pEhEx_DOWN_CmasM
EHI_124530A	-0.00931101462050717	2.34309305278386	1	1	37	29	61	26	5.75155551814918	3.89677613535707	5.8116280182895	3.76387336491719	0	UP_pEhEx_DOWN_CmasM
EHI_124560A	-0.225394540611237	6.58360227435259	0.568021784481928	1	558	667	1013	758	86.7396751115471	89.6258511132126	96.5111341397913	109.731385023355	0	UP_pEhEx_DOWN_CmasM
EHI_124570A	0.183805571710875	3.82198264678459	0.657108359532875	1	88	118	132	93	13.6793752864089	15.855847723177	12.5759819412166	13.4630854975884	0	DOWN_pEhEx_UP_CmasM
EHI_124610A	-0.206797799355387	3.23513606724894	0.695179479925292	1	39	81	123	54	6.06245041102211	10.8840988608249	11.7185286270428	7.81727545021263	0	UP_pEhEx_DOWN_CmasM
EHI_124820A	0.201719995693575	0.718145405154428	0.857743714893946	1	7	14	7	14	1.08813212505525	1.88120227224134	0.666908133246336	2.02670104264772	0	DOWN_pEhEx_UP_CmasM
EHI_124900A	0.275417036430183	0.912398359794133	0.665549118167778	1	10	15	17	9	1.55447446436464	2.01557386311573	1.61963403788396	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_125150A	0.138875087608233	4.99872417361493	0.826247688743912	1	118	358	211	279	18.3427986795028	48.1050295330287	20.1025165878539	40.3892564927652	0	DOWN_pEhEx_UP_CmasM
EHI_125300A	0.126982491388677	4.29508214447398	0.758728325821747	1	143	136	221	110	22.2289848404144	18.2745363589159	21.0552424924915	15.9240796208035	0	DOWN_pEhEx_UP_CmasM
EHI_125330A	-0.0446511011528395	2.75995283428161	0.975959571915854	1	42	47	89	32	6.5287927503315	6.31546477109594	8.47926055127485	4.63245952605193	0	UP_pEhEx_DOWN_CmasM
EHI_125350A	0.165806647484336	1.80628481997985	0.760394191610125	1	20	28	39	16	3.10894892872929	3.76240454448269	3.71563102808673	2.31622976302596	0	DOWN_pEhEx_UP_CmasM
EHI_125360A	0.132188897735739	1.22239939757305	0.795139785498271	1	17	13	23	12	2.64260658941989	1.74683068136696	2.19126958066653	1.73717232226947	0	DOWN_pEhEx_UP_CmasM
EHI_125630A	-0.0149697043042678	5.83524884390446	0.97350326851025	1	413	364	572	413	64.1997953782598	48.911259078275	54.4959217452721	59.7876807581077	0	UP_pEhEx_DOWN_CmasM
EHI_125660A	0.120964970844159	5.04274503562307	0.763218874515649	1	226	246	364	193	35.1311228946409	33.0554113550979	34.6792229288095	27.9395215165007	0	DOWN_pEhEx_UP_CmasM
EHI_125700A	0.361349307294803	1.19458899157381	0.535635093647655	1	15	17	23	9	2.33171169654696	2.28431704486449	2.19126958066653	1.3028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_125720A	-0.106989588199708	2.72504167108463	0.86238498314927	1	54	29	67	47	8.39416210756907	3.89677613535707	6.38326356107208	6.80392492888877	0	UP_pEhEx_DOWN_CmasM
EHI_125740A	0.277994057970185	4.70830022625902	0.509695069611659	1	216	173	269	146	33.5766484302763	23.246285221268	25.6283268347521	21.1355965876119	0	DOWN_pEhEx_UP_CmasM
EHI_125760A	0.0246600502820694	2.43399615948875	1	1	25	48	47	40	3.88618616091161	6.44983636197033	4.47781175179683	5.79057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_125770A	0.282988754969577	1.59866220834013	0.572130757091656	1	24	18	28	16	3.73073871447514	2.41868863573887	2.66763253298535	2.31622976302596	0	DOWN_pEhEx_UP_CmasM
EHI_125790A	0.00427623043527394	3.36203181575407	1	1	60	80	114	63	9.32684678618786	10.7497272699505	10.8610753128689	9.12015469191473	0	DOWN_pEhEx_UP_CmasM
EHI_125800A	-0.132206573734624	5.92155368103277	0.748364934288577	1	305	504	652	443	47.4114711631216	67.7232818006884	62.117728982373	64.1306115637814	0	UP_pEhEx_DOWN_CmasM
EHI_125820A	0.0224863734878513	2.6622180650589	0.971446779185347	1	40	45	74	34	6.21789785745857	6.04672158934718	7.05017169431841	4.92198824643017	0	DOWN_pEhEx_UP_CmasM
EHI_125840A	-0.31497201437213	10.6660431483148	0.509133881561465	1	9657	10379	14049	15639	1501.15599023694	1394.64274168521	1338.4846234254	2263.96982899769	0	UP_pEhEx_DOWN_CmasM
EHI_125870A	0.170838105777634	2.75400302554979	0.700013820980785	1	48	47	63	43	7.46147742895029	6.31546477109594	6.00217319921703	6.22486748813228	0	DOWN_pEhEx_UP_CmasM
EHI_125880A	0.329649174689467	0.562076283462639	0.698775595708328	1	9	10	12	7	1.39902701792818	1.34371590874382	1.14327108556515	1.01335052132386	0	DOWN_pEhEx_UP_CmasM
EHI_125890A	-0.362587973066273	1.19980820127365	0.588044474263072	1	9	16	13	24	1.39902701792818	2.14994545399011	1.23854367602891	3.47434464453895	0	UP_pEhEx_DOWN_CmasM
EHI_125900A	0.301853681635469	2.3199939481285	0.528240666205047	1	41	31	52	24	6.37334530389504	4.16551931710583	4.95417470411564	3.47434464453895	0	DOWN_pEhEx_UP_CmasM
EHI_125920A	0.209626150618593	4.21605533332254	0.638342438538341	1	153	116	157	132	23.783459304779	15.5871045414283	14.9577967028107	19.1088955449642	0	DOWN_pEhEx_UP_CmasM
EHI_125950A	-0.108785512171716	10.5077412093035	0.805605933955574	1	8039	11550	14314	11449	1249.64202190274	1551.99187459911	1363.73185989829	1657.40715980527	0	UP_pEhEx_DOWN_CmasM
EHI_126060A	0.0647690665986517	0.762514411591884	0.9642518941897	1	19	0	23	4	2.95350148229282	0	2.19126958066653	0.579057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_126070A	0.160991810438962	0.966894099825938	0.832474851249417	1	11	14	17	11	1.70992191080111	1.88120227224134	1.61963403788396	1.59240796208035	0	DOWN_pEhEx_UP_CmasM
EHI_126110A	-0.206774278181739	8.84774458652831	0.675295405218565	1	1911	4152	5202	3393	297.060070140083	557.910845310433	495.608015592492	491.185474121694	0	UP_pEhEx_DOWN_CmasM
EHI_126140A	-0.0839455507841239	11.4303038071898	0.848500584734643	1	14946	22587	30244	19328	2323.3175344394	3035.05112307966	2881.42422598603	2798.00555373536	0	UP_pEhEx_DOWN_CmasM
EHI_126150A	0.226778204525562	2.11273463856255	0.656842536301821	1	28	33	38	27	4.352528500221	4.4342624988546	3.62035843762297	3.90863772510631	0	DOWN_pEhEx_UP_CmasM
EHI_126240A	-0.996269767760154	8.27847487570464	0.636711716554238	1	0	3083	4297	2881	0	414.267614665719	409.386321222787	417.066121704863	0	UP_pEhEx_DOWN_CmasM
EHI_126250A	-0.277804720829746	12.3564420129141	0.640523819872352	1	15990	52058	52500	44847	2485.60466851906	6995.11627773857	5001.81099934752	6492.24726140159	0	UP_pEhEx_DOWN_CmasM
EHI_126280A	0.106292641994911	0.937778729771175	0.84933070298804	1	11	13	22	7	1.70992191080111	1.74683068136696	2.09599699020277	1.01335052132386	0	DOWN_pEhEx_UP_CmasM
EHI_126290A	-0.141607463339331	3.20751344427309	0.759467547681136	1	43	77	99	65	6.68424019676797	10.3466124973274	9.43198645591247	9.40968341229298	0	UP_pEhEx_DOWN_CmasM
EHI_126880A	-0.14236587621207	7.66371359808502	0.732777727532295	1	1202	1475	2259	1449	186.84783061663	198.198096539713	215.220781857639	209.763557914039	0	UP_pEhEx_DOWN_CmasM
EHI_126920A	-0.0271466248247708	6.25440600421099	0.947329616475511	1	522	518	739	575	81.1435670398344	69.6044840729298	70.4064443527204	83.2395071087456	0	UP_pEhEx_DOWN_CmasM
EHI_126930A	-0.279244526604261	2.6926689625607	0.532950974521943	1	34	44	77	43	5.28521317883979	5.9123499984728	7.3359894657097	6.22486748813228	0	UP_pEhEx_DOWN_CmasM
EHI_126940A	0.100841849868859	4.25345234164735	0.810196436749566	1	113	159	184	130	17.5655614473205	21.3650829490267	17.5301566453323	18.819366824586	0	DOWN_pEhEx_UP_CmasM
EHI_126990A	-0.0484781059871623	3.80710614940086	0.926471752438279	1	69	121	168	82	10.725873804116	16.2589624958002	16.0057951979121	11.8706775355081	0	UP_pEhEx_DOWN_CmasM
EHI_127000A	0.326703822900689	0.574392493643526	0.711854285243669	1	11	8	11	8	1.70992191080111	1.07497272699505	1.04799849510139	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_127040A	-0.0771520074338091	1.80760643114239	0.89351467701576	1	18	26	35	23	2.79805403585636	3.49366136273393	3.33454066623168	3.32958028434982	0	UP_pEhEx_DOWN_CmasM
EHI_127090A	-0.0279221365358689	0.571648679726111	1	1	7	10	15	7	1.08813212505525	1.34371590874382	1.42908885695644	1.01335052132386	0	UP_pEhEx_DOWN_CmasM
EHI_127160A	-0.284676503527207	5.61519717314298	0.500820560980227	1	288	321	443	449	44.7688645737017	43.1332806706765	42.2057575754467	64.9991977249161	0	UP_pEhEx_DOWN_CmasM
EHI_127200A	0.0632736691615881	10.2724431768878	0.886296304361849	1	8895	8519	11282	9285	1382.70503605235	1144.71158265886	1074.86536561217	1344.137084356	0	DOWN_pEhEx_UP_CmasM
EHI_127210A	0.284566823966365	1.23440250651843	0.641961431259554	1	16	16	20	13	2.48715914298343	2.14994545399011	1.90545180927525	1.8819366824586	0	DOWN_pEhEx_UP_CmasM
EHI_127250A	0.137421053538649	4.19532808262813	0.750482983117425	1	147	112	173	124	22.8507746261603	15.0496181779308	16.4821581502309	17.9507806634512	0	DOWN_pEhEx_UP_CmasM
EHI_127280A	0.124992236226709	5.40593486272791	0.761821020947424	1	323	281	382	306	50.209525198978	37.7584170357013	36.3941295571572	44.2978942178716	0	DOWN_pEhEx_UP_CmasM
EHI_127300A	0.323444956205985	0.514366397621422	0.711091035827897	1	11	7	10	8	1.70992191080111	0.940601136120672	0.952725904637623	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_127310A	0.0289476254985088	2.49223805281921	0.981692267793234	1	58	14	73	25	9.01595189331493	1.88120227224134	6.95489910385465	3.61910900472807	0	DOWN_pEhEx_UP_CmasM
EHI_127340A	0.0226228860971226	4.63468104901789	0.977311501315216	1	105	247	182	218	16.3219818758288	33.1897829459723	17.3396114644047	31.5586305212288	0	DOWN_pEhEx_UP_CmasM
EHI_127410A	0.0809251132777758	3.4401550813087	0.863765383928753	1	65	87	120	63	10.1040840183702	11.6903284060712	11.4327108556515	9.12015469191473	0	DOWN_pEhEx_UP_CmasM
EHI_127420A	0.147525222893346	1.47779786163297	0.806366587594072	1	17	20	26	16	2.64260658941989	2.68743181748764	2.47708735205782	2.31622976302596	0	DOWN_pEhEx_UP_CmasM
EHI_127460A	0.232670802216915	3.69712638347598	0.722277912993397	1	64	130	186	38	9.94863657193372	17.4683068136696	17.7207018262598	5.50104568718666	0	DOWN_pEhEx_UP_CmasM
EHI_127670A	0.223625580111865	4.0097185612374	0.702159276308229	1	139	94	90	144	21.6071950546685	12.6309295421919	8.57453314173861	20.8460678672337	0	DOWN_pEhEx_UP_CmasM
EHI_127700A	0.0612244533638397	2.01998373830375	0.953735028531508	1	23	31	36	28	3.57529126803868	4.16551931710583	3.42981325669544	4.05340208529544	0	DOWN_pEhEx_UP_CmasM
EHI_127810A	0.145016525133161	3.87567107876461	0.733041418786706	1	114	94	155	87	17.7210088937569	12.6309295421919	14.7672515218832	12.5944993364537	0	DOWN_pEhEx_UP_CmasM
EHI_128070A	0.115804307165707	2.59668518374098	0.788978591993947	1	37	47	66	33	5.75155551814918	6.31546477109594	6.28799097060831	4.77722388624105	0	DOWN_pEhEx_UP_CmasM
EHI_128150A	-0.030183153453804	2.60854264556685	1	1	46	33	86	24	7.15058253607736	4.4342624988546	8.19344277988356	3.47434464453895	0	UP_pEhEx_DOWN_CmasM
EHI_128200A	0.175234681542666	0.923544216562286	0.886276773949394	1	4	21	13	13	0.621789785745857	2.82180340836202	1.23854367602891	1.8819366824586	0	DOWN_pEhEx_UP_CmasM
EHI_128220A	0.0510373859481192	2.89498225826744	0.924533334118334	1	43	59	78	46	6.68424019676797	7.92792386158852	7.43126205617346	6.65916056869965	0	DOWN_pEhEx_UP_CmasM
EHI_128430A	-0.139811276234561	1.91174067271164	0.803076251099253	1	24	22	39	25	3.73073871447514	2.9561749992364	3.71563102808673	3.61910900472807	0	UP_pEhEx_DOWN_CmasM
EHI_129000A	-0.263857337217199	7.42602197299761	0.586160244553798	1	709	1502	1817	1393	110.212239523453	201.826129493321	173.110296872656	201.656753743448	0	UP_pEhEx_DOWN_CmasM
EHI_129350A	0.0817498180366462	1.67696485687262	0.88378183506425	1	20	22	31	19	3.10894892872929	2.9561749992364	2.95345030437663	2.75052284359333	0	DOWN_pEhEx_UP_CmasM
EHI_129490A	-0.290943710422069	2.11610786448651	0.615694916341648	1	13	39	47	31	2.02081680367404	5.24049204410089	4.47781175179683	4.48769516586281	0	UP_pEhEx_DOWN_CmasM
EHI_129500A	0.269804409585496	1.73494827507623	0.637688036095956	1	29	17	31	18	4.50797594665747	2.28431704486449	2.95345030437663	2.60575848340421	0	DOWN_pEhEx_UP_CmasM
EHI_129510A	0.270325861571817	1.61900471697745	0.582310987539547	1	20	23	33	13	3.10894892872929	3.09054659011078	3.14399548530416	1.8819366824586	0	DOWN_pEhEx_UP_CmasM
EHI_129740A	-0.075029500521149	5.99554140959907	0.859397138082255	1	318	553	700	440	49.4322879667957	74.3074897535331	66.6908133246336	63.696318483214	0	UP_pEhEx_DOWN_CmasM
EHI_129770A	-0.0671022013767838	3.40945766017778	0.899045097162049	1	76	63	103	79	11.8140059291713	8.46541022508605	9.81307681776752	11.4363844549407	0	UP_pEhEx_DOWN_CmasM
EHI_129780A	-0.0931326799906251	1.88009787666019	0.902373342508023	1	22	24	43	20	3.41984382160222	3.22491818098516	4.09672138994178	2.89528720378246	0	UP_pEhEx_DOWN_CmasM
EHI_129790A	0.269294655161239	6.97433699056349	0.509076929409497	1	827	1085	1254	747	128.555038202956	145.793176098704	119.471828441558	108.138977061275	0	DOWN_pEhEx_UP_CmasM
EHI_129850A	0.407636050859237	1.20205649352105	0.54005769788355	1	11	22	24	8	1.70992191080111	2.9561749992364	2.2865421711303	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_130060A	-0.185696089441772	1.81939607661771	0.750389547211916	1	14	29	27	31	2.1762642501105	3.89677613535707	2.57235994252158	4.48769516586281	0	UP_pEhEx_DOWN_CmasM
EHI_130160A	0.19985911273511	3.19707242849479	0.644648424253814	1	57	76	92	54	8.86050444687847	10.212240906453	8.76507832266613	7.81727545021263	0	DOWN_pEhEx_UP_CmasM
EHI_130660A	0.176925896435888	2.63281406455555	0.732829211660933	1	54	32	68	32	8.39416210756907	4.29989090798022	6.47853615153584	4.63245952605193	0	DOWN_pEhEx_UP_CmasM
EHI_130700A	0.0189607773914706	12.202956176127	0.967801000347975	1	35550	29506	40311	38176	5526.15672081631	3964.76816033951	3840.53339418472	5526.52421457995	0	DOWN_pEhEx_UP_CmasM
EHI_130720A	-0.147067817681681	1.02360460921024	0.929644535569124	1	15	8	22	11	2.33171169654696	1.07497272699505	2.09599699020277	1.59240796208035	0	UP_pEhEx_DOWN_CmasM
EHI_130870A	0.216364643098249	2.86519776778189	0.640612994688906	1	56	48	64	48	8.705057000442	6.44983636197033	6.09744578968079	6.94868928907789	0	DOWN_pEhEx_UP_CmasM
EHI_130900A	0.200905825480393	1.26239690132752	0.784824287459152	1	14	18	22	13	2.1762642501105	2.41868863573887	2.09599699020277	1.8819366824586	0	DOWN_pEhEx_UP_CmasM
EHI_130930A	-0.283186487873858	10.1339819940447	0.522163876581776	1	6623	7423	11065	9757	1029.5284377487	997.440319060536	1054.19121348153	1412.46586236527	0	UP_pEhEx_DOWN_CmasM
EHI_130950A	0.271314091230314	2.04305410802078	0.597443803683397	1	35	23	44	19	5.44066062527625	3.09054659011078	4.19199398040554	2.75052284359333	0	DOWN_pEhEx_UP_CmasM
EHI_130960A	0.13409459993855	10.8336241392171	0.759098261561356	1	13766	12495	18190	12067	2139.88954764437	1678.9730279754	1733.00842053584	1746.87153440214	0	DOWN_pEhEx_UP_CmasM
EHI_130970A	0.208896345999306	2.01688390485954	0.689106531362903	1	23	34	47	17	3.57529126803868	4.56863408972898	4.47781175179683	2.46099412321509	0	DOWN_pEhEx_UP_CmasM
EHI_130980A	0.307770206898196	1.04204555025167	0.568497044538611	1	12	16	21	8	1.86536935723757	2.14994545399011	2.00072439973901	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_131020A	-0.363444282141215	0.665396172271216	0.62155319542495	1	8	8	16	10	1.24357957149171	1.07497272699505	1.5243614474202	1.44764360189123	0	UP_pEhEx_DOWN_CmasM
EHI_131050A	0.15009335163087	2.94154431385971	0.741043190793049	1	47	62	82	43	7.30602998251382	8.33103863421167	7.81235241802851	6.22486748813228	0	DOWN_pEhEx_UP_CmasM
EHI_131070A	0.199175334648291	0.727393445407449	0.816600565718499	1	8	13	15	8	1.24357957149171	1.74683068136696	1.42908885695644	1.15811488151298	0	DOWN_pEhEx_UP_CmasM
EHI_131080A	-0.0920234517893805	0.454764448782019	1	1	6	9	12	8	0.932684678618786	1.20934431786944	1.14327108556515	1.15811488151298	0	UP_pEhEx_DOWN_CmasM
EHI_131130A	-0.0468252905419836	4.45514730221195	0.914270751057581	1	157	136	224	157	24.4052490905249	18.2745363589159	21.3410602638828	22.7280045496923	0	UP_pEhEx_DOWN_CmasM
EHI_131160A	0.211545235079286	4.38359459984033	0.589906394084864	1	137	171	214	123	21.2963001617956	22.9775420395193	20.3883343592451	17.8060163032621	0	DOWN_pEhEx_UP_CmasM
EHI_131180A	-0.0339163490727719	0.634874710522622	0.999999999999997	1	5	13	19	5	0.777237232182322	1.74683068136696	1.81017921881148	0.723821800945614	0	UP_pEhEx_DOWN_CmasM
EHI_131210A	0.365766879701581	3.54611141357303	0.57246583831544	1	122	51	142	44	18.9645884652486	6.85295113459347	13.5287078458543	6.3696318483214	0	DOWN_pEhEx_UP_CmasM
EHI_131260A	-0.158154569102246	0.641886519557054	0.901542109421523	1	9	8	15	9	1.39902701792818	1.07497272699505	1.42908885695644	1.3028792417021	0	UP_pEhEx_DOWN_CmasM
EHI_131490A	-0.0333397633029786	0.843868932716723	1	1	11	10	16	11	1.70992191080111	1.34371590874382	1.5243614474202	1.59240796208035	0	UP_pEhEx_DOWN_CmasM
EHI_131530A	-0.115686597022614	1.49034056511543	0.871820585638568	1	15	19	27	19	2.33171169654696	2.55306022661325	2.57235994252158	2.75052284359333	0	UP_pEhEx_DOWN_CmasM
EHI_131550A	0.254840367012498	1.72661805501946	0.623713031412351	1	23	23	27	21	3.57529126803868	3.09054659011078	2.57235994252158	3.04005156397158	0	DOWN_pEhEx_UP_CmasM
EHI_131660A	-0.0594687769311852	2.51089365648601	0.945652215863275	1	26	49	73	28	4.04163360734807	6.58420795284471	6.95489910385465	4.05340208529544	0	UP_pEhEx_DOWN_CmasM
EHI_131930A	-0.226234316949245	3.27308238054942	0.593575316180085	1	50	71	108	69	7.77237232182322	9.54038295208111	10.2894397700863	9.98874085304947	0	UP_pEhEx_DOWN_CmasM
EHI_131950A	-0.187307095531335	0.634683176842527	0.833032393858033	1	5	12	10	13	0.777237232182322	1.61245909049258	0.952725904637623	1.8819366824586	0	UP_pEhEx_DOWN_CmasM
EHI_131970A	0.11256550596292	3.06982839713624	0.831405916110899	1	43	76	101	41	6.68424019676797	10.212240906453	9.62253163684	5.93533876775403	0	DOWN_pEhEx_UP_CmasM
EHI_132030A	0.0331315674758024	2.54154842725123	1	1	37	41	55	40	5.75155551814918	5.50923522584965	5.23999247550693	5.79057440756491	0	DOWN_pEhEx_UP_CmasM
EHI_132350A	-0.154623794655033	5.45093739884896	0.882209683142597	1	30	577	511	296	4.66342339309393	77.5324079345183	48.6842937269826	42.8502506159803	0	UP_pEhEx_DOWN_CmasM
EHI_132380A	0.132849633195169	3.98182751014696	0.743677346885689	1	96	131	174	90	14.9229548579006	17.602678404544	16.5774307406946	13.028792417021	0	DOWN_pEhEx_UP_CmasM
EHI_132400A	-0.195657017913594	1.62881995260947	0.725075914495695	1	13	24	33	20	2.02081680367404	3.22491818098516	3.14399548530416	2.89528720378246	0	UP_pEhEx_DOWN_CmasM
EHI_132410A	0.12744738607996	0.585086371158385	0.901370533301401	1	10	8	14	7	1.55447446436464	1.07497272699505	1.33381626649267	1.01335052132386	0	DOWN_pEhEx_UP_CmasM
EHI_132430A	0.00942311594002044	2.25686504862679	0.999999999999999	1	30	33	53	27	4.66342339309393	4.4342624988546	5.0494472945794	3.90863772510631	0	DOWN_pEhEx_UP_CmasM
EHI_132640.mRNA	-0.0526202590741846	6.93354984398449	0.913198478454715	1	968	663	1069	1013	150.473128150497	89.0883647497151	101.846399205762	146.646296871581	0	UP_pEhEx_DOWN_CmasM
