logFC	logCPM	PValue	FDR	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_186710A	-0.309426005700029	1.0539846493645	0.677229429302583	0.980332421874467	10	15	27	10	1.31588197055068	1.95279940030469	2.53842943045712	1.4326266571784	1.97	UP_pEhEx_DOWN_EhMyb10
EHI_192530A	-0.29105728139313	0.703493902368146	0.67626521179742	0.980332421874467	6	13	17	10	0.78952918233041	1.69242614693073	1.59827038213967	1.4326266571784	1.97	UP_pEhEx_DOWN_EhMyb10
EHI_170480A	0.178793858490444	3.01071080847295	0.677583465613327	0.98054246195601	61	66	84	47	8.02688002035917	8.59231736134062	7.89733600586659	6.7333452887385	1.95	DOWN_pEhEx_UP_EhMyb10
EHI_118630A	-0.263998479885065	1.22141744319177	0.678033710231379	0.980891554289723	16	13	28	13	2.10541115288109	1.69242614693073	2.63244533528886	1.86241465433193	1.91	UP_pEhEx_DOWN_EhMyb10
EHI_000650A	-0.180131868738565	3.07106477989582	0.680210216029358	0.981432165760665	53	64	103	53	6.97417444391862	8.33194410796666	9.68363819766975	7.59292128304554	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_004750A	-0.170844945327162	5.37850000399084	0.684128301471165	0.981432165760665	347	247	473	301	45.6611043781087	32.1560967916838	44.4695229854154	43.12206238107	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_016460A	-0.260901184582805	4.30109338091988	0.684079699485059	0.981432165760665	206	64	178	180	27.1071685933441	8.33194410796666	16.7348310600506	25.7872798292113	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_035920A	0.323249357963041	0.304002477940394	0.682344321425089	0.981432165760665	8	9	12	4	1.05270557644055	1.17167964018281	1.12819085798094	0.573050662871362	1.86	DOWN_pEhEx_UP_EhMyb10
EHI_045340A	-0.246457521166613	6.65115888411458	0.682396515411479	0.981432165760665	361	1044	1281	678	47.5033391368797	135.914838261206	120.434374089466	97.1320873566958	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_049760A	-0.317433917953239	0.355652187993926	0.682150003998274	0.981432165760665	8	6	11	9	1.05270557644055	0.781119760121874	1.0341749531492	1.28936399146056	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_053080A	0.169658762262583	3.43501741457405	0.679680540044626	0.981432165760665	98	73	108	68	12.8956433113967	9.50362374814947	10.1537177218285	9.74186126881315	1.86	DOWN_pEhEx_UP_EhMyb10
EHI_092110A	-0.186916217893663	4.97788248068222	0.683639716602179	0.981432165760665	202	245	260	295	26.5808158051238	31.8957235383099	24.4441352562537	42.2624863867629	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_092450A	0.203575834590123	8.42516219920333	0.683653729734463	0.981432165760665	2108	3518	3227	2340	277.387919392084	457.996552684792	303.389324892042	335.234637779747	1.86	DOWN_pEhEx_UP_EhMyb10
EHI_093780A	-0.203188570220922	2.86554404623824	0.682246514591017	0.981432165760665	59	41	94	43	7.76370362624903	5.33765169416614	8.83749505418404	6.16029462586714	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_098570A	-0.264106700010354	11.1896775019241	0.684262954691859	0.981432165760665	22458	9905	17275	24245	2955.20772946272	1289.49853733453	1624.1247559684	3473.40333032904	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_120590A	0.175654575839831	4.47356444861436	0.682436198610112	0.981432165760665	184	172	175	174	24.2122282581326	22.3920997901604	16.4527833455554	24.9277038349042	1.86	DOWN_pEhEx_UP_EhMyb10
EHI_126220A	-0.265096208876225	1.61352474645578	0.679669810324781	0.981432165760665	26	13	36	19	3.42129312343178	1.69242614693073	3.38457257394282	2.72199064863897	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_134640A	-0.184476266332368	6.35919275335177	0.679366809813743	0.981432165760665	472	700	991	565	62.1096290099923	91.1306386808854	93.1697616882594	80.9434061305798	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_138040A	-0.298347712102805	0.706908710603483	0.681526579939526	0.981432165760665	11	8	21	7	1.44747016760575	1.04149301349583	1.97433400146665	1.00283866002488	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_160960A	0.180756488517452	5.27088657749441	0.679200223354159	0.981432165760665	297	326	306	302	39.0816945253553	42.4408402999552	28.768866878514	43.2653250467878	1.86	DOWN_pEhEx_UP_EhMyb10
EHI_166380A	-0.578429969484287	0.714890120983864	0.680423852387507	0.981432165760665	0	17	20	10	0	2.21317265367864	1.8803180966349	1.4326266571784	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_170090A	-0.196079673059784	1.88387393900899	0.682840329248236	0.981432165760665	22	27	36	28	2.8949403352115	3.51503892054844	3.38457257394282	4.01135464009953	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_170580A	-0.702189570443305	8.9075376140015	0.680507849799195	0.981432165760665	5536	18	6302	4164	728.472258896858	2.34335928036562	592.488232249658	596.545740049088	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_178560A	0.180673611987365	3.46029812171787	0.683094251406597	0.981432165760665	69	106	108	70	9.07958559679972	13.7997824288198	10.1537177218285	10.0283866002488	1.86	DOWN_pEhEx_UP_EhMyb10
EHI_182580A	-0.335501889519585	0.727478318233739	0.679098270172571	0.981432165760665	13	6	18	10	1.71064656171589	0.781119760121874	1.69228628697141	1.4326266571784	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_183470A	-0.168633561289857	3.93744535477461	0.683217233968544	0.981432165760665	91	126	157	120	11.9745259320112	16.4035149625594	14.760497058584	17.1915198861409	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_185280A	-0.186415021333117	7.4951513270565	0.68293574862386	0.981432165760665	1413	1161	1845	1467	185.934122438812	151.146673583583	173.45934441457	210.166330608072	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_189970A	-0.197801732798499	3.57541800798225	0.683240018837978	0.981432165760665	104	62	146	78	13.6851724937271	8.0715708545927	13.7263221054348	11.1744879259916	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_192060A	-0.199405009963825	2.53589748826668	0.682750492509746	0.981432165760665	44	35	68	38	5.78988067042301	4.55653193404427	6.39308152855867	5.44398129727794	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_193060A	0.306286918154735	0.378085342218554	0.683814969949709	0.981432165760665	9	9	12	5	1.18429377349561	1.17167964018281	1.12819085798094	0.716313328589202	1.86	DOWN_pEhEx_UP_EhMyb10
EHI_194330A	0.179822897231094	6.66807405450203	0.684219974984012	0.981432165760665	885	761	868	759	116.455554393735	99.0720229087911	81.6058053939548	108.736363279841	1.86	DOWN_pEhEx_UP_EhMyb10
EHI_199620A	-0.370267730876563	0.377295473459609	0.678875669419342	0.981432165760665	8	6	13	8	1.05270557644055	0.781119760121874	1.22220676281269	1.14610132574272	1.86	UP_pEhEx_DOWN_EhMyb10
EHI_110340A	-0.202837549592382	11.8330967080856	0.684599101872945	0.981614294252896	31245	20532	40259	28086	4111.47321698561	2672.99181913705	3784.98631262123	4023.67522935127	1.84	UP_pEhEx_DOWN_EhMyb10
EHI_004470A	0.322086749463661	0.719202927647763	0.685065761381377	0.981747006368135	11	13	18	5	1.44747016760575	1.69242614693073	1.69228628697141	0.716313328589202	1.83	DOWN_pEhEx_UP_EhMyb10
EHI_010590A	0.34617278818573	0.226179629303589	0.685849913458076	0.981747006368135	7	9	12	3	0.921117379385478	1.17167964018281	1.12819085798094	0.429787997153521	1.83	DOWN_pEhEx_UP_EhMyb10
EHI_125710A	0.346632264570691	0.372012699035936	0.685934404533765	0.981747006368135	8	10	8	8	1.05270557644055	1.30186626686979	0.752127238653961	1.14610132574272	1.83	DOWN_pEhEx_UP_EhMyb10
EHI_183550A	-0.163565247274838	3.65437001479311	0.685544682091229	0.981747006368135	79	99	133	95	10.3954675673504	12.8884760420109	12.5041153426221	13.6099532431948	1.83	UP_pEhEx_DOWN_EhMyb10
EHI_185420A	-0.274796871619013	1.18608777126828	0.685946821623933	0.981747006368135	18	10	23	16	2.36858754699123	1.30186626686979	2.16236581113014	2.29220265148545	1.83	UP_pEhEx_DOWN_EhMyb10
EHI_186020A	0.159598824042037	4.04832962310495	0.68578995161132	0.981747006368135	128	135	169	104	16.8432892230487	17.5751946027422	15.8886879165649	14.8993172346554	1.83	DOWN_pEhEx_UP_EhMyb10
EHI_023190A	-0.253595932472244	1.42596423722743	0.688193075173063	0.982597460743982	22	12	33	15	2.8949403352115	1.56223952024375	3.10252485944759	2.14893998576761	1.74	UP_pEhEx_DOWN_EhMyb10
EHI_027620A	-0.334686396035952	0.440235305574127	0.687161577087905	0.982597460743982	8	7	14	8	1.05270557644055	0.911306386808854	1.31622266764443	1.14610132574272	1.74	UP_pEhEx_DOWN_EhMyb10
EHI_103260A	-0.337578753595253	3.03500023264862	0.688029716041915	0.982597460743982	17	91	56	88	2.23699934993616	11.8469830285151	5.26489067057773	12.60711458317	1.74	UP_pEhEx_DOWN_EhMyb10
EHI_139370A	0.177896569847311	3.41497648185535	0.68817211670515	0.982597460743982	83	86	90	78	10.9218203555707	11.1960498950802	8.46143143485706	11.1744879259916	1.74	DOWN_pEhEx_UP_EhMyb10
EHI_153280A	-0.326610146476499	1.54339142386173	0.688425410382743	0.982597460743982	30	6	34	19	3.94764591165205	0.781119760121874	3.19654076427933	2.72199064863897	1.74	UP_pEhEx_DOWN_EhMyb10
EHI_170420A	-0.182707943783918	7.72537955054704	0.687891353327682	0.982597460743982	1486	1540	2670	1385	195.540060823832	200.487405097948	251.022465900759	198.418792019209	1.74	UP_pEhEx_DOWN_EhMyb10
EHI_172500A	0.30857373352076	0.311592928188531	0.687815420522998	0.982597460743982	6	11	11	5	0.78952918233041	1.43205289355677	1.0341749531492	0.716313328589202	1.74	DOWN_pEhEx_UP_EhMyb10
EHI_177490A	0.168824512316615	3.49007781528347	0.686941334544572	0.982597460743982	90	88	125	62	11.8429377349562	11.4564231484542	11.7519881039681	8.88228527450611	1.74	DOWN_pEhEx_UP_EhMyb10
EHI_197120A	0.205472862708435	4.26052707877184	0.688256258438976	0.982597460743982	127	183	127	163	16.7117010259937	23.8241526837172	11.9400199136316	23.351814512008	1.74	DOWN_pEhEx_UP_EhMyb10
EHI_189140A	0.164612129084713	4.47644642298952	0.688653070063469	0.98262355056487	160	196	252	124	21.0541115288109	25.5165788306479	23.6920080175998	17.7645705490122	1.74	DOWN_pEhEx_UP_EhMyb10
EHI_147500A	0.154277687264748	4.21444158592044	0.688937973303817	0.982731279244625	147	148	189	118	19.343464967095	19.2676207496729	17.7690060131998	16.9049945547052	1.73	DOWN_pEhEx_UP_EhMyb10
EHI_031510A	0.223976997525495	0.951946020467985	0.689632372657368	0.983221517730884	14	14	19	9	1.84223475877096	1.82261277361771	1.78630219180316	1.28936399146056	1.68	DOWN_pEhEx_UP_EhMyb10
EHI_087770A	-0.170879107869629	3.48871842699764	0.689762148065813	0.983221517730884	73	85	140	70	9.60593838501999	11.0658632683932	13.1622266764443	10.0283866002488	1.68	UP_pEhEx_DOWN_EhMyb10
EHI_097640A	-0.190419943394293	2.56426171075713	0.68996618358457	0.983221517730884	39	42	73	36	5.13193968514766	5.46783832085312	6.86316105271739	5.15745596584226	1.68	UP_pEhEx_DOWN_EhMyb10
EHI_157790A	-0.463908835155907	1.7047835571443	0.69022025283649	0.983221517730884	34	4	59	9	4.47399869987232	0.520746506747916	5.54693838507296	1.28936399146056	1.68	UP_pEhEx_DOWN_EhMyb10
EHI_186760A	-0.251882068727483	2.09156619261686	0.690329192610966	0.983221517730884	24	32	64	18	3.15811672932164	4.16597205398333	6.01701790923169	2.57872798292113	1.68	UP_pEhEx_DOWN_EhMyb10
EHI_031400A	0.186465932413897	10.5315726360801	0.691666052532358	0.98388350546776	12836	11229	14090	10081	1689.06609739886	1461.86563106809	1324.68409907929	1444.23093310155	1.61	DOWN_pEhEx_UP_EhMyb10
EHI_096390A	0.179035539390532	4.23330741971258	0.69176610843417	0.98388350546776	187	114	195	115	24.6069928492978	14.8412754423156	18.3331014421903	16.4752065575517	1.61	DOWN_pEhEx_UP_EhMyb10
EHI_106090A	-0.162796642464052	5.39138243315838	0.691842226303773	0.98388350546776	272	330	503	285	35.7919895989786	42.9615868067031	47.2900001303678	40.8298597295845	1.61	UP_pEhEx_DOWN_EhMyb10
EHI_127460A	-0.252759930539933	3.44301435829264	0.691064225551712	0.98388350546776	68	80	186	38	8.94799739974465	10.4149301349583	17.4869582987046	5.44398129727794	1.61	UP_pEhEx_DOWN_EhMyb10
EHI_136200A	0.295265905987801	1.8788936070664	0.69123881575752	0.98388350546776	15	43	42	15	1.97382295582602	5.5980249475401	3.9486680029333	2.14893998576761	1.61	DOWN_pEhEx_UP_EhMyb10
EHI_164510A	0.183679471691087	9.55872376032195	0.692769314622469	0.984903481830732	6078	6175	7232	5110	799.793061700705	803.902419792096	679.923023743181	732.072221818165	1.51	DOWN_pEhEx_UP_EhMyb10
EHI_091530A	-0.243272643216143	5.02172255624738	0.693642043147397	0.985845581008701	342	108	331	271	45.0031633928334	14.0601556821937	31.1192644993076	38.8241824095348	1.42	UP_pEhEx_DOWN_EhMyb10
EHI_023850A	0.185120939176092	2.8561416994668	0.693877149017563	0.985881156627134	56	58	85	35	7.36893903508383	7.55082434784479	7.99135191069834	5.01419330012442	1.41	DOWN_pEhEx_UP_EhMyb10
EHI_167330A	-0.229713425290037	2.12655118477919	0.694182609306789	0.986016642093451	20	38	46	32	2.63176394110137	4.9470918141052	4.32473162226028	4.58440530297089	1.4	UP_pEhEx_DOWN_EhMyb10
EHI_019140A	0.349644268761824	0.225968538591551	0.694999570053978	0.986057951534178	6	10	12	3	0.78952918233041	1.30186626686979	1.12819085798094	0.429787997153521	1.39	DOWN_pEhEx_UP_EhMyb10
EHI_026470A	0.164594811947993	4.81550422274213	0.694765474068745	0.986057951534178	234	217	332	149	30.791638110886	28.2504979910745	31.2132804041394	21.3461371919582	1.39	DOWN_pEhEx_UP_EhMyb10
EHI_164380A	0.255998794838001	1.06890457168356	0.694647036540871	0.986057951534178	11	20	23	8	1.44747016760575	2.60373253373958	2.16236581113014	1.14610132574272	1.39	DOWN_pEhEx_UP_EhMyb10
EHI_187140A	-0.185641332313813	2.32112954001439	0.695052142270416	0.986057951534178	30	38	57	33	3.94764591165205	4.9470918141052	5.35890657540947	4.72766796868873	1.39	UP_pEhEx_DOWN_EhMyb10
EHI_012290A	-0.323449504423301	0.515246480782797	0.695916685115088	0.986267283444811	8	8	13	10	1.05270557644055	1.04149301349583	1.22220676281269	1.4326266571784	1.37	UP_pEhEx_DOWN_EhMyb10
EHI_081790A	0.159819219392874	3.98659504020479	0.696040324476713	0.986267283444811	112	140	170	94	14.7378780701677	18.2261277361771	15.9827038213967	13.466690577477	1.37	DOWN_pEhEx_UP_EhMyb10
EHI_151460A	-0.21216400214858	1.80645554000464	0.69548182464442	0.986267283444811	29	17	39	23	3.81605771459698	2.21317265367864	3.66662028843806	3.29504131151033	1.37	UP_pEhEx_DOWN_EhMyb10
EHI_166950A	0.18890969622044	2.84165497446231	0.695783551141779	0.986267283444811	48	65	82	36	6.31623345864328	8.46213073465364	7.7093041962031	5.15745596584226	1.37	DOWN_pEhEx_UP_EhMyb10
EHI_141830A	-0.168882621114242	6.09923571923789	0.6962812105615	0.986310812304594	567	415	811	477	74.6105077302237	54.0274500750963	76.2468988185453	68.3362915474099	1.37	UP_pEhEx_DOWN_EhMyb10
EHI_096240A	0.180480059068063	3.38812467040783	0.696696916571552	0.986601879743601	101	65	115	58	13.2904079025619	8.46213073465364	10.8118290556507	8.30923461163474	1.34	DOWN_pEhEx_UP_EhMyb10
EHI_127700A	0.208179449196418	2.07305391116796	0.696991746569969	0.986721649065721	26	39	36	28	3.42129312343178	5.07727844079218	3.38457257394282	4.01135464009953	1.33	DOWN_pEhEx_UP_EhMyb10
EHI_060350A	-0.302485880211909	0.500453382792996	0.697271526746007	0.986820046748797	8	8	15	8	1.05270557644055	1.04149301349583	1.41023857247618	1.14610132574272	1.32	UP_pEhEx_DOWN_EhMyb10
EHI_004550A	0.213119743994589	8.65730029534938	0.697804651601119	0.986979273647996	3158	3464	2558	3540	415.555526299906	450.966474843696	240.492684559604	507.149836641155	1.3	DOWN_pEhEx_UP_EhMyb10
EHI_194340A	0.218708511875279	1.86225296259332	0.697752855606866	0.986979273647996	25	31	40	17	3.28970492637671	4.03578542729635	3.76063619326981	2.43546531720329	1.3	DOWN_pEhEx_UP_EhMyb10
EHI_048190A	-0.231184945577191	1.52310843949121	0.698058058960229	0.987024607650078	13	24	34	17	1.71064656171589	3.1244790404875	3.19654076427933	2.43546531720329	1.3	UP_pEhEx_DOWN_EhMyb10
EHI_179090A	0.32504931867933	0.370293835936004	0.698257340165834	0.987024607650078	9	9	13	4	1.18429377349561	1.17167964018281	1.22220676281269	0.573050662871362	1.3	DOWN_pEhEx_UP_EhMyb10
EHI_007920A	0.17083426739374	2.97045280981254	0.699298914525968	0.988199279093758	68	55	83	45	8.94799739974465	7.16026446778385	7.80332010103485	6.44681995730282	1.18	DOWN_pEhEx_UP_EhMyb10
EHI_007950A	0.293683090162084	0.50874706498603	0.700517695487229	0.989142069196098	10	10	13	6	1.31588197055068	1.30186626686979	1.22220676281269	0.859575994307043	1.09	DOWN_pEhEx_UP_EhMyb10
EHI_104740A	-0.161023511295198	4.46826647939181	0.700598388665636	0.989142069196098	152	164	285	135	20.0014059523704	21.3506067766646	26.7945328770474	19.3404598719085	1.09	UP_pEhEx_DOWN_EhMyb10
EHI_166360A	0.232526771289399	2.27359961958623	0.700572499377728	0.989142069196098	22	54	57	21	2.8949403352115	7.03007784109687	5.35890657540947	3.00851598007465	1.09	DOWN_pEhEx_UP_EhMyb10
EHI_004370A	-0.201016038139295	4.99249930758743	0.701334859507605	0.989535845725365	137	313	329	256	18.0275829965444	40.7484141530245	30.9312326896441	36.6752424237672	1.05	UP_pEhEx_DOWN_EhMyb10
EHI_069550A	-0.171098672710198	4.53364025403061	0.701509856963198	0.989535845725365	197	132	217	197	25.9228748198485	17.1846347226812	20.4014513484887	28.2227451464146	1.05	UP_pEhEx_DOWN_EhMyb10
EHI_185440A	-0.180431651005924	2.31807835444734	0.701164525915949	0.989535845725365	29	39	58	32	3.81605771459698	5.07727844079218	5.45292248024122	4.58440530297089	1.05	UP_pEhEx_DOWN_EhMyb10
EHI_043010A	0.171408907224977	6.93343475649446	0.701977472967994	0.989897920865023	1141	832	1222	800	150.142132839833	108.315273403567	114.887435704393	114.610132574272	1.01	DOWN_pEhEx_UP_EhMyb10
EHI_001820A	-0.245873818121947	1.63712440281891	0.70255589260931	0.989948702232176	25	15	34	21	3.28970492637671	1.95279940030469	3.19654076427933	3.00851598007465	1.01	UP_pEhEx_DOWN_EhMyb10
EHI_069630A	0.271385506620424	0.580662182265775	0.702973291547227	0.989948702232176	10	11	12	8	1.31588197055068	1.43205289355677	1.12819085798094	1.14610132574272	1.01	DOWN_pEhEx_UP_EhMyb10
EHI_076880A	0.429572425543147	0.273390948417387	0.702770499026441	0.989948702232176	6	11	6	8	0.78952918233041	1.43205289355677	0.564095428990471	1.14610132574272	1.01	DOWN_pEhEx_UP_EhMyb10
EHI_120320A	0.173810529192503	2.51764165654874	0.703068191890015	0.989948702232176	40	49	59	33	5.26352788220273	6.37914470766198	5.54693838507296	4.72766796868873	1.01	DOWN_pEhEx_UP_EhMyb10
EHI_153210A	-0.290517796422531	1.36570701231486	0.702610928805769	0.989948702232176	15	17	38	10	1.97382295582602	2.21317265367864	3.57260438360631	1.4326266571784	1.01	UP_pEhEx_DOWN_EhMyb10
EHI_031230A	0.327699208022074	0.558094637152275	0.703843009440406	0.989991960532478	5	16	15	5	0.657940985275342	2.08298602699167	1.41023857247618	0.716313328589202	1	DOWN_pEhEx_UP_EhMyb10
EHI_103250A	-0.301224279782845	2.86537738254445	0.703419438335565	0.989991960532478	81	15	86	52	10.6586439614605	1.95279940030469	8.08536781553008	7.4496586173277	1	UP_pEhEx_DOWN_EhMyb10
EHI_148120A	-0.293738385256435	0.572611550328448	0.7039427173017	0.989991960532478	8	9	14	10	1.05270557644055	1.17167964018281	1.31622266764443	1.4326266571784	1	UP_pEhEx_DOWN_EhMyb10
EHI_164900A	0.183599262884026	5.70233480585245	0.703827158021619	0.989991960532478	545	296	531	329	71.7155673950122	38.5352414993458	49.9224454656567	47.1334170211695	1	DOWN_pEhEx_UP_EhMyb10
EHI_045590A	0.359407368547165	2.19134348553459	0.705992075340417	0.990143942127369	17	58	15	44	2.23699934993616	7.55082434784479	1.41023857247618	6.30355729158498	0.99	DOWN_pEhEx_UP_EhMyb10
EHI_052770A	-0.161437070382695	2.37099146225709	0.707017528642162	0.990143942127369	40	31	53	38	5.26352788220273	4.03578542729635	4.98284295608249	5.44398129727794	0.99	UP_pEhEx_DOWN_EhMyb10
EHI_058520A	0.219066732926826	1.23976972548658	0.707220529440128	0.990143942127369	15	20	27	9	1.97382295582602	2.60373253373958	2.53842943045712	1.28936399146056	0.99	DOWN_pEhEx_UP_EhMyb10
EHI_060430A	0.180629396004428	3.5486884494927	0.707973187034006	0.990143942127369	86	100	88	93	11.3165849467359	13.0186626686979	8.27339962519357	13.3234279117592	0.99	DOWN_pEhEx_UP_EhMyb10
EHI_074100A	0.195805556722196	1.6939481832594	0.706114162315492	0.990143942127369	20	29	33	17	2.63176394110137	3.77541217392239	3.10252485944759	2.43546531720329	0.99	DOWN_pEhEx_UP_EhMyb10
EHI_081770A	-0.182933918855227	5.21978684378371	0.705537910278814	0.990143942127369	346	183	453	252	45.5295161810536	23.8241526837172	42.5892048887805	36.1021917608958	0.99	UP_pEhEx_DOWN_EhMyb10
EHI_086240A	0.314684037349123	1.16592280610267	0.706132401329017	0.990143942127369	9	25	25	8	1.18429377349561	3.25466566717448	2.35039762079363	1.14610132574272	0.99	DOWN_pEhEx_UP_EhMyb10
EHI_096320A	0.261353140582818	1.66628291505546	0.704686358800494	0.990143942127369	12	37	32	16	1.57905836466082	4.81690518741823	3.00850895461584	2.29220265148545	0.99	DOWN_pEhEx_UP_EhMyb10
EHI_098500A	-0.186954151974238	2.40297983281645	0.708059465113883	0.990143942127369	39	33	55	39	5.13193968514766	4.29615868067031	5.17087476574598	5.58724396299578	0.99	UP_pEhEx_DOWN_EhMyb10
EHI_109570A	-0.298940067752536	1.00196870518473	0.705044671398925	0.990143942127369	18	6	20	14	2.36858754699123	0.781119760121874	1.8803180966349	2.00567732004977	0.99	UP_pEhEx_DOWN_EhMyb10
EHI_128070A	0.175195657741767	2.60674467878704	0.706666468814968	0.990143942127369	41	54	66	33	5.3951160792578	7.03007784109687	6.20504971889518	4.72766796868873	0.99	DOWN_pEhEx_UP_EhMyb10
EHI_137680A	0.341239575482284	0.435469690033049	0.70630302667676	0.990143942127369	7	12	9	8	0.921117379385478	1.56223952024375	0.846143143485706	1.14610132574272	0.99	DOWN_pEhEx_UP_EhMyb10
EHI_145840A	-0.179305364191807	9.69537196998612	0.706653349079511	0.990143942127369	5460	6424	8383	6788	718.471555920673	836.318889837154	788.135330204519	972.466974892701	0.99	UP_pEhEx_DOWN_EhMyb10
EHI_167130A	0.155355681066579	5.56710542050217	0.707568051808827	0.990143942127369	431	328	471	314	56.7145129307345	42.7012135533291	44.281491175752	44.9844770354019	0.99	DOWN_pEhEx_UP_EhMyb10
EHI_174640A	0.148714763887226	4.16910112493888	0.707160443657722	0.990143942127369	154	131	168	125	20.2645823464805	17.0544480959943	15.7946720117332	17.9078332147301	0.99	DOWN_pEhEx_UP_EhMyb10
EHI_175450A	-0.196922934271072	1.76777264165475	0.706126352846535	0.990143942127369	25	20	38	22	3.28970492637671	2.60373253373958	3.57260438360631	3.15177864579249	0.99	UP_pEhEx_DOWN_EhMyb10
EHI_189850A	-0.177645852569376	6.53549497324515	0.705509988064236	0.990143942127369	829	496	1059	676	109.086615358652	64.5725668367416	99.5628432168181	96.8455620252601	0.99	UP_pEhEx_DOWN_EhMyb10
EHI_194520A	0.17793620587318	9.52830408130477	0.70776294220196	0.990143942127369	5836	6140	6499	5406	767.948718013379	799.345887858052	611.009365501512	774.477970870645	0.99	DOWN_pEhEx_UP_EhMyb10
EHI_199020A	-0.152095236740436	4.33746437966901	0.705494757255959	0.990143942127369	141	148	198	164	18.5539357847646	19.2676207496729	18.6151491566855	23.4950771777258	0.99	UP_pEhEx_DOWN_EhMyb10
EHI_141090A	0.351736802995284	0.296407123230015	0.708557116179099	0.990544696523238	10	7	13	3	1.31588197055068	0.911306386808854	1.22220676281269	0.429787997153521	0.95	DOWN_pEhEx_UP_EhMyb10
EHI_011260A	0.328255017308043	0.369891726988748	0.708770101774043	0.99054737570744	7	11	13	4	0.921117379385478	1.43205289355677	1.22220676281269	0.573050662871362	0.95	DOWN_pEhEx_UP_EhMyb10
EHI_007480A	0.143953591903138	4.67198052931628	0.71141443246673	0.991387014705269	205	200	241	177	26.975580396289	26.0373253373958	22.6578330644506	25.3574918320578	0.86	DOWN_pEhEx_UP_EhMyb10
EHI_012080A	-0.232210835103342	1.9838617565727	0.711084381964787	0.991387014705269	38	14	44	27	5.0003514880926	1.82261277361771	4.13669981259679	3.86809197438169	0.86	UP_pEhEx_DOWN_EhMyb10
EHI_042860A	-0.200233629620454	1.54811225736515	0.709625990091243	0.991387014705269	19	19	21	27	2.5001757440463	2.4735459070526	1.97433400146665	3.86809197438169	0.86	UP_pEhEx_DOWN_EhMyb10
EHI_045530A	-0.239561555489979	1.49428578643346	0.71077898510477	0.991387014705269	23	13	37	14	3.02652853226657	1.69242614693073	3.47858847877457	2.00567732004977	0.86	UP_pEhEx_DOWN_EhMyb10
EHI_050880A	-0.171416624872822	2.31643330336842	0.711700853081909	0.991387014705269	29	39	45	41	3.81605771459698	5.07727844079218	4.23071571742853	5.87376929443146	0.86	UP_pEhEx_DOWN_EhMyb10
EHI_084690A	0.155130535708824	3.52097815768301	0.71058242113562	0.991387014705269	86	95	112	75	11.3165849467359	12.367729535263	10.5297813411555	10.744699928838	0.86	DOWN_pEhEx_UP_EhMyb10
EHI_086370A	0.195248677470376	4.15914916404096	0.710215627306922	0.991387014705269	101	187	225	81	13.2904079025619	24.3448991904651	21.1535785871427	11.6042759231451	0.86	DOWN_pEhEx_UP_EhMyb10
EHI_131260A	-0.28369247549261	0.565210767235936	0.710033025465983	0.991387014705269	7	10	15	9	0.921117379385478	1.30186626686979	1.41023857247618	1.28936399146056	0.86	UP_pEhEx_DOWN_EhMyb10
EHI_140230A	-0.242511052029327	1.07019568178119	0.711828428419346	0.991387014705269	12	14	24	12	1.57905836466082	1.82261277361771	2.25638171596188	1.71915198861409	0.86	UP_pEhEx_DOWN_EhMyb10
EHI_148600A	-0.344376730827695	0.519679901117356	0.71178260037713	0.991387014705269	9	7	17	7	1.18429377349561	0.911306386808854	1.59827038213967	1.00283866002488	0.86	UP_pEhEx_DOWN_EhMyb10
EHI_164370A	-0.266223629910841	0.488908346955286	0.711905868220063	0.991387014705269	10	6	12	10	1.31588197055068	0.781119760121874	1.12819085798094	1.4326266571784	0.86	UP_pEhEx_DOWN_EhMyb10
EHI_187740A	0.185150677896837	12.0928564694159	0.711681624405354	0.991387014705269	41963	28990	48489	25251	5521.83551302183	3774.11030765552	4558.73720938649	3617.52557204119	0.86	DOWN_pEhEx_UP_EhMyb10
EHI_010750A	0.313201473210348	0.725229104257883	0.713188698956981	0.991996017843839	7	17	17	6	0.921117379385478	2.21317265367864	1.59827038213967	0.859575994307043	0.8	DOWN_pEhEx_UP_EhMyb10
