logFC	logCPM	PValue	FDR	U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2	U2AF84_1	U2AF84_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_093860A	0.220402356003328	4.63504861501993	0.460741017423798	0.872248152941178	156	185	248	149	24.1077647772052	28.8642264032151	23.478196886968	21.9392270074818	12.78	DOWN_pEhEx_UP_U2AF84
EHI_095050A	0.224515082923857	6.93308549406745	0.461642175503974	0.872248152941178	890	803	1037	862	137.53788879303	125.286344874496	98.1729442410718	126.923581747982	12.78	DOWN_pEhEx_UP_U2AF84
EHI_103270A	-0.219325355560945	5.69046089376628	0.46216455093689	0.872248152941178	288	323	523	415	44.5066426656097	50.3953790715594	49.5124877898559	61.1059007255366	12.78	UP_pEhEx_DOWN_U2AF84
EHI_105060A	-0.204632976304952	9.39398447451771	0.46244216361396	0.872248152941178	3778	4268	7213	5144	583.840611078727	665.905504264445	682.855782845565	757.418682728097	12.78	UP_pEhEx_DOWN_U2AF84
EHI_131180A	0.48395735342806	0.879481448540995	0.462444049105987	0.872248152941178	13	11	19	5	2.00898039810044	1.71625129965063	1.79873282601771	0.736215671392007	12.78	DOWN_pEhEx_UP_U2AF84
EHI_132390A	0.381659013250609	2.63549657025227	0.460329807809094	0.872248152941178	51	36	75	21	7.88138463870172	5.61682243522024	7.10026115533306	3.09210581984643	12.78	DOWN_pEhEx_UP_U2AF84
EHI_137790A	0.317450470206277	1.63482279377653	0.462632874652589	0.872248152941178	21	20	31	14	3.24527602770071	3.12045690845569	2.934774610871	2.06140387989762	12.78	DOWN_pEhEx_UP_U2AF84
EHI_138380A	-0.219448097433588	5.42849278346397	0.460242746353512	0.872248152941178	248	261	437	345	38.3251645176083	40.7219626553468	41.3708549984073	50.7988813260485	12.78	UP_pEhEx_DOWN_U2AF84
EHI_141410A	0.352842510779366	1.37568372859677	0.459836300766828	0.872248152941178	20	14	23	13	3.09073907400067	2.18431983591898	2.17741342096881	1.91416074561922	12.78	DOWN_pEhEx_UP_U2AF84
EHI_152050A	0.32733224745804	2.16726729228008	0.459541457527305	0.872248152941178	31	30	50	18	4.79064556470104	4.68068536268354	4.73350743688871	2.65037641701123	12.78	DOWN_pEhEx_UP_U2AF84
EHI_164460A	0.469707275558585	0.884575845719235	0.460650650505877	0.872248152941178	15	9	18	6	2.3180543055005	1.40420560880506	1.70406267727993	0.883458805670409	12.78	DOWN_pEhEx_UP_U2AF84
EHI_166400A	0.312707597120054	2.59675272697284	0.460774850214032	0.872248152941178	47	36	66	27	7.26323682390158	5.61682243522024	6.2482298166931	3.97556462551684	12.78	DOWN_pEhEx_UP_U2AF84
EHI_185560A	-0.406280543028811	1.24172961453363	0.462286365536395	0.872248152941178	12	11	24	17	1.8544434444004	1.71625129965063	2.27208356970658	2.50313328273282	12.78	UP_pEhEx_DOWN_U2AF84
EHI_191910A	-0.267132295081772	6.26319423750509	0.462840591505754	0.872248152941178	382	512	690	693	59.0331163134129	79.8836968564657	65.3224026290642	102.039492054932	12.78	UP_pEhEx_DOWN_U2AF84
EHI_198970A	-0.267132295081772	6.26319423750509	0.462840591505754	0.872248152941178	382	512	690	693	59.0331163134129	79.8836968564657	65.3224026290642	102.039492054932	12.78	UP_pEhEx_DOWN_U2AF84
EHI_009380A	-0.232841214157021	5.4076561238228	0.464029980575149	0.872491615119338	225	274	421	349	34.7708145825076	42.750259645843	39.8561326186029	51.3878538631621	12.75	UP_pEhEx_DOWN_U2AF84
EHI_012400A	0.31511298421945	3.05052168111559	0.46409447065552	0.872491615119338	71	44	91	38	10.9721237127024	6.86500519860252	8.61498353513745	5.59523910257925	12.75	DOWN_pEhEx_UP_U2AF84
EHI_044200A	0.323426378649068	2.60923081386966	0.46365825557988	0.872491615119338	49	35	68	26	7.57231073130165	5.46079958979746	6.43757011416864	3.82832149123844	12.75	DOWN_pEhEx_UP_U2AF84
EHI_076840A	0.538852345433009	1.10089802572371	0.46349336582868	0.872491615119338	22	7	21	7	3.39981298140074	1.09215991795949	1.98807312349326	1.03070193994881	12.75	DOWN_pEhEx_UP_U2AF84
EHI_092070A	0.277277162924038	3.53391916796618	0.464259902510691	0.872491615119338	64	96	115	65	9.89036503680215	14.9781931605873	10.887067104844	9.57080372809609	12.75	DOWN_pEhEx_UP_U2AF84
EHI_124610A	-0.314978708988427	3.19945894691021	0.463795479849057	0.872491615119338	41	61	123	54	6.33601510170138	9.51739357078986	11.6444282947462	7.95112925103368	12.75	UP_pEhEx_DOWN_U2AF84
EHI_194530A	0.537608685769	0.438644621516554	0.463671703299067	0.872491615119338	8	9	12	4	1.23629562960027	1.40420560880506	1.13604178485329	0.588972537113606	12.75	DOWN_pEhEx_UP_U2AF84
EHI_010620A	-0.275956678991844	3.70069128836219	0.464835312860402	0.872684543004122	57	91	148	94	8.80860636090192	14.1980789334734	14.0111820131906	13.8408546221697	12.73	UP_pEhEx_DOWN_U2AF84
EHI_011810A	0.376299713656366	1.51203007889476	0.465001891948198	0.872684543004122	15	23	27	13	2.3180543055005	3.58852544472404	2.5560940159199	1.91416074561922	12.73	DOWN_pEhEx_UP_U2AF84
EHI_055400A	-0.215108849561809	5.69517512555495	0.465275775793446	0.872684543004122	290	324	539	406	44.8157165730098	50.5514019169822	51.0272101696603	59.780712517031	12.73	UP_pEhEx_DOWN_U2AF84
EHI_065480A	0.34183488236408	1.74863093676292	0.465468625070851	0.872684543004122	22	23	35	14	3.39981298140074	3.58852544472404	3.3134552058221	2.06140387989762	12.73	DOWN_pEhEx_UP_U2AF84
EHI_141930A	0.206163908234407	5.35420428965725	0.465322440700586	0.872684543004122	272	289	401	255	42.0340514064092	45.0906023271847	37.9627296438474	37.5469992409924	12.73	DOWN_pEhEx_UP_U2AF84
EHI_189890A	-0.507782594330651	0.593235260235075	0.464584990587022	0.872684543004122	6	7	15	10	0.927221722200202	1.09215991795949	1.42005223106661	1.47243134278401	12.73	UP_pEhEx_DOWN_U2AF84
EHI_022940A	0.213809738773306	4.55541314474808	0.46638741016881	0.873545097165418	169	153	234	142	26.1167451753057	23.871495349686	22.1528148046392	20.908525067533	12.65	DOWN_pEhEx_UP_U2AF84
EHI_140520A	0.235829899501526	4.2675430046025	0.466850252604248	0.873545097165418	149	116	178	123	23.026006101305	18.098650069043	16.8512864753238	18.1109055162434	12.65	DOWN_pEhEx_UP_U2AF84
EHI_148120A	-0.452629030280845	0.56554636453008	0.466706979587327	0.873545097165418	6	7	14	10	0.927221722200202	1.09215991795949	1.32538208232884	1.47243134278401	12.65	UP_pEhEx_DOWN_U2AF84
EHI_183430A	0.20634890731325	6.25789761089221	0.466539711939193	0.873545097165418	560	493	756	476	86.5406940720188	76.9192627934328	71.5706324457573	70.0877319165191	12.65	DOWN_pEhEx_UP_U2AF84
EHI_188850A	0.250340820774201	4.3383120888133	0.466493488042065	0.873545097165418	158	122	224	103	24.4168386846053	19.0347871415797	21.2061133172614	15.1660428306753	12.65	DOWN_pEhEx_UP_U2AF84
EHI_121470A	-0.258087136015264	3.24804326412908	0.467051639291572	0.873576633902135	52	56	92	78	8.03592159240175	8.73727934367593	8.70965368387522	11.4849644737153	12.64	UP_pEhEx_DOWN_U2AF84
EHI_148810A	-0.472047621328971	2.18174387118924	0.467284678275064	0.873667325021388	35	11	43	40	5.40879337950118	1.71625129965063	4.07081639572429	5.88972537113606	12.63	UP_pEhEx_DOWN_U2AF84
EHI_013120A	0.352230781846852	2.52936444586244	0.467495922528503	0.873717211705462	50	30	43	39	7.72684768500168	4.68068536268354	4.07081639572429	5.74248223685766	12.63	DOWN_pEhEx_UP_U2AF84
EHI_044680A	0.326114409855184	1.9243994063214	0.468255318016676	0.873841011970744	23	28	39	17	3.55434993510077	4.36863967183797	3.69213580077319	2.50313328273282	12.62	DOWN_pEhEx_UP_U2AF84
EHI_057680A	0.451509240252669	0.725633642108785	0.468179224862371	0.873841011970744	13	8	15	6	2.00898039810044	1.24818276338228	1.42005223106661	0.883458805670409	12.62	DOWN_pEhEx_UP_U2AF84
EHI_069290A	0.320993188290002	2.05252319883337	0.469176835421966	0.873841011970744	29	27	44	18	4.48157165730098	4.21261682641518	4.16548654446206	2.65037641701123	12.62	DOWN_pEhEx_UP_U2AF84
EHI_093750A	0.331038252170384	1.86784616662199	0.468693497552476	0.873841011970744	26	23	39	15	4.01796079620087	3.58852544472404	3.69213580077319	2.20864701417602	12.62	DOWN_pEhEx_UP_U2AF84
EHI_139960A	0.428644538083976	0.900644977135084	0.467780055053672	0.873841011970744	14	10	15	9	2.16351735180047	1.56022845422785	1.42005223106661	1.32518820850561	12.62	DOWN_pEhEx_UP_U2AF84
EHI_148910A	-0.717678911541354	0.383101959741057	0.469188796483205	0.873841011970744	3	7	8	13	0.463610861100101	1.09215991795949	0.757361189902193	1.91416074561922	12.62	UP_pEhEx_DOWN_U2AF84
EHI_152360A	-0.290404234724552	2.77646727176424	0.468741017017847	0.873841011970744	31	45	68	55	4.79064556470104	7.0210280440253	6.43757011416864	8.09837238531208	12.62	UP_pEhEx_DOWN_U2AF84
EHI_197810A	0.272136060657323	2.84571547148528	0.469223458476897	0.873841011970744	56	42	73	38	8.65406940720188	6.55295950775695	6.91092085785751	5.59523910257925	12.62	DOWN_pEhEx_UP_U2AF84
EHI_198570A	-0.592605468517473	0.221871534786081	0.468626141681248	0.873841011970744	7	2	14	5	1.08175867590024	0.312045690845569	1.32538208232884	0.736215671392007	12.62	UP_pEhEx_DOWN_U2AF84
EHI_122850A	0.388495261630359	1.28196533023074	0.469522981206171	0.874038909092371	16	16	21	12	2.47259125920054	2.49636552676455	1.98807312349326	1.76691761134082	12.6	DOWN_pEhEx_UP_U2AF84
EHI_129730A	-0.389745672817634	1.61493937492002	0.469698982832909	0.874038909092371	16	15	39	17	2.47259125920054	2.34034268134177	3.69213580077319	2.50313328273282	12.6	UP_pEhEx_DOWN_U2AF84
EHI_152700A	0.205464963542704	5.3071532517287	0.470111680031752	0.87411967528292	280	263	403	237	43.2703470360094	41.0340083461923	38.152069941323	34.8966228239811	12.59	DOWN_pEhEx_UP_U2AF84
EHI_170100A	-0.281860097672274	2.80794763440009	0.46998940607126	0.87411967528292	35	43	71	55	5.40879337950118	6.70898235317974	6.72158056038197	8.09837238531208	12.59	UP_pEhEx_DOWN_U2AF84
EHI_059690A	-0.451720493649858	0.733069289743971	0.471458287383085	0.876207181080258	9	6	13	14	1.3908325833003	0.936137072536707	1.23071193359106	2.06140387989762	12.38	UP_pEhEx_DOWN_U2AF84
EHI_085680A	-0.528213724975133	0.409229750494404	0.471604541063054	0.876207181080258	6	5	10	11	0.927221722200202	0.780114227113923	0.946701487377742	1.61967447706242	12.38	UP_pEhEx_DOWN_U2AF84
EHI_008610A	0.324107354285933	1.56631151147754	0.472810368897267	0.876242313545372	19	20	31	12	2.93620212030064	3.12045690845569	2.934774610871	1.76691761134082	12.38	DOWN_pEhEx_UP_U2AF84
EHI_012200A	-0.704501812113695	0.292401846989515	0.47664480095956	0.876242313545372	1	8	16	5	0.154536953700034	1.24818276338228	1.51472237980439	0.736215671392007	12.38	UP_pEhEx_DOWN_U2AF84
EHI_021500A	-0.490768293478564	0.581527605692907	0.477797435394676	0.876242313545372	6	7	17	8	0.927221722200202	1.09215991795949	1.60939252854216	1.17794507422721	12.38	UP_pEhEx_DOWN_U2AF84
EHI_023090A	0.206520870532687	4.45372602765727	0.478302266611381	0.876242313545372	151	148	209	139	23.3350800087051	23.0913811225721	19.7860610861948	20.4667956646978	12.38	DOWN_pEhEx_UP_U2AF84
EHI_023460A	0.526734340127684	0.444443589844	0.477998521466464	0.876242313545372	11	6	11	5	1.69990649070037	0.936137072536707	1.04137163611552	0.736215671392007	12.38	DOWN_pEhEx_UP_U2AF84
EHI_023500A	-0.210586249187623	9.23815494886182	0.472225587835844	0.876242313545372	3822	3388	6013	4931	590.640237041529	528.605400292394	569.251604360236	726.055895126798	12.38	UP_pEhEx_DOWN_U2AF84
EHI_040650A	-0.29689622613044	2.09044698691953	0.477585120247203	0.876242313545372	24	22	50	27	3.70888688880081	3.43250259930126	4.73350743688871	3.97556462551684	12.38	UP_pEhEx_DOWN_U2AF84
EHI_054150A	-0.299878693698101	2.47628765579234	0.478207305093576	0.876242313545372	32	29	72	32	4.94518251840108	4.52466251726075	6.81625070911974	4.71178029690885	12.38	UP_pEhEx_DOWN_U2AF84
EHI_069610A	-0.498148395743754	1.47917304290017	0.476453643125109	0.876242313545372	13	14	16	31	2.00898039810044	2.18431983591898	1.51472237980439	4.56453716263044	12.38	UP_pEhEx_DOWN_U2AF84
EHI_069620A	0.533809533825469	0.575068193589285	0.475155394260025	0.876242313545372	13	6	13	5	2.00898039810044	0.936137072536707	1.23071193359106	0.736215671392007	12.38	DOWN_pEhEx_UP_U2AF84
EHI_073370A	0.567731505606922	0.287316867896976	0.47684278341677	0.876242313545372	10	5	11	3	1.54536953700034	0.780114227113923	1.04137163611552	0.441729402835204	12.38	DOWN_pEhEx_UP_U2AF84
EHI_092320A	-0.428519373378052	2.15271924984012	0.473801153613611	0.876242313545372	29	17	30	47	4.48157165730098	2.65238837218734	2.84010446213323	6.92042731108487	12.38	UP_pEhEx_DOWN_U2AF84
EHI_096270A	0.725677070811069	2.93312696958923	0.475157070748587	0.876242313545372	70	48	108	5	10.8175867590024	7.48909658029366	10.2243760636796	0.736215671392007	12.38	DOWN_pEhEx_UP_U2AF84
EHI_098810A	0.259258961446441	3.99331723433968	0.474848300050497	0.876242313545372	88	132	164	88	13.599251925603	20.5950155958076	15.525904392995	12.9573958164993	12.38	DOWN_pEhEx_UP_U2AF84
EHI_098840A	0.192123528448805	10.4705459561135	0.476745703212089	0.876242313545372	9219	10263	14177	8873	1424.67617616061	1601.26246257404	1342.13869865542	1306.48833045226	12.38	DOWN_pEhEx_UP_U2AF84
EHI_104570A	0.248557243234271	2.92724621771776	0.475832453304158	0.876242313545372	53	50	72	45	8.19045854610178	7.80114227113923	6.81625070911974	6.62594104252806	12.38	DOWN_pEhEx_UP_U2AF84
EHI_105860A	0.418351683561013	1.63176798790391	0.4782053798989	0.876242313545372	26	16	36	9	4.01796079620087	2.49636552676455	3.40812535455987	1.32518820850561	12.38	DOWN_pEhEx_UP_U2AF84
EHI_118710A	0.933280681704684	1.26372003773523	0.476365501282464	0.876242313545372	21	15	30	0	3.24527602770071	2.34034268134177	2.84010446213323	0	12.38	DOWN_pEhEx_UP_U2AF84
EHI_120610A	0.573689183589385	0.680160029359495	0.476109030832895	0.876242313545372	16	5	12	7	2.47259125920054	0.780114227113923	1.13604178485329	1.03070193994881	12.38	DOWN_pEhEx_UP_U2AF84
EHI_121850A	0.330769660868071	1.42142258811252	0.476206415684274	0.876242313545372	20	15	26	12	3.09073907400067	2.34034268134177	2.46142386718213	1.76691761134082	12.38	DOWN_pEhEx_UP_U2AF84
EHI_127020A	-0.234723647824637	3.5575483220909	0.473905288657726	0.876242313545372	64	72	139	79	9.89036503680215	11.2336448704405	13.1591506745506	11.6322076079937	12.38	UP_pEhEx_DOWN_U2AF84
EHI_139850A	-0.227608493259491	4.54287897545889	0.476404163661708	0.876242313545372	124	149	232	189	19.1625822588042	23.2474039679949	21.9634745071636	27.8289523786179	12.38	UP_pEhEx_DOWN_U2AF84
EHI_143780A	-0.461887801606444	0.57134210602696	0.475190540059053	0.876242313545372	7	6	13	11	1.08175867590024	0.936137072536707	1.23071193359106	1.61967447706242	12.38	UP_pEhEx_DOWN_U2AF84
EHI_148860A	0.533809533825469	0.575068193589285	0.475155394260025	0.876242313545372	13	6	13	5	2.00898039810044	0.936137072536707	1.23071193359106	0.736215671392007	12.38	DOWN_pEhEx_UP_U2AF84
EHI_150970A	0.428036513347078	0.614874633489788	0.477777451402872	0.876242313545372	9	10	12	7	1.3908325833003	1.56022845422785	1.13604178485329	1.03070193994881	12.38	DOWN_pEhEx_UP_U2AF84
EHI_151510A	0.248877108997345	3.88347692007821	0.472192829141554	0.876242313545372	86	117	149	84	13.2901780182029	18.2546729144658	14.1058521619284	12.3684232793857	12.38	DOWN_pEhEx_UP_U2AF84
EHI_152970A	0.211108025902543	4.9098177870388	0.478471985744568	0.876242313545372	214	198	269	203	33.0709080918072	30.8925233937113	25.4662700104613	29.8903562585155	12.38	DOWN_pEhEx_UP_U2AF84
EHI_155250A	0.216686045597866	4.17622378288766	0.478085442437748	0.876242313545372	118	129	186	104	18.235360536604	20.1269470595392	17.608647665226	15.3132859649537	12.38	DOWN_pEhEx_UP_U2AF84
EHI_159790A	0.380666250744068	1.79533536478269	0.477311126247706	0.876242313545372	16	31	35	15	2.47259125920054	4.83670820810632	3.3134552058221	2.20864701417602	12.38	DOWN_pEhEx_UP_U2AF84
EHI_161650A	-0.231511768367455	4.02975796477671	0.475231210374331	0.876242313545372	87	103	168	128	13.4447149719029	16.0703530785468	15.9045849879461	18.8471211876354	12.38	UP_pEhEx_DOWN_U2AF84
EHI_165270A	0.210361456215101	5.96076748202888	0.475292159298357	0.876242313545372	425	432	546	431	65.6782053225143	67.4018692226429	51.6899012108247	63.461790873991	12.38	DOWN_pEhEx_UP_U2AF84
EHI_166920A	-0.235310104427237	6.06051009051095	0.473185326988187	0.876242313545372	372	414	618	580	57.4877467764125	64.5934580050328	58.5061519199444	85.4010178814728	12.38	UP_pEhEx_DOWN_U2AF84
EHI_177190A	0.242257486430682	5.46107980055742	0.474612434816323	0.876242313545372	260	351	364	312	40.1796079620087	54.7640187433974	34.4599341405498	45.9398578948612	12.38	DOWN_pEhEx_UP_U2AF84
EHI_183570A	0.34184702568655	1.30077322944649	0.478192324564164	0.876242313545372	17	15	26	9	2.62712821290057	2.34034268134177	2.46142386718213	1.32518820850561	12.38	DOWN_pEhEx_UP_U2AF84
EHI_195020A	0.231053595466988	3.70521322319845	0.475188064897596	0.876242313545372	94	84	120	83	14.5264736478032	13.1059190155139	11.3604178485329	12.2211801451073	12.38	DOWN_pEhEx_UP_U2AF84
EHI_199590A	-0.206087371724448	6.73909387750037	0.478055188799099	0.876242313545372	607	667	1115	834	93.8039308959204	104.067237896997	105.557215842618	122.800773988187	12.38	UP_pEhEx_DOWN_U2AF84
EHI_200050A	-0.55316378492327	1.31462885270326	0.474993647396131	0.876242313545372	5	18	22	22	0.772684768500168	2.80841121761012	2.08274327223103	3.23934895412483	12.38	UP_pEhEx_DOWN_U2AF84
EHI_161070A	0.260570283653685	8.62047354138122	0.478668448304092	0.876263122301459	2825	2698	4840	1748	436.566894202595	420.949636950673	458.203519890827	257.380998718646	12.37	DOWN_pEhEx_UP_U2AF84
EHI_030400A	0.287149829313023	2.27256689173269	0.479318087407205	0.877113191258488	34	31	45	27	5.25425642580114	4.83670820810632	4.26015669319984	3.97556462551684	12.29	DOWN_pEhEx_UP_U2AF84
EHI_154190A	0.275639383243343	2.6977942799706	0.479544659656081	0.877188724424996	37	51	56	41	5.71786728690125	7.95716511656201	5.30152832931535	6.03696850541446	12.28	DOWN_pEhEx_UP_U2AF84
EHI_030080A	0.263387052602634	2.89310252644929	0.479797254491068	0.8773117816766	44	57	75	40	6.79962596280148	8.89330218909872	7.10026115533306	5.88972537113606	12.27	DOWN_pEhEx_UP_U2AF84
EHI_113980A	-0.259304850095514	3.44246053952438	0.481081523037418	0.87880944841086	56	68	105	90	8.65406940720188	10.6095534887493	9.94036561746629	13.2518820850561	12.12	UP_pEhEx_DOWN_U2AF84
EHI_169990A	-0.206122424089523	4.49350812449763	0.481173234110889	0.87880944841086	129	137	250	163	19.9352670273043	21.3751298229215	23.6675371844435	24.0006308873794	12.12	UP_pEhEx_DOWN_U2AF84
EHI_175600A	0.801412965733509	0.451726553577936	0.481009822998643	0.87880944841086	7	11	16	0	1.08175867590024	1.71625129965063	1.51472237980439	0	12.12	DOWN_pEhEx_UP_U2AF84
EHI_023030A	0.520911628513355	0.651073853283038	0.4823806866666	0.87882907204552	13	7	17	3	2.00898039810044	1.09215991795949	1.60939252854216	0.441729402835204	12.12	DOWN_pEhEx_UP_U2AF84
EHI_023370A	0.238200383169297	3.1221525150442	0.48187195103554	0.87882907204552	61	57	83	52	9.42675417570205	8.89330218909872	7.85762234523526	7.65664298247687	12.12	DOWN_pEhEx_UP_U2AF84
EHI_049620A	0.206253189974088	9.06843791555439	0.482558657273582	0.87882907204552	3291	4110	4920	3606	508.581114626811	641.253894687644	465.777131789849	530.958742207916	12.12	DOWN_pEhEx_UP_U2AF84
EHI_085980A	0.277096763310141	4.01606101526004	0.482463835767479	0.87882907204552	114	111	195	69	17.6172127218038	17.3185358419291	18.460679003866	10.1597762652097	12.12	DOWN_pEhEx_UP_U2AF84
EHI_097960A	0.886701210039714	0.420397571944981	0.482669114346927	0.87882907204552	12	6	15	0	1.8544434444004	0.936137072536707	1.42005223106661	0	12.12	DOWN_pEhEx_UP_U2AF84
EHI_124570A	0.219603845482498	3.84754330807278	0.482577268890217	0.87882907204552	95	101	132	93	14.6810106015032	15.7583073877012	12.4964596333862	13.6936114878913	12.12	DOWN_pEhEx_UP_U2AF84
EHI_177430A	0.216999811899991	4.06205891610661	0.482451626196889	0.87882907204552	110	118	173	95	16.9990649070037	18.4106957598886	16.3779357316349	13.9880977564481	12.12	DOWN_pEhEx_UP_U2AF84
EHI_183530A	-0.553508113707158	0.623655160451885	0.481973793491454	0.87882907204552	8	5	21	6	1.23629562960027	0.780114227113923	1.98807312349326	0.883458805670409	12.12	UP_pEhEx_DOWN_U2AF84
EHI_081930A	0.22755743288449	3.77574338611112	0.483212444528487	0.879480089349425	101	86	134	82	15.6082323237034	13.4179647063595	12.6857999308617	12.0739370108289	12.05	DOWN_pEhEx_UP_U2AF84
EHI_021350A	0.309496341573894	1.3144506855632	0.48406457835454	0.880169132893436	16	16	23	12	2.47259125920054	2.49636552676455	2.17741342096881	1.76691761134082	11.98	DOWN_pEhEx_UP_U2AF84
EHI_052070A	0.262574222399152	2.90740946289432	0.483976066477238	0.880169132893436	44	58	75	41	6.79962596280148	9.0493250345215	7.10026115533306	6.03696850541446	11.98	DOWN_pEhEx_UP_U2AF84
EHI_109000A	0.392233376308009	1.6081443984188	0.484334725641614	0.880169132893436	15	26	21	20	2.3180543055005	4.0565939809924	1.98807312349326	2.94486268556803	11.98	DOWN_pEhEx_UP_U2AF84
EHI_143570A	-0.234308041908921	3.79467325610457	0.48424270549518	0.880169132893436	83	78	171	89	12.8265671571028	12.1697819429772	16.1885954341594	13.1046389507777	11.98	UP_pEhEx_DOWN_U2AF84
EHI_152760A	-0.218573001906408	6.51596975772149	0.484817199556815	0.880707836800446	533	553	871	774	82.3681963221179	86.2806335187999	82.4576995506013	113.966185931483	11.93	UP_pEhEx_DOWN_U2AF84
EHI_066760A	-0.198936940600505	5.75617922311002	0.486227926331744	0.882593176094508	343	302	609	389	53.0061751191115	47.1188993176809	57.6541205813045	57.2775792342982	11.74	UP_pEhEx_DOWN_U2AF84
EHI_178470A	-0.195761635219084	6.96927390663349	0.486207970629086	0.882593176094508	736	765	1394	917	113.739197923225	119.35747674843	131.970187340457	135.021954133294	11.74	UP_pEhEx_DOWN_U2AF84
EHI_096280A	0.499789811409617	0.528395600527374	0.486550990189102	0.882841083769724	11	7	15	3	1.69990649070037	1.09215991795949	1.42005223106661	0.441729402835204	11.72	DOWN_pEhEx_UP_U2AF84
EHI_003900A	-0.299527594017305	1.8379750601072	0.490766477961314	0.882932648185047	20	18	38	25	3.09073907400067	2.80841121761012	3.59746565203542	3.68107835696004	11.71	UP_pEhEx_DOWN_U2AF84
EHI_021260A	0.281771764175914	4.84686708517833	0.487214258407288	0.882932648185047	158	245	213	214	24.4168386846053	38.2255971285822	20.1647416811459	31.5100307355779	11.71	DOWN_pEhEx_UP_U2AF84
EHI_023900A	-0.226428314481143	3.77338001843292	0.487200412667642	0.882932648185047	81	78	157	95	12.5174932497027	12.1697819429772	14.8632133518305	13.9880977564481	11.71	UP_pEhEx_DOWN_U2AF84
EHI_029550A	0.428184072790332	0.614632018432452	0.488269466159912	0.882932648185047	11	8	12	7	1.69990649070037	1.24818276338228	1.13604178485329	1.03070193994881	11.71	DOWN_pEhEx_UP_U2AF84
EHI_035940A	-0.377622747496559	2.74410780782307	0.489659603394253	0.882932648185047	26	46	51	67	4.01796079620087	7.17705088944809	4.82817758562648	9.8652899966529	11.71	UP_pEhEx_DOWN_U2AF84
EHI_051460A	0.435312872506016	0.546338843445066	0.490891155475928	0.882932648185047	11	7	12	6	1.69990649070037	1.09215991795949	1.13604178485329	0.883458805670409	11.71	DOWN_pEhEx_UP_U2AF84
EHI_055660A	-0.351429786409162	1.55643079677607	0.489566575349566	0.882932648185047	16	14	28	23	2.47259125920054	2.18431983591898	2.65076416465768	3.38659208840323	11.71	UP_pEhEx_DOWN_U2AF84
EHI_065720A	0.234728521414582	3.91095149903057	0.49042879106444	0.882932648185047	89	117	147	90	13.753788879303	18.2546729144658	13.9165118644528	13.2518820850561	11.71	DOWN_pEhEx_UP_U2AF84
EHI_073600A	0.258774250617806	2.86724659682357	0.487109719725657	0.882932648185047	48	51	70	42	7.41777377760162	7.95716511656201	6.62691041164419	6.18421163969286	11.71	DOWN_pEhEx_UP_U2AF84
EHI_091100A	0.241827531141304	3.03509871727487	0.488711019106553	0.882932648185047	52	59	79	48	8.03592159240175	9.20534787994429	7.47894175028416	7.06767044536327	11.71	DOWN_pEhEx_UP_U2AF84
EHI_095610A	0.189161575372987	8.89355899980959	0.490071688371183	0.882932648185047	3136	3386	4748	2981	484.627886803306	528.293354601548	449.493866206952	438.931783283915	11.71	DOWN_pEhEx_UP_U2AF84
EHI_114400A	0.189161575372987	8.89355899980959	0.490071688371183	0.882932648185047	3136	3386	4748	2981	484.627886803306	528.293354601548	449.493866206952	438.931783283915	11.71	DOWN_pEhEx_UP_U2AF84
EHI_118170A	-0.211830701104892	8.04220717118812	0.488790561353097	0.882932648185047	1372	1769	2758	2066	212.024700476446	276.004413552906	261.100270218781	304.204315419177	11.71	UP_pEhEx_DOWN_U2AF84
EHI_119510A	0.903664327940198	0.119426329331498	0.490364214021213	0.882932648185047	13	1	10	1	2.00898039810044	0.156022845422785	0.946701487377742	0.147243134278401	11.71	DOWN_pEhEx_UP_U2AF84
EHI_140320A	-0.243072147612207	2.98385202596919	0.489865848366017	0.882932648185047	46	44	89	55	7.10869987020155	6.86500519860252	8.4256432376619	8.09837238531208	11.71	UP_pEhEx_DOWN_U2AF84
EHI_151990A	0.27152353536267	5.35362511028654	0.488135507696799	0.882932648185047	208	364	339	283	32.143686369607	56.7923157338936	32.0931804221054	41.6698070007876	11.71	DOWN_pEhEx_UP_U2AF84
EHI_155570A	-0.218979476925107	4.59441398145534	0.489185792616907	0.882932648185047	134	150	236	198	20.7079517958045	23.4034268134177	22.3421551021147	29.1541405871235	11.71	UP_pEhEx_DOWN_U2AF84
EHI_155580A	0.700864631244095	0.517462644238413	0.490284207592885	0.882932648185047	17	2	11	5	2.62712821290057	0.312045690845569	1.04137163611552	0.736215671392007	11.71	DOWN_pEhEx_UP_U2AF84
EHI_158050A	0.19809290002644	6.81198543983516	0.489429271873547	0.882932648185047	783	760	1028	758	121.002434747126	118.577362521316	97.3209129024318	111.610295783028	11.71	DOWN_pEhEx_UP_U2AF84
EHI_159640A	0.224495220958759	3.65821033562006	0.489642978429947	0.882932648185047	92	80	130	71	14.2173997404031	12.4818276338228	12.3071193359106	10.4542625337665	11.71	DOWN_pEhEx_UP_U2AF84
EHI_159810A	0.481831104591599	2.46799772075661	0.488643654059356	0.882932648185047	42	37	74	11	6.49055205540141	5.77284528064303	7.00559100659529	1.61967447706242	11.71	DOWN_pEhEx_UP_U2AF84
