baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	CmasM_1	CmasM_2	CmasM_3	pEhEx_1	pEhEx_2	pEhEx_3	CmasM_1.1	CmasM_2.1	CmasM_3.1	pEhEx_1.1	pEhEx_2.1	pEhEx_3.1	Certeza	DE
EHI_059860A	15.2596456362934	-0.250292267858667	0.77162131582054	-0.324371894252956	0.74565649552816	0.939966593340114	9	8	22	15	4	49	11.6546856396066	9.17679508580941	16.456960963947	11.4453991872825	4.84953572634235	37.9744972147724	6	UP_pEhEx_DOWN_CmasM
EHI_069980A	10.2406143296826	-0.263847401574611	0.813626353807774	-0.324285712157435	0.745721735771542	0.939966593340114	5	9	13	18	13	7	6.47482535533701	10.3238944715356	9.72456784233232	13.734479024739	15.7609911106126	5.42492817353892	6	UP_pEhEx_DOWN_CmasM
EHI_164890A	325.545354067827	0.236119041466022	0.728952715341373	0.323915442657274	0.746002052228788	0.939966593340114	274	365	271	390	58	786	354.820429472468	418.691275790054	202.71983732862	297.580378869344	70.3182680319641	609.141934914513	6	DOWN_pEhEx_UP_CmasM
EHI_006885A	109.4769181001	0.352289206757537	1.09129668058145	0.322817079009015	0.746833777756446	0.940509329249795	134	90	34	105	4	348	173.525319523032	103.238944715356	25.4334851260999	80.1177943109772	4.84953572634235	269.696429198792	5.95	DOWN_pEhEx_UP_CmasM
EHI_146530A	2111.22033739573	-0.113315340657898	0.350779679707942	-0.323038497418791	0.746666086985232	0.940509329249795	1471	1467	3105	2099	1416	4437	1904.89361954015	1682.7947988603	2322.67562695707	1601.59285960706	1716.73564712519	3438.6294722846	5.95	UP_pEhEx_DOWN_CmasM
EHI_030900A	10.1789295038266	-0.276870376027374	0.859399845816292	-0.32216712322585	0.747326089621932	0.940876727433301	4	11	10	18	15	5	5.1798602842696	12.6180932429879	7.48043680179409	13.734479024739	18.1857589737838	3.87494869538494	5.91	UP_pEhEx_DOWN_CmasM
EHI_010670A	16.3904654853645	0.229100241557476	0.715075232801264	0.320386207000891	0.748675580165467	0.941090328512559	17	7	31	20	8	26	22.0144062081458	8.02969570008324	23.1893540855617	15.26053224971	9.6990714526847	20.1497332160017	5.89	DOWN_pEhEx_UP_CmasM
EHI_066770A	833.642422615629	-0.220759982765572	0.688764257061821	-0.3205160263503	0.748577183388242	0.941090328512559	173	989	1113	1430	1086	520	224.02895729466	1134.48129248319	832.572616039683	1091.12805585426	1316.64894970195	402.994664320034	5.89	UP_pEhEx_DOWN_CmasM
EHI_131550A	26.9379278262763	0.170985100027436	0.531566976421405	0.321662382374721	0.747708478927924	0.941090328512559	23	23	39	27	21	39	29.7841966345502	26.3832858717021	29.173703526997	20.6017185371084	25.4600625632973	30.2245998240025	5.89	DOWN_pEhEx_UP_CmasM
EHI_135770A	37.5170944728015	-0.21705086469013	0.675479325133205	-0.321328657464575	0.747961341460062	0.941090328512559	23	19	56	43	8	115	29.7841966345502	21.7948883287974	41.8904460900469	32.8101443368764	9.6990714526847	89.1238199938536	5.89	UP_pEhEx_DOWN_CmasM
EHI_139340A	9.39566614377681	-0.274406599367759	0.856571116148205	-0.320354719175799	0.748699447028112	0.941090328512559	9	9	6	15	5	16	11.6546856396066	10.3238944715356	4.48826208107646	11.4453991872825	6.06191965792794	12.3998358252318	5.89	UP_pEhEx_DOWN_CmasM
EHI_174180A	833.642422615629	-0.220759982765572	0.688764257061821	-0.3205160263503	0.748577183388242	0.941090328512559	173	989	1113	1430	1086	520	224.02895729466	1134.48129248319	832.572616039683	1091.12805585426	1316.64894970195	402.994664320034	5.89	UP_pEhEx_DOWN_CmasM
EHI_011950A	601.54119503436	-0.198794378024791	0.623205793870233	-0.318986729552429	0.749736575827371	0.941290665094415	448	310	542	424	227	2154	580.144351838196	355.600809575115	405.43967465724	323.523283693851	275.211152469928	1669.32789797183	5.87	UP_pEhEx_DOWN_CmasM
EHI_025300A	16.4354418075965	-0.204975513058963	0.644486713524277	-0.318044590769119	0.750451113050896	0.941290665094415	11	16	18	26	11	25	14.2446157817414	18.3535901716188	13.4647862432294	19.8386919246229	13.3362232474415	19.3747434769247	5.87	UP_pEhEx_DOWN_CmasM
EHI_044800A	51.5859107988361	0.157214318583519	0.492292182626458	0.319351645489789	0.749459873810524	0.941290665094415	32	53	79	77	45	45	41.4388822741568	60.7962674434874	59.0954507341733	58.7530491613833	54.5572769213514	34.8745382584645	5.87	DOWN_pEhEx_UP_CmasM
EHI_050690A	14.9461846197947	-0.259041295676682	0.812615690730608	-0.318774666341703	0.749897390176709	0.941290665094415	12	11	15	23	4	36	15.5395808528088	12.6180932429879	11.2206552026911	17.5496120871664	4.84953572634235	27.8996306067716	5.87	UP_pEhEx_DOWN_CmasM
EHI_068270A	9.01796446395541	0.272386322971471	0.85648677414	0.318027471288129	0.750464098796229	0.941290665094415	6	10	14	14	3	13	7.76979042640441	11.4709938572618	10.4726115225117	10.682372574797	3.63715179475676	10.0748666080008	5.87	DOWN_pEhEx_UP_CmasM
EHI_148440A	27.585372640949	0.171173660315668	0.535496883441685	0.319653887088044	0.749230719796716	0.941290665094415	22	32	28	45	25	19	28.4892315634828	36.7071803432377	20.9452230450235	34.3361975618474	30.3095982896397	14.7248050424628	5.87	DOWN_pEhEx_UP_CmasM
EHI_163600A	16.9581959441232	-0.22669905615286	0.711656163808018	-0.318551384336799	0.750066723847564	0.941290665094415	17	7	22	23	10	33	22.0144062081458	8.02969570008324	16.456960963947	17.5496120871664	12.1238393158559	25.5746613895406	5.87	UP_pEhEx_DOWN_CmasM
EHI_166020A	29.9472889703955	-0.169329381559985	0.530576851532147	-0.319142045249453	0.749618801842498	0.941290665094415	25	25	32	43	21	47	32.374126776685	28.6774846431544	23.9373977657411	32.8101443368764	25.4600625632973	36.4245177366184	5.87	UP_pEhEx_DOWN_CmasM
EHI_153090A	136.093554588682	-0.137109346502961	0.432398998969616	-0.31708987955496	0.751175403902162	0.941930986288437	96	116	166	176	78	266	124.316646822471	133.063528744236	124.175250909782	134.292683797448	94.5659466636758	206.147270594479	5.81	UP_pEhEx_DOWN_CmasM
EHI_065640A	23.8371615962023	-0.184282935388495	0.582791603673139	-0.316207258695942	0.751845198563733	0.941999017033083	17	15	37	29	26	29	22.0144062081458	17.2064907858927	27.6776161666381	22.1277717620794	31.5219822212253	22.4747024332327	5.8	UP_pEhEx_DOWN_CmasM
EHI_109990A	149.545439922928	-0.232855666428657	0.736978392988294	-0.315959963879641	0.752032896778703	0.941999017033083	59	29	161	55	19	777	76.4029391929767	33.2658821860591	120.435032508885	41.9664636867024	23.0352947001262	602.16702726282	5.8	UP_pEhEx_DOWN_CmasM
EHI_127460A	102.073633664747	-0.201128390307733	0.636556103960493	-0.315963336234407	0.752030337043008	0.941999017033083	64	130	77	186	38	174	82.8777645483137	149.122920144403	57.5993633738145	141.922949922303	46.0705894002523	134.848214599396	5.8	UP_pEhEx_DOWN_CmasM
EHI_146200A	23.4257519581852	-0.229725988725959	0.72674106800549	-0.316104316708608	0.751923330352907	0.941999017033083	16	17	23	13	15	71	20.7194411370784	19.500689557345	17.2050046441264	9.91934596231147	18.1857589737838	55.0242714744662	5.8	UP_pEhEx_DOWN_CmasM
EHI_044790A	51.9935536881382	0.147992172124547	0.469646417392174	0.315114023324844	0.752675081451258	0.942551737076309	39	58	57	83	51	35	50.5036377716286	66.5317643721182	42.6384897702263	63.3312088362963	61.831580510865	27.1246408676946	5.74	DOWN_pEhEx_UP_CmasM
EHI_001800A	12.9262341891645	-0.29026826771655	0.930140575213192	-0.312069245715917	0.75498789855305	0.943116289280055	6	5	21	12	1	49	7.76979042640441	5.73549692863088	15.7089172837676	9.15631934982597	1.21238393158559	37.9744972147724	5.69	UP_pEhEx_DOWN_CmasM
EHI_012320A	10.5843527450888	-0.252888061048656	0.808126537749189	-0.312931266621939	0.754332882373024	0.943116289280055	8	4	17	9	6	28	10.3597205685392	4.58839754290471	12.71674256305	6.86723951236948	7.27430358951353	21.6997126941557	5.69	UP_pEhEx_DOWN_CmasM
EHI_020610A	165.690797655251	-0.161857548550397	0.517752643820601	-0.312615590634202	0.754572731806768	0.943116289280055	130	139	157	145	109	395	168.345459238762	159.446814615939	117.442857788167	110.638858810397	132.149848542829	306.12094693541	5.69	UP_pEhEx_DOWN_CmasM
EHI_022900A	238.2390937	-0.860388130569269	2.75223742043318	-0.312614065989209	0.754573890283782	0.943116289280055	16	0	104	0	13	1697	20.7194411370784	0	77.7965427386586	0	15.7609911106126	1315.15758721365	5.69	UP_pEhEx_DOWN_CmasM
EHI_040650A	27.5050902555217	0.185968295993352	0.594699407686912	0.312709738045103	0.754501196478366	0.943116289280055	24	24	33	50	27	14	31.0791617056176	27.5303852574282	24.6854414459205	38.1513306242749	32.7343661528109	10.8498563470778	5.69	DOWN_pEhEx_UP_CmasM
EHI_057850A	644.72601993217	-0.182774680016565	0.585339437378137	-0.312254169709207	0.754847367135846	0.943116289280055	265	558	1003	1149	798	375	343.165743832861	640.081457235207	750.287811219948	876.717577745837	967.482377405299	290.621152153871	5.69	UP_pEhEx_DOWN_CmasM
EHI_068470A	139.966266213796	0.117779977377826	0.37730036117666	0.312165026851588	0.754915109480212	0.943116289280055	128	120	179	154	120	180	165.755529096627	137.651926287141	133.899818752114	117.506098322767	145.486071790271	139.498153033858	5.69	DOWN_pEhEx_UP_CmasM
EHI_091120A	23.2936425461705	0.200674259601135	0.643678804820591	0.311761484296609	0.75522179720647	0.943116289280055	22	13	39	25	9	48	28.4892315634828	14.9122920144403	29.173703526997	19.0756653121374	10.9114553842703	37.1995074756954	5.69	DOWN_pEhEx_UP_CmasM
EHI_103730A	240.187356705195	0.165234944462001	0.53026312707499	0.311609342654961	0.75533743313263	0.943116289280055	158	215	361	372	281	123	204.604481228649	246.626367931128	270.043768544767	283.845899844605	340.67988477555	95.3237379064695	5.69	DOWN_pEhEx_UP_CmasM
EHI_177650A	179.007547683863	-0.13529782169941	0.433465301524229	-0.312130685486592	0.754941207021579	0.943116289280055	151	134	203	206	116	355	195.539725731178	153.711317687308	151.85286707642	157.183482172013	140.636536063928	275.121357372331	5.69	UP_pEhEx_DOWN_CmasM
EHI_200020A	34.0973084161508	0.161450199133006	0.515841149504264	0.312984334980185	0.75429256355875	0.943116289280055	25	23	67	43	18	53	32.374126776685	26.3832858717021	50.1189265720204	32.8101443368764	21.8229107685406	41.0744561710804	5.69	DOWN_pEhEx_UP_CmasM
EHI_165210A	9.288747623331	-0.250705344305067	0.807414338383436	-0.310503953654101	0.7561777533843	0.943763616114422	4	9	13	10	8	17	5.1798602842696	10.3238944715356	9.72456784233232	7.63026612485498	9.6990714526847	13.1748255643088	5.62	UP_pEhEx_DOWN_CmasM
EHI_177610A	37.5782799298427	-0.209858683397651	0.676672072655803	-0.310133507614697	0.75645943222985	0.943763616114422	18	24	45	17	18	137	23.3093712792132	27.5303852574282	33.6619656080734	12.9714524122535	21.8229107685406	106.173594253547	5.62	UP_pEhEx_DOWN_CmasM
EHI_178730A	27.689719049628	0.231664913730738	0.746983954572524	0.310133721497823	0.756459269588585	0.943763616114422	12	31	42	47	33	10	15.5395808528088	35.5600809575115	31.4178345675352	35.8622507868184	40.0086697423244	7.74989739076988	5.62	DOWN_pEhEx_UP_CmasM
EHI_048710A	34.0700687709932	0.176851666955581	0.572725031479606	0.308789833227114	0.757481403375544	0.943965306621313	34	38	31	52	17	43	44.0288124162916	43.5897766575947	23.1893540855617	39.6773838492459	20.610526836955	33.3245587803105	5.6	DOWN_pEhEx_UP_CmasM
EHI_074010A	1280.01808489645	0.142810227135622	0.462770868216984	0.308598135586748	0.757627239272915	0.943965306621313	1176	1184	1382	1324	682	2488	1522.87892357526	1358.16567269979	1033.79636600794	1010.2472349308	826.845841341371	1928.17447082355	5.6	DOWN_pEhEx_UP_CmasM
EHI_110820A	18.747403970171	0.257754908704961	0.834146561549601	0.309004341186911	0.757318224534009	0.943965306621313	10	19	25	32	26	4	12.949650710674	21.7948883287974	18.7010920044852	24.4168515995359	31.5219822212253	3.09995895630795	5.6	DOWN_pEhEx_UP_CmasM
EHI_124540A	303.49445006485	-0.234642122237423	0.757999849008856	-0.309554312635069	0.756899903923475	0.943965306621313	260	372	131	501	76	626	336.690918477524	426.720971490138	97.9937221035026	382.276332855234	92.1411788005047	485.143576662195	5.6	UP_pEhEx_DOWN_CmasM
EHI_156370A	25.2674211526551	-0.170976387459165	0.554037834340948	-0.308600562744146	0.75762539273471	0.943965306621313	20	19	31	45	21	27	25.899301421348	21.7948883287974	23.1893540855617	34.3361975618474	25.4600625632973	20.9247229550787	5.6	UP_pEhEx_DOWN_CmasM
EHI_030080A	42.2859581426017	0.16296992882109	0.529663068885947	0.307686033621088	0.758321248067062	0.944328371298802	30	45	51	75	40	25	38.848952132022	51.6194723576779	38.1502276891499	57.2269959364123	48.4953572634235	19.3747434769247	5.57	DOWN_pEhEx_UP_CmasM
EHI_099850A	40.718069110242	-0.182672514517734	0.593257859784971	-0.307914191956841	0.758147626499144	0.944328371298802	39	24	44	50	21	90	50.5036377716286	27.5303852574282	32.913921927894	38.1513306242749	25.4600625632973	69.7490765169289	5.57	UP_pEhEx_DOWN_CmasM
EHI_000790A	96.1736652729652	-0.162587314638548	0.54369245393021	-0.299042801611916	0.764907387956544	0.944675382956199	66	41	140	71	40	306	85.4676946904485	47.0310748147732	104.726115225117	54.1748894864703	48.4953572634235	237.146860157558	5.53	UP_pEhEx_DOWN_CmasM
EHI_004770A	356.112138713489	-0.120614064818613	0.402217013506974	-0.299873105234823	0.764273949698791	0.944675382956199	314	258	412	416	252	649	406.619032315164	295.951641517354	308.193996233917	317.419070793967	305.520750759568	502.968340660965	5.53	UP_pEhEx_DOWN_CmasM
EHI_008370A	27.1151596178905	0.17776373811782	0.583351657732487	0.304728264266524	0.760573121025226	0.944675382956199	18	22	51	43	19	26	23.3093712792132	25.2361864859759	38.1502276891499	32.8101443368764	23.0352947001262	20.1497332160017	5.53	DOWN_pEhEx_UP_CmasM
EHI_009520A	18.9435217287777	0.201799435030641	0.666544238425034	0.302754751143704	0.762076769263294	0.944675382956199	19	12	29	23	8	34	24.6043363502806	13.7651926287141	21.6932667252029	17.5496120871664	9.6990714526847	26.3496511286176	5.53	DOWN_pEhEx_UP_CmasM
EHI_020360A	20.9319264441326	0.236189754896836	0.799372172273924	0.295469073216499	0.767635574272666	0.944675382956199	21	15	22	19	5	57	27.1942664924154	17.2064907858927	16.456960963947	14.4975056372245	6.06191965792794	44.1744151273883	5.53	DOWN_pEhEx_UP_CmasM
EHI_029010A	20.1119312275989	-0.211925673539055	0.717880960769925	-0.295210048908061	0.767833425986267	0.944675382956199	9	22	25	35	8	37	11.6546856396066	25.2361864859759	18.7010920044852	26.7059314369924	9.6990714526847	28.6746203458486	5.53	UP_pEhEx_DOWN_CmasM
EHI_032470A	28.9345075035954	0.225937263819554	0.746928571646751	0.302488447217157	0.762279739015913	0.944675382956199	27	33	7	40	53	1	34.9640569188198	37.8542797289638	5.23630576125587	30.5210644994199	64.2563483740362	0.774989739076988	5.53	DOWN_pEhEx_UP_CmasM
EHI_035060A	72.2739669404511	-0.965697623239219	3.20467881438363	-0.301339909292893	0.763155311162217	0.944675382956199	0	108	0	228	112	0	0	123.886733658427	0	173.970067646693	135.787000337586	0	5.53	UP_pEhEx_DOWN_CmasM
EHI_035990A	96.6171758711122	0.174975548941745	0.597527038212948	0.29283285567303	0.769649913327308	0.944675382956199	104	90	90	132	34	171	134.67636739101	103.238944715356	67.3239312161468	100.719512848086	41.22105367391	132.523245382165	5.53	DOWN_pEhEx_UP_CmasM
EHI_041980A	27.5113512902701	0.160037714275364	0.534944625595526	0.29916687937037	0.764812719084322	0.944675382956199	27	32	20	50	23	16	34.9640569188198	36.7071803432377	14.9608736035882	38.1513306242749	27.8848304264685	12.3998358252318	5.53	DOWN_pEhEx_UP_CmasM
EHI_048560A	17238.0959878898	0.0936108915279623	0.314270686170217	0.297867079709942	0.76580461463879	0.944675382956199	14502	16360	21023	21342	16535	17839	18779.5834606195	18766.5459504802	15726.1222884117	16284.5139636655	20046.7683087677	13825.0419553944	5.53	DOWN_pEhEx_UP_CmasM
EHI_051940A	16.9761051144342	0.182870075687388	0.627870208672511	0.291254582812625	0.770856620021085	0.944675382956199	15	12	28	21	14	19	19.424476066011	13.7651926287141	20.9452230450235	16.0235588621955	16.9733750421982	14.7248050424628	5.53	DOWN_pEhEx_UP_CmasM
EHI_054260A	1035.71164440419	-0.128581299729782	0.441003214183892	-0.291565448038131	0.770618896527912	0.944675382956199	839	828	1108	987	719	2225	1086.47569462555	949.798291381274	828.832397638786	753.107266523186	871.704046810038	1724.3521694463	5.53	UP_pEhEx_DOWN_CmasM
EHI_055400A	343.647375178534	0.130191277046043	0.429493018243248	0.303127807708176	0.761792463017278	0.944675382956199	245	407	319	539	406	175	317.266442411513	466.869449990554	238.625933977232	411.271344129683	492.227876223749	135.623204338473	5.53	DOWN_pEhEx_UP_CmasM
EHI_058810A	17.9195368195605	-0.300830637817589	1.00522099491581	-0.299268160274331	0.764735446365401	0.944675382956199	14	8	11	16	2	74	18.1295109949436	9.17679508580941	8.2284804819735	12.208425799768	2.42476786317118	57.3492406916971	5.53	UP_pEhEx_DOWN_CmasM
EHI_067710A	28.5507947091253	-0.181236981523667	0.595778850383105	-0.304201771189302	0.760974175532397	0.944675382956199	15	33	26	58	30	18	19.424476066011	37.8542797289638	19.4491356846646	44.2555435241589	36.3715179475676	13.9498153033858	5.53	UP_pEhEx_DOWN_CmasM
EHI_068600A	28.563053562014	0.179406600379674	0.589750512822468	0.304207620814195	0.760969719245268	0.944675382956199	22	22	49	50	20	24	28.4892315634828	25.2361864859759	36.6541403287911	38.1513306242749	24.2476786317118	18.5997537378477	5.53	DOWN_pEhEx_UP_CmasM
EHI_079270A	11.363652267005	-0.277277077547108	0.916513598617145	-0.302534602831283	0.762244559265702	0.944675382956199	4	8	15	10	2	42	5.1798602842696	9.17679508580941	11.2206552026911	7.63026612485498	2.42476786317118	32.5495690412335	5.53	UP_pEhEx_DOWN_CmasM
EHI_080890A	338.079577415217	0.11786783265229	0.402963777942231	0.292502301954266	0.769902600100553	0.944675382956199	292	386	327	337	361	346	378.129800751681	442.780362890304	244.610283418667	257.139968407613	437.670599302397	268.146449720638	5.53	DOWN_pEhEx_UP_CmasM
EHI_084690A	99.3058034081725	0.116409789450644	0.39866030018318	0.292002462741224	0.7702847409984	0.944675382956199	91	77	138	112	75	142	117.841821467133	88.3266527009156	103.230027864759	85.4589805983757	90.9287948689191	110.048542948932	5.53	DOWN_pEhEx_UP_CmasM
EHI_086550A	36.5146398390031	-0.225201961509485	0.768198321438103	-0.293156018732111	0.769402899875482	0.944675382956199	16	25	60	53	60	15	20.7194411370784	28.6774846431544	44.8826208107646	40.4404104617314	72.7430358951353	11.6248460861548	5.53	UP_pEhEx_DOWN_CmasM
EHI_092530A	119.931412840133	0.113102473488798	0.380592925538975	0.297174397891469	0.766333366944735	0.944675382956199	103	123	129	197	99	101	133.381402319942	141.09322444432	96.4976347431438	150.316242659643	120.026009226973	78.2739636467758	5.53	DOWN_pEhEx_UP_CmasM
EHI_093800A	30.4393029972348	0.169890382207221	0.58019325882022	0.292816884071836	0.7696621220133	0.944675382956199	15	25	68	38	24	33	19.424476066011	28.6774846431544	50.8669702521998	28.9950112744489	29.0972143580541	25.5746613895406	5.53	DOWN_pEhEx_UP_CmasM
EHI_096250A	95.2686681837172	0.123420072186929	0.415742160640027	0.296866865744205	0.766568153691512	0.944675382956199	95	70	127	121	70	124	123.021681751403	80.2969570008324	95.001547382785	92.3262201107452	84.8668752109911	96.0987276455465	5.53	DOWN_pEhEx_UP_CmasM
EHI_099240A	77.0833820661558	-0.171095879331647	0.557420715509337	-0.306942089827626	0.758887451335792	0.944675382956199	59	41	98	74	32	220	76.4029391929767	47.0310748147732	73.3082806575821	56.4639693239268	38.7962858107388	170.497742596937	5.53	UP_pEhEx_DOWN_CmasM
EHI_103270A	393.469419802493	-0.109892787583268	0.364919787249825	-0.301142309688005	0.763305979100131	0.944675382956199	265	339	531	523	415	425	343.165743832861	388.866691761174	397.211194175266	399.062918329915	503.139331608019	329.37063910772	5.53	UP_pEhEx_DOWN_CmasM
EHI_105170A	27.9070502905888	0.22410943819291	0.757766064561311	0.295750164429246	0.767420884227369	0.944675382956199	28	12	42	27	6	75	36.2590219898872	13.7651926287141	31.4178345675352	20.6017185371084	7.27430358951353	58.1242304307741	5.53	DOWN_pEhEx_UP_CmasM
EHI_107300A	91.3029749784472	0.238784554942825	0.814023295333574	0.2933387242253	0.769263257154842	0.944675382956199	123	81	47	106	19	202	159.28070374129	92.9150502438203	35.1580529684322	80.8808209234627	23.0352947001262	156.547927293552	5.53	DOWN_pEhEx_UP_CmasM
EHI_108500A	42916.2121855874	-0.113012327433607	0.380926585946702	-0.296677448103922	0.766712776076434	0.944675382956199	32351	33523	53592	41958	31408	86410	41893.4150141015	38454.2127076986	40089.1569081749	32015.0706066665	38078.5545232401	66966.8633536425	5.53	UP_pEhEx_DOWN_CmasM
EHI_110490A	28.563053562014	0.179406600379674	0.589750512822468	0.304207620814195	0.760969719245268	0.944675382956199	22	22	49	50	20	24	28.4892315634828	25.2361864859759	36.6541403287911	38.1513306242749	24.2476786317118	18.5997537378477	5.53	DOWN_pEhEx_UP_CmasM
EHI_110670A	117.619009029445	0.114139187667716	0.38130513481952	0.299338186782459	0.764682020697102	0.944675382956199	95	105	164	149	77	171	123.021681751403	120.445435501249	122.679163549423	113.690965260339	93.3535627320903	132.523245382165	5.53	DOWN_pEhEx_UP_CmasM
EHI_111050A	1796.2661266213	-0.168978610260304	0.562203966992194	-0.300564599649383	0.763746529261952	0.944675382956199	809	1571	2702	2574	2529	1131	1047.62674249353	1802.09313497582	2021.21402384476	1964.03050053767	3066.11896297995	876.513394896074	5.53	UP_pEhEx_DOWN_CmasM
EHI_111200A	18.3846257756669	0.222670726033207	0.735768136198005	0.302637087797566	0.762166447111566	0.944675382956199	18	9	28	11	9	47	23.3093712792132	10.3238944715356	20.9452230450235	8.39329273734047	10.9114553842703	36.4245177366184	5.53	DOWN_pEhEx_UP_CmasM
EHI_111740A	17.0025452195025	0.183945682456284	0.617756051554196	0.297764274414633	0.765883083229053	0.944675382956199	17	15	20	20	16	17	22.0144062081458	17.2064907858927	14.9608736035882	15.26053224971	19.3981429053694	13.1748255643088	5.53	DOWN_pEhEx_UP_CmasM
EHI_117670A	30.8957676522841	0.155489122536504	0.523985503804525	0.296743175922878	0.766662591265874	0.944675382956199	24	35	33	52	27	22	31.0791617056176	40.1484785004162	24.6854414459205	39.6773838492459	32.7343661528109	17.0497742596937	5.53	DOWN_pEhEx_UP_CmasM
EHI_117900A	39.8028457731901	0.193116895301592	0.632971471208534	0.305095733513666	0.760293240557058	0.944675382956199	41	43	32	96	17	24	53.0935679137634	49.3252735862256	23.9373977657411	73.2505547986078	20.610526836955	18.5997537378477	5.53	DOWN_pEhEx_UP_CmasM
EHI_118630A	24.5350313717132	0.183972905724794	0.616418890740239	0.298454360319598	0.76535640481803	0.944675382956199	23	26	25	28	13	41	29.7841966345502	29.8245840288806	18.7010920044852	21.3647451495939	15.7609911106126	31.7745793021565	5.53	DOWN_pEhEx_UP_CmasM
EHI_127000A	9.45735154169	0.230650865062369	0.779334280180167	0.295958834261784	0.767261519261046	0.944675382956199	11	8	10	11	8	10	14.2446157817414	9.17679508580941	7.48043680179409	8.39329273734047	9.6990714526847	7.74989739076988	5.53	DOWN_pEhEx_UP_CmasM
EHI_127200A	11252.2704765774	-0.108007859208908	0.361516480509887	-0.298763306880429	0.76512064976724	0.944675382956199	8895	8519	14441	11282	9285	20071	11518.7143071445	9772.1396670013	10802.4987854709	8608.46624206138	11256.9848047722	15554.8190530142	5.53	UP_pEhEx_DOWN_CmasM
EHI_130060A	27.0984627705608	0.192625254385943	0.629161315181202	0.306161948832576	0.759481342584926	0.944675382956199	14	29	46	27	31	24	18.1295109949436	33.2658821860591	34.4100092882528	20.6017185371084	37.5839018791532	18.5997537378477	5.53	DOWN_pEhEx_UP_CmasM
EHI_133970A	94.7004784547861	-0.208720037560387	0.698037253576097	-0.29900988305581	0.764932504752521	0.944675382956199	50	25	108	39	23	434	64.74825355337	28.6774846431544	80.7887174593762	29.7580378869344	27.8848304264685	336.345546759413	5.53	UP_pEhEx_DOWN_CmasM
EHI_136480A	15.1886087654727	-0.215172656663745	0.702431889509785	-0.306325296270234	0.759356980727633	0.944675382956199	7	18	15	25	18	12	9.06475549747181	20.6477889430712	11.2206552026911	19.0756653121374	21.8229107685406	9.29987686892386	5.53	UP_pEhEx_DOWN_CmasM
EHI_140350A	1703.02828568915	-0.0982373948015297	0.334936499240568	-0.293301551262022	0.769291668029976	0.944675382956199	1434	1447	1903	2238	1339	2512	1856.97991191065	1659.85281114578	1423.52712338142	1707.65355874254	1623.3820843931	1946.77422456139	5.53	UP_pEhEx_DOWN_CmasM
EHI_142930A	80.0551778134853	-0.201889466117499	0.693460385512352	-0.291133380269929	0.770949311331752	0.944675382956199	42	18	105	35	18	359	54.3885329848308	20.6477889430712	78.544586418838	26.7059314369924	21.8229107685406	278.221316328639	5.53	UP_pEhEx_DOWN_CmasM
EHI_148050A	284.140955492791	0.101528289872852	0.341181673256568	0.297578380760515	0.766024977086391	0.944675382956199	278	261	301	420	232	282	360.000289756737	299.392939674532	225.161147734002	320.471177243909	281.273072127856	218.547106419711	5.53	DOWN_pEhEx_UP_CmasM
EHI_148840A	20.1207481422503	0.179439547093798	0.585891125793395	0.306267733362246	0.759400804581214	0.944675382956199	15	21	27	30	16	19	19.424476066011	24.0890871002497	20.1971793648441	22.8907983745649	19.3981429053694	14.7248050424628	5.53	DOWN_pEhEx_UP_CmasM
EHI_151260A	102.907547022438	0.179467302358812	0.588759265945132	0.304822892376419	0.760501045167268	0.944675382956199	60	99	154	167	122	46	77.6979042640441	113.562839186891	115.198726747629	127.425444285078	147.910839653442	35.6495279975415	5.53	DOWN_pEhEx_UP_CmasM
EHI_151480A	151.736505533926	-0.154220558080086	0.519138029534029	-0.297070430803368	0.7664127386677	0.944675382956199	145	88	164	147	96	349	187.769935304773	100.944745943904	122.679163549423	112.164912035368	116.388857432216	270.471418937869	5.53	UP_pEhEx_DOWN_CmasM
EHI_152070A	7.6024793853394	0.281139510467996	0.944034093212696	0.297806522549662	0.765850836042944	0.944675382956199	8	8	8	13	2	10	10.3597205685392	9.17679508580941	5.98434944143528	9.91934596231147	2.42476786317118	7.74989739076988	5.53	DOWN_pEhEx_UP_CmasM
EHI_153230A	8.30098202117416	0.26649922012309	0.905811618251482	0.29421042383793	0.768597115893687	0.944675382956199	10	5	11	10	3	15	12.949650710674	5.73549692863088	8.2284804819735	7.63026612485498	3.63715179475676	11.6248460861548	5.53	DOWN_pEhEx_UP_CmasM
EHI_163690A	3247.68648589442	0.149842489200679	0.495342483271102	0.302502802124221	0.762268797671432	0.944675382956199	3338	2271	3753	2860	1760	7013	4322.59340722298	2605.06270498415	2807.40793171332	2182.25611170852	2133.79571959063	5435.00304014692	5.53	DOWN_pEhEx_UP_CmasM
EHI_169650A	22.6545412865872	0.187729195546587	0.642143565184791	0.292347701860975	0.77002079018283	0.944675382956199	10	6	69	12	6	62	12.949650710674	6.88259631435706	51.6150139323793	9.15631934982597	7.27430358951353	48.0493638227733	5.53	DOWN_pEhEx_UP_CmasM
EHI_169840A	457.382124947718	-0.108750202986299	0.372618773108227	-0.291853794909879	0.770398412432253	0.944675382956199	361	344	585	478	348	849	467.482390655332	394.602188689805	437.605552904955	364.726720768068	421.909608191785	657.966288476363	5.53	UP_pEhEx_DOWN_CmasM
