logFC	AveExpr	t	P.Value	adj.P.Val	B	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	EhMyb10_1	EhMyb10_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_159900A	0.93362645087227	1.30980908433854	2.00217491622673	0.090938984970694	0.495013549113058	-4.54298762854377	25	28	26	8	3.28970492637671	3.64522554723541	2.44441352562537	1.14610132574272	50.5	DOWN_pEhEx_UP_EhMyb10
EHI_164920A	-0.933582214916294	1.26417939976248	-2.01111072382914	0.0898078819829125	0.495013549113058	-4.51294919441198	18	9	33	24	2.36858754699123	1.17167964018281	3.10252485944759	3.43830397722817	50.5	UP_pEhEx_DOWN_EhMyb10
EHI_166390A	-0.625188248914848	3.63992440576807	-2.01903110581686	0.0888171644356938	0.495013549113058	-4.75766332656862	66	88	173	102	8.68482100563451	11.4564231484542	16.2647515358919	14.6127919032197	50.5	UP_pEhEx_DOWN_EhMyb10
EHI_169210A	0.600341141489914	4.35936882204144	2.01426686490553	0.0894117696240769	0.495013549113058	-4.78776483432432	211	176	193	106	27.7651095786194	22.9128462969083	18.1450696325268	15.1858425660911	50.5	DOWN_pEhEx_UP_EhMyb10
EHI_183570A	1.13332943544911	1.4801408125751	2.00489047086041	0.09059373872764	0.495013549113058	-4.56207775443554	21	48	26	9	2.76335213815643	6.248958080975	2.44441352562537	1.28936399146056	50.5	DOWN_pEhEx_UP_EhMyb10
EHI_187790A	-0.86970395844879	3.89859529639154	-2.00566447473472	0.0904955763694636	0.495013549113058	-4.78376946310721	123	57	190	158	16.1853482377734	7.42063772115781	17.8630219180316	22.6355011834188	50.5	UP_pEhEx_DOWN_EhMyb10
EHI_194050A	-1.09380422069436	3.11796655894914	-2.01188669797867	0.0897103295273945	0.495013549113058	-4.73073810742753	51	39	81	148	6.71099804980848	5.07727844079218	7.61528829137136	21.2028745262404	50.5	UP_pEhEx_DOWN_EhMyb10
EHI_194730A	1.10996297401988	2.00640721495902	2.00741364765677	0.0902741333097255	0.495013549113058	-4.63616865565918	27	74	31	17	3.55288132048684	9.63381037483645	2.9144930497841	2.43546531720329	50.5	DOWN_pEhEx_UP_EhMyb10
EHI_195110A	9.24675144770434	0.516357372877129	2.00988528342368	0.0899621572614597	0.495013549113058	-4.12447368398579	31	2303	0	0	4.07923410870712	299.819801260113	0	0	50.5	DOWN_pEhEx_UP_EhMyb10
EHI_197440A	0.638207556301267	7.46254719431805	2.00773032575535	0.0902341006344353	0.495013549113058	-4.77730395731221	1459	1938	1670	887	191.987179503345	252.301682519365	157.006561069014	127.073984491724	50.5	DOWN_pEhEx_UP_EhMyb10
EHI_202700A	0.573385287023381	4.85678052291276	2.01466959731232	0.0893613513893213	0.495013549113058	-4.7906284936724	286	254	241	173	37.6342243577495	33.0674031784927	22.6578330644506	24.7844411691864	50.5	DOWN_pEhEx_UP_EhMyb10
EHI_020360A	1.23416226084097	0.94346370818004	1.9953029646183	0.0918185867013363	0.495521173184024	-4.46682646887783	16	33	19	5	2.10541115288109	4.29615868067031	1.78630219180316	0.716313328589202	50.45	DOWN_pEhEx_UP_EhMyb10
EHI_140650A	0.724377768458167	2.48505755397675	1.99386120698005	0.0920042131821902	0.495521173184024	-4.71114976762685	47	64	54	25	6.18464526158821	8.33194410796666	5.07685886091424	3.58156664294601	50.45	DOWN_pEhEx_UP_EhMyb10
EHI_159570A	-0.625462853418902	2.64531854121714	-1.99333450005119	0.0920721208217491	0.495521173184024	-4.72506263948011	40	36	79	56	5.26352788220273	4.68671856073125	7.42725648170787	8.02270928019906	50.45	UP_pEhEx_DOWN_EhMyb10
EHI_159630A	-0.625462853418902	2.64531854121714	-1.99333450005119	0.0920721208217491	0.495521173184024	-4.72506263948011	40	36	79	56	5.26352788220273	4.68671856073125	7.42725648170787	8.02270928019906	50.45	UP_pEhEx_DOWN_EhMyb10
EHI_003900A	-0.774365817719751	1.47450982227413	-1.98563970299787	0.093069964052366	0.500081000268202	-4.59267862059079	13	19	38	25	1.71064656171589	2.4735459070526	3.57260438360631	3.58156664294601	49.99	UP_pEhEx_DOWN_EhMyb10
EHI_013960A	0.808429660336371	1.47052928677804	1.98477569827306	0.0931826824604357	0.500081000268202	-4.5970236792748	26	30	27	11	3.42129312343178	3.90559880060937	2.53842943045712	1.57588932289624	49.99	DOWN_pEhEx_UP_EhMyb10
EHI_065800A	-0.596713562969975	4.48876213529179	-1.98282359844446	0.0934378592493588	0.500081000268202	-4.83076435704006	138	140	255	221	18.1591711935994	18.2261277361771	23.974055732095	31.6610491236427	49.99	UP_pEhEx_DOWN_EhMyb10
EHI_081740A	-0.889184166620528	2.58678108006696	-1.98396445871605	0.0932886418982802	0.500081000268202	-4.72737865888406	50	22	83	59	6.57940985275342	2.86410578711354	7.80332010103485	8.45249727735259	49.99	UP_pEhEx_DOWN_EhMyb10
EHI_096500A	-0.992591992131826	0.46245586469641	-1.98271427435529	0.0934521707298558	0.500081000268202	-4.37778173825155	8	6	19	14	1.05270557644055	0.781119760121874	1.78630219180316	2.00567732004977	49.99	UP_pEhEx_DOWN_EhMyb10
EHI_154450A	-1.00616458305145	8.71672409017768	-1.98160727284398	0.0935972109499805	0.500286686774782	-4.84143750759635	3434	1492	4681	5658	451.873868687105	194.238447016973	440.088450517399	810.580162631541	49.97	UP_pEhEx_DOWN_EhMyb10
EHI_027800A	-0.611949551209543	4.99688224128306	-1.97829627096746	0.0940323711402329	0.501865659277362	-4.83883343557857	183	212	360	320	24.0806400610775	27.5995648576396	33.8457257394282	45.8440530297089	49.81	UP_pEhEx_DOWN_EhMyb10
EHI_080100A	1.60965082268572	0.126787463302853	1.97773381962997	0.0941064948144213	0.501865659277362	-4.31878442588002	9	19	3	9	1.18429377349561	2.4735459070526	0.282047714495235	1.28936399146056	49.81	DOWN_pEhEx_UP_EhMyb10
EHI_010540A	-0.969056314342821	1.03777917696725	-1.97559447381259	0.0943889684048124	0.502013506299921	-4.50804419473139	8	14	25	24	1.05270557644055	1.82261277361771	2.35039762079363	3.43830397722817	49.8	UP_pEhEx_DOWN_EhMyb10
EHI_018610A	0.695770414650285	2.66125839082125	1.97509431834875	0.0944551302072939	0.502013506299921	-4.75316333551559	53	71	61	29	6.97417444391862	9.24325049477551	5.73497019473645	4.15461730581737	49.8	DOWN_pEhEx_UP_EhMyb10
EHI_079990A	0.843001355027137	1.54029690054115	1.97669664481285	0.0942433345668205	0.502013506299921	-4.61795173503883	26	34	29	11	3.42129312343178	4.42634530735729	2.72646124012061	1.57588932289624	49.8	DOWN_pEhEx_UP_EhMyb10
EHI_150970A	0.884523795517901	0.61696872513324	1.96929293989117	0.0952259580466445	0.505537806688804	-4.45588330017913	15	16	12	7	1.97382295582602	2.08298602699167	1.12819085798094	1.00283866002488	49.45	DOWN_pEhEx_UP_EhMyb10
EHI_026360A	-1.05857134823646	2.42097517674682	-1.96734892007585	0.0954856678258571	0.506297529193417	-4.72838275301484	40	19	57	78	5.26352788220273	2.4735459070526	5.35890657540947	11.1744879259916	49.37	UP_pEhEx_DOWN_EhMyb10
EHI_086690A	0.618242976810147	7.21854226036285	1.96499865350703	0.0958005978955367	0.506297529193417	-4.83126869100474	1315	1510	1103	972	173.038479127415	196.581806297338	103.699543029415	139.251311077741	49.37	DOWN_pEhEx_UP_EhMyb10
EHI_178660A	0.660922122109539	3.56139248515291	1.96543018567557	0.0957426957140178	0.506297529193417	-4.82982078550722	110	117	123	52	14.4747016760575	15.2318353223766	11.5639562943047	7.4496586173277	49.37	DOWN_pEhEx_UP_EhMyb10
EHI_200730A	0.628906752133354	3.19572846219449	1.96642401105345	0.0956094794190894	0.506297529193417	-4.80761622558946	74	101	75	53	9.73752658207506	13.1488492953849	7.05119286238088	7.59292128304554	49.37	DOWN_pEhEx_UP_EhMyb10
EHI_026390A	0.759402209827133	1.92829423614243	1.96343622263082	0.0960105355884478	0.506836269422481	-4.69144672114196	30	46	28	22	3.94764591165205	5.98858482760104	2.63244533528886	3.15177864579249	49.32	DOWN_pEhEx_UP_EhMyb10
EHI_107280A	-1.02214394296359	1.14168760545485	-1.95995050223602	0.0964805605147217	0.508745247747853	-4.54882297852192	7	18	31	23	0.921117379385478	2.34335928036562	2.9144930497841	3.29504131151033	49.13	UP_pEhEx_DOWN_EhMyb10
EHI_007940A	-1.61208057248702	5.63635957131115	-1.95584895566507	0.0970365767745193	0.509729689658822	-4.85845679875869	546	86	884	634	71.8471555920673	11.1960498950802	83.1100598712627	90.8285300651108	49.03	UP_pEhEx_DOWN_EhMyb10
EHI_009540A	0.605013770992055	3.7490092953312	1.95474388431079	0.0971869308403306	0.509729689658822	-4.85294467798916	145	110	121	72	19.0802885729849	14.3205289355677	11.3759244846412	10.3149119316845	49.03	DOWN_pEhEx_UP_EhMyb10
EHI_040400A	-1.13552084070985	5.12665253078982	-1.95678474151534	0.0969094374513376	0.509729689658822	-4.86408964522903	320	101	446	444	42.1082230576219	13.1488492953849	41.9310935549583	63.6086235787212	49.03	UP_pEhEx_DOWN_EhMyb10
EHI_051460A	0.919483037607999	0.541302176951557	1.95603982502915	0.0970106310113464	0.509729689658822	-4.4538381284764	14	16	12	6	1.84223475877096	2.08298602699167	1.12819085798094	0.859575994307043	49.03	DOWN_pEhEx_UP_EhMyb10
EHI_096730A	0.864333317667733	3.65586548812747	1.95218361211656	0.0975361733035632	0.509729689658822	-4.85038103430531	86	195	103	62	11.3165849467359	25.3863922039609	9.68363819766975	8.88228527450611	49.03	DOWN_pEhEx_UP_EhMyb10
EHI_113910A	-0.883947195659995	3.33924914569634	-1.95406367073106	0.0972795954007625	0.509729689658822	-4.8264946637918	84	38	171	81	11.0534085526257	4.9470918141052	16.0767197262284	11.6042759231451	49.03	UP_pEhEx_DOWN_EhMyb10
EHI_153620A	0.864333317667733	3.65586548812747	1.95218361211656	0.0975361733035632	0.509729689658822	-4.85038103430531	86	195	103	62	11.3165849467359	25.3863922039609	9.68363819766975	8.88228527450611	49.03	DOWN_pEhEx_UP_EhMyb10
EHI_192390A	1.01203741230657	1.14499087992619	1.9537110871529	0.0973276621616547	0.509729689658822	-4.57410574586804	31	19	22	7	4.07923410870712	2.4735459070526	2.06834990629839	1.00283866002488	49.03	DOWN_pEhEx_UP_EhMyb10
EHI_011410A	-0.671191457022339	6.31377591836331	-1.94858690523208	0.0980289158102854	0.511734929808309	-4.86064400541161	603	384	1015	736	79.3476828242062	49.9916646478	95.4261434042213	105.441321968331	48.83	UP_pEhEx_DOWN_EhMyb10
EHI_009940A	-1.15705089372506	2.98980141562162	-1.94626540699639	0.0983482781038257	0.512436192480449	-4.8087791306543	48	33	72	146	6.31623345864328	4.29615868067031	6.76914514788565	20.9163491948047	48.76	UP_pEhEx_DOWN_EhMyb10
EHI_092430A	-1.91415317132148	9.39086628654004	-1.94602337057065	0.098381634226483	0.512436192480449	-4.90155629845894	8394	830	11807	10693	1104.55132608024	108.054900150193	1110.04578834841	1531.90768452087	48.76	UP_pEhEx_DOWN_EhMyb10
EHI_021360A	0.584052797973129	9.75535622476154	1.94380265208323	0.0986882097314363	0.513015123687625	-4.91357978502401	8119	8035	6385	5804	1068.3645718901	1046.04954542988	600.291552350693	831.496511826346	48.7	DOWN_pEhEx_UP_EhMyb10
EHI_052840A	0.674880460559595	2.2628238792473	1.9436348640086	0.0987114120370606	0.513015123687625	-4.75747339412022	46	45	34	31	6.05305706453314	5.85839820091406	3.19654076427933	4.44114263725305	48.7	DOWN_pEhEx_UP_EhMyb10
EHI_015360A	1.22025289827591	1.11697648147479	1.93503124235767	0.0999084830832873	0.513157630997882	-4.57980924960671	19	36	24	5	2.5001757440463	4.68671856073125	2.25638171596188	0.716313328589202	48.68	DOWN_pEhEx_UP_EhMyb10
EHI_016130A	0.581887771846881	7.66056051924289	1.93755427627783	0.0995559442638166	0.513157630997882	-4.87682814343574	1705	2099	1889	1073	224.357875978892	273.261729415969	177.596044227167	153.720840315243	48.68	DOWN_pEhEx_UP_EhMyb10
EHI_021560A	0.560245872786576	6.27714790421254	1.94134251448473	0.0990289524422609	0.513157630997882	-4.86951028207952	689	751	644	469	90.6642677709421	97.7701566419213	60.5462427116439	67.1901902216672	48.68	DOWN_pEhEx_UP_EhMyb10
EHI_023310A	0.632616960895307	2.42890300410933	1.94241080622645	0.0988808439386953	0.513157630997882	-4.77609811991158	55	47	48	28	7.23735083802876	6.11877145428802	4.51276343192377	4.01135464009953	48.68	DOWN_pEhEx_UP_EhMyb10
EHI_039040A	-0.620259238507699	2.61991534618291	-1.93351095857001	0.100121510965748	0.513157630997882	-4.80358926697069	39	36	88	48	5.13193968514766	4.68671856073125	8.27339962519357	6.87660795445634	48.68	UP_pEhEx_DOWN_EhMyb10
EHI_067520A	-1.62079965380862	7.88886474444756	-1.93343965192712	0.100131513844941	0.513157630997882	-4.8889748818388	2674	397	3611	3562	351.866838925253	51.6840907947307	339.491432347432	510.301615286948	48.68	UP_pEhEx_DOWN_EhMyb10
EHI_078560A	0.910815928594042	1.10147397776663	1.93372949953475	0.100090860302563	0.513157630997882	-4.59792468091683	18	28	20	8	2.36858754699123	3.64522554723541	1.8803180966349	1.14610132574272	48.68	DOWN_pEhEx_UP_EhMyb10
EHI_115510A	0.682695767222943	5.72352393281477	1.936959839814	0.0996388917502099	0.513157630997882	-4.88724451016888	430	606	542	238	56.5829247336794	78.8930957723093	50.9566204188059	34.096514440846	48.68	DOWN_pEhEx_UP_EhMyb10
EHI_129330A	-0.6605315159076	2.30710724068302	-1.93323433123863	0.100160321754541	0.513157630997882	-4.77046925802357	28	31	58	49	3.68446951754191	4.03578542729635	5.45292248024122	7.01987062017418	48.68	UP_pEhEx_DOWN_EhMyb10
EHI_143550A	0.589667766278359	4.74771182941867	1.93843473485796	0.099433212030805	0.513157630997882	-4.89409401003244	291	217	230	154	38.2921653430249	28.2504979910745	21.6236581113014	22.0624505205474	48.68	DOWN_pEhEx_UP_EhMyb10
EHI_162560A	-0.694687558030148	1.86599035423775	-1.93692374930471	0.0996439300306594	0.513157630997882	-4.71402177485284	22	21	55	28	2.8949403352115	2.73391916042656	5.17087476574598	4.01135464009953	48.68	UP_pEhEx_DOWN_EhMyb10
EHI_169580A	-0.588721310915993	4.37562853073311	-1.93591391968883	0.0997850066982983	0.513157630997882	-4.89318905589958	136	122	236	203	17.8959947994893	15.8827684558114	22.1877535402919	29.0823211407216	48.68	UP_pEhEx_DOWN_EhMyb10
EHI_191770A	0.601650741915542	9.95314273574896	1.94065554123916	0.0991243118300522	0.513157630997882	-4.92102750940452	7826	11130	9274	5179	1029.80923015296	1448.97715502608	871.903501409604	741.957345752696	48.68	DOWN_pEhEx_UP_EhMyb10
EHI_016110A	-0.972113761565408	1.15785075322855	-1.92988788664519	0.100631018731019	0.514106504827299	-4.59287453894299	11	12	24	30	1.44747016760575	1.56223952024375	2.25638171596188	4.29787997153521	48.59	UP_pEhEx_DOWN_EhMyb10
EHI_150550A	-1.26540135709559	0.416330241184794	-1.92967380062378	0.100661206187154	0.514106504827299	-4.41842348922861	5	7	15	21	0.657940985275342	0.911306386808854	1.41023857247618	3.00851598007465	48.59	UP_pEhEx_DOWN_EhMyb10
EHI_198770A	0.661493083362104	5.05712360403081	1.92958188522036	0.100674169600743	0.514106504827299	-4.90562554375459	301	339	357	145	39.6080473135756	44.1332664468859	33.563678024933	20.7730865290869	48.59	DOWN_pEhEx_UP_EhMyb10
EHI_000740A	0.651554164183145	3.85538421316564	1.90999856505013	0.103474423955935	0.514727339318122	-4.91685844945463	109	175	124	79	14.3431134790024	22.7826596702213	11.6579721991364	11.3177505917094	48.53	DOWN_pEhEx_UP_EhMyb10
EHI_010560A	-0.644999045388037	2.84855946392554	-1.91817663381871	0.102295712000562	0.514727339318122	-4.84388262126998	47	40	82	73	6.18464526158821	5.20746506747916	7.7093041962031	10.4581745974024	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_010950A	-0.991470810800938	0.378283002806634	-1.92157655603936	0.101809622891522	0.514727339318122	-4.43767807512113	7	6	17	14	0.921117379385478	0.781119760121874	1.59827038213967	2.00567732004977	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_015220A	0.847055957513755	1.20247893047928	1.91857096401373	0.102239216018489	0.514727339318122	-4.64142037543405	18	29	16	13	2.36858754699123	3.77541217392239	1.50425447730792	1.86241465433193	48.53	DOWN_pEhEx_UP_EhMyb10
EHI_024680A	-0.557436433317556	5.13348145457707	-1.91487970824844	0.10276928351832	0.514727339318122	-4.92442948134607	233	209	414	324	30.6600499138309	27.2090049775786	38.9225846003425	46.4171036925803	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_025090A	0.876069487038643	4.25102822906732	1.90980495837457	0.103502491871671	0.514727339318122	-4.92610574613324	198	197	232	62	26.0544630169035	25.6467654573349	21.8116899209649	8.88228527450611	48.53	DOWN_pEhEx_UP_EhMyb10
EHI_028880A	-1.10986852746578	5.94082825649265	-1.91996542506883	0.102039679761662	0.514727339318122	-4.90525091412679	577	176	1057	572	75.9263897007744	22.9128462969083	99.3748114071546	81.9462447906047	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_053190A	0.523082600319591	9.31176888401145	1.91057309073242	0.103391177308399	0.514727339318122	-4.95103091023457	5853	5784	5402	3864	770.185717363315	752.999448757487	507.873917901087	553.566940333735	48.53	DOWN_pEhEx_UP_EhMyb10
EHI_067970A	0.747883545085583	2.14226514141275	1.92284738420625	0.101628523337906	0.514727339318122	-4.77091933559916	35	54	41	20	4.60558689692739	7.03007784109687	3.85465209810155	2.86525331435681	48.53	DOWN_pEhEx_UP_EhMyb10
EHI_081690A	-1.01012656943478	4.64254782547057	-1.9072969146015	0.103866778251494	0.514727339318122	-4.93190384827553	230	78	348	267	30.2652853226657	10.1545568815844	32.7175348814473	38.2511317466634	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_084990A	-0.991470810800938	0.378283002806634	-1.92157655603936	0.101809622891522	0.514727339318122	-4.43767807512113	7	6	17	14	0.921117379385478	0.781119760121874	1.59827038213967	2.00567732004977	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_095030A	0.564532130362255	4.66588639403384	1.90874774286491	0.103655894230412	0.514727339318122	-4.93409811164654	232	239	251	128	30.5284617167759	31.114603778188	23.597992112768	18.3376212118836	48.53	DOWN_pEhEx_UP_EhMyb10
EHI_100490A	-0.717175027637459	2.5713147110589	-1.9123805554804	0.103129716831539	0.514727339318122	-4.8252767114788	45	27	76	56	5.92146886747808	3.51503892054844	7.14520876721263	8.02270928019906	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_103650A	-0.762080779543882	2.18021310914125	-1.92214379651212	0.101728748495052	0.514727339318122	-4.76972249578643	23	30	78	32	3.02652853226657	3.90559880060937	7.33324057687612	4.58440530297089	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_106290A	1.06494862432178	0.286874314302249	1.9076892834228	0.103809703710715	0.514727339318122	-4.45328640844922	10	17	9	5	1.31588197055068	2.21317265367864	0.846143143485706	0.716313328589202	48.53	DOWN_pEhEx_UP_EhMyb10
EHI_118910A	-1.43330599794782	3.24828275779856	-1.9126089934711	0.10309671880639	0.514727339318122	-4.8675225159494	105	18	151	119	13.8167606907822	2.34335928036562	14.1964016295935	17.048257220423	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_131360A	-0.692424580269034	5.16827446905688	-1.9133214788824	0.102993867299622	0.514727339318122	-4.92570781352794	162	287	476	325	21.3172879229211	37.363561859163	44.7515706999107	46.5603663582981	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_134720A	-1.11761125654536	7.60084544542401	-1.91874404852659	0.102214427888366	0.514727339318122	-4.90281260792363	1847	547	2663	2284	243.043399960711	71.2120847977776	250.364354566937	327.211928499548	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_135120A	0.585223570006232	3.60338465654271	1.911765051154	0.103218679193091	0.514727339318122	-4.90501869385682	103	125	116	62	13.553584296672	16.2733283358724	10.9058449604824	8.88228527450611	48.53	DOWN_pEhEx_UP_EhMyb10
EHI_139030A	-0.573529359965486	3.06825821288295	-1.91621875158432	0.102576680113136	0.514727339318122	-4.86384890436657	53	51	104	74	6.97417444391862	6.63951796103593	9.77765410250149	10.6014372631202	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_142160A	-1.68014863490183	0.469307997513916	-1.90733643168633	0.103861028625277	0.514727339318122	-4.43242254731761	13	2	18	25	1.71064656171589	0.260373253373958	1.69228628697141	3.58156664294601	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_143560A	-1.01727065542506	1.10057778905946	-1.92166349344837	0.101797223620494	0.514727339318122	-4.59003335613529	17	7	28	24	2.23699934993616	0.911306386808854	2.63244533528886	3.43830397722817	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_146150A	0.552139116538652	4.13711742729129	1.91038310719282	0.103418697842147	0.514727339318122	-4.92439064244878	148	178	157	99	19.4750531641501	23.1732195502823	14.760497058584	14.1830039060662	48.53	DOWN_pEhEx_UP_EhMyb10
EHI_151480A	0.567682732382753	4.07524581184073	1.91285423690986	0.103061304921835	0.514727339318122	-4.9195073362196	138	177	147	96	18.1591711935994	23.0430329235953	13.8203380102665	13.7532159089127	48.53	DOWN_pEhEx_UP_EhMyb10
EHI_162210A	-1.05139514924715	0.807999674522057	-1.91073264133642	0.10336807084348	0.514727339318122	-4.54230048920165	8	10	36	12	1.05270557644055	1.30186626686979	3.38457257394282	1.71915198861409	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_167150A	-0.785132388582779	1.33825241122982	-1.91613011622518	0.102589418001805	0.514727339318122	-4.66115799510847	12	17	39	20	1.57905836466082	2.21317265367864	3.66662028843806	2.86525331435681	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_177420A	0.711675769312842	4.17011440726833	1.91157739868913	0.10324581686929	0.514727339318122	-4.92291158445502	137	224	125	117	18.0275829965444	29.1618043778833	11.7519881039681	16.7617318889873	48.53	DOWN_pEhEx_UP_EhMyb10
EHI_193350A	-1.1188758468731	5.64451152781892	-1.91993094155332	0.102044609395626	0.514727339318122	-4.90933455067422	371	182	469	852	48.8192211074304	23.6939660570302	44.0934593660885	122.0597911916	48.53	UP_pEhEx_DOWN_EhMyb10
EHI_023450A	-0.826871115060617	1.40681730862078	-1.90297183445271	0.104497982758393	0.515841597147517	-4.68984909138699	17	13	46	19	2.23699934993616	1.69242614693073	4.32473162226028	2.72199064863897	48.42	UP_pEhEx_DOWN_EhMyb10
EHI_039020A	-2.44329775997529	4.8673148261942	-1.90270995632376	0.104536323636516	0.515841597147517	-4.92130402219151	286	32	248	1359	37.6342243577495	4.16597205398333	23.3159443982728	194.693962710545	48.42	UP_pEhEx_DOWN_EhMyb10
EHI_106360A	-0.848145426420834	0.945645809338997	-1.90251075353359	0.104565497751365	0.515841597147517	-4.5912486279816	9	12	24	20	1.18429377349561	1.56223952024375	2.25638171596188	2.86525331435681	48.42	UP_pEhEx_DOWN_EhMyb10
EHI_109860A	0.677883196510886	3.97882727251495	1.90199404010621	0.104641210416458	0.515841597147517	-4.93103033199444	126	184	160	71	16.5801128289386	23.9543393104042	15.0425447730792	10.1716492659667	48.42	DOWN_pEhEx_UP_EhMyb10
EHI_175460A	0.519115923874164	10.7065664555551	1.9027067258029	0.10453679669578	0.515841597147517	-4.98445310755881	14034	16646	15002	9642	1846.70875747083	2167.08658783145	1410.42660428584	1381.33862285142	48.42	DOWN_pEhEx_UP_EhMyb10
EHI_122780A	0.539554149365394	7.83819075010207	1.9004925314919	0.104861531963674	0.516385277550391	-4.93116540787652	2189	2029	2025	1320	288.046563353545	264.148665547881	190.382207284284	189.106718747549	48.36	DOWN_pEhEx_UP_EhMyb10
EHI_004350A	-0.686911748051725	2.81872419668208	-1.89587474703265	0.105542008755557	0.516982677828543	-4.8709027154507	50	35	81	73	6.57940985275342	4.55653193404427	7.61528829137136	10.4581745974024	48.3	UP_pEhEx_DOWN_EhMyb10
EHI_025230A	-1.49606623065108	6.21625749067049	-1.89444241207053	0.105753967763776	0.516982677828543	-4.93800958903971	796	143	1089	1063	104.744204855834	18.616687616238	102.38332036177	152.288213658064	48.3	UP_pEhEx_DOWN_EhMyb10
EHI_038560A	-0.827095760875812	2.51690948675335	-1.89672227688292	0.105416788840832	0.516982677828543	-4.83848483401748	45	23	68	63	5.92146886747808	2.99429241380052	6.39308152855867	9.02554794022395	48.3	UP_pEhEx_DOWN_EhMyb10
EHI_079300A	1.60516070508214	0.793288361703519	1.89514345440497	0.105650173724632	0.516982677828543	-4.53187823697353	18	34	24	2	2.36858754699123	4.42634530735729	2.25638171596188	0.286525331435681	48.3	DOWN_pEhEx_UP_EhMyb10
EHI_105860A	1.2500079860124	1.77638267418758	1.89784078662306	0.105251758393474	0.516982677828543	-4.74686060154071	25	67	36	9	3.28970492637671	8.7225039880276	3.38457257394282	1.28936399146056	48.3	DOWN_pEhEx_UP_EhMyb10
EHI_117690A	2.34937745494606	-0.394176346258825	1.89720162186466	0.105346032459258	0.516982677828543	-4.26745526848866	20	10	13	0	2.63176394110137	1.30186626686979	1.22220676281269	0	48.3	DOWN_pEhEx_UP_EhMyb10
EHI_160740A	-1.49606623065108	6.21625749067049	-1.89444241207053	0.105753967763776	0.516982677828543	-4.93800958903971	796	143	1089	1063	104.744204855834	18.616687616238	102.38332036177	152.288213658064	48.3	UP_pEhEx_DOWN_EhMyb10
EHI_010290A	0.566667596004722	4.38303111583996	1.87676084654463	0.108405571008763	0.519978978951011	-4.97469131566195	168	223	190	114	22.1068171052515	29.0316177511963	17.8630219180316	16.3319438918338	48	DOWN_pEhEx_UP_EhMyb10
EHI_035170A	-0.974060261733066	2.08470005995747	-1.8818767367139	0.107631662571306	0.519978978951011	-4.80775375299469	36	14	52	50	4.73717509398246	1.82261277361771	4.88882705125075	7.16313328589202	48	UP_pEhEx_DOWN_EhMyb10
EHI_039060A	-0.575231233068481	3.04260858699283	-1.87796808564168	0.10822244967024	0.519978978951011	-4.91336606954339	52	50	98	76	6.84258624686355	6.50933133434895	9.21355867351102	10.8879625945559	48	UP_pEhEx_DOWN_EhMyb10
EHI_040810A	-0.758306734195959	1.08661019203642	-1.88712559639399	0.106843332952167	0.519978978951011	-4.64879619979085	12	12	30	18	1.57905836466082	1.56223952024375	2.82047714495235	2.57872798292113	48	UP_pEhEx_DOWN_EhMyb10
EHI_060980A	0.543556369519777	4.36265016404387	1.87960857454607	0.107974101635654	0.519978978951011	-4.97060577075231	174	206	191	112	22.8963462875819	26.8184450975177	17.9570378228633	16.0454185603981	48	DOWN_pEhEx_UP_EhMyb10
EHI_063140A	-2.41925696253562	-0.558870575247607	-1.88521115629277	0.107130198184596	0.519978978951011	-4.2465872498246	9	0	12	15	1.18429377349561	0	1.12819085798094	2.14893998576761	48	UP_pEhEx_DOWN_EhMyb10
EHI_068580A	1.55772845771354	0.401671381690581	1.87632295358486	0.108472069122745	0.519978978951011	-4.4932875087696	9	32	9	4	1.18429377349561	4.16597205398333	0.846143143485706	0.573050662871362	48	DOWN_pEhEx_UP_EhMyb10
EHI_096410A	-0.630183161273963	2.19253669382316	-1.87746266852878	0.108299077065494	0.519978978951011	-4.83244196477797	28	27	55	43	3.68446951754191	3.51503892054844	5.17087476574598	6.16029462586714	48	UP_pEhEx_DOWN_EhMyb10
EHI_110970A	-0.997469938658492	5.2801901775282	-1.87991969635583	0.107927065729897	0.519978978951011	-4.96812765729624	360	122	577	387	47.3717509398246	15.8827684558114	54.2471770879169	55.4426516328042	48	UP_pEhEx_DOWN_EhMyb10
