logFC	AveExpr	t	P.Value	adj.P.Val	B	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_165290A	0.225203105114977	1.86657116684594	0.471545517519323	0.652675800200636	0.999154291130592	-4.60937620209477	32	30	35	19	5.06878752631331	3.02202229135027	3.58688156579437	2.9943584838142	0.08	DOWN_pEhEx_UP_UmasM
EHI_165300A	0.612490892185342	0.114314056475489	0.78146256461507	0.462055466992821	0.999154291130592	-4.59853274433436	5	20	13	3	0.791998050986455	2.01468152756685	1.33227029586648	0.472793444812769	0.08	DOWN_pEhEx_UP_UmasM
EHI_165330A	0.264107944381168	-0.239305711700241	0.222014204287208	0.831119896457494	0.999154291130592	-4.60237473744151	1	25	5	9	0.158399610197291	2.51835190945856	0.512411652256339	1.41838033443831	0.08	DOWN_pEhEx_UP_UmasM
EHI_165350A	-0.429482378051355	10.6178478623392	-0.894168569967081	0.403143881565886	0.999154291130592	-4.59827010747004	7319	15825	15793	12933	1159.32674703397	1594.11675868727	1618.50344481687	2038.21254058785	0.08	UP_pEhEx_DOWN_UmasM
EHI_165770A	-0.723971780205372	3.42410032689729	-1.14656065477671	0.292036103202893	0.999154291130592	-4.58967332532952	27	154	132	91	4.27678947532686	15.5130477622647	13.5276676195674	14.3414011593206	0.08	UP_pEhEx_DOWN_UmasM
EHI_165780A	-0.45824016594266	2.11334837024569	-0.836832175564316	0.432390231610313	0.999154291130592	-4.60065102675806	15	53	40	40	2.37599415295936	5.33890604805215	4.09929321805071	6.30391259750358	0.08	UP_pEhEx_DOWN_UmasM
EHI_165790A	-0.0203252940305803	4.31799050602914	-0.0453469313324792	0.96519304068508	0.999154291130592	-4.61924035792654	170	144	195	127	26.9279337335395	14.5057069984813	19.9840544379972	20.0149224970739	0.08	UP_pEhEx_DOWN_UmasM
EHI_165800A	0.293087500807586	3.60313778209923	0.703111721540188	0.506394096511939	0.999154291130592	-4.60636590771935	101	112	120	61	15.9983606299264	11.2822165543743	12.2978796541521	9.61346671119296	0.08	DOWN_pEhEx_UP_UmasM
EHI_165810.mRNA	-0.453618453645831	5.49097787675986	-0.461280270040853	0.659642709540881	0.999154291130592	-4.61372458428876	737	124	627	275	116.740512715403	12.4910254709145	64.2564211929449	43.3393991078371	0.08	UP_pEhEx_DOWN_UmasM
EHI_165820A	-0.187421088958924	6.00525163909782	-0.446009343396361	0.670075127487674	0.999154291130592	-4.61371062224481	470	481	614	474	74.4478167927267	48.4530907379827	62.9241508970784	74.7013642804174	0.08	UP_pEhEx_DOWN_UmasM
EHI_166020A	-0.0855182090328774	1.92646951650023	-0.188254494857159	0.856421971224034	0.999154291130592	-4.61340040190031	27	31	43	21	4.27678947532686	3.12275636772861	4.40674020940452	3.30955411368938	0.08	UP_pEhEx_DOWN_UmasM
EHI_166030A	-0.978580232363788	5.09348708466952	-1.72679778458652	0.131162152087586	0.999154291130592	-4.56310336172573	90	408	435	327	14.2559649177562	41.0995031623637	44.5798137463015	51.5344854845918	0.08	UP_pEhEx_DOWN_UmasM
EHI_166040A	0.471723912266596	2.94362655077676	1.1674431795559	0.284091206131443	0.999154291130592	-4.58908217972963	63	81	66	39	9.97917544242933	8.15946018664573	6.76383380978368	6.14631478256599	0.08	DOWN_pEhEx_UP_UmasM
EHI_166050A	0.299359824824616	3.69759782934509	0.61686932243568	0.55831090195678	0.999154291130592	-4.60910323448743	131	99	124	67	20.7503489358451	9.9726735614559	12.7078089759572	10.5590536008185	0.08	DOWN_pEhEx_UP_UmasM
EHI_166360A	0.663423084503874	2.49487077771251	1.37382379813315	0.215023496755915	0.999154291130592	-4.58151783677581	37	84	57	21	5.86078557729976	8.46166241578076	5.84149283572227	3.30955411368938	0.08	DOWN_pEhEx_UP_UmasM
EHI_166370A	1.18522397811302	2.90613331853021	1.54666238259773	0.169155551004536	0.999154291130592	-4.57389991503611	154	53	60	24	24.3935399703828	5.33890604805215	6.14893982707607	3.78234755850215	0.08	DOWN_pEhEx_UP_UmasM
EHI_166380A	0.157257004182075	0.929540970710864	0.223345117269639	0.83012663957533	0.999154291130592	-4.60920800911984	6	36	20	10	0.950397661183746	3.62642674962033	2.04964660902536	1.5759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_166390A	0.055271557235019	4.10938047136034	0.12826239559465	0.901821153831441	0.999154291130592	-4.61870174358319	85	226	173	102	13.4639668667697	22.7659012615054	17.7294431680693	16.0749771236341	0.08	DOWN_pEhEx_UP_UmasM
EHI_166400A	0.715722116167646	2.80694198211968	1.64374452556481	0.14754715449241	0.999154291130592	-4.5701006304178	57	88	66	27	9.02877778124558	8.86459872129413	6.76383380978368	4.25514100331492	0.08	DOWN_pEhEx_UP_UmasM
EHI_166410A	0.553916031045626	1.46984612438351	0.874104963855204	0.413207224679617	0.999154291130592	-4.59899081152803	14	49	33	9	2.21759454276207	4.93596974253878	3.38191690489184	1.41838033443831	0.08	DOWN_pEhEx_UP_UmasM
EHI_166430A	0.0513431375091098	1.3073931571998	0.0728763419384103	0.944097252826934	0.999154291130592	-4.61189149269064	8	43	17	22	1.26719688157833	4.33156528426872	1.74219961767155	3.46715192862697	0.08	DOWN_pEhEx_UP_UmasM
EHI_166440A	0.244251685223019	2.90313931769893	0.535529486059365	0.610117608132042	0.999154291130592	-4.61010902135941	68	61	69	41	10.7711734934158	6.14477865907889	7.07128080113748	6.46151041244117	0.08	DOWN_pEhEx_UP_UmasM
EHI_166470A	-0.0319586542755907	3.82957274966616	-0.0844541733089093	0.935238665680765	0.999154291130592	-4.61867715157644	87	141	135	94	13.7807660871643	14.2035047693463	13.8351146109212	14.8141946041334	0.08	UP_pEhEx_DOWN_UmasM
EHI_166480A	0.621267748066042	1.41286282924116	1.32813356599917	0.228894287781254	0.999154291130592	-4.58523752202965	19	35	24	11	3.00959259374853	3.52569267324198	2.45957593083043	1.73357596431348	0.08	DOWN_pEhEx_UP_UmasM
EHI_166490A	-1.05499919442917	6.32638042142818	-1.88732266278478	0.104326860365998	0.999154291130592	-4.55742138685404	247	794	777	1052	39.1247037187309	79.9828566444039	79.6287707606351	165.792901314344	0.08	UP_pEhEx_DOWN_UmasM
EHI_166800A	2.28006661572897	2.07427860219175	5.20330539372427	0.00157479525791591	0.999154291130592	-4.50485806754322	61	88	19	11	9.66237622203475	8.86459872129413	1.94716427857409	1.73357596431348	0.08	DOWN_pEhEx_UP_UmasM
EHI_166810A	0.0180389673111253	9.06446409453208	0.0372810682460544	0.971380491334281	0.999154291130592	-4.61417664654772	4516	3983	5575	3178	715.332639650966	401.223826214938	571.338992265818	500.84585587166	0.08	DOWN_pEhEx_UP_UmasM
EHI_166850A	0.250158027880192	0.259295784181453	0.339642555115221	0.744840625901724	0.999154291130592	-4.60430434604471	5	19	16	4	0.791998050986455	1.91394745118851	1.63971728722028	0.630391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_166860A	2.12675311810784	0.504383696517057	2.31779692329761	0.0563793291556715	0.999154291130592	-4.57450042435496	26	25	15	1	4.11838986512956	2.51835190945856	1.53723495676902	0.15759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_166870A	-0.0634458073179384	3.84891881608779	-0.16044520159244	0.877404859723762	0.999154291130592	-4.61820490696661	82	150	126	106	12.9887680361779	15.1101114567514	12.9127736368597	16.7053683833845	0.08	UP_pEhEx_DOWN_UmasM
EHI_166890A	0.140508836592485	0.68351860033657	0.240779388334584	0.817147399399985	0.999154291130592	-4.60758096672015	12	15	20	6	1.90079532236749	1.51101114567514	2.04964660902536	0.945586889625537	0.08	DOWN_pEhEx_UP_UmasM
EHI_166900A	0.811696033792138	0.642279982123448	1.38119494378642	0.212857399115773	0.999154291130592	-4.58666590042379	16	17	14	5	2.53439376315665	1.71247929843182	1.43475262631775	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_166910A	0.21898105500519	2.62057310743463	0.531964777036333	0.612448109004017	0.999154291130592	-4.60965150622285	46	59	53	37	7.28638206907538	5.9433105063222	5.43156351391719	5.83111915269081	0.08	DOWN_pEhEx_UP_UmasM
EHI_166920A	-0.350051353558846	6.07931896591243	-0.845085749789707	0.428087735054467	0.999154291130592	-4.60158541116307	340	663	618	580	53.8558674670789	66.786692638841	63.3340802188835	91.4067326638019	0.08	UP_pEhEx_DOWN_UmasM
EHI_166940A	0.38307309670329	1.75846324837397	0.750875134381675	0.479038229884986	0.999154291130592	-4.60272125135459	31	30	36	14	4.91038791611602	3.02202229135027	3.68936389624564	2.20636940912625	0.08	DOWN_pEhEx_UP_UmasM
EHI_166950A	0.368260987067374	2.9984987828953	0.80207777004849	0.450847799588515	0.999154291130592	-4.60254389464558	72	72	82	36	11.4047719342049	7.25285349924065	8.40355109700396	5.67352133775322	0.08	DOWN_pEhEx_UP_UmasM
EHI_166990A	-0.259632803035394	2.20265922024796	-0.622823295661379	0.55462484199654	0.999154291130592	-4.60671253142129	25	43	51	30	3.95999025493227	4.33156528426872	5.22659885301466	4.72793444812769	0.08	UP_pEhEx_DOWN_UmasM
EHI_167000A	1.01700178926988	0.382851329786666	1.52199372602553	0.175099481380792	0.999154291130592	-4.58502112805398	8	25	11	4	1.26719688157833	2.51835190945856	1.12730563496395	0.630391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_167010A	0.642624048150978	0.0735282202484805	0.77970041289249	0.46302240233881	0.999154291130592	-4.59837405424694	12	10	14	2	1.90079532236749	1.00734076378342	1.43475262631775	0.315195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_167020A	0.462138462704727	5.51821870237598	1.01520417589336	0.346319895165839	0.999154291130592	-4.59499291557005	386	467	513	184	61.1422495361543	47.0428136686859	52.5734355215004	28.9979979485165	0.08	DOWN_pEhEx_UP_UmasM
EHI_167050A	-0.218904704946802	10.9039951358755	-0.375388330977025	0.719326756605562	0.999154291130592	-4.6087160746252	17100	11459	17737	15049	2708.63333437368	1154.31178121943	1817.72909521414	2371.68951699578	0.08	UP_pEhEx_DOWN_UmasM
EHI_167060A	-0.00232927145458332	6.38696489606488	-0.00455226963541809	0.996504444977017	0.999154291130592	-4.61841600728009	347	1271	764	563	54.96466473846	128.033011076873	78.2965004647686	88.7275698098629	0.08	UP_pEhEx_DOWN_UmasM
EHI_167070A	0.29517475384883	0.569903327824702	0.558236078466956	0.595388805582167	0.999154291130592	-4.60341842126608	10	16	14	7	1.58399610197291	1.61174522205348	1.43475262631775	1.10318470456313	0.08	DOWN_pEhEx_UP_UmasM
EHI_167080A	0.535397770185671	8.61913339424274	0.927014281537427	0.387066007743916	0.999154291130592	-4.59789154969216	4115	3341	4708	1432	651.814395961852	336.552549180042	482.486811764569	225.680070990628	0.08	DOWN_pEhEx_UP_UmasM
EHI_167090A	-0.841609680855992	4.47610055617197	-2.01436684874954	0.0869816931654786	0.999154291130592	-4.55061394240786	84	204	265	207	13.3055672565724	20.5497515811819	27.157817569586	32.622747692081	0.08	UP_pEhEx_DOWN_UmasM
EHI_167100A	-0.341025357813625	2.47580155016985	-0.769005704384415	0.468920919537889	0.999154291130592	-4.60305565618262	36	42	71	33	5.70238596710247	4.23083120789038	7.27624546204001	5.20072789294045	0.08	UP_pEhEx_DOWN_UmasM
EHI_167110A	1.24501645728818	-0.251954576331933	1.51560661770697	0.176669707039313	0.999154291130592	-4.58862843784532	12	9	6	2	1.90079532236749	0.906606687405082	0.614893982707607	0.315195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_167130A	-0.12921683822682	5.54675210575527	-0.314146676586482	0.763256394582222	0.999154291130592	-4.61669248219032	349	357	471	314	55.2814639588545	35.9620652670682	48.2691776425471	49.4857138904031	0.08	UP_pEhEx_DOWN_UmasM
EHI_167150A	-0.0596583191030412	1.81585371248463	-0.11690802257903	0.910464647827335	0.999154291130592	-4.61354156816524	15	47	39	20	2.37599415295936	4.73450158978209	3.99681088759944	3.15195629875179	0.08	UP_pEhEx_DOWN_UmasM
EHI_167170A	0.345217505581021	1.17749341353367	0.739957203721431	0.485201822225233	0.999154291130592	-4.60200018944095	15	26	21	11	2.37599415295936	2.6190859858369	2.15212893947662	1.73357596431348	0.08	DOWN_pEhEx_UP_UmasM
EHI_167270A	-1.23774958302871	9.90376834000128	-1.6425408737705	0.14779836283715	0.999154291130592	-4.57444687336731	1957	12819	11325	11496	309.988037156098	1291.31012509397	1160.61239236061	1811.74448052253	0.08	UP_pEhEx_DOWN_UmasM
EHI_167280A	0.0131300141910016	0.101329915258907	0.0212402776725961	0.98369156055541	0.999154291130592	-4.6047166545366	6	11	12	5	0.950397661183746	1.10807484016177	1.22978796541521	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_167290A	-0.102524277124391	3.0273604493906	-0.181709293514428	0.861349852966629	0.999154291130592	-4.61638260395617	29	128	81	55	4.59358869572144	12.8939617764278	8.30106876655269	8.66787982156742	0.08	UP_pEhEx_DOWN_UmasM
EHI_167300A	-0.386986227600245	10.4725614157447	-0.755706219626461	0.476327933078758	0.999154291130592	-4.60188061515154	7422	13170	11682	13848	1175.64190688429	1326.66778590277	1197.19858433171	2182.41454125574	0.08	UP_pEhEx_DOWN_UmasM
EHI_167310A	-1.18478285906198	9.08731008956452	-1.40381904199094	0.20633080679559	0.999154291130592	-4.58144084504323	1035	8165	5302	7576	163.943596554196	822.493733629166	543.361316052622	1193.96104596718	0.08	UP_pEhEx_DOWN_UmasM
EHI_167320A	-0.941446192081535	10.9061957329836	-1.52477645841608	0.17441941494801	0.999154291130592	-4.57977696671627	10950	11046	16134	26966	1734.47573166034	1112.70860767517	1653.44991950075	4249.78267760704	0.08	UP_pEhEx_DOWN_UmasM
EHI_167330A	0.52916812647776	2.57161324302149	1.27594078748697	0.245701444305485	0.999154291130592	-4.58518783574694	50	63	46	32	7.91998050986455	6.34624681183557	4.71418720075832	5.04313007800287	0.08	DOWN_pEhEx_UP_UmasM
EHI_167460A	0.763523501945904	1.20995641803229	1.40546898283924	0.20586195472687	0.999154291130592	-4.58360863019019	20	29	24	7	3.16799220394582	2.92128821497193	2.45957593083043	1.10318470456313	0.08	DOWN_pEhEx_UP_UmasM
EHI_167480A	-0.143654548749794	4.76792718242034	-0.306227656490163	0.76901115955015	0.999154291130592	-4.61696165143069	232	181	260	194	36.7487095657715	18.23286782448	26.6454059173296	30.5739760978924	0.08	UP_pEhEx_DOWN_UmasM
EHI_167510A	-0.043159008344722	1.65864861689433	-0.0978516236690542	0.925000369581802	0.999154291130592	-4.61313699566949	18	32	28	22	2.85119298355124	3.22349044410696	2.8695052526355	3.46715192862697	0.08	UP_pEhEx_DOWN_UmasM
EHI_167620A	0.506500536910732	1.35165231040805	0.867487788462866	0.416566537563539	0.999154291130592	-4.599055562957	30	19	20	13	4.75198830591873	1.91394745118851	2.04964660902536	2.04877159418866	0.08	DOWN_pEhEx_UP_UmasM
EHI_167630A	1.38747145817487	-0.238539543042033	1.90346297242493	0.101946381736519	0.999154291130592	-4.58362723820168	8	14	6	2	1.26719688157833	1.41027706929679	0.614893982707607	0.315195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_167640A	0.824147300165615	0.946972440377264	1.37419542520559	0.214913819166527	0.999154291130592	-4.58562661315035	18	24	21	5	2.85119298355124	2.41761783308022	2.15212893947662	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_167660A	0.0323261357614216	3.25824170778748	0.0817400522649254	0.937314485310215	0.999154291130592	-4.61760785850466	58	100	101	54	9.18717739144287	10.0734076378342	10.350715375578	8.51028200662983	0.08	DOWN_pEhEx_UP_UmasM
EHI_167680A	0.102431836757448	3.66848655005339	0.256063181021135	0.805820115323145	0.999154291130592	-4.61691169481338	71	151	113	82	11.2463723240077	15.2108455331297	11.5805033409933	12.9230208248823	0.08	DOWN_pEhEx_UP_UmasM
EHI_167700A	0.105992244331909	3.25181534148022	0.257879769118873	0.804477093066798	0.999154291130592	-4.6160758564873	67	91	104	49	10.6127738832185	9.16680095042916	10.6581623669319	7.72229293194189	0.08	DOWN_pEhEx_UP_UmasM
EHI_167710A	0.20602283163149	2.35789897794276	0.429393043662905	0.681517299972391	0.999154291130592	-4.61124485713813	44	43	56	24	6.9695828486808	4.33156528426872	5.739010505271	3.78234755850215	0.08	DOWN_pEhEx_UP_UmasM
EHI_167720A	-0.64249114249986	6.34555230682818	-1.47615527337567	0.186660040802238	0.999154291130592	-4.57527145348092	355	751	793	800	56.2318616200383	75.6512913601351	81.2684880478554	126.078251950072	0.08	UP_pEhEx_DOWN_UmasM
EHI_167730A	0.157921049905677	1.44729667214062	0.336058190280783	0.747419016989439	0.999154291130592	-4.61036637281212	15	33	28	14	2.37599415295936	3.3242245204853	2.8695052526355	2.20636940912625	0.08	DOWN_pEhEx_UP_UmasM
EHI_167940A	0.196318885338116	1.98364705277346	0.327749233612692	0.753409518214299	0.999154291130592	-4.6120217870483	24	44	21	40	3.80159064473498	4.43229936064707	2.15212893947662	6.30391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_168060A	-0.0592801937192719	0.797668962077838	-0.108449612188856	0.916912259112436	0.999154291130592	-4.60907115366402	9	19	22	8	1.42559649177562	1.91394745118851	2.25461126992789	1.26078251950072	0.08	UP_pEhEx_DOWN_UmasM
EHI_168070A	-0.309542378799092	3.98723076784575	-0.572291023988158	0.586373946106278	0.999154291130592	-4.61061445501124	146	87	181	105	23.1263430888045	8.76386464491579	18.5493018116795	16.5477705684469	0.08	UP_pEhEx_DOWN_UmasM
EHI_168190A	-0.103950036891207	3.77482136002029	-0.19485593107639	0.851458804625684	0.999154291130592	-4.61778776090095	133	82	129	95	21.0671481562397	8.26019426302408	13.2202206282135	14.971792419071	0.08	UP_pEhEx_DOWN_UmasM
EHI_168200A	0.521284811188254	1.34244678420622	1.02797905372553	0.340707706511677	0.999154291130592	-4.59455267474803	23	25	25	10	3.64319103453769	2.51835190945856	2.5620582612817	1.5759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_168220A	-0.470056290218609	4.21567782061991	-1.2414925534854	0.257375428694251	0.999154291130592	-4.58525099038551	100	155	228	129	15.8399610197291	15.6137818386431	23.3659713428891	20.330118126949	0.08	UP_pEhEx_DOWN_UmasM
EHI_168230A	0.81214587877119	1.07714430892697	0.915581467293583	0.392606513578724	0.999154291130592	-4.59751068622379	8	49	8	21	1.26719688157833	4.93596974253878	0.819858643610142	3.30955411368938	0.08	DOWN_pEhEx_UP_UmasM
EHI_168240A	-0.188826135491507	10.6910593216662	-0.387388039919588	0.710846434790311	0.999154291130592	-4.60881416248566	11846	12647	15622	12383	1876.40178239711	1273.9838639569	1600.97896630971	1951.53374237217	0.08	UP_pEhEx_DOWN_UmasM
EHI_168250A	0.0991758286961012	-0.538110467101796	0.115469394240154	0.911560770708253	0.999154291130592	-4.60136367980573	3	9	10	2	0.475198830591873	0.906606687405082	1.02482330451268	0.315195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_168260A	-0.385424852887091	1.25171827192709	-0.694540993596516	0.51140963867807	0.999154291130592	-4.60317784339847	8	30	27	17	1.26719688157833	3.02202229135027	2.76702292218423	2.67916285393902	0.08	UP_pEhEx_DOWN_UmasM
EHI_168290A	-1.01951495237917	3.20240120707266	-1.62364073763841	0.151796402379747	0.999154291130592	-4.56992412690462	21	118	119	91	3.32639181414311	11.8866210126444	12.1953973237009	14.3414011593206	0.08	UP_pEhEx_DOWN_UmasM
EHI_168300A	-0.142527469059433	4.39872686604609	-0.310865961410774	0.765638544300247	0.999154291130592	-4.61674527195078	176	143	225	134	27.8783313947232	14.404972922103	23.0585243515353	21.118107201637	0.08	UP_pEhEx_DOWN_UmasM
EHI_168330A	0.898425769653186	2.12090427707407	0.967846618693024	0.367763304694298	0.999154291130592	-4.59650667504289	13	157	33	19	2.05919493256478	15.8152499913998	3.38191690489184	2.9943584838142	0.08	DOWN_pEhEx_UP_UmasM
EHI_168340A	-0.63893930594083	12.0399223910678	-1.03743154404038	0.336601886846945	0.999154291130592	-4.59435892392272	29117	24532	35711	47827	4612.12145011452	2471.2083617135	3659.74650274522	7537.43069502009	0.08	UP_pEhEx_DOWN_UmasM
EHI_168370A	-0.220413236571442	3.73005163589792	-0.564043498471775	0.591654373407602	0.999154291130592	-4.61063908380627	73	128	125	101	11.5631715444022	12.8939617764278	12.8102913064085	15.9173793086965	0.08	UP_pEhEx_DOWN_UmasM
EHI_168380A	0.166341754916452	1.75582576853875	0.293600115942582	0.778220351591739	0.999154291130592	-4.61185407226821	14	54	36	17	2.21759454276207	5.43964012443049	3.68936389624564	2.67916285393902	0.08	DOWN_pEhEx_UP_UmasM
