logFC	AveExpr	t	P.Value	adj.P.Val	B	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	UmasM_1	UmasM_2	pEhEx_1	pEhEx_2	DE	Regulation
EHI_087800A	0.418536817886644	4.71278102479782	0.778556764806686	0.463650700472734	0.999154291130592	-4.60423230723441	135	425	310	102	21.3839473766343	42.8119824607955	31.769522439893	16.0749771236341	0.08	DOWN_pEhEx_UP_UmasM
EHI_087830A	0.489217332176313	0.345860452666996	0.846644202930211	0.427278819267569	0.999154291130592	-4.59798460525108	9	15	12	5	1.42559649177562	1.51101114567514	1.22978796541521	0.787989074687948	0.08	DOWN_pEhEx_UP_UmasM
EHI_087840A	0.258636120311532	1.35868057890292	0.494056963088303	0.637529678647305	0.999154291130592	-4.60762876060127	12	38	22	15	1.90079532236749	3.82789490237701	2.25461126992789	2.36396722406384	0.08	DOWN_pEhEx_UP_UmasM
EHI_087850A	0.273644773445915	0.738633034201896	0.514044261833191	0.624237713610632	0.999154291130592	-4.60485413809834	13	15	12	11	2.05919493256478	1.51101114567514	1.22978796541521	1.73357596431348	0.08	DOWN_pEhEx_UP_UmasM
EHI_087860A	0.370279817161691	1.32042116532963	0.734189857534179	0.488479206742805	0.999154291130592	-4.60242095418088	20	25	27	10	3.16799220394582	2.51835190945856	2.76702292218423	1.5759781493759	0.08	DOWN_pEhEx_UP_UmasM
EHI_087870A	0.41427798715854	2.33099655520697	0.913186310398886	0.393774788865484	0.999154291130592	-4.59838902803668	42	50	51	22	6.65278362828622	5.03670381891712	5.22659885301466	3.46715192862697	0.08	DOWN_pEhEx_UP_UmasM
EHI_087880A	-0.113524398683161	1.95819754462078	-0.215581024439891	0.835925667748444	0.999154291130592	-4.61324914405006	16	52	47	21	2.53439376315665	5.2381719716738	4.81666953120959	3.30955411368938	0.08	UP_pEhEx_DOWN_UmasM
EHI_087900A	-0.297874765886018	2.54575338800369	-0.509310983573574	0.627371972963923	0.999154291130592	-4.61001055169084	19	87	70	37	3.00959259374853	8.76386464491579	7.17376313158875	5.83111915269081	0.08	UP_pEhEx_DOWN_UmasM
EHI_087910A	-0.946709780760358	1.19066923451403	-1.82004256786713	0.114851316957012	0.999154291130592	-4.57178338255089	7	21	33	19	1.10879727138104	2.11541560394519	3.38191690489184	2.9943584838142	0.08	UP_pEhEx_DOWN_UmasM
EHI_088010A	-0.0779628932375186	2.36945244416096	-0.189192717212731	0.855716148941353	0.999154291130592	-4.61456490722058	33	47	53	32	5.2271871365106	4.73450158978209	5.43156351391719	5.04313007800287	0.08	UP_pEhEx_DOWN_UmasM
EHI_088020A	-0.771531705892774	6.0536405592569	-1.53750662116999	0.171339425172064	0.999154291130592	-4.57226464832898	239	682	633	729	37.8575068371525	68.7006400900295	64.8713151756525	114.888807089503	0.08	UP_pEhEx_DOWN_UmasM
EHI_088030A	-0.128298693721103	2.53442034399457	-0.251698659123343	0.809049760464034	0.999154291130592	-4.61436733076173	23	80	58	39	3.64319103453769	8.05872611026739	5.94397516617353	6.14631478256599	0.08	UP_pEhEx_DOWN_UmasM
EHI_088040A	0.650867308166217	2.96698261386932	1.09781766785161	0.311302656689697	0.999154291130592	-4.59180798891056	85	72	95	24	13.4639668667697	7.25285349924065	9.73582139287044	3.78234755850215	0.08	DOWN_pEhEx_UP_UmasM
EHI_088050A	0.400268839700162	4.53289384666251	0.86529175252921	0.417685810066997	0.999154291130592	-4.60099380810769	218	203	244	102	34.5311150230094	20.4490175048035	25.0056886301093	16.0749771236341	0.08	DOWN_pEhEx_UP_UmasM
EHI_088060A	-0.52524929278718	5.76161981331922	-1.13139851648149	0.297920243944157	0.999154291130592	-4.5900916322475	204	628	671	389	32.3135204802473	63.260999965599	68.7656437328007	61.3055500107223	0.08	UP_pEhEx_DOWN_UmasM
EHI_088070A	0.271862571614958	4.62678999082838	0.535170466443925	0.610352102393407	0.999154291130592	-4.61192303442736	262	176	235	132	41.5006978716902	17.7291974425883	24.0833476560479	20.8029115717618	0.08	DOWN_pEhEx_UP_UmasM
EHI_088080A	-0.22040468043847	3.93108636744673	-0.454195702077908	0.664472516596364	0.999154291130592	-4.61359485881786	61	202	178	94	9.66237622203475	20.3482834284252	18.2418548203257	14.8141946041334	0.08	UP_pEhEx_DOWN_UmasM
EHI_088090A	-0.0332966597488791	4.54419289672316	-0.0806792208362869	0.938125977861982	0.999154291130592	-4.61924803467549	120	276	258	133	19.0079532236749	27.8026050804225	26.4404412564271	20.9605093866994	0.08	UP_pEhEx_DOWN_UmasM
EHI_088100A	-0.0117674325304519	0.0658861150663018	-0.0194612012809406	0.985057340253886	0.999154291130592	-4.60450460407769	6	10	10	6	0.950397661183746	1.00734076378342	1.02482330451268	0.945586889625537	0.08	UP_pEhEx_DOWN_UmasM
EHI_088110A	-0.278035574442442	1.04016598222001	-0.528645733180666	0.614622399511053	0.999154291130592	-4.60586234312234	8	24	21	15	1.26719688157833	2.41761783308022	2.15212893947662	2.36396722406384	0.08	UP_pEhEx_DOWN_UmasM
EHI_088220A	0.0100454350388844	4.44578822348894	0.0260702103422913	0.979983982724056	0.999154291130592	-4.61935466627949	129	231	234	124	20.4335497154505	23.2695716433971	23.9808653255967	19.5421290522611	0.08	DOWN_pEhEx_UP_UmasM
EHI_088230A	-0.377158557761579	7.1971783864263	-0.870785523976832	0.41488989017544	0.999154291130592	-4.60028175273551	978	1061	1412	1226	154.914818772951	106.878855037421	144.70505059719	193.214921113485	0.08	UP_pEhEx_DOWN_UmasM
EHI_088430A	0.296343767022006	3.09631698469852	0.707792171810258	0.503668753229631	0.999154291130592	-4.60566655974462	57	98	90	40	9.02877778124558	9.87193948507756	9.2234097406141	6.30391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_088450A	0.600039946137976	2.10341437137978	1.16978805047493	0.283210526793885	0.999154291130592	-4.58960022234286	39	45	47	15	6.17758479769435	4.53303343702541	4.81666953120959	2.36396722406384	0.08	DOWN_pEhEx_UP_UmasM
EHI_088460A	0.170013250868501	4.73112146652177	0.42179978452734	0.686776880405983	0.999154291130592	-4.61473119744612	190	261	292	132	30.0959259374853	26.2915939347474	29.9248404917702	20.8029115717618	0.08	DOWN_pEhEx_UP_UmasM
EHI_088490A	-0.26543091442998	3.71127964195425	-0.630497701518428	0.549895597165522	0.999154291130592	-4.60871830408298	86	103	116	109	13.622366476967	10.3756098669693	11.8879503323471	17.1781618281973	0.08	UP_pEhEx_DOWN_UmasM
EHI_088600A	8.44618360700763	0.249272836050987	7.23382705996986	0.000245594981725194	0.999154291130592	-4.56703109668691	220	140	0	0	34.847914243404	14.1027706929679	0	0	0.08	DOWN_pEhEx_UP_UmasM
EHI_089100A	0.420596739072682	1.45225182697426	0.650405731964764	0.53774357633386	0.999154291130592	-4.6046355421677	35	18	26	12	5.54398635690518	1.81321337481016	2.66454059173296	1.89117377925107	0.08	DOWN_pEhEx_UP_UmasM
EHI_089670A	-0.649125545364069	2.0147064152893	-1.16557555411604	0.284794290226635	0.999154291130592	-4.58981706474601	25	25	33	47	3.95999025493227	2.51835190945856	3.38191690489184	7.40709730206671	0.08	UP_pEhEx_DOWN_UmasM
EHI_089770A	-1.6240983956258	1.24103159364099	-0.910177894784359	0.395245897366554	0.999154291130592	-4.59718243131538	0	132	51	35	0	13.2968980819412	5.22659885301466	5.51592352281563	0.08	UP_pEhEx_DOWN_UmasM
EHI_089990A	-0.245566591123311	6.18869174635749	-0.615137418664861	0.559385889831442	0.999154291130592	-4.60916113472011	493	568	762	513	78.0910078272644	57.2169553828985	78.0915358038661	80.8476790629834	0.08	UP_pEhEx_DOWN_UmasM
EHI_090000A	-0.125120340667895	5.50310172070154	-0.333082919162663	0.749561939024697	0.999154291130592	-4.61639837636669	282	418	441	314	44.668690075636	42.1068439261471	45.1947077290091	49.4857138904031	0.08	UP_pEhEx_DOWN_UmasM
EHI_090010A	0.282633237217898	4.30775670565083	0.502368786055009	0.63198409626368	0.999154291130592	-4.61266471439296	81	365	173	115	12.8303684259806	36.767937878095	17.7294431680693	18.1237487178228	0.08	DOWN_pEhEx_UP_UmasM
EHI_090020A	-1.76959196391992	10.3194977024819	-1.8731804278643	0.10645754146633	0.999154291130592	-4.56798226208001	1724	18094	16174	20499	273.08092798013	1822.68237798973	1657.54921271881	3230.59760840565	0.08	UP_pEhEx_DOWN_UmasM
EHI_090030A	-1.00404228845709	0.935245466739205	-1.77350413713025	0.122730041036741	0.999154291130592	-4.57534985086873	6	16	21	22	0.950397661183746	1.61174522205348	2.15212893947662	3.46715192862697	0.08	UP_pEhEx_DOWN_UmasM
EHI_090040A	-0.229228168900643	2.17267055820584	-0.498667770619988	0.634450231464334	0.999154291130592	-4.60949281376176	20	52	50	29	3.16799220394582	5.2381719716738	5.12411652256339	4.5703366331901	0.08	UP_pEhEx_DOWN_UmasM
EHI_090240A	0.225473256860753	1.29730372279577	0.496814503924296	0.635687041657321	0.999154291130592	-4.60737752872584	17	25	23	13	2.69279337335395	2.51835190945856	2.35709360037916	2.04877159418866	0.08	DOWN_pEhEx_UP_UmasM
EHI_090260A	-0.368007837231744	3.04226839158689	-0.846292367507881	0.427461342725811	0.999154291130592	-4.60109235261671	38	85	107	50	6.01918518749706	8.5623964921591	10.9656093582857	7.87989074687948	0.08	UP_pEhEx_DOWN_UmasM
EHI_090270A	0.419909681525481	5.03804151823245	0.794572394063323	0.454905883845877	0.999154291130592	-4.60367216462239	380	237	300	166	60.1918518749706	23.8739761016672	30.7446991353803	26.1612372796399	0.08	DOWN_pEhEx_UP_UmasM
EHI_090380A	0.758817306100047	2.10284424617923	1.37002405300455	0.21614778478479	0.999154291130592	-4.5823774282764	22	85	33	20	3.4847914243404	8.5623964921591	3.38191690489184	3.15195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_090400A	-0.0939629708193122	9.26374993401222	-0.186956318411154	0.857398821875852	0.999154291130592	-4.61311538320119	5198	4230	5925	4251	823.361173805518	426.105143080388	607.207807923762	669.948311299693	0.08	UP_pEhEx_DOWN_UmasM
EHI_090410A	-0.254067169957718	5.5874371840585	-0.460839362577144	0.659942780424929	0.999154291130592	-4.61369833150697	446	271	431	396	70.6462261479918	27.2989346985308	44.1698844244964	62.4087347152855	0.08	UP_pEhEx_DOWN_UmasM
EHI_090430A	-1.19227611491377	3.05124938927408	-2.27961542522647	0.0595295333454112	0.999154291130592	-4.54499011592926	25	72	90	109	3.95999025493227	7.25285349924065	9.2234097406141	17.1781618281973	0.08	UP_pEhEx_DOWN_UmasM
EHI_091060A	-0.433754723547922	2.67204726762598	-1.03358769250439	0.338266724512529	0.999154291130592	-4.59428315128252	29	63	73	46	4.59358869572144	6.34624681183557	7.48121012294255	7.24949948712912	0.08	UP_pEhEx_DOWN_UmasM
EHI_091070A	-0.422583415169225	4.3768216477287	-1.03885678368787	0.335986258579106	0.999154291130592	-4.5940060541237	126	159	198	180	19.9583508848587	16.0167181441564	20.291501429351	28.3676066887661	0.08	UP_pEhEx_DOWN_UmasM
EHI_091090A	0.542895537386041	2.16878945086561	0.712988123193005	0.500654552589217	0.999154291130592	-4.60428847503281	15	114	32	27	2.37599415295936	11.483684707131	3.27943457444057	4.25514100331492	0.08	DOWN_pEhEx_UP_UmasM
EHI_091100A	0.236735078002	3.103107656411	0.588591426898991	0.576018238451704	0.999154291130592	-4.60910945851697	66	82	79	48	10.4543742730212	8.26019426302408	8.09610410565016	7.5646951170043	0.08	DOWN_pEhEx_UP_UmasM
EHI_091120A	0.692760596031863	1.36355598574175	1.29869902300396	0.238244219444185	0.999154291130592	-4.58635148550646	26	26	25	9	4.11838986512956	2.6190859858369	2.5620582612817	1.41838033443831	0.08	DOWN_pEhEx_UP_UmasM
EHI_091130A	0.083171734141124	-1.0941306599741	0.031737181933458	0.975634566823543	0.999154291130592	-4.59952755693526	30	0	0	24	4.75198830591873	0	0	3.78234755850215	0.08	DOWN_pEhEx_UP_UmasM
EHI_091250A	-0.0774213421923614	6.38153801214729	-0.185854361393014	0.858228235138815	0.999154291130592	-4.61752040015933	558	740	688	658	88.3869824900883	74.5432165199734	70.5078433504723	103.699362228934	0.08	UP_pEhEx_DOWN_UmasM
EHI_091460A	0.445658258739445	0.908378104798681	0.874774991006031	0.412868190093708	0.999154291130592	-4.59833125925218	12	24	18	8	1.90079532236749	2.41761783308022	1.84468194812282	1.26078251950072	0.08	DOWN_pEhEx_UP_UmasM
EHI_091470A	-0.809688331875823	1.05353034437647	-0.967238791932526	0.368045098820808	0.999154291130592	-4.59611904087026	3	36	27	20	0.475198830591873	3.62642674962033	2.76702292218423	3.15195629875179	0.08	UP_pEhEx_DOWN_UmasM
EHI_091480A	0.231270597688949	0.89680196968453	0.423070025924131	0.685895702290727	0.999154291130592	-4.60690081758689	9	26	19	9	1.42559649177562	2.6190859858369	1.94716427857409	1.41838033443831	0.08	DOWN_pEhEx_UP_UmasM
EHI_091490A	-0.224854678014601	3.07792267862119	-0.485441093524508	0.643304909477467	0.999154291130592	-4.61161973356485	38	97	73	71	6.01918518749706	9.77120540869921	7.48121012294255	11.1894448605689	0.08	UP_pEhEx_DOWN_UmasM
EHI_091510A	-0.0863613685302888	4.67264171124263	-0.215658848589538	0.835867484763399	0.999154291130592	-4.6182065830972	157	243	213	200	24.8687388009747	24.4783805599372	21.82873638612	31.5195629875179	0.08	UP_pEhEx_DOWN_UmasM
EHI_091530A	-0.572082115212196	4.96600040850337	-1.37737536133316	0.21397737611795	0.999154291130592	-4.57896282911449	132	310	331	271	20.9087485460424	31.2275636772861	33.9216513793696	42.7090078480868	0.08	UP_pEhEx_DOWN_UmasM
EHI_091540A	1.55890329945692	0.269268065269497	1.80247181622454	0.117766427224571	0.999154291130592	-4.58178979153422	8	33	11	2	1.26719688157833	3.3242245204853	1.12730563496395	0.315195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_091550A	-0.654738926125736	0.165274562716656	-0.816987202558587	0.442862290741505	0.999154291130592	-4.59806035587035	2	17	16	8	0.316799220394582	1.71247929843182	1.63971728722028	1.26078251950072	0.08	UP_pEhEx_DOWN_UmasM
EHI_091560A	-0.240648056221103	3.0515559044753	-0.556369764147144	0.596591768875742	0.999154291130592	-4.6098654603665	38	93	81	62	6.01918518749706	9.36826910318584	8.30106876655269	9.77106452613055	0.08	UP_pEhEx_DOWN_UmasM
EHI_091940A	0.250178889259516	1.61083485081766	0.555791310134144	0.596964900416768	0.999154291130592	-4.6071173796586	18	37	29	16	2.85119298355124	3.72716082599867	2.97198758308677	2.52156503900143	0.08	DOWN_pEhEx_UP_UmasM
EHI_092070A	-0.53594026030068	3.19236243497766	-1.22986380128206	0.261422935984157	0.999154291130592	-4.58635998184076	37	95	115	65	5.86078557729976	9.56973725594253	11.7854680018958	10.2438579709433	0.08	UP_pEhEx_DOWN_UmasM
EHI_092080A	-0.129830889333768	8.98350211877409	-0.19518589934966	0.851210914248101	0.999154291130592	-4.61352602707405	5267	2766	3701	4722	834.290746909131	278.630455262495	379.287105000142	744.176882135298	0.08	UP_pEhEx_DOWN_UmasM
EHI_092090A	-0.16109373428169	0.96664610938297	-0.331142190637157	0.750961037926541	0.999154291130592	-4.60839972466892	12	17	22	11	1.90079532236749	1.71247929843182	2.25461126992789	1.73357596431348	0.08	UP_pEhEx_DOWN_UmasM
EHI_092100A	-0.325310180008389	1.72269959506046	-0.754608287788396	0.476942966777503	0.999154291130592	-4.60258512111746	18	29	37	22	2.85119298355124	2.92128821497193	3.79184622669691	3.46715192862697	0.08	UP_pEhEx_DOWN_UmasM
EHI_092110A	-0.578074349684953	4.85366755046798	-0.984468565612565	0.360121923002855	0.999154291130592	-4.59627050207581	245	143	260	295	38.8079044983363	14.404972922103	26.6454059173296	46.4913554065889	0.08	UP_pEhEx_DOWN_UmasM
EHI_092120A	0.0532225704784342	10.9349711152173	0.0911661978164179	0.930107553060983	0.999154291130592	-4.61104659608947	19513	12631	17573	13159	3090.85159377974	1272.37211873484	1800.92199302013	2073.82964676374	0.08	DOWN_pEhEx_UP_UmasM
EHI_092130A	-0.644737628322652	3.84104669884778	-1.22999244618977	0.261377862180403	0.999154291130592	-4.58592183186479	45	178	171	117	7.12798245887809	17.9306655953449	17.5244785071668	18.438944347698	0.08	UP_pEhEx_DOWN_UmasM
EHI_092140A	-0.0503446063125861	5.86825384972749	-0.124892051920394	0.904385366947459	0.999154291130592	-4.61862242011145	421	489	524	417	66.6862358930595	49.2589633490094	53.7007411564643	65.7182888289748	0.08	UP_pEhEx_DOWN_UmasM
EHI_092160A	0.413492599234459	4.8036180341935	0.893103749414571	0.403673346015888	0.999154291130592	-4.59994079169702	250	260	310	116	39.5999025493227	26.190859858369	31.769522439893	18.2813465327604	0.08	DOWN_pEhEx_UP_UmasM
EHI_092170A	-0.888036490914837	4.01857619320321	-0.929561216402078	0.38583983616149	0.999154291130592	-4.59840657233715	24	352	230	134	3.80159064473498	35.4583948851765	23.5709360037916	21.118107201637	0.08	UP_pEhEx_DOWN_UmasM
EHI_092230A	1.36213915783484	-0.487584115303931	1.61014391103357	0.15471374911509	0.999154291130592	-4.58852903717814	10	8	4	2	1.58399610197291	0.805872611026739	0.409929321805071	0.315195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_092270A	-0.454453618401038	1.0761561610206	-0.64510551294385	0.540962428793784	0.999154291130592	-4.60382175865238	16	13	40	8	2.53439376315665	1.30954299291845	4.09929321805071	1.26078251950072	0.08	UP_pEhEx_DOWN_UmasM
EHI_092280A	-0.0397718231238211	3.47043805038082	-0.103736347745437	0.920508040446193	0.999154291130592	-4.61797652727126	66	112	109	71	10.4543742730212	11.2822165543743	11.1705740191882	11.1894448605689	0.08	UP_pEhEx_DOWN_UmasM
EHI_092290A	-0.0253392667712803	2.75530128402655	-0.0623059415036116	0.952192584548395	0.999154291130592	-4.61636991473227	38	72	63	45	6.01918518749706	7.25285349924065	6.45638681842987	7.09190167219153	0.08	UP_pEhEx_DOWN_UmasM
EHI_092320A	0.190517397014281	2.33613269045199	0.25559379150713	0.806167256062165	0.999154291130592	-4.61381425134679	17	99	30	47	2.69279337335395	9.9726735614559	3.07446991353803	7.40709730206671	0.08	DOWN_pEhEx_UP_UmasM
EHI_092330A	0.874984227038708	2.36233144056458	1.45856397727645	0.191279767106451	0.999154291130592	-4.5785404043489	47	62	21	42	7.44478167927267	6.24551273545723	2.15212893947662	6.61910822737876	0.08	DOWN_pEhEx_UP_UmasM
EHI_092350A	-0.894895293271949	1.04965339729633	-1.38933184218859	0.210489010078752	0.999154291130592	-4.58489739039228	5	23	22	24	0.791998050986455	2.31688375670188	2.25461126992789	3.78234755850215	0.08	UP_pEhEx_DOWN_UmasM
EHI_092370A	0.630703756894453	4.48723689539474	0.852991308145063	0.423995802956998	0.999154291130592	-4.60144930832501	90	535	113	178	14.2559649177562	53.8927308624132	11.5805033409933	28.0524110588909	0.08	DOWN_pEhEx_UP_UmasM
EHI_092380A	-0.221953272979409	1.23825344417189	-0.439500935824303	0.674545767145547	0.999154291130592	-4.60810982176125	10	27	22	18	1.58399610197291	2.71982006221524	2.25461126992789	2.83676066887661	0.08	UP_pEhEx_DOWN_UmasM
EHI_092390A	-0.913896078706747	6.70468578032306	-1.84159684683827	0.111371279722711	0.999154291130592	-4.56004740152573	632	572	1057	1199	100.108553644688	57.6198916884119	108.32382328699	188.95978011017	0.08	UP_pEhEx_DOWN_UmasM
EHI_092420A	0.344602675781375	2.68516006984992	0.822519148000348	0.439925087802121	0.999154291130592	-4.60159330236649	51	64	61	32	8.07838012006184	6.44698088821391	6.25142215752734	5.04313007800287	0.08	DOWN_pEhEx_UP_UmasM
EHI_092430A	-1.16485054747722	9.91443839161892	-1.72257039618794	0.131952300616288	0.999154291130592	-4.57182784810279	2247	11859	11807	10693	355.923924113313	1194.60541177076	1210.00887563812	1685.19343512764	0.08	UP_pEhEx_DOWN_UmasM
EHI_092450A	0.150727179929891	8.5168123453184	0.298806124368671	0.774418835760926	0.999154291130592	-4.6131940616194	3484	2653	3227	2340	551.864241927362	267.247504631742	330.710480366241	368.778886953959	0.08	DOWN_pEhEx_UP_UmasM
EHI_092470A	-0.974832089571345	10.6285286502098	-1.52413022597632	0.174577127951002	0.999154291130592	-4.57942120768266	4227	19289	18512	16144	669.555152303949	1943.05959926185	1897.15290131387	2544.25912435245	0.08	UP_pEhEx_DOWN_UmasM
EHI_092490A	-0.170303996138302	4.9104079922081	-0.314604000990699	0.762924549126056	0.999154291130592	-4.61684819708055	110	454	281	224	17.423957121702	45.7332706757675	28.7975348568063	35.3019105460201	0.08	UP_pEhEx_DOWN_UmasM
EHI_092500A	0.172988288519949	4.53942393719972	0.415023225235354	0.691486775830207	0.999154291130592	-4.61482135508717	153	248	169	175	24.2351403601855	24.9820509418289	17.3195138462643	27.5796176140782	0.08	DOWN_pEhEx_UP_UmasM
EHI_092510A	0.171072009441459	5.56942269529042	0.398387569570045	0.703111879129181	0.999154291130592	-4.61510028381406	403	392	489	254	63.8350429095082	39.4877579403102	50.11385959067	40.0298449941477	0.08	DOWN_pEhEx_UP_UmasM
EHI_092520A	-0.219695162660703	4.12821638675694	-0.55052960354083	0.600365021438984	0.999154291130592	-4.61130530236079	89	183	165	133	14.0975653075589	18.4343359772367	16.9095845244592	20.9605093866994	0.08	UP_pEhEx_DOWN_UmasM
EHI_092530A	0.0899516772824968	4.20040081492639	0.229872070815724	0.825260520324379	0.999154291130592	-4.61779161499065	112	200	197	99	17.7407563420966	20.1468152756685	20.1890190988998	15.6021836788214	0.08	DOWN_pEhEx_UP_UmasM
EHI_092560A	0.713847836856823	1.37931727221682	1.11264892695271	0.305332363266968	0.999154291130592	-4.59205898554662	29	25	31	7	4.59358869572144	2.51835190945856	3.1769522439893	1.10318470456313	0.08	DOWN_pEhEx_UP_UmasM
EHI_092570A	0.251517814964997	-0.378559336602262	0.30419482355436	0.770491000895927	0.999154291130592	-4.60138322431814	4	10	11	2	0.633598440789164	1.00734076378342	1.12730563496395	0.315195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_092580A	0.774145344970542	2.68092238974823	1.38085335997196	0.212957343904827	0.999154291130592	-4.58093578109774	71	63	70	20	11.2463723240077	6.34624681183557	7.17376313158875	3.15195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_092600A	-0.604688448625176	4.58255317756794	-1.2493187765496	0.254681931569963	0.999154291130592	-4.58482458952138	83	282	274	197	13.1471676463751	28.4070095386926	28.0801585436474	31.0467695427051	0.08	UP_pEhEx_DOWN_UmasM
EHI_092620A	-0.331548767779061	4.66756581222113	-0.627190876761924	0.551930346544723	0.999154291130592	-4.60927900188176	90	354	310	162	14.2559649177562	35.6598630379332	31.769522439893	25.5308460198895	0.08	UP_pEhEx_DOWN_UmasM
EHI_092640A	-0.281286992990419	6.00267759011601	-0.612661423263814	0.560924903029992	0.999154291130592	-4.60936842241003	279	764	577	531	44.1934912450442	76.9608343530536	59.1323046703815	83.68443973186	0.08	UP_pEhEx_DOWN_UmasM
EHI_092650A	0.117071545136111	3.7349563614312	0.290916670141679	0.780182442562323	0.999154291130592	-4.61650911366541	74	161	132	76	11.7215711545995	16.2181862969131	13.5276676195674	11.9774339352568	0.08	DOWN_pEhEx_UP_UmasM
EHI_092660A	-0.0494983151189868	1.96080602396279	-0.11364462132382	0.912951407079995	0.999154291130592	-4.61397918541389	27	33	36	26	4.27678947532686	3.3242245204853	3.68936389624564	4.09754318837733	0.08	UP_pEhEx_DOWN_UmasM
EHI_092680A	0.0122049315619091	6.4233411368132	0.0280967627049208	0.978428504811058	0.999154291130592	-4.61835080200388	429	1086	925	487	67.9534327746378	109.39720694688	94.7961556674227	76.7501358746061	0.08	DOWN_pEhEx_UP_UmasM
EHI_092690A	0.306516609275787	1.05572033015793	0.533816357426332	0.611236988932038	0.999154291130592	-4.60580900044689	21	16	21	9	3.32639181414311	1.61174522205348	2.15212893947662	1.41838033443831	0.08	DOWN_pEhEx_UP_UmasM
EHI_092710A	1.87361122416787	-0.113089949729165	2.57426322981864	0.0392331695007432	0.999154291130592	-4.57630683981298	12	16	5	2	1.90079532236749	1.61174522205348	0.512411652256339	0.315195629875179	0.08	DOWN_pEhEx_UP_UmasM
EHI_092720A	-0.463630322308707	1.15467128761357	-0.542690578999735	0.605450762061754	0.999154291130592	-4.60584180296801	5	35	15	31	0.791998050986455	3.52569267324198	1.53723495676902	4.88553226306528	0.08	UP_pEhEx_DOWN_UmasM
EHI_092730A	-0.198390783258377	3.63339015717751	-0.397877005398298	0.703470056745726	0.999154291130592	-4.61447468003245	48	171	132	83	7.60318128946996	17.2255270606965	13.5276676195674	13.0806186398199	0.08	UP_pEhEx_DOWN_UmasM
EHI_092830.mRNA	0.608365264329278	2.66785131791931	1.51521090322721	0.176767417867819	0.999154291130592	-4.57559515106125	48	79	50	32	7.60318128946996	7.95799203388905	5.12411652256339	5.04313007800287	0.08	DOWN_pEhEx_UP_UmasM
EHI_092930A	-0.833167409779287	6.10351594786809	-1.0006099188514	0.352820662332728	0.999154291130592	-4.59557287918866	131	1284	814	630	20.7503489358451	129.342554069792	83.420616987332	99.2866234106814	0.08	UP_pEhEx_DOWN_UmasM
EHI_093130A	0.332802381453038	3.08349813297325	0.806748572552494	0.448335246957546	0.999154291130592	-4.60246794998142	62	91	86	40	9.82077583223204	9.16680095042916	8.81348041880903	6.30391259750358	0.08	DOWN_pEhEx_UP_UmasM
EHI_093230A	-0.116325768410812	1.81157706289119	-0.26673925650921	0.79793756370833	0.999154291130592	-4.61232674478262	19	36	38	21	3.00959259374853	3.62642674962033	3.89432855714818	3.30955411368938	0.08	UP_pEhEx_DOWN_UmasM
EHI_093330A	-0.30056831893037	7.69250342292206	-0.646007426736723	0.540413846113829	0.999154291130592	-4.60709047087973	1585	1363	2233	1471	251.063382162706	137.300546103681	228.843043897681	231.826385773194	0.08	UP_pEhEx_DOWN_UmasM
EHI_093360A	0.55281509843007	2.5831042453299	1.16725926488669	0.284160377572001	0.999154291130592	-4.58933923478544	62	53	47	31	9.82077583223204	5.33890604805215	4.81666953120959	4.88553226306528	0.08	DOWN_pEhEx_UP_UmasM
EHI_093570A	-0.0033327225481002	4.79825487882022	-0.00870281175484033	0.993317435498482	0.999154291130592	-4.61950655222446	196	246	270	177	31.046323598669	24.7805827890722	27.6702292218423	27.8948132439533	0.08	UP_pEhEx_DOWN_UmasM
EHI_093580A	-0.141197687690677	6.1224904976474	-0.248305897449004	0.811563131500927	0.999154291130592	-4.61711869814886	256	1088	589	555	40.5503002105065	109.598675099637	60.3620926357967	87.4667872903622	0.08	UP_pEhEx_DOWN_UmasM
EHI_093710A	0.162232440209848	0.726283510766997	0.25320359852036	0.807935678642628	0.999154291130592	-4.60782160532003	6	26	13	12	0.950397661183746	2.6190859858369	1.33227029586648	1.89117377925107	0.08	DOWN_pEhEx_UP_UmasM
EHI_093740A	-0.0712390710695933	8.18695645948806	-0.159865257942384	0.877843654189665	0.999154291130592	-4.6151926984196	2208	2286	2638	2100	349.746339315618	230.278098600891	270.348387730444	330.955411368938	0.08	UP_pEhEx_DOWN_UmasM
EHI_093750A	0.102249174496426	1.71696900304176	0.213653320604713	0.837367216036646	0.999154291130592	-4.61257383143918	23	31	39	15	3.64319103453769	3.12275636772861	3.99681088759944	2.36396722406384	0.08	DOWN_pEhEx_UP_UmasM
EHI_093760A	1.23933123078846	2.11673136194586	1.83137006571681	0.113009411357915	0.999154291130592	-4.56578553779521	24	113	39	12	3.80159064473498	11.3829506307527	3.99681088759944	1.89117377925107	0.08	DOWN_pEhEx_UP_UmasM
