edgeR	NOISeq	DESeq2
EHI_166370A	0.0300588662056692	0.101846955054219	0.117884065140443
EHI_167270A	0.0304962349223502	1.49725865039585e-08	0.0195978320104576
EHI_167310A	0.132293256453851	0.0411828694891115	0.0719656386443822
EHI_169350A	0.0117085935790764	0.00734094157683352	0.0949482840976189
EHI_170060A	0.00544254017589598	0.00129009655319412	0.00487709071294534
EHI_170120A	0.0392265648974371	0.0422345015968788	0.0656809590354086
EHI_172280A	3.93740030804715e-05	0.001296334987961	6.24770322223204e-05
EHI_172960A	0.113284411815735	0.0399755158478059	0.0991190742645296
EHI_174180A	0.132604869303934	0.0315216583332797	0.096730126756374
EHI_174910A	0.0602629872404586	0.0267435139324455	0.0452515046840784
EHI_176820A	0.0423941945542364	0.0205768383288839	0.0234061125577823
EHI_177520A	0.0423941945542364	0.0116879117291113	0.0220507125436283
EHI_178340A	0.0056300150611563	0.0152104376264937	0.0674893991850758
EHI_179390A	0.00590519420959406	0.0253052690581684	0.00540357950799755
EHI_180390A	0.199824580521133	0.0343609915073877	0.368841791769712
EHI_181610A	0.0300588662056692	0.101405663793519	0.0642318319589235
EHI_182550A	0.0188771596056708	0.031690212978898	0.0220507125436283
EHI_186720A	0.106087177482697	2.33146835171283e-15	0.0642318319589235
EHI_186950A	0.0307141928323821	0.0412148253824954	0.0563084098961979
EHI_187780A	0.00017315226128168	0.0459138489487562	0.00283474183994395
EHI_188170A	0.0280055032567651	0.0377123084357651	0.031216344993883
EHI_188880A	3.39814338757453e-05	0.0123337771454498	0.00056024008046734
EHI_188960A	0.0056300150611563	5.55111512312578e-16	0.00313020136352926
EHI_193350A	0.2195779901505	0.0391760751806337	0.142065478633914
EHI_193940A	0.339104056753457	0.0419034419547041	0.709470752868248
EHI_194430A	0.0056300150611563	0.0387596539765265	0.0195978320104576
EHI_194730A	0.000754014596076772	0.031452757469882	0.046878659574568
EHI_195110A	7.87475716782723e-16	0	1.73499249408733e-05
EHI_197480A	0.13489321919801	0.0154000865928791	0.0698010009942253
EHI_198930A	0.108192864070807	0.0274755602579639	0.0759012137911732
EHI_201200A	0.0423941945542364	0.0411499124315223	0.0733871960795311
EHI_201940A	0.0133825189638468	0.0331699282623865	0.0490948639417567
EHI_202460A	0.108192864070807	0.0372498987085893	0.0620563673634237
