edgeR	limma	NOISeq	DESeq2
EHI_130260A	-1.29370605128232	-1.37334820893075	1.26786166163582	-1.28219924714799
EHI_130480A	1.85282447219094	1.87006622411757	-1.84573270602601	1.84976204602167
EHI_131150A	-1.35203663608884	-1.32980721120022	1.33174929412669	-1.34653703278484
EHI_131470A	-1.4780234168377	-1.48448612154601	1.45064523715848	-1.46689645157034
EHI_131940A	-1.06544480627721	-1.05190880370356	1.03858278624177	-1.05814731170888
EHI_134490A	-1.5427671013867	-1.52568854131198	1.51815555183368	-1.53622590856862
EHI_134720A	-1.02683669118127	-1.03117045778813	1.00137340213879	-1.01787843028647
EHI_134810A	-2.16740606345043	-2.15752586241009	2.14143172904869	-2.15855604834639
EHI_134840A	-1.96149108040429	-1.82049625302972	1.96167928596087	-1.97612917394564
EHI_135060A	-2.57413740743213	-2.55046343886289	2.54542342326389	-2.57812753955461
EHI_135080A	-1.1032487967825	-1.07471113687252	1.07621287857038	-1.09939916586792
EHI_135440A	-1.2938278756555	-1.31824738815936	1.25777942238303	-1.28269035335151
EHI_135580A	1.23313929384084	1.26417083102703	-1.29345121268556	1.27737587680501
EHI_136420A	-1.72553303151103	-1.55596937580541	1.76045857328078	-1.76616633740412
EHI_136740A	-1.71429917566664	-1.50146634833517	1.69625492740757	-1.72458152359421
EHI_136980A	-1.4436874515267	-1.36730503731919	1.43806544785354	-1.45433907809309
EHI_137010A	1.26925402258945	1.27104281974402	-1.3330297146565	1.31328744078215
EHI_137270A	1.26925402258945	1.27104281974402	-1.3330297146565	1.31328744078215
EHI_137750A	-2.144881435447	-2.09873642971339	2.11447617782753	-2.16607563218338
EHI_137810A	-2.02023401460361	-1.82673307758208	2.01913212258118	-2.04100999957559
EHI_137880A	1.63979502716549	1.5799749178209	-1.71526803685541	1.70255647075545
EHI_138360A	1.71440587282066	1.65460589115066	-1.78455649467556	1.77374795896101
EHI_138470A	-2.08455801085389	-1.94305173042529	2.05779995871549	-2.09456875117047
EHI_139050A	-1.88176921007458	-1.93890235938314	1.84160300205084	-1.89099509274102
EHI_139300A	1.641256384083	1.59563384771006	-1.71811433343878	1.70032792977852
EHI_140480A	2.22848745087749	2.24295181906017	-2.22734941033855	2.23325100671616
EHI_140540A	-1.35058210563924	-1.35193095460383	1.32352770748774	-1.33683312625888
EHI_140550A	-1.62963619675839	-1.6257896772735	1.60395185420501	-1.62156579579599
EHI_140600A	-1.42271269364501	-1.50316646314253	1.40247844665035	-1.41182408578826
EHI_140640A	-8.26340819888991	-5.81750534556667	9.27541900131462	-7.43237250603904
EHI_140770A	-2.39295469501383	-2.08956078598332	2.4383510533075	-2.44819871972574
EHI_141800A	-1.4620534297254	-1.46897205573654	1.43394104244604	-1.45857828767141
EHI_141810A	-1.30718962360906	-1.3021146830512	1.28013160045564	-1.30023802901269
EHI_141890A	-1.82693885358089	-1.79730576595406	1.81090046164856	-1.82426645691137
EHI_141940A	-1.20244222169152	-1.19164761072318	1.17597115479173	-1.19502174939209
EHI_143440A	-2.29288461756034	-2.27491715372306	2.26271588558474	-2.29301193531802
EHI_144610A	-1.71880945659374	-1.65019968507254	1.69293991514053	-1.71886546785608
EHI_145610A	1.24176192246126	1.200610326875	-1.26424267783589	1.25293684245788
EHI_146780A	-1.84110635941849	-2.17167100809557	1.83390004776583	-1.82300567743742
EHI_146960A	2.31889181515075	2.98493647493284	-2.61037224553339	2.5539098579845
EHI_147570A	-1.61707047933155	-1.57932103285544	1.59059612573046	-1.61376143257411
EHI_148150A	-1.40239509006693	-1.40243232194717	1.38458931919004	-1.39288537349695
EHI_148170A	-1.07857279157499	-1.08334148340452	1.06163174395125	-1.06677839403236
EHI_148190A	-2.08533204610828	-2.02645887926631	2.05745876651722	-2.09025415084998
EHI_148260A	2.18355698828516	2.14807919977611	-2.26549415625456	2.24416839803696
EHI_148400A	-3.43310814893015	-3.20980324543819	3.45383790756174	-3.48037911593575
